,reviewID,sentenceID,review,target,category,polarity
228,1417496,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,"food,service,atmosphere","FOOD,SERVICE,AMBIENCE","positive,positive,positive"
229,1417496,1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,FOOD,positive
230,1417496,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,AMBIENCE,positive
231,1417496,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","service,staff","SERVICE,SERVICE","positive,positive"
232,1417496,1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","meal,restaurant","FOOD,AMBIENCE","positive,positive"
233,1430994,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,"view,service,ambiance","AMBIENCE,SERVICE,AMBIENCE","positive,positive,positive"
234,1430994,1430994:1,The staff offers impeccable service.,staff,SERVICE,positive
235,1430994,1430994:2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque,FOOD,positive
236,1430994,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,"New England Chowder,Lobster Bisque","FOOD,FOOD","positive,positive"
237,1430994,1430994:6,My boyfriend had Prime Rib it was good .,Prime Rib,FOOD,positive
238,1430994,1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,bottles of Korbett,FOOD,positive
239,1431154,1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,FOOD,positive
240,1431154,1431154:1,If you like spicy food get the chicken vindaloo.,chicken vindaloo,FOOD,positive
241,1432551,1432551:0,Go to Volare for 1st class service and terrific food.,"service,food","SERVICE,FOOD","positive,positive"
242,1432551,1432551:1,The portions are large and the servers always surprise us with a different starter.,"portions,servers","FOOD,SERVICE","positive,positive"
243,1432551,1432551:2,The wine list is excellent.,wine list,FOOD,positive
244,1439875,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,"food,selection of wines,Chef's tasting menu","FOOD,FOOD,FOOD","positive,positive,positive"
245,1439875,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","service,place,place","SERVICE,AMBIENCE","positive,negative,positive"
246,1439875,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,"food,prixe fixe tasting menu,prixe fixe tasting menu,NULL","PRICES,FOOD,PRICES,SERVICE","negative,positive,positive,positive"
247,1448587,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.","food,lemon salad","FOOD,FOOD","neutral,negative"
248,1448587,1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,menu,FOOD,negative
249,1448587,1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",grilled branzino,FOOD,negative
250,1448587,1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,AMBIENCE,neutral
251,1451107,1451107:0,This place is so much fun.,place,AMBIENCE,positive
252,1451107,1451107:4,Our food was great too!,food,FOOD,positive
253,1451107,1451107:5,And really large portions.,portions,FOOD,positive
254,1451107,1451107:6,The staff was the friendliest that have seen in New York.,staff,SERVICE,positive
255,1451109,1451109:2,The food was pretty tradional but it was hot and good with large portions.,"food,portions","FOOD,FOOD","positive,positive"
256,1457607,1457607:0,The place is a lot of fun.,place,AMBIENCE,positive
257,1457607,1457607:2,The characters really make for an enjoyable experience.,characters,AMBIENCE,positive
258,1457607,1457607:3,"The food however, is what one might expect.",food,FOOD,negative
259,1457607,1457607:4,It is very overpriced and not very tasty.,"NULL,NULL","FOOD,PRICES","negative,negative"
260,1459569,1459569:1,Service was slow had to wait to order and get food although not crowded.,Service,SERVICE,negative
261,1459569,1459569:2,Drinks way over priced.,Drinks,PRICES,negative
262,1459569,1459569:3,Food was good not great not worth the wait or another visit,"Food,NULL",FOOD,"neutral,negative"
263,1460715,1460715:0,Great pizza for lunch place.,pizza,FOOD,positive
264,1460715,1460715:1,Service was quick.,Service,SERVICE,positive
265,1460715,1460715:2,The pizza was great.,pizza,FOOD,positive
266,1460715,1460715:4,Have the iced tea.,iced tea,FOOD,positive
267,1470286,1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","fish,service","FOOD,SERVICE","positive,positive"
268,1470286,1470286:1,Delivery is fast too.,Delivery,SERVICE,positive
269,1470286,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","service,seating,Delivery,sushi","SERVICE,SERVICE,SERVICE,FOOD","positive,positive,positive,positive"
270,1470286,1470286:3,A little overpriced but worth it once you take a bite.,"NULL,NULL","PRICES,FOOD","negative,positive"
271,1470334,1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,FOOD,positive
272,1470334,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.","bagels,bagels","FOOD,FOOD","positive,positive"
273,1470334,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,"salads,cream cheeses","FOOD,FOOD","positive,positive"
274,1470334,1470334:4,The lox is always fresh too.,lox,FOOD,positive
275,1471273,1471273:2,Not impressed with the food.,food,FOOD,negative
276,1471273,1471273:3,Prices too high for this cramped and unappealing resturant.,"resturant,resturant","PRICES,AMBIENCE","negative,negative"
277,1471273,1471273:4,Zero ambiance to boot.,ambiance,AMBIENCE,negative
278,1476493,1476493:2,"The ambience was nice, but service wasn't so great.","ambience,service","AMBIENCE,SERVICE","positive,negative"
279,1476493,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.","NULL,NULL",PRICES,"negative,negative"
280,1477631,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,"food,feel","FOOD,AMBIENCE","positive,positive"
281,1477631,1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,Shabu-Shabu,FOOD,positive
282,1486041,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,AMBIENCE,positive
283,1486041,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,"owner,staff,ambiance",AMBIENCE,"positive,positive,positive"
284,1486041,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","menu,NULL,NULL","FOOD,FOOD,FOOD","negative,positive,positive"
285,1486041,1486041:4,Taxan delicious!,Taxan,FOOD,positive
286,1490757,1490757:2,The prices were CHEAP compared to the quality of service and food.,"NULL,service,food","PRICES,SERVICE,FOOD","positive,positive,positive"
287,1496205,1496205:1,The location and ambience is Ok but the food is what makes up for it.,"location,ambience,food","AMBIENCE,AMBIENCE,FOOD","neutral,neutral,positive"
288,1496205,1496205:3,Try green curry with vegetables.,green curry with vegetables,FOOD,positive
289,1496205,1496205:5,"The service is ok, some of the people didn't get what they asked for.",service,SERVICE,neutral
290,1496707,1496707:1,I had the best ravioli ever.,ravioli,FOOD,positive
291,1496707,1496707:2,The wine the service was very good too.,"wine,service","FOOD,SERVICE","positive,positive"
292,1496707,1496707:3,Moderate prices.,,PRICES,neutral
293,1500453,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,"trattoria,trattoria",AMBIENCE,"positive,positive"
294,1500453,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","food,dishes,specials,regular menu-fare","FOOD,FOOD,FOOD,FOOD","positive,positive,positive,positive"
295,1500453,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.","parmesean porcini souffle,lamb glazed with balsamic vinegar","FOOD,FOOD","positive,positive"
296,1500453,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.","candle-light,food,service,tables","AMBIENCE,FOOD,SERVICE,AMBIENCE","positive,positive,positive,negative"
297,1506491,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.","food,wine,food,wine","FOOD,FOOD,PRICES,PRICES","positive,positive,positive,positive"
298,1506491,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.","marinara/arrabiatta sauce,mozzarella en Carozza,NULL","FOOD,FOOD,FOOD","positive,positive,positive"
299,1506491,1506491:2,Check out the secret back room.,back room,AMBIENCE,positive
300,1538149,1538149:0,"I found the food, service and value exceptional everytime I have been there.","food,service,NULL","FOOD,SERVICE,PRICES","positive,positive,positive"
301,1538149,1538149:1,The food was authentic.,food,FOOD,positive
302,1538149,1538149:3,The service was excellent - friendly and attentive.,service,SERVICE,positive
303,1538149,1538149:4,The prices are wonderfully low.,,PRICES,positive
304,1538149,1538149:5,Very good wine choices.,wine choices,FOOD,positive
305,1543345,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,pizza,FOOD,positive
306,1543345,1543345:2,Get the pepperoni - YUM - and a family style salad.,"pepperoni,family style salad","FOOD,FOOD","positive,positive"
307,1543345,1543345:3,Great staff.,staff,SERVICE,positive
308,1543345,1543345:4,Always great service!,service,SERVICE,positive
309,1561259,1561259:0,"The food is good, I can't lie.",food,FOOD,positive
310,1561259,1561259:1,But the staff was so horrible to us.,staff,SERVICE,negative
311,1561259,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,"hostess,waitress","SERVICE,SERVICE","negative,negative"
312,1561259,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,SERVICE,negative
313,1561259,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.","place,food,service","PRICES,FOOD,SERVICE","negative,positive,negative"
314,1572027,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,"dishes,dishes","FOOD,PRICES","negative,negative"
315,1572033,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.","vegetarian dishes,non-veg selections","FOOD,FOOD","negative,positive"
316,1572033,1572033:1,Decor is nice though service can be spotty.,"Decor,service","AMBIENCE,SERVICE","positive,negative"
317,1572033,1572033:4,"Most importantly, food is excellent.",food,FOOD,positive
318,1572033,1572033:5,Try the sea bass.,sea bass,FOOD,positive
319,1573534,1573534:0,First of all Dal Bukhara Rocks.,Dal Bukhara,FOOD,positive
320,1573534,1573534:3,I am happy i did the food was awsome.,food,FOOD,positive
321,1573534,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,"kababs,Dal Bukhara","FOOD,FOOD","positive,positive"
322,1577714,1577714:2,The fish was not fresh and the rice tasted old and stale.,"fish,rice","FOOD,FOOD","negative,negative"
323,1577714,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",sushi,FOOD,negative
324,1586174,1586174:0,honestly the worst sushi my husband and i had in our entire lives.,sushi,FOOD,negative
325,1586174,1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,all-u-can-eat sushi,FOOD,negative
326,1586174,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ","menu,ingredients,fish,rice","FOOD,FOOD,FOOD,FOOD","negative,negative,negative,negative"
327,1586174,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ","soy sauce,rice","FOOD,FOOD","negative,negative"
328,1586174,1586174:6,the waitstaffs are nice though.,waitstaffs,SERVICE,positive
329,1603698,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,SERVICE,negative
330,1603698,1603698:5,"The dinner was ok, nothing I would have again.",dinner,FOOD,negative
331,1603698,1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,FOOD,negative
332,1606837,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,"meal,room,NULL","FOOD,AMBIENCE,AMBIENCE","positive,positive,positive"
333,1606837,1606837:2,The service was attentive.,service,SERVICE,positive
334,1609375,1609375:1,"We love the food, drinks, and atmosphere!","food,drinks,atmosphere","FOOD,FOOD,AMBIENCE","positive,positive,positive"
335,1609375,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","svc,restaurant",SERVICE,"negative,positive"
336,1609375,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!","Pad Thai,NULL","FOOD,PRICES","positive,positive"
337,1609375,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","portions,food,NULL","FOOD,FOOD,PRICES","positive,positive,positive"
338,1611489,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.","sandwiches,sandwiches","FOOD,PRICES","negative,negative"
339,1611489,1611489:2,"Overall, not worth the money.","NULL,NULL",PRICES,"negative,negative"
340,1611489,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","atmosphere,NULL",AMBIENCE,"positive,negative"
341,1615322,1615322:2,They have authentic Indian at amazin prices.,"Indian,Indian","FOOD,PRICES","positive,positive"
342,1615322,1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,dishes,FOOD,negative
343,1615322,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,seats,AMBIENCE,negative
344,1615322,1615322:5,It's a rather cramped and busy restaurant and it closes early.,"restaurant,restaurant",AMBIENCE,"negative,negative"
345,1623276,1623276:0,Patroon features a nice cigar bar and has great staff.,"cigar bar,staff","AMBIENCE,SERVICE","positive,positive"
346,1623276,1623276:1,The food is tasty and portion sizes are appropriate.,"food,portion sizes","FOOD,FOOD","positive,positive"
347,1626564,1626564:1,Food is excellent.,Food,FOOD,positive
348,1626564,1626564:2,Fish is so very fresh.,Fish,FOOD,positive
349,1626564,1626564:3,Waitstaff are very friendly.,Waitstaff,SERVICE,positive
350,1632445,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,"seafood,Mermaid Inn",FOOD,"positive,positive"
351,1632445,1632445:1,The menu is limited but almost all of the dishes are excellent.,"menu,dishes","FOOD,FOOD","negative,positive"
352,1632445,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,"lobster sandwich,spaghetti with Scallops and Shrimp","FOOD,FOOD","positive,positive"
353,1632445,1632445:3,The service is good and ambience is good for a date or group outing.,"service,ambience","SERVICE,AMBIENCE","positive,positive"
354,1632445,1632445:4,The only fallback on this restaurant is the prices.,restaurant,PRICES,negative
355,1632445,1632445:5,"Even though its good seafood, the prices are too high.","seafood,seafood","FOOD,PRICES","positive,negative"
356,1632445,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"lobster sandwich,lobster sandwich,lobster sandwich","FOOD,FOOD,PRICES","positive,negative,negative"
357,1632929,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.","food,halibut special,steak,service","FOOD,FOOD,FOOD,SERVICE","positive,positive,positive,positive"
358,1632929,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,SERVICE,positive
359,1632929,1632929:5,Truly the mark of an attentive waiter.,waiter,SERVICE,positive
360,1642666,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,foods,FOOD,negative
361,1642666,1642666:1,We thought that this place is using too much of MSG cooking in the foods.,foods,FOOD,negative
362,1649025,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.","jelly fish,drunken chicken,soupy dumplings,stir fry blue crab","FOOD,FOOD,FOOD,FOOD","positive,positive,positive,positive"
363,1649025,1649025:2,The food is so cheap and the waiters are nice.,"food,waiters","PRICES,SERVICE","positive,positive"
364,1655504,1655504:0,Have frequented 'ino for several years and the food remains excellent.,food,FOOD,positive
365,1655504,1655504:1,Cheese plate is a varied delight and great bargain at $10.,"Cheese plate,Cheese plate,Cheese plate","FOOD,FOOD,PRICES","positive,positive,positive"
366,1655504,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.","bruschettas,paninis,tramezzinis","FOOD,FOOD,FOOD","positive,positive,positive"
367,1655504,1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)","asparagus, truffle oil, parmesan bruschetta",FOOD,positive
368,1655504,1655504:4,Wine list is extensive without being over-priced.,"Wine list,Wine list","FOOD,PRICES","positive,positive"
369,1655504,1655504:5,"Be sure to try the seasonal, and always delicious, specials.",specials,FOOD,positive
370,1655521,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,AMBIENCE,positive
371,1655521,1655521:2,"The food was very good, a great deal, and the place its self was great.","food,food,place","FOOD,PRICES,AMBIENCE","positive,positive,positive"
372,1655521,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,SERVICE,positive
373,1660047,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!","people,Cafe Noir",SERVICE,"negative,positive"
374,1660047,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,SERVICE,negative
375,1660047,1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,SERVICE,negative
376,1660047,1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager,SERVICE,negative
377,1660047,1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress,SERVICE,negative
378,1660047,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.","staff,Cafe Noir",SERVICE,"negative,positive"
379,1661043,1661043:0,Pizza here is consistently good.,Pizza,FOOD,positive
380,1661043,1661043:1,Salads are a delicious way to begin the meal.,Salads,FOOD,positive
381,1661043,1661043:2,You should pass on the calamari.,calamari,FOOD,negative
382,1661043,1661043:4,Decor is charming.,Decor,AMBIENCE,positive
383,1661043,1661043:5,Service is average.,Service,SERVICE,neutral
384,1661757,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","ambience,NULL,food","AMBIENCE,PRICES,FOOD","positive,positive,positive"
385,1661757,1661757:4,I would definitely recommend SEA if you like thai cuisine!,thai cuisine,FOOD,positive
386,1662726,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,SERVICE,negative
387,1662726,1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman,SERVICE,negative
388,1663111,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.","atmosphere,dishes,service","AMBIENCE,FOOD,SERVICE","positive,positive,positive"
389,1663111,1663111:5,The wine list is also really nice.,wine list,FOOD,positive
390,1664346,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.","NULL,food,drinks,staff,mileau","FOOD,FOOD,SERVICE,AMBIENCE","positive,positive,positive,positive,positive"
391,1671113,1671113:1,The food is great and reasonably priced.,"food,food","FOOD,PRICES","positive,positive"
392,1671113,1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,SERVICE,negative
393,1671113,1671113:3,"If the weather is nice, try to snag an outside table.",outside table,AMBIENCE,positive
394,1671113,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","staff,staff,unisex bathroom","SERVICE,SERVICE,AMBIENCE","positive,negative,negative"
395,1700205,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.","caviar,waitstaff","FOOD,SERVICE","positive,positive"
396,1700205,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff,SERVICE,positive
397,1700205,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,"caviar,service","FOOD,SERVICE","positive,positive"
398,1702257,1702257:1,Fresh ingredients and everything is made to order.,"ingredients,NULL","FOOD,FOOD","positive,positive"
399,1702257,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,SERVICE,positive
400,1706644,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.","food,salmon dish","FOOD,FOOD","positive,positive"
401,1706644,1706644:2,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,FOOD,positive
402,1706644,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",dim sum,FOOD,neutral
403,1706644,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","back patio,music","AMBIENCE,AMBIENCE","positive,positive"
404,1707201,1707201:1,The food was good.,food,FOOD,positive
405,1707201,1707201:2,The place was nice and calm.,place,AMBIENCE,positive
406,1707201,1707201:3,but the service was a bit slow.,service,SERVICE,negative
407,1707741,1707741:1,The buffet had a nice selection.,buffet,FOOD,positive
408,1707741,1707741:2,The food was average or above including some surprising tasty dishes.,"food,dishes","FOOD,FOOD","positive,positive"
409,1707741,1707741:3,Service was also very good.,Service,SERVICE,positive
410,1710746,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,"cheesecake,pastries","FOOD,FOOD","positive,positive"
411,1710746,1710746:1,"I would recommend Roxy's for that, but not for their food.","food,NULL","FOOD,FOOD","negative,positive"
412,1710746,1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,FOOD,neutral
413,1710746,1710746:4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,FOOD,negative
414,1710746,1710746:5,Also they were $15 each!,,PRICES,negative
415,1710746,1710746:6,I had a huge pastrami sandwich on a roll.,pastrami sandwich on a roll,FOOD,neutral
416,1710746,1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,"NULL,NULL","PRICES,FOOD","neutral,negative"
417,1713185,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.","food,place","FOOD,AMBIENCE","negative,positive"
418,1713185,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.","food,spice","FOOD,FOOD","negative,negative"
419,1713185,1713185:2,And the Tom Kha soup was pathetic.,Tom Kha soup,FOOD,negative
420,1713185,1713185:3,If you want good authentic Thai this place is not the place to go.,Thai,FOOD,negative
421,1718513,1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,FOOD,positive
422,1718513,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.","pesto pizza,spicy Italian cheese","FOOD,FOOD","positive,positive"
423,1718513,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,AMBIENCE,positive
424,1719567,1719567:0,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,FOOD,positive
425,1719567,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.","NULL,portion,french fries","FOOD,FOOD,FOOD","negative,positive,positive"
426,1719567,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"scallops,sauce","FOOD,FOOD","positive,positive"
427,1719567,1719567:4,We waited at the bar and had martinis that were just right.,martinis,FOOD,positive
428,1723402,1723402:0,love the food.,food,FOOD,positive
429,1723402,1723402:1,it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,FOOD,positive
430,1723402,1723402:3,and you can't beat the prices.,,PRICES,positive
431,1723658,1723658:1,"Great food, good size menu, great service and an unpretensious setting.","food,menu,service,setting","FOOD,FOOD,SERVICE,AMBIENCE","positive,positive,positive,positive"
432,1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","dishes,lamb sausages,sardines with biscuits,large whole shrimp,pistachio ice cream","FOOD,FOOD,FOOD,FOOD,FOOD","positive,positive,positive,positive,positive"
433,1726001,1726001:1,"The freshest, best variety, and the fastest delivery.","NULL,NULL,delivery","FOOD,FOOD,SERVICE","positive,positive,positive"
434,1726001,1726001:2,Also very inexpensive.,,PRICES,positive
435,1726001,1726001:3,A great choice at any cost and a great deal.,"NULL,NULL",PRICES,"positive,positive"
436,1726427,1726427:0,The service was excellent and the food was delicious.,"service,food","SERVICE,FOOD","positive,positive"
437,1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","sushi,ceviche mix (special),crab dumplings,assorted sashimi,sushi,rolls,sake,banana tempura","FOOD,FOOD,FOOD,FOOD,FOOD,FOOD,FOOD,FOOD","positive,positive,positive,positive,positive,positive,positive,positive"
438,1726473,1726473:0,"Average to good Thai food, but terrible delivery.","Thai food,delivery","FOOD,SERVICE","positive,negative"
439,1726473,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.","food,NULL","FOOD,SERVICE","negative,negative"
440,1727363,1727363:1,This is a wonderful place on all stand points especially value ofr money.,"place,place",PRICES,"positive,positive"
441,1727363,1727363:2,An excellent service,service,SERVICE,positive
442,1728733,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,waiter,SERVICE,positive
443,1728733,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,"NULL,dishes","SERVICE,FOOD","positive,positive"
444,1728733,1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,FOOD,positive
445,1728733,1728733:5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),FOOD,positive
446,1730014,1730014:1,"Service here was great, food was fantastic.","Service,food","SERVICE,FOOD","positive,positive"
447,1730014,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.","Guacamole+shrimp appetizer,filet,frites","FOOD,FOOD,FOOD","positive,positive,negative"
448,1730127,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.","food,service","FOOD,SERVICE","positive,positive"
449,1730127,1730127:2,"Always a nice crowd, but never loud.","crowd,NULL",AMBIENCE,"positive,positive"
450,1730447,1730447:2,"By far, the best pizza in Manhattan.",pizza,FOOD,positive
451,1730447,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.","crust,staff,ingredients","FOOD,SERVICE,FOOD","positive,positive,positive"
452,1746113,1746113:1,The menu has so many fish items and oysters.,menu,FOOD,positive
453,1746113,1746113:3,"The fish was really,really fresh.",fish,FOOD,positive
454,1748813,1748813:1,All of the pizzas are terrific and the price is even better!,"pizzas,pizzas","FOOD,PRICES","positive,positive"
455,1748813,1748813:2,I highly recommend the Sophia pizza.,Sophia pizza,FOOD,positive
456,1748839,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,"food,service","FOOD,SERVICE","negative,negative"
457,1748839,1748839:1,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,SERVICE,negative
458,1748839,1748839:7,"For the people who want great food plus great service, Roxy is a place to AVOID!","food,service","FOOD,SERVICE","negative,negative"
459,378848,378848:1,"The first time the sushi was outstanding, the second time it was a little bland.","sushi,sushi","FOOD,FOOD","positive,negative"
460,378848,378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.","blond wood decor,premium sake,service","AMBIENCE,FOOD,SERVICE","positive,positive,positive"
461,397331,397331:1,"While their kitchen food is delicious, their Sushi is out of this world.","kitchen food,Sushi","FOOD,FOOD","positive,positive"
462,397331,397331:2,Mizu is home to creative and unique rolls not to found anywhere else.,rolls,FOOD,positive
