reviewID,sentenceID,review,category,polarity
344,344:1,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,LAPTOP#DESIGN_FEATURES,positive
344,344:2,Great wifi too.,LAPTOP#CONNECTIVITY,positive
344,344:3,"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",DISPLAY#QUALITY,negative
345,345:0,Overall for the money this is a good deal.,LAPTOP#GENERAL,positive
345,345:1,There is no number pad to the right of the keyboard which is a bummer.,KEYBOARD#DESIGN_FEATURES,negative
345,345:2,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,MULTIMEDIA_DEVICES#GENERAL,negative
345,345:3,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",KEYBOARD#GENERAL,neutral
341,341:0,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.",LAPTOP#GENERAL,positive
341,341:1,"The battery life has not decreased since I bought it, so i'm thrilled with that.",BATTERY#OPERATION_PERFORMANCE,positive
341,341:2,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",LAPTOP#DESIGN_FEATURES,positive
341,341:3,I would easly reccomend this laptop to a friend.,LAPTOP#GENERAL,positive
334,334:0,Couldnt not use it.,LAPTOP#USABILITY,negative
334,334:1,Tried to make a recovey disk wouldnt get passed the first recovery disk.,LAPTOP#USABILITY,negative
334,334:2,defective software.,SOFTWARE#QUALITY,negative
334,334:3,returned it to walmart.,LAPTOP#GENERAL,negative
327,327:0,I would like to have volume buttons rather than the adjustment that is on the front.,LAPTOP#DESIGN_FEATURES,negative
327,327:1,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,MOUSE#OPERATION_PERFORMANCE,negative
327,327:2,I went to Toshiba online help and found some suggestions to fix it.,SUPPORT#QUALITY,positive
327,327:3,One of them seems to have worked.,SUPPORT#QUALITY,positive
329,329:0,Its a good laptop for its value.,LAPTOP#GENERAL,positive
329,329:1,Registration/1st use is easy.,LAPTOP#USABILITY,positive
329,329:2,Features like the font are very block-like and old school.,LAPTOP#DESIGN_FEATURES,negative
329,329:3,"Would like more trendy, high tech features.",LAPTOP#DESIGN_FEATURES,negative
329,329:4,The start menu is not the easiest thing to navigate due to the stacking.,OS#USABILITY,negative
329,329:5,Keys stick periodically and I havent had the laptop for 45 days yet.,KEYBOARD#OPERATION_PERFORMANCE,negative
329,329:6,Came fully loaded - good.,LAPTOP#DESIGN_FEATURES,positive
329,329:7,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",LAPTOP#OPERATION_PERFORMANCE,positive
333,333:0,I'm really impressed with the quality and performance for the price of the computer.,LAPTOP#QUALITY,positive
333,333:1,"Graphics are clean and sharp, internet interfaces are seamless.",GRAPHICS#QUALITY,positive
333,333:2,"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",LAPTOP#OPERATION_PERFORMANCE,negative
333,333:3,Sound card is limited though.,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
5,5:0,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",LAPTOP#DESIGN_FEATURES,positive
5,5:1,It is small enough to fit in one of my purses!,LAPTOP#DESIGN_FEATURES,positive
5,5:2,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",OS#GENERAL,positive
5,5:3,"The battery life is amazing, the versitility is outstanding.",BATTERY#OPERATION_PERFORMANCE,positive
5,5:4,The ease of set up was terrific.,LAPTOP#USABILITY,positive
5,5:5,I was even able to uninstall McAffe and install one of my Symantec licenses with a no issues whatsoever.,LAPTOP#USABILITY,positive
5,5:6,"I had to adjust my mousepad sensitivity, because it is very sensitive.",MOUSE#OPERATION_PERFORMANCE,negative
5,5:7,"Keyboard is great, very quiet for all the typing that I do.",KEYBOARD#GENERAL,positive
5,5:8,"Screen is crystal clear, yes it's small - but it's a netbook!",DISPLAY#QUALITY,positive
47,47:0,Awesome laptop and the perfect size to carry around in college.,LAPTOP#GENERAL,positive
47,47:1,I couldn't believe how long the battery lasted on a single charge.,BATTERY#OPERATION_PERFORMANCE,positive
47,47:2,I loaded windows 7 via Bootcamp and it works flawlessly!,OS#OPERATION_PERFORMANCE,positive
47,47:3,Simply amazing computer!!,LAPTOP#GENERAL,positive
46,46:0,"I really like the Mac 15.4in. Notebook, but its very pricey.",LAPTOP#GENERAL,positive
46,46:2,"Love the graphics, awesome programs (including Garageband), and really cool default background.",GRAPHICS#GENERAL,positive
46,46:3,"But, like I said before, the only reason I don't currently have a Mac laptop is because all of their laptops are too pricey.",LAPTOP#PRICE,negative
298,298:0,"Waiting for the i7 was well worth it, great value for the price.",LAPTOP#GENERAL,positive
298,298:1,"Bigger HD, better graphics card, and a bid HD.",HARD_DISC#DESIGN_FEATURES,positive
298,298:2,There is nothing to complain about the system.,LAPTOP#GENERAL,positive
298,298:3,I have used PC's and converting to this MacBook Pro was easy.,LAPTOP#USABILITY,positive
298,298:4,If you have the money I suggest going for the i7.,LAPTOP#GENERAL,positive
393,393:2,I occassionaly use it for work via VPN and it has not given me any problems.,LAPTOP#MISCELLANEOUS,positive
393,393:3,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",DISPLAY#GENERAL,positive
393,393:4,I consider myself an average user and this computer serves my need.,LAPTOP#GENERAL,positive
393,393:5,The price is another driving influence that made me purchase this laptop.,LAPTOP#PRICE,positive
393,393:6,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",LAPTOP#QUALITY,positive
393,393:7,I normally dont participate in reviews/surveys but this laptop has not given me any problems and hope to share my thoughts...,LAPTOP#GENERAL,positive
393,393:8,another satisfied customer.,LAPTOP#GENERAL,positive
201,201:0,The apple MacBook is the best investment that I have ever made.,LAPTOP#GENERAL,positive
201,201:2,The newer MacBook that I have purchased is one of the best computers.,LAPTOP#GENERAL,positive
201,201:3,I am a college student and it has been very useful.,LAPTOP#MISCELLANEOUS,positive
201,201:4,It has all the features that are necessary for college and if not they are able to be added onto the computer.,LAPTOP#DESIGN_FEATURES,positive
201,201:5,It has a lot of memory and a great battery life.,MEMORY#DESIGN_FEATURES,positive
201,201:6,It is sleek and lightweight and charges quickly when needed.,LAPTOP#DESIGN_FEATURES,positive
201,201:7,Its white color is stylish for college students and easy to take to carry and take to classes.,LAPTOP#DESIGN_FEATURES,positive
201,201:8,Iphoto is great for adding pictures right to facebook and other social networking sites.,SOFTWARE#MISCELLANEOUS,positive
201,201:9,The internet capabilities are also very strong and picks up signals very easily.,LAPTOP#CONNECTIVITY,positive
274,274:2,I have never had to shut down the computer unexpectedly and the computer has never froze on me.,LAPTOP#OPERATION_PERFORMANCE,positive
274,274:3,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",DISPLAY#QUALITY,positive
274,274:5,"Overall, this is a wonderful computer and definitly worth the purchase!",LAPTOP#GENERAL,positive
262,262:0,The graphics are stunning.,GRAPHICS#GENERAL,positive
262,262:1,It's wonderful for computer gaming.,LAPTOP#MISCELLANEOUS,positive
262,262:2,I would definitely suggest this laptop!,LAPTOP#GENERAL,positive
262,262:3,It is very user friendly and not hard to figure out at all.,LAPTOP#USABILITY,positive
262,262:4,"It has many great programs, such as ILife, iPhotos and others.",LAPTOP#DESIGN_FEATURES,positive
262,262:5,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,SOFTWARE#USABILITY,positive
262,262:6,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",SOFTWARE#DESIGN_FEATURES,positive
262,262:7,This comes in very handy for me as an educator.,SOFTWARE#USABILITY,positive
262,262:8,iPhotos is an excellent program for storing and organizing photos.,SOFTWARE#MISCELLANEOUS,positive
262,262:9,It allows you to automatically upload photos to your Facebook account with one click.,SOFTWARE#USABILITY,positive
262,262:10,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",SOFTWARE#DESIGN_FEATURES,positive
262,262:11,"If you are looking for something reliable, this is the laptop for you.",LAPTOP#QUALITY,positive
231,231:0,This computer was awful!,LAPTOP#GENERAL,negative
231,231:1,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,COMPANY#GENERAL,negative
231,231:2,The computer first started malfunctioning 3 months after purchasing it.,LAPTOP#OPERATION_PERFORMANCE,negative
231,231:3,It does not keep internet signals no matter where you bring it.,LAPTOP#CONNECTIVITY,negative
231,231:4,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",OS#QUALITY,negative
231,231:5,"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",SUPPORT#QUALITY,negative
231,231:6,"One year of trying to fix the computer by myself, with help of friends, and even help from computer experts I have given up on trying to fix it.",LAPTOP#QUALITY,negative
231,231:7,"This computer was awful, I would never recomend it to another person.",LAPTOP#GENERAL,negative
231,231:8,Those moments in thime where you want to throw something against the wall?,LAPTOP#GENERAL,negative
231,231:9,"Yeah, I wanted to throw that lap top out the window and light it on fire.",LAPTOP#GENERAL,negative
231,231:10,That's how frustrating it was.,LAPTOP#GENERAL,negative
379,379:0,"It is so simple to use, I use it more than my desktop.",LAPTOP#USABILITY,positive
379,379:1,"It is well worth the money it cost, Very good investment.",LAPTOP#GENERAL,positive
37,37:0,The new Macbook Pro 15 inch i7 is nothing short of amazing.,LAPTOP#GENERAL,positive
37,37:1,The speed is incredible and I am more than satisfied.,LAPTOP#OPERATION_PERFORMANCE,positive
320,320:1,THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.,LAPTOP#QUALITY,negative
320,320:2,NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,COMPANY#GENERAL,negative
320,320:3,WILL NOT EVERY BUY ANOTHER--------LOU,LAPTOP#GENERAL,negative
319,319:0,This is a great value for the money.,LAPTOP#GENERAL,positive
319,319:2,This is a great computer.,LAPTOP#GENERAL,positive
319,319:3,We haven't had any problems with it at all.,LAPTOP#GENERAL,positive
319,319:4,The body is a bit cheaply made so it will be interesting to see how long it holds up.,LAPTOP#QUALITY,negative
319,319:5,"Overall though, for the money spent it's a great deal.",LAPTOP#GENERAL,positive
307,307:1,"But let me tell you, the mac book pro is so professional.",LAPTOP#GENERAL,positive
307,307:2,Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,LAPTOP#GENERAL,positive
307,307:3,"For example, when my husband turns the light out while I'm on the computer. the screen brightness automatically adjusts.",DISPLAY#DESIGN_FEATURES,positive
307,307:5,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,KEYBOARD#USABILITY,positive
307,307:6,"Oh, it is such a great piece of equipment.",LAPTOP#GENERAL,positive
307,307:8,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",SOFTWARE#USABILITY,positive
306,306:0,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",LAPTOP#DESIGN_FEATURES,positive
306,306:1,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,BATTERY#OPERATION_PERFORMANCE,positive
306,306:2,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",LAPTOP#USABILITY,neutral
306,306:3,"I play a lot of casual games online, and the touchpad is very responsive.",MOUSE#OPERATION_PERFORMANCE,positive
306,306:5,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",LAPTOP#PORTABILITY,positive
306,306:6,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,DISPLAY#DESIGN_FEATURES,negative
306,306:7,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,SOFTWARE#DESIGN_FEATURES,neutral
3,3:2,Everything from the design to the OS is simple and to the point.,LAPTOP#DESIGN_FEATURES,positive
3,3:3,LOVE IT LOVE IT LOVE IT!,LAPTOP#GENERAL,positive
312,312:0,It really is perfect for work and play.,LAPTOP#MISCELLANEOUS,positive
312,312:1,I am able to play 720p and 1080p media files just fine with it.,LAPTOP#MISCELLANEOUS,positive
312,312:2,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,LAPTOP#OPERATION_PERFORMANCE,positive
312,312:3,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",MULTIMEDIA_DEVICES#QUALITY,negative
312,312:4,"I upgraded it's RAM to 2GB, I am very happy with it.",LAPTOP#GENERAL,positive
390,390:0,lots of preloaded software.,LAPTOP#DESIGN_FEATURES,positive
390,390:1,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",MEMORY#DESIGN_FEATURES,negative
390,390:2,"tosiba has a good reputation, my llast computer was an acer.",COMPANY#GENERAL,positive
390,390:3,this is starting off good.,LAPTOP#GENERAL,positive
389,389:0,What a great little laptop.,LAPTOP#GENERAL,positive
389,389:1,Maybe not the cutting edge (Satellite L455D) but it is a workhorse.,LAPTOP#DESIGN_FEATURES,neutral
389,389:2,I bought it to use in college and it is perfect.,LAPTOP#MISCELLANEOUS,positive
389,389:3,I dual boot with Linux and that other security-prone OS and it performs flawlessly.,LAPTOP#OPERATION_PERFORMANCE,positive
389,389:4,I made a perfect decision when I bought the Toshiba!,LAPTOP#GENERAL,positive
370,370:0,Excellent product for the money.,LAPTOP#GENERAL,positive
370,370:1,"No problems, no lock ups, no disappointments.",LAPTOP#OPERATION_PERFORMANCE,positive
370,370:2,"Not super fancy, but not super expensive either.",LAPTOP#DESIGN_FEATURES,neutral
370,370:4,Highly recommend for daily use.,LAPTOP#MISCELLANEOUS,positive
115,115:1,The Computer itself is a good product but the repair depot stinks.,LAPTOP#GENERAL,positive
115,115:2,I have had to send in my laptop three times to get it fixed.,SUPPORT#QUALITY,negative
115,115:5,Toshiba does not send any one out unless you have paid extra to have the on site repair done.,SUPPORT#QUALITY,negative
115,115:6,I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,SUPPORT#QUALITY,negative
115,115:7,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,KEYBOARD#QUALITY,negative
115,115:8,As well as having the plug in the computer come loose.,POWER_SUPPLY#QUALITY,negative
115,115:12,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,POWER_SUPPLY#QUALITY,negative
115,115:13,It still seems to be a little lose now but so far seems to be hanging in there.,POWER_SUPPLY#QUALITY,negative
12,12:0,The Mac Book Pro performs flawlessly.,LAPTOP#OPERATION_PERFORMANCE,positive
12,12:1,"Never had a single problem, and don't have to worry about viruses.",LAPTOP#GENERAL,positive
12,12:2,"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",LAPTOP#MISCELLANEOUS,positive
12,12:3,Worth the investment and truly a fine piece of equipment.,LAPTOP#GENERAL,positive
168,168:0,"Right out of the box, this little netbook did everything I asked of it, including streaming the everyday video you're bound to encounter checking mail and websites (my biggest complaint previously).",LAPTOP#GENERAL,positive
168,168:1,"It even has a great webcam, and Skype works very well.",LAPTOP#DESIGN_FEATURES,positive
168,168:2,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,LAPTOP#GENERAL,positive
168,168:3,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",OS#GENERAL,neutral
168,168:4,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",OS#GENERAL,negative
168,168:5,"This netbook is a perfect supplementary computer to another laptop or desktop (my wife and I have another laptop), or if you are a user who uses the computer for simple tasks.",LAPTOP#MISCELLANEOUS,positive
168,168:6,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",LAPTOP#PORTABILITY,positive
168,168:8,"ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them.",LAPTOP#GENERAL,positive
351,351:0,little short on RAM but you get what you pay for.,MEMORY#DESIGN_FEATURES,neutral
351,351:1,"the hinge design forced you to place various connections all around the computer, left right and front.",LAPTOP#DESIGN_FEATURES,negative
351,351:2,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",PORTS#DESIGN_FEATURES,negative
351,351:3,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,LAPTOP#DESIGN_FEATURES,negative
351,351:4,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",OS#GENERAL,positive
134,134:0,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,LAPTOP#GENERAL,positive
134,134:1,The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,SHIPPING#QUALITY,positive
134,134:3,They were totally unconcerned that the computer was not correctly repaired in the first place.,SUPPORT#QUALITY,negative
134,134:4,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,SHIPPING#QUALITY,negative
134,134:5,The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue.,SHIPPING#QUALITY,negative
134,134:6,Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky.,SHIPPING#QUALITY,negative
134,134:8,And Toshiba is totally unconcerned.,SUPPORT#QUALITY,negative
134,134:9,The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.,SUPPORT#QUALITY,negative
134,134:10,We don't Mind and You don't Matter.,SUPPORT#QUALITY,negative
134,134:11,I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,LAPTOP#GENERAL,negative
134,134:12,When it come time for warranty service to Toshiba you don't matter.,SUPPORT#QUALITY,negative
112,112:0,Windows Vista makes this computer almost unusable for online service.,OS#GENERAL,negative
112,112:1,I've tried going back to XL but there still problems.,LAPTOP#USABILITY,negative
112,112:2,The technical service for dell is so 3rd world it might as well not even bother.,SUPPORT#QUALITY,negative
112,112:3,Just a bunch of idiots who's English as a 5th language is forced at best.,SUPPORT#QUALITY,negative
112,112:4,I'm all for saving money but Dell needs to step it up.,COMPANY#GENERAL,negative
324,324:0,Good price.,LAPTOP#PRICE,positive
324,324:1,Basic computer.,LAPTOP#MISCELLANEOUS,neutral
324,324:2,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,LAPTOP#MISCELLANEOUS,neutral
324,324:3,It has worked fine.,LAPTOP#OPERATION_PERFORMANCE,positive
328,328:0,Handles all my basic media needs easily.,LAPTOP#MISCELLANEOUS,positive
328,328:1,Can listen to my music and watch my videos with ease and with a great display.,DISPLAY#GENERAL,positive
328,328:2,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,LAPTOP#OPERATION_PERFORMANCE,positive
328,328:3,It's a great prodcut to handle basic computing needs.,LAPTOP#MISCELLANEOUS,positive
380,380:1,It has served my needs quite nicely for the most part.,LAPTOP#GENERAL,positive
380,380:2,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",MEMORY#DESIGN_FEATURES,positive
380,380:4,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,PORTS#QUALITY,negative
380,380:5,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",HARDWARE#QUALITY,negative
380,380:6,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",LAPTOP#PRICE,positive
391,391:0,Let me start with the good:So awesome.,LAPTOP#GENERAL,positive
391,391:1,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS#GENERAL,positive
391,391:5,This one has had the same effect.,LAPTOP#GENERAL,positive
391,391:7,"The improvements to the OS have been relatively gradual, but substantive.",OS#GENERAL,positive
391,391:9,"The Unibody construction is solid, sleek and beautiful.",LAPTOP#DESIGN_FEATURES,positive
391,391:10,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",LAPTOP#DESIGN_FEATURES,positive
391,391:11,"For the not so good, I got the stock screen - which is VERY glossy.",DISPLAY#QUALITY,negative
391,391:12,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,DISPLAY#DESIGN_FEATURES,positive
391,391:13,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,DISPLAY#QUALITY,neutral
391,391:15,The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,BATTERY#OPERATION_PERFORMANCE,negative
391,391:16,I challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,BATTERY#OPERATION_PERFORMANCE,negative
391,391:17,The first full charge of this battery got me only about 2 full hours.,BATTERY#OPERATION_PERFORMANCE,negative
391,391:18,Enabling the battery timer is useless.,BATTERY#OPERATION_PERFORMANCE,negative
391,391:19,"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",BATTERY#OPERATION_PERFORMANCE,negative
391,391:21,It's so bad that I'm thinking I only got half a battery or something.,BATTERY#OPERATION_PERFORMANCE,negative
391,391:22,I know what 7 hrs of battery looks like.,BATTERY#OPERATION_PERFORMANCE,negative
391,391:24,My only other complaint is that it gets really hot.:-),LAPTOP#QUALITY,negative
391,391:25,"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",BATTERY#OPERATION_PERFORMANCE,negative
318,318:0,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",LAPTOP#GENERAL,positive
318,318:1,Other than that its a great performing machine and well meets all my needs and more.,LAPTOP#OPERATION_PERFORMANCE,positive
318,318:2,Great product by Apple with the new great looking design.,LAPTOP#GENERAL,positive
121,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",HARD_DISC#QUALITY,negative
121,121:2,"It was slow, locked up, and also had hardware replaced after only 2 months!",LAPTOP#OPERATION_PERFORMANCE,negative
121,121:3,"So, buyers beware!",LAPTOP#GENERAL,negative
366,366:3,"It is made better, thicker, and all out tough!",LAPTOP#QUALITY,positive
366,366:4,I droped this once from thetable when my baby girl grabed me one day and IT is still working with NO issues!,LAPTOP#QUALITY,positive
366,366:5,"I love the easy to see screen, and It works well for work, persoal or just play.",DISPLAY#USABILITY,positive
366,366:6,I tell everyone I see out looking to get this or another Toshiba.,LAPTOP#GENERAL,positive
366,366:8,My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!,COMPANY#GENERAL,positive
366,366:9,"I just love this lap top, I just wish it were all silver or they had all black.",LAPTOP#GENERAL,positive
366,366:10,That is my only complaint!,LAPTOP#DESIGN_FEATURES,negative
366,366:11,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,LAPTOP#GENERAL,positive
366,366:12,WOULD PAY MORE FOR IT IF I HAD TOO!,LAPTOP#GENERAL,positive
300,300:3,I recently purchased the mini and absolutely love it!,LAPTOP#GENERAL,positive
300,300:4,It meets all my needs for work and pleasure while traveling.,LAPTOP#MISCELLANEOUS,positive
300,300:5,I am totally satisfied with my little toshie!,LAPTOP#GENERAL,positive
175,175:0,From the moment I opened the box to the present it has been a great joy.,LAPTOP#GENERAL,positive
175,175:1,"It is always reliable, never bugged and responds well.",LAPTOP#QUALITY,positive
175,175:2,I love the operating system and the preloaded software.,OS#GENERAL,positive
288,288:2,This machine delivers.,LAPTOP#OPERATION_PERFORMANCE,positive
288,288:4,It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.,LAPTOP#DESIGN_FEATURES,positive
288,288:6,It is a bit heavy.,LAPTOP#DESIGN_FEATURES,negative
288,288:7,It would be a load on long trips where a lot of walking is required.,LAPTOP#PORTABILITY,negative
288,288:9,Had some trouble finding a case that it would fit in.,LAPTOP#DESIGN_FEATURES,negative
288,288:10,"This is an over-sized, 18-inch laptop.",LAPTOP#DESIGN_FEATURES,negative
288,288:13,It wouldn't fit in most 17-inch bags.,LAPTOP#DESIGN_FEATURES,negative
288,288:14,I was disappointed when I realized that the keyboard doesn't light up on this model.,KEYBOARD#DESIGN_FEATURES,negative
288,288:15,It also does not have bluetooth.,LAPTOP#DESIGN_FEATURES,negative
288,288:17,You'll need to upgrade and pay a little more for them.,LAPTOP#DESIGN_FEATURES,negative
288,288:19,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",LAPTOP#DESIGN_FEATURES,negative
288,288:21,"Overall, still a very nice machine.",LAPTOP#GENERAL,positive
288,288:22,Boots up fast and runs great!,LAPTOP#OPERATION_PERFORMANCE,positive
288,288:23,I'm pleased.,LAPTOP#GENERAL,positive
289,289:0,The acer one compuer is a great computer.,LAPTOP#GENERAL,positive
289,289:1,I didn't want to buy a generic brand computer but it is really nice.,LAPTOP#GENERAL,positive
289,289:2,"Its fast, has High definition quality in the videos.",LAPTOP#OPERATION_PERFORMANCE,positive
289,289:3,The pictures are clear as can be.,DISPLAY#QUALITY,positive
289,289:4,"If I had to buy another computer, I would most definetly buy an acer one computer.",LAPTOP#GENERAL,positive
289,289:5,"Heck, if I had enough ' money, I would but it as a gift for someone.",LAPTOP#GENERAL,positive
289,289:6,Im glad that it has such great features in it.,LAPTOP#DESIGN_FEATURES,positive
289,289:7,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,LAPTOP#DESIGN_FEATURES,positive
289,289:8,Clear picture on it and everything.,MULTIMEDIA_DEVICES#QUALITY,positive
289,289:9,"The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.",LAPTOP#OPERATION_PERFORMANCE,negative
289,289:10,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",DISPLAY#DESIGN_FEATURES,positive
289,289:11,Its good for playing my apps on Facebook or watching movies.,LAPTOP#MISCELLANEOUS,positive
289,289:12,Im very happy with this computer!,LAPTOP#GENERAL,positive
302,302:1,It's solid.,LAPTOP#QUALITY,positive
302,302:2,Love the stability of the Mac software and operating system.,SOFTWARE#OPERATION_PERFORMANCE,positive
302,302:3,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,SOFTWARE#USABILITY,negative
302,302:4,It seems to be incompatible with everything else.,SOFTWARE#USABILITY,negative
302,302:5,But the machine is awesome and iLife is great and I love Snow Leopard X.,LAPTOP#GENERAL,positive
303,303:0,i love to use it it is esay and light.,LAPTOP#GENERAL,positive
303,303:1,this laptop is durable and it is easy to travel with.,LAPTOP#QUALITY,positive
303,303:2,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,LAPTOP#PORTABILITY,positive
303,303:3,this laptop is great for work and doing my pictures.,LAPTOP#MISCELLANEOUS,positive
303,303:4,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",LAPTOP#OPERATION_PERFORMANCE,positive
303,303:5,the programs are esay to use and are quick to process this computer works like a charm.,SOFTWARE#USABILITY,positive
303,303:6,i can use it for all of my needs.,LAPTOP#GENERAL,positive
303,303:7,i give this laptop a five star review i love it and it has done chams for me.,LAPTOP#GENERAL,positive
303,303:8,if this computer every breaks down on me i will most definatly get the same one again.,LAPTOP#GENERAL,positive
