,id,review,target,label,predict,terms
178,1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).","NULL,congee,noodles,rice dishes","PRICES,PRICES,PRICES,PRICES",PRICES|FOOD|FOOD|PRICES|FOOD,price|congee|noodles|rice|dishes
179,1340075:5,The takeout is great too since they give high quality tupperware as well.,takeout,SERVICE,FOOD|FOOD|FOOD,takeout|quality|tupperware
180,1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,"Caesar Salad,arugula and goat cheese","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,caesar|salad|wife|arugula|goat|cheese
181,1341354:2,We both opted for a pasta dish and they were served timely and fresh.,"NULL,pasta dish","SERVICE,FOOD",FOOD|FOOD,pasta|dish
182,1341354:3,"We concluded with tiramisu chocolate cake, both were delicious.","tiramisu,chocolate cake","FOOD,FOOD",FOOD|FOOD|FOOD,tiramisu|chocolate|cake
183,1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.","staff,food,place","SERVICE,FOOD,AMBIENCE",SERVICE|FOOD|AMBIENCE,staff|food|place
184,1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager,SERVICE,SERVICE|SERVICE,visit|manager
185,1347423:3,"Yes, the prices are high, but I felt it was worth it.","NULL,NULL",PRICES,PRICES,prices
186,1349391:0,sometimes i get good food and ok service.,"food,service","FOOD,SERVICE",FOOD|SERVICE,food|service
187,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.","food,service,service,good","FOOD,SERVICE,SERVICE,FOOD",FOOD|SERVICE|SERVICE,food|service|service
188,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,"dishes,wine,NULL,atmosphere","FOOD,FOOD,SERVICE,AMBIENCE",AMBIENCE|AMBIENCE|FOOD|FOOD|AMBIENCE,place|bistro|dishes|wine|atmosphere
189,1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,"pizza,place","FOOD,AMBIENCE",AMBIENCE|AMBIENCE|FOOD,brooklyn|place|pizza
190,1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,"raddichio,NULL","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,mine|goat|cheese|panchetta|raddichio|kind
191,1353599:2,My friend got the mushroom pizza which tasted better.,mushroom pizza,FOOD,FOOD|FOOD|FOOD,friend|mushroom|pizza
192,1353599:3,The sangria was pretty tasty and good on a hot muggy day.,sangria,FOOD,FOOD,sangria
193,1357554:0,I started out with a Bombay beer which was big enough for two.,Bombay beer,FOOD,FOOD|FOOD,bombay|beer
194,1357554:3,"Service was slow, but the people were friendly.","Service,people","SERVICE,SERVICE",SERVICE|SERVICE,service|people
195,1357554:4,It's a nice place to relax and have conversation.,place,AMBIENCE,AMBIENCE|FOOD,place|conversation
196,1367358:1,The food is authentic Italian - delicious!,food,FOOD,FOOD,food
197,1367358:2,"Pizza is terrific, as is homemade pasta.","Pizza,homemade pasta","FOOD,FOOD",FOOD|FOOD|FOOD,pizza|homemade|pasta
198,1367358:3,"Ambience is delightful, service impeccable.","Ambience,service","AMBIENCE,SERVICE",AMBIENCE|SERVICE,ambience|service
199,1380450:0,I'm still mad that i had to pay for lousy food.,food,FOOD,FOOD,food
200,1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,"hanger steak,tuna","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,hanger|steak|rubber|tuna
201,1380450:2,Service was also horrible and the ambience is not that great.,"Service,ambience","SERVICE,AMBIENCE",SERVICE|AMBIENCE,service|ambience
202,1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,"food,service","FOOD,SERVICE",AMBIENCE|SERVICE|FOOD|FOOD|SERVICE,time|review|restaurant|food|service
203,1387314:2,The filet mignon dish was superb!,filet mignon dish,FOOD,FOOD|FOOD,mignon|dish
204,1387314:4,It's a small cute restaurant.,restaurant,AMBIENCE,AMBIENCE,restaurant
205,1390357:2,"I like the ambience, it's very dark and original.",ambience,AMBIENCE,AMBIENCE,ambience
206,1390357:4,The sushi is amazing!!! ,sushi,FOOD,FOOD,sushi
207,1390357:5,And amazingly cheap.,,PRICES,,
208,1394712:0,Very affordable and excellent ambient!,"ambient,NULL","AMBIENCE,PRICES",,
209,1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef and noodle soup dishes,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD|FOOD,beef|noodle|soup|dishes|thai|section|menu|thai
210,1394712:3,We won't go to this place again for a good meal.,meal,FOOD,AMBIENCE|FOOD,place|meal
211,1394712:4,"However, I think this place is a good hang out spot.",place,AMBIENCE,AMBIENCE|AMBIENCE,place|spot
212,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,"Pizza,wine,service,backyard dining area","FOOD,FOOD,SERVICE,AMBIENCE",FOOD|FOOD|SERVICE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE,pizza|wine|service|place|backyard|dining|area
213,1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,AMBIENCE,AMBIENCE|AMBIENCE|FOOD|SERVICE|PRICES,first|place|citysearch|editorial|review
214,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.","tables,menu,wine list","AMBIENCE,FOOD,PRICES",SERVICE|FOOD|FOOD|FOOD|SERVICE,tables|menu|restaurant|wine|list
215,1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,"wines,wines","FOOD,PRICES",FOOD|PRICES,wines|selection
216,1398844:4,Service is not what one would expect from a joint in this price category.,Service,SERVICE,SERVICE|PRICES|PRICES|PRICES,service|joint|price|category
217,1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,service,SERVICE,FOOD|FOOD|SERVICE,charm|grazie|service
218,1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","food,Teodora",FOOD,FOOD|FOOD|PRICES|FOOD|FOOD,factor|food|average|deficiencies|teodora
219,1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,"meals,rosemary or orange flavoring","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,meals|bland|rosemary|orange|flavoring
220,1404042:2,Fish was overdone.,Fish,FOOD,FOOD,fish
221,1404042:3,"Cute place, nice wait staff but would never go there again.","wait staff,place,place","SERVICE,AMBIENCE",AMBIENCE|SERVICE|SERVICE,place|wait|staff
222,1404042:4,Someone else recommended the dessert - we also left that.,dessert,FOOD,SERVICE|FOOD,someone|dessert
223,1404042:5,One of us actually liked the expresso - that's it.,expresso,FOOD,FOOD,expresso
224,1410878:1,I've never had bad service and the fish is fresh and delicious.,"service,fish","SERVICE,FOOD",SERVICE|FOOD,service|fish
225,1410878:2,Their tuna tartar appetizer is to die for.,tuna tartar appetizer,FOOD,FOOD|FOOD|FOOD,tuna|tartar|appetizer
226,1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE,family|pizzeria|owners|pizza|fornino|blows|families|receipies
227,1413697:2,The place is so cool and the service is prompt and curtious.,"service,place","SERVICE,AMBIENCE",AMBIENCE|SERVICE,place|service
228,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,"food,service,atmosphere","FOOD,SERVICE,AMBIENCE",AMBIENCE|FOOD|SERVICE|AMBIENCE,restaurant|food|service|atmosphere
229,1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,FOOD,FOOD|FOOD|FOOD|PRICES,gimmicks|food|freshness|preparation
230,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,AMBIENCE,FOOD|AMBIENCE|FOOD,dining|room|music
231,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","service,staff","SERVICE,SERVICE",SERVICE|SERVICE|SERVICE|FOOD|PRICES,service|staff|menu|meal|needs
232,1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","meal,restaurant","FOOD,AMBIENCE",AMBIENCE|FOOD|FOOD|AMBIENCE,room|meal|restaurant|clubhouse
233,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,"view,service,ambiance","AMBIENCE,SERVICE,AMBIENCE",AMBIENCE|SERVICE|AMBIENCE|AMBIENCE|AMBIENCE,view|service|notch|ambiance|wonderfull
234,1430994:1,The staff offers impeccable service.,staff,SERVICE,SERVICE|SERVICE,staff|service
235,1430994:2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque,FOOD,FOOD|FOOD,lobster|bisque
236,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,"New England Chowder,Lobster Bisque","FOOD,FOOD",FOOD|FOOD|FOOD|PRICES|FOOD|FOOD,boyfriend|england|chowder|award|lobster|bisque
237,1430994:6,My boyfriend had Prime Rib it was good .,Prime Rib,FOOD,FOOD,boyfriend
238,1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,bottles of Korbett,FOOD,FOOD|FOOD|FOOD|FOOD,bottle|weekday|bottles|korbett
239,1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,FOOD,FOOD|FOOD|FOOD,wife|week|food
240,1431154:1,If you like spicy food get the chicken vindaloo.,chicken vindaloo,FOOD,FOOD|FOOD|FOOD,food|chicken|vindaloo
241,1432551:0,Go to Volare for 1st class service and terrific food.,"service,food","SERVICE,FOOD",FOOD|SERVICE|SERVICE|FOOD,volare|class|service|food
242,1432551:1,The portions are large and the servers always surprise us with a different starter.,"portions,servers","FOOD,SERVICE",FOOD|SERVICE,portions|servers
243,1432551:2,The wine list is excellent.,wine list,FOOD,FOOD|SERVICE,wine|list
244,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,"food,selection of wines,Chef's tasting menu","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,food|chef|tasting|menu|bottle
245,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","service,place,place","SERVICE,AMBIENCE",AMBIENCE|SERVICE|SERVICE|FOOD|AMBIENCE,place|service|friends|date|occassion
246,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,"food,prixe fixe tasting menu,prixe fixe tasting menu,NULL","PRICES,FOOD,PRICES,SERVICE",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,food|prixe|fixe|tasting|menu|food|price|food|food|allergies|food
247,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.","food,lemon salad","FOOD,FOOD",AMBIENCE|FOOD|FOOD|FOOD|FOOD,exception|salad|pepper|eyes|food
248,1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,menu,FOOD,FOOD|FOOD,menu|entrees
249,1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",grilled branzino,FOOD,FOOD|FOOD,branzino|bone
250,1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,decor|place|kind|place|east|village
251,1451107:0,This place is so much fun.,place,AMBIENCE,AMBIENCE,place
252,1451107:4,Our food was great too!,food,FOOD,FOOD,food
253,1451107:5,And really large portions.,portions,FOOD,AMBIENCE,portions
254,1451107:6,The staff was the friendliest that have seen in New York.,staff,SERVICE,SERVICE|FOOD,staff|york
255,1451109:2,The food was pretty tradional but it was hot and good with large portions.,"food,portions","FOOD,FOOD",FOOD|FOOD,food|portions
256,1457607:0,The place is a lot of fun.,place,AMBIENCE,AMBIENCE,place
257,1457607:2,The characters really make for an enjoyable experience.,characters,AMBIENCE,AMBIENCE|AMBIENCE,characters|experience
258,1457607:3,"The food however, is what one might expect.",food,FOOD,FOOD,food
259,1457607:4,It is very overpriced and not very tasty.,"NULL,NULL","FOOD,PRICES",,
260,1459569:1,Service was slow had to wait to order and get food although not crowded.,Service,SERVICE,SERVICE|FOOD,service|food
261,1459569:2,Drinks way over priced.,Drinks,PRICES,FOOD,drinks
262,1459569:3,Food was good not great not worth the wait or another visit,"Food,NULL",FOOD,FOOD|SERVICE|SERVICE,food|wait|visit
263,1460715:0,Great pizza for lunch place.,pizza,FOOD,FOOD|FOOD|AMBIENCE,pizza|lunch|place
264,1460715:1,Service was quick.,Service,SERVICE,SERVICE,service
265,1460715:2,The pizza was great.,pizza,FOOD,FOOD,pizza
266,1460715:4,Have the iced tea.,iced tea,FOOD,,
267,1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","fish,service","FOOD,SERVICE",AMBIENCE|FOOD|FOOD|FOOD|FOOD|SERVICE,whenever|sushi|mizu|quality|fish|service
268,1470286:1,Delivery is fast too.,Delivery,SERVICE,PRICES,delivery
269,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","service,seating,Delivery,sushi","SERVICE,SERVICE,SERVICE,FOOD",SERVICE|FOOD|SERVICE|FOOD,service|seating|delivery|sushi
270,1470286:3,A little overpriced but worth it once you take a bite.,"NULL,NULL","PRICES,FOOD",FOOD,bite
271,1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,FOOD,FOOD|AMBIENCE|FOOD,ess-a-bagel|midtown|bagel
272,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.","bagels,bagels","FOOD,FOOD",FOOD|FOOD|FOOD,bagels|inside|size
273,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,"salads,cream cheeses","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,selection|cream|cheeses|salads
274,1470334:4,The lox is always fresh too.,lox,FOOD,,
275,1471273:2,Not impressed with the food.,food,FOOD,FOOD,food
276,1471273:3,Prices too high for this cramped and unappealing resturant.,"resturant,resturant","PRICES,AMBIENCE",PRICES|AMBIENCE,prices|resturant
277,1471273:4,Zero ambiance to boot.,ambiance,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,zero|ambiance|boot
278,1476493:2,"The ambience was nice, but service wasn't so great.","ambience,service","AMBIENCE,SERVICE",AMBIENCE|SERVICE,ambience|service
279,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.","NULL,NULL",PRICES,PRICES,prices
280,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,"food,feel","FOOD,AMBIENCE",FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD|FOOD,japan|years|taste|food|feel|restaurant|japan
281,1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,Shabu-Shabu,FOOD,AMBIENCE|FOOD|FOOD,thius|anyone|shabu-shabu
282,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,AMBIENCE,AMBIENCE|FOOD|AMBIENCE|AMBIENCE,atmosphere|sushi|establishment|tokyo
283,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,"owner,staff,ambiance",AMBIENCE,PRICES|SERVICE|AMBIENCE,owner|staff|ambiance
284,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","menu,NULL,NULL","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,menu|perfection|ultra|work|food
285,1486041:4,Taxan delicious!,Taxan,FOOD,AMBIENCE,taxan
286,1490757:2,The prices were CHEAP compared to the quality of service and food.,"NULL,service,food","PRICES,SERVICE,FOOD",PRICES|PRICES|SERVICE|FOOD,prices|quality|service|food
287,1496205:1,The location and ambience is Ok but the food is what makes up for it.,"location,ambience,food","AMBIENCE,AMBIENCE,FOOD",AMBIENCE|AMBIENCE|FOOD,location|ambience|food
288,1496205:3,Try green curry with vegetables.,green curry with vegetables,FOOD,FOOD|FOOD,curry|vegetables
289,1496205:5,"The service is ok, some of the people didn't get what they asked for.",service,SERVICE,SERVICE|SERVICE,service|people
290,1496707:1,I had the best ravioli ever.,ravioli,FOOD,FOOD,ravioli
291,1496707:2,The wine the service was very good too.,"wine,service","FOOD,SERVICE",FOOD|SERVICE,wine|service
292,1496707:3,Moderate prices.,,PRICES,PRICES,prices
293,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,"trattoria,trattoria",AMBIENCE,FOOD|AMBIENCE|FOOD|FOOD,trattoria|manhattan|restaurant|list
294,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","food,dishes,specials,regular menu-fare","FOOD,FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,food|specials|menu-fare|dishes|disappointment
295,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.","parmesean porcini souffle,lamb glazed with balsamic vinegar","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,porcini|souffle|lamb|vinegar|northern|italy|bite
296,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.","candle-light,food,service,tables","AMBIENCE,FOOD,SERVICE,AMBIENCE",SERVICE|FOOD|FOOD|SERVICE,tables|candle-light|food-quality|service
297,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.","food,wine,food,wine","FOOD,FOOD,PRICES,PRICES",AMBIENCE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|PRICES,secret|years|emilio|godfather|food|wine|gods|prices
298,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.","marinara/arrabiatta sauce,mozzarella en Carozza,NULL","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,marinara/arrabiatta|sauce|mozzarella|carozza|mmmmmmmm
299,1506491:2,Check out the secret back room.,back room,AMBIENCE,AMBIENCE|AMBIENCE,secret|room
300,1538149:0,"I found the food, service and value exceptional everytime I have been there.","food,service,NULL","FOOD,SERVICE,PRICES",FOOD|SERVICE|PRICES|SERVICE,food|service|value|everytime
301,1538149:1,The food was authentic.,food,FOOD,FOOD,food
302,1538149:3,The service was excellent - friendly and attentive.,service,SERVICE,SERVICE,service
303,1538149:4,The prices are wonderfully low.,,PRICES,PRICES,prices
304,1538149:5,Very good wine choices.,wine choices,FOOD,FOOD|FOOD,wine|choices
305,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,pizza,FOOD,SERVICE|FOOD|FOOD,room|cheesesticks|pizza
306,1543345:2,Get the pepperoni - YUM - and a family style salad.,"pepperoni,family style salad","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,pepperoni|family|style|salad
307,1543345:3,Great staff.,staff,SERVICE,SERVICE,staff
308,1543345:4,Always great service!,service,SERVICE,PRICES,service
309,1561259:0,"The food is good, I can't lie.",food,FOOD,FOOD,food
310,1561259:1,But the staff was so horrible to us.,staff,SERVICE,SERVICE,staff
311,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,"hostess,waitress","SERVICE,SERVICE",SERVICE|SERVICE,hostess|waitress
312,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,SERVICE,FOOD|SERVICE|PRICES|PRICES|AMBIENCE,dessert|waitress|bill|chance|order
313,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.","place,food,service","PRICES,FOOD,SERVICE",AMBIENCE|FOOD|SERVICE|FOOD|PRICES,place|food|service|quater|price
314,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,"dishes,dishes","FOOD,PRICES",FOOD|FOOD,week|dishes
315,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.","vegetarian dishes,non-veg selections","FOOD,FOOD",FOOD|FOOD|FOOD,tamarind|dishes|selections
316,1572033:1,Decor is nice though service can be spotty.,"Decor,service","AMBIENCE,SERVICE",AMBIENCE|SERVICE,decor|service
317,1572033:4,"Most importantly, food is excellent.",food,FOOD,FOOD,food
318,1572033:5,Try the sea bass.,sea bass,FOOD,FOOD,bass
319,1573534:0,First of all Dal Bukhara Rocks.,Dal Bukhara,FOOD,FOOD|FOOD,first|bukhara
320,1573534:3,I am happy i did the food was awsome.,food,FOOD,FOOD,food
321,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,"kababs,Dal Bukhara","FOOD,FOOD",FOOD|FOOD,bukhara|kababs
322,1577714:2,The fish was not fresh and the rice tasted old and stale.,"fish,rice","FOOD,FOOD",FOOD|FOOD,fish|rice
323,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",sushi,FOOD,FOOD,sushi
324,1586174:0,honestly the worst sushi my husband and i had in our entire lives.,sushi,FOOD,FOOD|FOOD|FOOD,sushi|husband|lives
325,1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,all-u-can-eat sushi,FOOD,FOOD|PRICES,sushi|quality
326,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ","menu,ingredients,fish,rice","FOOD,FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,menu|ingredients|fish|rice
327,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ","soy sauce,rice","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,sauce|sodium|rice|scallion|fish
328,1586174:6,the waitstaffs are nice though.,waitstaffs,SERVICE,SERVICE,waitstaffs
329,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,SERVICE,AMBIENCE|SERVICE,times|service
330,1603698:5,"The dinner was ok, nothing I would have again.",dinner,FOOD,FOOD,dinner
331,1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,eggs|benedict|brunch|life|hollondaise|sauce
332,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,"meal,room,NULL","FOOD,AMBIENCE,AMBIENCE",AMBIENCE|FOOD|AMBIENCE,theater|meal|room
333,1606837:2,The service was attentive.,service,SERVICE,SERVICE,service
334,1609375:1,"We love the food, drinks, and atmosphere!","food,drinks,atmosphere","FOOD,FOOD,AMBIENCE",FOOD|FOOD|AMBIENCE,food|drinks|atmosphere
335,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","svc,restaurant",SERVICE,FOOD|SERVICE|FOOD,times|group|restaurant
336,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!","Pad Thai,NULL","FOOD,PRICES",FOOD|PRICES,thai|prices
337,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","portions,food,NULL","FOOD,FOOD,PRICES",FOOD|FOOD,portions|food
338,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.","sandwiches,sandwiches","FOOD,PRICES",FOOD|FOOD|FOOD,sandwiches|chips|side
339,1611489:2,"Overall, not worth the money.","NULL,NULL",PRICES,PRICES,money
340,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","atmosphere,NULL",AMBIENCE,FOOD|AMBIENCE|SERVICE|FOOD,eating|atmosphere|desk|experience
341,1615322:2,They have authentic Indian at amazin prices.,"Indian,Indian","FOOD,PRICES",PRICES|PRICES,amazin|prices
342,1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,dishes,FOOD,FOOD|AMBIENCE|FOOD|FOOD,restaurant|vegetarian|meat|dishes
343,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,seats,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,seats|wall|benches
344,1615322:5,It's a rather cramped and busy restaurant and it closes early.,"restaurant,restaurant",AMBIENCE,AMBIENCE,restaurant
345,1623276:0,Patroon features a nice cigar bar and has great staff.,"cigar bar,staff","AMBIENCE,SERVICE",AMBIENCE|FOOD|SERVICE,patroon|cigar|staff
346,1623276:1,The food is tasty and portion sizes are appropriate.,"food,portion sizes","FOOD,FOOD",FOOD|FOOD|FOOD,food|portion|sizes
347,1626564:1,Food is excellent.,Food,FOOD,FOOD,food
348,1626564:2,Fish is so very fresh.,Fish,FOOD,FOOD,fish
349,1626564:3,Waitstaff are very friendly.,Waitstaff,SERVICE,SERVICE,waitstaff
350,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,"seafood,Mermaid Inn",FOOD,AMBIENCE|FOOD|FOOD,mermaid|restaurant|seafood
351,1632445:1,The menu is limited but almost all of the dishes are excellent.,"menu,dishes","FOOD,FOOD",FOOD|FOOD,menu|dishes
352,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,"lobster sandwich,spaghetti with Scallops and Shrimp","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,lobster|sandwich|spaghetti|scallops|shrimp
353,1632445:3,The service is good and ambience is good for a date or group outing.,"service,ambience","SERVICE,AMBIENCE",SERVICE|AMBIENCE|AMBIENCE|PRICES|AMBIENCE,service|ambience|date|group|outing
354,1632445:4,The only fallback on this restaurant is the prices.,restaurant,PRICES,PRICES|AMBIENCE|PRICES,fallback|restaurant|prices
355,1632445:5,"Even though its good seafood, the prices are too high.","seafood,seafood","FOOD,PRICES",FOOD|PRICES,seafood|prices
356,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"lobster sandwich,lobster sandwich,lobster sandwich","FOOD,FOOD,PRICES",FOOD|FOOD|PRICES,lobster|sandwich|price
357,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.","food,halibut special,steak,service","FOOD,FOOD,FOOD,SERVICE",FOOD|FOOD|FOOD|FOOD|SERVICE,food|halibut|husband|steak|service
358,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,SERVICE,FOOD|FOOD|SERVICE|SERVICE|FOOD|FOOD|FOOD|FOOD|AMBIENCE,dessert|candle|anyone|waiter|birthday|card|gift|occassion|sort
359,1632929:5,Truly the mark of an attentive waiter.,waiter,SERVICE,PRICES|SERVICE,mark|waiter
360,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,foods,FOOD,FOOD|AMBIENCE|SERVICE|FOOD,thai|place|reviews|foods
361,1642666:1,We thought that this place is using too much of MSG cooking in the foods.,foods,FOOD,AMBIENCE|FOOD|FOOD,place|cooking|foods
362,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.","jelly fish,drunken chicken,soupy dumplings,stir fry blue crab","FOOD,FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,jelly|fish|chicken|dumplings|crab
363,1649025:2,The food is so cheap and the waiters are nice.,"food,waiters","PRICES,SERVICE",FOOD|SERVICE,food|waiters
364,1655504:0,Have frequented 'ino for several years and the food remains excellent.,food,FOOD,FOOD|FOOD,years|food
