,0,aspect,prediction
382,"i doubt i will use half of the storage capacity , but you never know . ",,
383,this is definitely opening up possibilities to obtaining mp3 's in which i would have never purchased the cd . ,,
384,now my dissapointments . ,,
385,the description of the warranty is buried on the supplied set up cd . ,,
386,the warranty is 90 days . ,,
387,this is ridiculous . ,warranty!-,
388,to me this alludes to the manufacturer 's confidence that the product will last for a year . ,,|product!last|confidence!product|year!product
389,"buy the re-seller 's extended warranty and save yourself a headache for the problems you will have later , after all it is a hard drive and it will die or have issues over time ( probably sooner than later ) . ",,drive!hard|drive!die|warranty!extended|re-seller!extended|time!drive
390,"the scroll wheel , to be blunt , sucks . ",scroll wheel!-,wheel!sucks|scroll!sucks
391,seems it is always difficult to press to make a selection . ,scroll wheel!-,
392,the interface used could be better designed . ,interface!-,interface!better
393,it is a little cumbersome to scroll through so many levels to get to the selection you want . ,interface!-,
394,"i am a software engineer and if i wrote an interface to my software that worked like this , there would be hell to pay , not to mention the ridicule from my peers . ",,
395,"and the case , how did this ever make it out of quality control . ",case!-,
396,"it is some protection for the unit , but for useability , forget it . ",case!-,
397,"the screen is covered , so to make any new selections you have to open it . ",,
398,"the cut-outs for the controls is not thought out as there is too much material in the way to adequately access the controls , especially the scroll wheel . ",control!-,|material!much|way!material|wheel!material
399,"there are no other aftermarket cases available for this model yet , so you have to live with it . ",,aftermarket!available
400,"despite the things that i have listed so far , i could live with this item since it saves me from lugging a cd case to work , to the gym , in the car , etc. . ",player!+,gym!work
401,however the main reason i am not satisfied with this product is the fact that it will lock up at odd times . ,lock up!-,|reason!main|fact!main
402,i have had it lock up after a transfer of music . ,,
403,"the files are there , but i could not access the player without removing the battery , waiting a short period and re-inserting the battery . ",,|period!short
404,also have had it lock up when i shut it down to attend to a phone call . ,,
405,left it set on my desk came back five minutes later and it just wanted to keep playing the same song over and over . ,,|song!same
406,"could not stop it , could not get out of the "" now playing "" screen . ",,
407,again had to remove the battery . ,,
408,"there have been other occurrences of locking , but i will not bore you with the details . ",,
409,"quite simply , the firmware and / or the os that control this thing is not ready for prime time . ",firmware!-,firmware!ready|time!prime
410,"there have also been times that the unit has been turned off for some period of time , upon powering it up it starts on the "" now playing "" screen with a song or cd that i had been playing days before . ",,
411,"i have n't quite figured this one out yet , but it is probably operator error . ",,
412,"now i have not owned other mp3 players as i was waiting until they matured , but since i received it as a gift i now have this one . ",,|mp3!other
413,i would suspect that there are similar problems with all of the other brands as this is somewhat new technology . ,,technology!problems
414,and we all know about the rush to market on new products . ,,|rush!new
415,"i have had this player for 2 weeks , i will be returning it for an exchange in the hopes that the locking problem and scroll wheel are problems with this particular unit . ",,problem!problems|wheel!problems|unit!particular|scroll!problem
416,while i am at the store i will definitely get the extended warranty as i have another day or so ( from the purchase date ) to obtain one . ,,|warranty!extended|store!warranty
417,"i know this unit will have problems in the future and the $ 40 for the 2 year "" no questions asked "" replacement warranty will be worth it , since creative will only warrant it for 90 days - which in itself is totally ridiculous ! ",warranty!-,warranty!worth|unit!problems|future!problems|replacement!worth
418,"this is my second creative labs mp3 player , and it is definitely a fine product . ",player!+,player!creative|mp3!creative|product!fine|product!second
419,first let me give you the bad things : ,,
420,"1 . the size is a little bit bigger than the ipod , and it weighs a little bit more . ",size!-,
421,"2 . the scroll button is n't the best , as it sometimes can be hard to select . ",scroll!-,
422,"3 . that 's pretty much all the negatives the positive things truly outnumber the negatives , and the negatives are n't that bad . ",,
423,first of all the player 's sound quality is superior to the ipod . ,sound quality!+,quality!superior|player!sound
424,the player 's software is very easy to use and very good . ,software!+,software!easy|player!easy
425,"compared to musicmatch , the software has a better filing system and easier to use . ",software!+,system!better|filing!better|musicmatch!system|software!system
426,"to keep it short , this is cheaper , and in my opinion a better choice than an ipod . ",player!+,choice!better|opinion!better|ipod!better
427,"if you purchase this product , definitely rip your songs through windows media player . ",,
428,"otherwise , you 'll have to mess around a lot with filenames inside the ( decent ) nomad explorer , which is not fun at all . ",,explorer!decent|nomad!decent|fun!decent
429,this thing seriously is a good player though . ,player!+,player!good|thing!good
430,summary ,,
431,overall i like the unit . ,unit!+,|unit!overall
432,i gave it only 3 stars due to the fact that the 1st one broke when i dropped it from a fairly short distance ( less than 2 ft ) . ,player!-,distance!fairly|ft!short
433,if it were not for that i would have given it 4 . ,,
434,pros : ,,
435,1 ) price / gb of storage ,price!+,
436,2 ) storage capacity ,storage!+,
437,3 ) user replaceable battery ,battery!+,battery!replaceable|user!replaceable
438,cons : ,,
439,1 ) fragile ( i broke the 1st one within 10 days ) ,construction!-,
440,2 ) scroll button / switch ,scroll!-,
441,3 ) the case hides the display - you have to open it to see what you are doing . ,case!-,
442,features that would have been nice : ,,
443,1 ) fm receiver - some models out there have this . ,,
444,2 ) fm transmitter - so you can place the unit in your car and listen to the unit through your car stereo . ,,
445,they sell an adapter unit to use with your car 's cassette deck . ,,
446,but who wants the wires involved . ,,
447,a short range fm transmitter would be much nicer . ,,transmitter!nicer|range!nicer|fm!nicer
448,i believe the napster mp3 player has this feature . ,,
449,details : ,,
450,do n't drop this unit : ,,
451,i 've had the player for about a month now . ,,
452,overall i like it . ,player!+,
453,as mentioned above i broke the player within the 1st 10 days . ,,player!broke
454,i was sitting on a train and it fell off my lap and broke . ,,lap!fell
455,i think it fell right on the earphone plug when it fell ( murphy strikes again ) . ,,plug!fell|murphy!fell
456,i was able to return it to the retailer where i bought it and got a replacement . ,,|retailer!able
457,if you are going to need a player that is rugged this may not be the one for you . ,,
458,i purchased the extended warranty ( something i almost never do ) when i returned the unit to get the replacement . ,,|warranty!extended|something!extended
459,updating the unit 's firmware : ,,
460,when i first purchased the unit i downloaded the firmware update that was available on their website . ,,|unit!downloaded
461,the upgrade went smoothly and was easy to do if you can follow directions . ,,upgrade!smoothly
462,i would recommend doing the upgrade to be sure you have the best chance at trouble free operation . ,,chance!best|upgrade!recommend|operation!trouble|trouble!best
463,storage : ,,
464,the storage capacity is great . ,storage!+,capacity!great|storage!great
465,i do n't think i will ever use the full 30gb . ,,
466,i currently have ~ 1100 songs encoded mostly at 196 kpbs and i have n't even used 10gb of storage yet . ,,
467,i 'm starting to listen to cd 's that i have n't listened to in years now that i have them all handy in one place . ,,
468,"for those out there that are not familiar with mp3 encoding , you can encode your cd 's at varying quality levels . ",,
469,typically people use 96kbs to 320 kps. ,,
470,the higher the number the better the quality ( less data compression is used ) and the larger the file size . ,,number!better|size!better|quality!better|file!number
471,if you decide to encode at 320 you will fit less on this device than someone who encodes at 128kps . ,,
472,you should consider this when deciding what bit rate you want to use and how much you want to put on the player . ,,|rate!much
473,"if you 're someone who wants to put 10,000 songs on this thing you may want to encode at the lower end ( typically 128 is considered close to cd quality ). ",,
474,price : ,,
475,the price compared to the ipod is great . ,price!+,price!great
476,"price , along with the replaceable battery ( which i understand apple charges a small fortune to replace - as well as the hassle of returning it ) were the two main factors on why i picked the nomad . ",price!+,battery!replaceable|apple!fortune|price!main|fortune!apple
477,one word of caution with regards to using the nomad with itunes . ,,
478,i discovered this weekend that itunes does not sell mp3 's in the mp3 format . ,,|format!mp3
479,it using something called ac3 ( at least the trial song i purchased was in this format ) which is not a compatible format for the nomad . ,,format!compatible|song!compatible|nomad!compatible|something!format|trial!format
480,i have n't figured out if this is the case for all the songs on itunes . ,,
481,but for now it appears that this player does n't play well with itunes . ,itunes!-,player!well
482,scroll bar : ,,
483,the scroll bar is a bit of a pain . ,scroll!-,
484,sometimes you skip past things or have to press it twice to select items . ,,
485,"it 's not the end of the world , but a better design sure would be nice . ",,design!nice|end!design
486,software : ,,
487,i 've had no problems with the software . ,software!+,
488,i found it intuitive to use ( i did n't read any documentation for it and was using it successfully within a few minutes ) . ,software!+,
489,the software will convert your cd 's to mp3 and put them on the player as well as your hard disk if you want it to . ,,disk!hard|software!cd|cd!software
490,my 2.6 mhz pentium 4 with usb 2.0 was able to perform the task pretty quickly ( i would estimate ~ 5 - 8 minutes per cd ). ,,|pentium!able|mhz!able|usb!able|task!able
491,through the software you can classify songs in genres . ,,
492,"this is a nice feature ( i.e. it 's early in the morning and you rather listen to "" easy listening "" rather than "" heavy metal "" - no problem . ",software!+,feature!nice|listening!easy|problem!heavy|morning!feature|metal!heavy
493,the software comes with plenty of defaults genres . ,software!+,
494,you can also create your own if you do n't like their classifications . ,,
495,you can edit the genres once the songs are on the play if you decide to re-classify things later . ,,
496,this can be done on a song by song basis or in mass . ,,
497,"in addition , you can create play lists where you can create the equivalent to a compilation cd right on your player . ",,|addition!equivalent
498,this is pretty cool . ,,
499,sound : ,,
500,the sound from the player is ok . ,sound!+,|sound!ok|player!ok
501,i was a little disappointed in the low end . ,sound!-,|end!low
502,i did buy separate headphones as other have recommended . ,,
503,i was able to improve things a bit by using the units equalizer and boosting the base . ,,bit!improve
504,the sound level is also not as high as i would have expected . ,sound!-,|level!high
505,"it 's probably good for the health of your ears , however i consistently play it near the high end of the volume range ( and my hearing is fine ). ",,hearing!fine|end!consistently|range!high
506,"wow , dennis sure is great ! ",,
507,"slowly yet surely my unit engorged as i read my own review , similar to when i look in the mirror . ",,|review!own|look!review
508,"this thing is great , i like to use it to pick up tough stains on my countertop and also to listen to my old 8-track records . ",this thing!+,thing!great|countertop!stains|8-track!old
509,"sometimes when i get really lonely , i like to put on some kenny g and light some candles , and while this does n't help , i am a capitalist pig and like buying things too , nah mean ! ? ",,pig!like|g!like|light!g
510,"i did have some problems figuring out how to turn the unit on , but creative did a good job with this , as they had a clearly labled "" on "" button that i found when i left my cellar for the first time in years . ",,job!good|job!creative|time!first|button!clearly
511,there was very little light in there . ,,
512,"anyway , im gon na go find dennis now , have a nice day ! ! ! ",,day!nice|im!day
513,i got my zen xtra a little bit more then a week ago . ,,|bit!little
514,it was not my first choice . ,,|choice!first
515,i have done a lot of research before i decided to buy the nomad zen xtra . ,,|xtra!nomad|zen!nomad
516,"one good thing , it is 40 gb of disk space ( well , it is 38 gb in reality ) . ",storage!+,thing!good|gb!good|space!well|reality!gb
517,for the price and features it is really good . ,price!+,
518,"one thing , before buying this player i have called the creative tech. support and asked them if i can navigate by folders beside artist / album and answer was yes . ",,tech!creative|thing!tech
519,sure enough there is no such ability . ,,ability!enough
520,"not sure , if customer rep. did not know the product exactly , it is still new or they just give an anser which users would like to hear . ",,
521,"in any case , navigation by artist / album is ok however i miss an ability to navigate by folders . ",navigation!-,ability!miss|navigation!ok|artist!ok|case!navigation|album!ok
522,"you even can not navigate by genre / artist / album since under genre you get just all tracks in that genre , no other division . ",navigation!-,|division!other|genre!division
523,"creative is talking about updating it via firmware , however after following some while the descussion groups for nomad players , looks like creative represents mostly bug fixes in their firmware updates , not too much of new features . ",,
524,"the software , which comes with player is not good at all . ",software!-,software!good
525,i did not managed to make creative nomad explorer to work . ,nomad explorer!-,explorer!creative|nomad!creative
526,after installing it and trying to make it working for 30 minutes i went and bought notmad . ,,
527,notmad worked right away after install and it is what i would like to see from the product . ,,notmad!worked|product!like
528,"transfer files is easy using notmad , however again , would be great if nomad supported folders like iriver , rca lyra and some other . ",,nomad!supported|transfer!easy|notmad!easy|iriver!supported|lyra!iriver|rca!iriver
529,often i fill i need to have better organization for the library and there is not enought of variables . ,,organization!better|library!better
530,"artist , album and genre are only mp3 tags which are supported buy this player , and if you have 100 artists would be good to have another subcategory . ",,subcategory!good|artist!only|album!artist|mp3!artist|genre!artist
531,"after all those players have 40-60 gb of hard drive , so better organization is required . ",,drive!hard|gb!hard|organization!better
532,"the bottom line , i 'll still watch the progress of iriver hdd players and if they produce 40 gb player i 'll will sell my nomad and buy iriver . ",,line!progress|player!nomad
533,"i downloaded the trial version , and after less than 10 minutes of using it , decided it was well worth the price . ",,price!well|version!downloaded|trial!downloaded
534,"so yes , as with all software bundled with creative products , it was useless and ugly . ",software!-,
535,"for once , though , this 3rd party software is excellent . ",,software!excellent|party!excellent
536,dont let the bad reviews of the software change your mind . ,,software!bad
537,zens rule . ,,
538,originally i wanted the ipod . ,,
539,most people probably wanted the ipod before realizing that a vast array of full-featured viable alternatives exist . ,,|array!vast|array!viable
540,"i like the way apple is innovative , but let 's face it - they can 't be the only one with an idea to enclose a 2.5 "" hd within an aluminum case in a stylish package for long , especially after the buzz is out of their little techie pod . ",,apple!innovative|pod!innovative|package!stylish|t!only|way!apple|idea!only|buzz!little|techie!little
541,"the 30gb zen xtra rocks my socks , spills my beer , but does n't wash my car . ",zen!+,|zen!30gb|xtra!30gb
542,so what ? ,,
543,i can do that myself . ,,
544,"longer battery life , greater accessibility to online music services , and pc compatibility are the sensibilities . ",battery life!+,
545,"the visceral teases include the case , the sound quality , and the capacity . ",,|quality!sound|case!sound|capacity!case
546,"i have n't checked the resilience of my xtra yet , and do n't plan to . ",,
547,"however , if anyone has participated in violent or extreme sports while using their zen , please share your experiences . ",,
548,i 'm considering using mine as a distraction to winter boredom in the paintball fields . ,,
549,it can get pretty lonely out there . ,,
550,i just purchased this player and i have to say that i love it . ,player!+,
551,"the sound is excellent , the battery life is excellent , the fact that the battery is replacable is excellent , and finally the price , $ 200 cheaper than the 40gb ipod , is excellent . ",sound!+,sound!excellent|battery!excellent|life!excellent|life!replacable|fact!sound|price!excellent|ipod!price
552,"the only thing the ipod has over the nomad is the style , size , and ease of use . ",,|thing!only|style!only|size!style|use!style|ease!style
553,"the nomad is not ugly , it is not that big , it comfortably fits in my pocket , or heavy , and the controls are not hard to get used to . ",style!+,nomad!ugly|pocket!comfortably
554,"so far i have no complaints and i recommend this to anyone who wants quality over appearance , also anyone who wants a harddrive based mp3 player and wants to pay next to nothing . ",player!+,anyone!complaints|player!harddrive|mp3!harddrive|quality!player|appearance!quality
555,"i only have one question , when i add tracks to my nomad , via nomad explorer , they are automatically put in alphebetical order , rather than album order . ",,|order!alphebetical|question!only|album!alphebetical
556,"is this possible to fix , if so how , if not does notmad explorer from red chair software do this ? ",,|explorer!notmad|software!notmad|chair!red
557,i would like album order for my live albums and was just wondering . ,,order!like|album!like
558,"thank you very much , and go out and get yourself a nomad ! ",,
559,wow .. . ,,
560,this thing is trash . ,player!-,thing!trash
561,want the laundry list of reasons why ? ,,
562,of course you do ! ,,
563,"a ) feel cheap -- the plastic is feels like it would break very easily , and it definately wouldnt survive a drop ",construction!-,plastic!cheap|drop!wouldnt
564,b ) the screen is hard to read -- the cover hides it an already annoying poorly lit display ,screen!-,b!hard|display!poorly|screen!hard|cover!display
565,c ) the scroll bar is a travesty -- enough said ,scroll!-,c!travesty|scroll!travesty|bar!travesty|travesty!enough
566,"d ) software is another great misfortune -- hard to operate , crashes frequently , screwed my music library up , doesnt work with mp4s , the list goes on and on ",software!-,software!misfortune|d!misfortune|library!screwed|music!screwed|misfortune!library|work!library
567,e ) the case is too small -- it took me like a half hour just to get this monstrosity to fit in its cage ,case!-,|case!small|hour!half
568,"f ) it doesnt look pretty -- spending this kind of cash , you want something that has the asthetics bit down , of course ",look!-,look!pretty
569,so .. . ,,
570,"im taking mine back tomorrow morning , and getting a nice shiny new ipod instead . ",,ipod!nice|im!ipod
571,"do n't waste your time , engery , resources on this thing , just spend a little more for a far more functional ipod . ",,time!waste|engery!waste|ipod!functional|ipod!waste
572,i bought the zen xtra 30g as a gift . ,,|xtra!30g|gift!xtra
573,what a disappointment . ,,
574,the software failed repeatedly . ,software!-,software!failed
575,i could n't load more than one song before the software crashed . ,,software!crashed
576,creative labs customer support website is useless . ,customer support website!-,website!useless|customer!useless|support!useless
577,software downloads on the site crashed my pc . ,software!-,pc!crashed|software!crashed|site!crashed
578,creative tech support operators work 9-6 p.m. weekdays - as if i had time during work hours to spend time on this . ,,tech!work|support!work
579,do n't buy this thing . ,,
580,i just bought this player today and i already love it . ,player!+,
581,it has a few inconveniences : one is that the songs do not automatically play one after another like on a cd . ,play!-,
582,"another irriation is that if you hold the scroll button down for too long , it keeps going past the song you may have wanted to stop on . ",scroll!-,
583,"otherwise , this player is awesome ! ",player!+,player!awesome
584,it has a clear blue light that allows you to see everything on the screen easily . ,screen!+,light!clear
585,"the volume range is great , so you can blast it if you want . ",volume range!+,range!great|volume!great
586,"overall , this player is awesome and i definately recommend it . ",player!+,player!awesome
587,i received this item for christmas and it has met and exceeded all my standards . ,this item!+,
588,"naturally i did quite a bit of review before purchasing ( i recomend www.nomadness.net ) , and price-wise zens are unbeatable . ",price!+,bit!unbeatable|www.nomadness.net!unbeatable|review!unbeatable
589,"compared to other leading hdd mp3 players , the value per gb is the tops . ",value!+,value!tops|hdd!leading|mp3!other|gb!tops
590,- price : see above . ,,
591,"- sound quality : excellent , everything you would expect from this company . ",sound quality!+,quality!excellent
592,- the unit is easy to use and intuitive . ,use!+,unit!easy
593,it took me about 5 minutes before i had mastered the controls . ,,
594,- uploading music is quick and easy . ,uploading!+,|music!quick
595,"although the supplied software can be annoying at times , on whole it is excellent . ",software!+,software!annoying
596,"i have uploaded about 3,000 songs now with very minimal difficulty . ( it 's fast too ! ) ",,
597,"btw , be sure to have your mp3 tags labled correctly , as this will ensure a great organization . ",,organization!great|btw!sure
598,"- the unit itself its well structured , with just the buttons you need and none you do n't . ",player!+,
599,"as often mentioned , the scroll tab is average , however , not difficult to use or horrible . ",scroll!+,tab!difficult|scroll!average
600,"structurally , everything is secure and it wo n't fall apart on you . ",,everything!secure
601,"the screen is large , defined , and easy to read , and the silver unit is naturally cool . ",screen!+,unit!cool|silver!cool|screen!large
602,"there are lots of interesting features included such as eax , and customization . ",feature!+,
603,"- the replacable battery is great since once it eventually wears out ( as all lithium batteries do ) , you will be able to buy another easily . ",battery!+,battery!great
604,ipod users have to send theirs back and pay $ 100 for a replacement . ,,
605,"also , the nomad 's 14 hours of battery life versus 8 is handy . ",battery life!+,nomad!handy|life!handy
606,"- equipment included is average , but that is n't a big deal since thats not what you are buying it for . ",equipment!+,|deal!big|deal!average|equipment!deal
607,"the case is strong and stylish , but unfortunately lacks a window ( now a big deal ) . ",case!-,case!strong|deal!lacks|window!lacks|window!big
608,"the headphone earbuds are average , so just use your regular pair instead . ",headphone!+,|pair!regular|headphone!average
609,conclusion : ,,
610,this player is an ideal purchase . ,player!+,purchase!ideal|player!ideal
611,"there is n't need to get in details again , but just remember it rocks because : price , sound , ease of use , and features . ",,
612,"i would recogmend this player to anyone i know , and you will not be dissapointed . ",,
613,the nomad jukebox zen xtra is a very good mp3 player but the software is it gets hurt . ,player!+,player!good|xtra!good|mp3!good|nomad!player|software!hurt|jukebox!player|zen!player|hurt!player
614,i have no problem using the player itself and i feel it is a very good player . ,player!+,player!good|problem!player
615,on my main computer the software did not work right . ,software!-,software!work|computer!main
616,i had to sit on the phone with customer support for 2 hours and they did not help at all . ,customer support!-,
617,i eventually gave up with customer support and worked on fixing the problem myself . ,,
618,i have the software working fine now and the mp3 player is fantastic . ,player!+,software!fantastic|fine!fantastic|player!fine|player!software|mp3!fine
619,"it seems that depending on the system the software might not work or might work , because it works on all the other computers i have . ",,software!work|system!software
620,so once i worked out the problem with the software this mp3 player is worth the money it cost . ,player!+,problem!worked|money!worked|mp3!money
621,i 'm very pleased with my zx so here 's a quick review . ,zx!+,review!pleased|zx!review
622,first there 's the unit itself . ,,|unit!first
623,"it is small overall , bigger than the ipod , but keep in mind that this is because different , less expensive but not necessarily inferior technology is used in the zx . ",size!+,technology!expensive|zx!technology
624,"the zx boasts superior sound quality than the ipod , however it compromises a bit of the unit 's size in doing so . ",sound quality!+,quality!superior|ipod!superior|zx!quality
625,"the lcd is larger than the previous model , the nx , and has a bright blue backlight which illuminates the screen more successfully than the nx 's green backlight did . ",lcd!+,backlight!bright|nx!bright|model!previous|screen!successfully
626,"the scroll wheel is easy to use and works great for me , however many have complained that the wheel is cumbersome and difficult to operate . ",scroll wheel!+,wheel!easy|scroll!easy
627,the sound is excellent as one would suspect from a creative product . ,sound!+,sound!excellent|product!creative
628,"the included eax support is useful at times , especially when you listen to a variety of genres , as it will adjust the equalizer for you which can be a big hassle . ",eax!+,support!useful|eax!useful
629,"the environmental audio , however , is almost completely useless and has made most of my songs sound worse than without it ( i encode my songs at 192-256 kbps without variable bit rates . ) ",enviromental audio!-,audio!useless
630,"the signal to noise ratio ( the ratio of detectable , useful data to unusable garbage in , say , a radio wave ; a larger stn ratio is better ) is nice and high at 98 decibles , and it should be noted that apple refuses to release the stn ratio of any of the ipods . ",signal to noise ratio!+,signal!nice|ratio!nice|apple!refuses|noise!nice|wave!nice|stn!nice|garbage!detectable
631,the software has n't been a hassle for me at all . ,software!+,software!hassle
632,i ignored the instruction booklet ( as i do with any product ) and figured out how to organize separate playlists within minutes . ,,
633,"my sister was able to figure it out on her own as well , and she is of average computer competence . ",,|sister!able|computer!average|competence!sister
634,"the less computer-saavy might find apple 's software a bit friendlier , though ( i use it at a friend 's house and it does do a lot more for you . ) ",,|software!computer-saavy|bit!software
635,"lastly , the price is fantastic : ",price!+,price!fantastic
636,"i spent $ 269 for my 30gb zx , compared to the $ 299 for a 10gb ipod and the also expensive iriver ihp-120 . ",,ihp-120!expensive|iriver!expensive|zx!30gb|ipod!ihp-120
637,"for prospective buyers , i would warn of the following : 1 ) purchase a better pair of headphones as soon as possible , as earbuds sound terrible and are terribly uncomfortable ( this applies to earbuds in general , ) and 2 ) make sure that your mp3s have id3 tags on them , that when when they are loaded into the playlist they will automatically sort themselves . ",,pair!better
638,"if you want great sound quality , do n't want to spend an arm and a leg per-gigabyte , do n't mind being something of an iconoclast among many ipod users , and are willing to sacrifice a few cubic centimeters of your personal space for a large discount , then i would suggest the zen xtra for you . ",,quality!great|discount!willing|space!personal|iconoclast!many|ipod!many
639,read the instuctions - do not plug the zen into your computer until you have installed all the software onto your computer and rebooted it ! ! ,,
640,( i had no problems since i did this but there seem to be a couple of very bitter reviews further down - maybe they did not do this or maybe there are some very sad ipod owners since they all recomend it instead ) . ,,couple!bitter|ipod!sad
641,and have you seen the price of the ipod extras that you need . ,,
642,eg 60 $ for a plastic box to hold 4 aaa batteries to increase the use time past 6-8 hrs ( reviewers figures ) ,,|time!past
643,i uploaded the drivers and new software in 15 minutes - no crashes or problems . ,software!+,|software!new
644,transferred the zens new software onto it in about 10 seconds . ,,|software!new
645,it is transferes a song in about 2 seconds . ,,
646,usb 2.0 - very fast ,usb 2.0!+,usb!fast
647,"yeah i agree the earbuds are pretty crap , replace them . ",earbud!-,
648,but the sound is very good ( and loud ) and works well on my portable speakers . ,sound!+,sound!good
649,and for those that are intrested the recharger works anywhere in the world ( and is quite small ). ,recharger!+,recharger!works|world!recharger
650,"it looks very cool , and seems quite small to me and very light . ",look!+,
651,"the scroll button seems ok , i have no problems with it . ",scroll!+,ok!problems|button!ok
652,i am very pleased so far . ,player!+,
653,i had all my files already on my pc in wma format ( 200 cd 's ). ,,
654,"so far so good , no problems , no conversions . ",,
655,very simple to use . ,use!+,
656,the reason it does not get 5 stars ,,
657,1 ) a spare battery would have been great . ,battery!-,battery!great
658,2 ) no games - it has a cool screen - why not use it . ,game!-,screen!cool
659,"3 ) it does not work automatically like a hard drive when you connect it to your computer , like some players ",work!-,drive!hard
660,all in all suprisingly easy to use . ,use!+,
661,summary : ,,
662,"lots of flaws , but exceptional sound quality , hd size , and price make it a good buy . ",sound quality!+,quality!exceptional|size!exceptional|buy!good|price!exceptional|hd!quality
663,pros : ,,
664,excellent sound - i found the music reproduced faithfully through the jukebox . ,sound!+,sound!excellent|music!faithfully|jukebox!faithfully
665,"there was no distortion and it sounded great , especially with eax environmental audio enabled . ",,
666,"transfer through windows explorer - windows recognizes the jukebox as an additional hard disk , so it allows you to simply drag and drop files from windows explorer to a folder for the nomad . ",transfer!+,disk!hard|folder!drag
667,i found this to be a much easier method of transferring my music to the nomad than using their software . ,,method!easier|nomad!method
668,"however , it does n't register instantly as a hard drive like other players . ",,drive!hard|drive!instantly
669,"you have to install the software to the computer you 're transferring to , instead of just connecting it with a usb connection . ",,
670,this would have been much easier . ,,
671,"the nomad can hold any type of file , not just mp3 , so you can use it as a portable hard disk . ",,disk!portable|type!nomad|nomad!type
672,i found it very useful for transferring large files to another computer . ,transfer!+,computer!useful
673,this almost made it worth the price alone . ,,
674,"i was able to easily copy 2gb worth of video files from my computer , and then transfer them to a friend 's . ",,|worth!able
675,"huge storage space - even at 320kbs , you can store a ton of songs on this thing . ",storage!+,|space!huge|storage!huge|ton!space|thing!space
676,30gb is more than enough for most people . ,,
677,having usb 2.0 makes for very fast transfers . ,transfer!+,
678,it only took me about 10 seconds to transfer a 200mb file . ,,|file!200mb
679,it took maybe 15 minutes to transfer 1000 songs . ,,
680,cons : ,,
681,navigation system - the zen xtra uses id3 tags that are embedded in the mp3 files to organize your songs . ,navigation!-,
682,"this is great as long as all of your music have id3 tags , and if you 've downloaded your songs off the internet , many probably do n't . ",,
683,it would have been much easier to use a windows explorer style navigation system . ,,system!easier
684,you can 't simply open up a folder from the player and play all the songs in it . ,,|t!open|player!open|folder!t
685,"whe you transfer your songs to the jukebox , it dumps all of them into a single folder , and then sorts them by the id3 tags. ",,|folder!single
686,fm receiver - it has none . ,fm receiver!-,
687,i would be nice to have a simple fm receiver so i could pick up local stations . ,,receiver!nice|fm!simple
688,that way i could get rid of a walkman alltogether . ,,
689,cheap construction - they should have made the player out of hard plastic and put some rubber on the corners . ,construction!-,construction!cheap|plastic!hard|player!construction
690,"the player feels very delicate , as if i 'm holding an actual hard drive . ",feel!-,drive!hard|player!delicate
691,i 'm not sure if it would survive a fall from 3 feet . ,,
692,"as a portable player , it should feel a bit more durable . ",feel!-,player!portable|player!durable|bit!durable
693,the top of the player is a thin metal piece that covers up the battery and is removable . ,,piece!top|metal!top|top!thin|player!piece
694,i could crush this thing in half with two fingers if i wanted to . ,,thing!crush|half!thing
695,this is not a player you can take jogging . ,,
696,the songs do n't play one after another like on a cd . ,play!-,
697,you have to add them to the playing list . ,,
698,"i can 't simply bring up my entire list of songs , click play , and then hit next . ",,|list!entire|play!next|t!list
699,you have to add all the songs to a play list . ,,
700,"there is probably an easier way to do this , i just have n't found it yet . ",,way!easier
701,software - the software is crap . ,software!-,software!crap
702,"i use it for ripping cds , which it does a pretty good job of . ",rip cd!+,job!good
703,"otherwise , it is difficult to figure out and awkward . ",software!-,
704,"like most people , i do n't want to read the instructions , i just want to use it . ",,
705,"even after reading some of the instructions , it 's still hard to figure out . ",instruction!-,
706,"i would recommend replacing the existing software with the "" notmad explorer , "" which is simpler to use and can be found on the internet . ",,software!recommend|explorer!notmad|explorer!recommend
707,"no line out jack - as i said , there is none . ",line out jack!-,
708,the headphone jack acts as a pseudo line out jack . ,,
709,"so you can plug your nomad directly into your stereo or use a car adapter , but you do n't get the quality from a true line out jack . ",,|line!true|stereo!nomad|jack!true
710,"it sounds decent , but i would estimate you get maybe 80 % of the quality that you would from a true line out jack . ",line out jack!-,|line!true|jack!true
711,controls are a bit awkward . ,control!-,
712,the controls definately took some getting used to . ,,
713,it was n't as easy to fast forward or pause a song than it was with a regular walkman . ,control!-,walkman!easy|song!regular
714,when i first had it i kept finding myself having to look at the nomad to figure out where the skip button was . ,,
715,a sliding old fashioned volume knob would also have been easier than the digital version that was included . ,,knob!easier|volume!easier|version!digital
716,"i want to have instant access to the volume , not have to hold down a button and have to wait a half second for the player to register it . ",,|access!instant|volume!instant
717,crappy headphones . ,headphone!-,
718,the included earbuds were uncomfortable . ,earbud!-,
719,i would replace them with some better sounding and more comfortable phones . ,,
720,"difficult navigation - i wo n't necessarily say "" difficult , "" but i do n't enjoy the scrollwheel to navigate . ",navigation!-,navigation!difficult|navigation!difficult|scrollwheel!enjoy
721,"it is a bit cumbersome , and i can 't get to the songs i want as quickly . ",navigation!-,
722,i think this is it 's biggest flaw . ,navigation!-,
723,i would much more have preferred a keypad-type navigator like found on dvd remotes . ,,navigator!like
724,"up , down , left , and right would have given me better control . ",control!-,control!better|control!right|right!control
