,id,review,term,label,pred_1,pred_2,pred_3,pred_4,pred_5
107,1308557:1,"it's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",inside|sushi|average|tuna|rolls|flavor,"AMBIENCE,FOOD,FOOD,FOOD",FOOD|FOOD|AMBIENCE|FOOD|FOOD|FOOD,AMBIENCE|FOOD|PRICES|FOOD|FOOD|FOOD,AMBIENCE|FOOD|PRICES|FOOD|SERVICE|FOOD,AMBIENCE|FOOD|PRICES|FOOD|FOOD|FOOD,AMBIENCE|FOOD|PRICES|FOOD|FOOD|FOOD
108,1310217:2,the price is reasonable although the service is poor.,service|price|though|reasonable,"PRICES,SERVICE",SERVICE|PRICES|PRICES|PRICES,SERVICE|PRICES|PRICES|PRICES,SERVICE|PRICES|PRICES|PRICES,SERVICE|PRICES|AMBIENCE|PRICES,SERVICE|PRICES|AMBIENCE|PRICES
109,1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,food|restaurant|delicious,FOOD,FOOD|FOOD|FOOD,FOOD|SERVICE|FOOD,FOOD|FOOD|FOOD,FOOD|SERVICE|FOOD,FOOD|FOOD|FOOD
110,1318537:4,hats off to the chef.,hats|chef,FOOD,AMBIENCE|FOOD,FOOD|FOOD,FOOD|FOOD,FOOD|FOOD,FOOD|FOOD
111,1328078:4,we had pam's special fried fish and it was amazing.,special,FOOD,FOOD,SERVICE,FOOD,FOOD,PRICES
112,1335154:1,"great vibe, lots of people.",great,AMBIENCE,FOOD,AMBIENCE,AMBIENCE,AMBIENCE,AMBIENCE
113,1335154:4,"i didn't complain, i liked the atmosphere so much.",like|atmosphere,AMBIENCE,AMBIENCE|AMBIENCE,FOOD|AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE
114,1335656:2,"ambience is so cute and quaint, good for business although we were there on vacation.",good|though,AMBIENCE,AMBIENCE|AMBIENCE,PRICES|PRICES,FOOD|PRICES,FOOD|AMBIENCE,AMBIENCE|AMBIENCE
115,1335656:4,although we were looking for regular lettuce and some walnuts the salads we got were great.,great|though|salad,FOOD,FOOD|AMBIENCE|FOOD,AMBIENCE|PRICES|FOOD,AMBIENCE|PRICES|FOOD,AMBIENCE|AMBIENCE|FOOD,AMBIENCE|AMBIENCE|FOOD
116,1338124:0,"this is some really good, inexpensive sushi.",good|really,"FOOD,PRICES",FOOD|FOOD,PRICES|PRICES,FOOD|AMBIENCE,FOOD|AMBIENCE,AMBIENCE|AMBIENCE
117,1338124:2,the spicy tuna roll is huge and probably the best that i've had at this price range.,price|best,"FOOD,FOOD,PRICES",PRICES|PRICES,PRICES|PRICES,PRICES|PRICES,PRICES|AMBIENCE,PRICES|AMBIENCE
118,1338124:3,the yellowtail was particularly good as well.,good|well,FOOD,FOOD|AMBIENCE,PRICES|AMBIENCE,FOOD|PRICES,FOOD|AMBIENCE,AMBIENCE|AMBIENCE
119,1340075:1,"they have it all -- great price, food, and service.",service|great|price|food,"PRICES,FOOD,SERVICE",SERVICE|PRICES|PRICES|FOOD,SERVICE|AMBIENCE|PRICES|FOOD,SERVICE|AMBIENCE|PRICES|FOOD,SERVICE|AMBIENCE|PRICES|FOOD,SERVICE|AMBIENCE|PRICES|FOOD
120,1340075:5,the takeout is great too since they give high quality tupperware as well.,great|well,SERVICE,FOOD|AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|PRICES,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE
121,1341354:1,enjoyed a very nice caesar salad while my wife had arugula and goat cheese....both very tasty.,nice|salad,"FOOD,FOOD",FOOD|FOOD,AMBIENCE|FOOD,AMBIENCE|FOOD,AMBIENCE|FOOD,AMBIENCE|FOOD
122,1347423:2,we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,even|make,SERVICE,AMBIENCE|AMBIENCE,PRICES|PRICES,FOOD|PRICES,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE
123,1349391:0,sometimes i get good food and ok service.,service|good|food,"FOOD,SERVICE",SERVICE|FOOD|FOOD,SERVICE|PRICES|FOOD,SERVICE|FOOD|FOOD,SERVICE|FOOD|FOOD,SERVICE|AMBIENCE|FOOD
124,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service|service|good|good|food,"FOOD,SERVICE,SERVICE,FOOD",SERVICE|SERVICE|FOOD|FOOD|FOOD,SERVICE|SERVICE|PRICES|PRICES|FOOD,SERVICE|SERVICE|FOOD|FOOD|FOOD,SERVICE|SERVICE|FOOD|FOOD|FOOD,SERVICE|SERVICE|AMBIENCE|AMBIENCE|FOOD
125,1353599:0,right off the l in brooklyn this is a nice cozy place with good pizza.,place|good|pizza|nice,"FOOD,AMBIENCE",AMBIENCE|FOOD|FOOD|AMBIENCE,AMBIENCE|PRICES|FOOD|AMBIENCE,AMBIENCE|FOOD|FOOD|AMBIENCE,AMBIENCE|FOOD|FOOD|AMBIENCE,AMBIENCE|AMBIENCE|FOOD|AMBIENCE
126,1353599:1,mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,though|delicious,"FOOD,FOOD",AMBIENCE|FOOD,PRICES|FOOD,FOOD|FOOD,AMBIENCE|FOOD,AMBIENCE|FOOD
127,1353599:3,the sangria was pretty tasty and good on a hot muggy day.,good,FOOD,FOOD,PRICES,FOOD,FOOD,AMBIENCE
128,1357554:0,i started out with a bombay beer which was big enough for two.,bombay|beer,FOOD,FOOD|FOOD,AMBIENCE|FOOD,FOOD|FOOD,FOOD|FOOD,AMBIENCE|FOOD
129,1357554:3,"service was slow, but the people were friendly.",service|friendly,"SERVICE,SERVICE",SERVICE|AMBIENCE,SERVICE|AMBIENCE,SERVICE|AMBIENCE,SERVICE|SERVICE,SERVICE|AMBIENCE
130,1380450:1,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,like|like,"FOOD,FOOD",FOOD|FOOD,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE
131,1387314:1,this is my first time writing a review for a restaurant because the food and service was excellent.,service|food|restaurant,"FOOD,SERVICE",SERVICE|FOOD|FOOD,SERVICE|FOOD|SERVICE,SERVICE|FOOD|FOOD,SERVICE|FOOD|SERVICE,SERVICE|FOOD|FOOD
132,1387314:4,it's a small cute restaurant.,restaurant,AMBIENCE,AMBIENCE,SERVICE,FOOD,SERVICE,FOOD
133,1394712:0,very affordable and excellent ambient!,,"AMBIENCE,PRICES",,,,,
134,1394712:3,we won't go to this place again for a good meal.,place|good,FOOD,AMBIENCE|FOOD,AMBIENCE|PRICES,AMBIENCE|FOOD,AMBIENCE|FOOD,AMBIENCE|AMBIENCE
135,1394712:4,"however, i think this place is a good hang out spot.",place|good,AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|PRICES,AMBIENCE|FOOD,AMBIENCE|FOOD,AMBIENCE|AMBIENCE
136,1395421:1,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,place|service|pizza|wine|really,"FOOD,FOOD,SERVICE,AMBIENCE",AMBIENCE|SERVICE|FOOD|FOOD|FOOD,AMBIENCE|SERVICE|FOOD|FOOD|PRICES,AMBIENCE|SERVICE|FOOD|FOOD|AMBIENCE,AMBIENCE|SERVICE|FOOD|FOOD|AMBIENCE,AMBIENCE|SERVICE|FOOD|FOOD|AMBIENCE
137,1398844:2,"the tables are crammed way too close, the menu is typical of any italian restaurant, and the wine list is simply overpriced.",price|restaurant|wine|menu,"AMBIENCE,FOOD,PRICES",PRICES|FOOD|FOOD|FOOD,PRICES|SERVICE|FOOD|FOOD,PRICES|FOOD|FOOD|FOOD,PRICES|SERVICE|FOOD|FOOD,PRICES|FOOD|FOOD|FOOD
138,1398844:4,service is not what one would expect from a joint in this price category.,service|price|would,SERVICE,SERVICE|PRICES|PRICES,SERVICE|PRICES|PRICES,SERVICE|PRICES|PRICES,SERVICE|PRICES|SERVICE,SERVICE|PRICES|PRICES
139,1398844:7,"to be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of teodora.",food|make,FOOD,FOOD|FOOD,FOOD|PRICES,FOOD|PRICES,FOOD|AMBIENCE,FOOD|AMBIENCE
140,1404042:1,not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,meals|bland|rosemary|orange|flavoring,"FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD,FOOD|AMBIENCE|FOOD|FOOD|FOOD
141,1404042:3,"cute place, nice wait staff but would never go there again.",place|nice|staff|would|wait|never,"SERVICE,AMBIENCE",AMBIENCE|SERVICE|SERVICE|SERVICE|SERVICE|AMBIENCE,AMBIENCE|AMBIENCE|SERVICE|PRICES|SERVICE|SERVICE,AMBIENCE|AMBIENCE|SERVICE|PRICES|SERVICE|FOOD,AMBIENCE|AMBIENCE|SERVICE|SERVICE|SERVICE|AMBIENCE,AMBIENCE|AMBIENCE|SERVICE|PRICES|SERVICE|AMBIENCE
142,1404042:4,someone else recommended the dessert - we also left that.,someone|dessert,FOOD,AMBIENCE|FOOD,SERVICE|FOOD,SERVICE|FOOD,SERVICE|FOOD,SERVICE|FOOD
143,1404042:5,one of us actually liked the expresso - that's it.,like,FOOD,AMBIENCE,FOOD,AMBIENCE,AMBIENCE,AMBIENCE
144,1410878:1,i've never had bad service and the fish is fresh and delicious.,service|never|delicious,"SERVICE,FOOD",SERVICE|FOOD|FOOD,SERVICE|SERVICE|FOOD,SERVICE|FOOD|FOOD,SERVICE|AMBIENCE|FOOD,SERVICE|AMBIENCE|FOOD
145,1417496:0,a restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service|great|great|food|restaurant|atmosphere,"FOOD,SERVICE,AMBIENCE",SERVICE|FOOD|FOOD|FOOD|FOOD|AMBIENCE,SERVICE|AMBIENCE|AMBIENCE|FOOD|SERVICE|AMBIENCE,SERVICE|AMBIENCE|AMBIENCE|FOOD|FOOD|AMBIENCE,SERVICE|AMBIENCE|AMBIENCE|FOOD|SERVICE|AMBIENCE,SERVICE|AMBIENCE|AMBIENCE|FOOD|FOOD|AMBIENCE
146,1417496:2,the dining room is quietly elegant with no music to shout over -- how refreshing!,dining|room|music,AMBIENCE,FOOD|AMBIENCE|FOOD,FOOD|AMBIENCE|AMBIENCE,FOOD|AMBIENCE|FOOD,SERVICE|AMBIENCE|AMBIENCE,FOOD|AMBIENCE|FOOD
147,1417496:3,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service|staff|menu,"SERVICE,SERVICE",SERVICE|SERVICE|SERVICE,SERVICE|SERVICE|FOOD,SERVICE|SERVICE|FOOD,SERVICE|SERVICE|FOOD,SERVICE|SERVICE|FOOD
148,1439875:1,"the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place|service|great|special,"SERVICE,AMBIENCE",AMBIENCE|SERVICE|AMBIENCE|FOOD,AMBIENCE|SERVICE|AMBIENCE|SERVICE,AMBIENCE|SERVICE|AMBIENCE|FOOD,AMBIENCE|SERVICE|AMBIENCE|FOOD,AMBIENCE|SERVICE|AMBIENCE|PRICES
149,1439875:3,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,great|good|price|price|food|food|food|food|food|like|menu,"PRICES,FOOD,PRICES,SERVICE",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD,PRICES|PRICES|PRICES|PRICES|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD,PRICES|FOOD|PRICES|PRICES|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD,PRICES|FOOD|PRICES|PRICES|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD,AMBIENCE|AMBIENCE|PRICES|PRICES|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD
150,1457607:2,the characters really make for an enjoyable experience.,really|make,AMBIENCE,AMBIENCE|AMBIENCE,PRICES|PRICES,AMBIENCE|PRICES,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE
151,1459569:1,service was slow had to wait to order and get food although not crowded.,service|though|food|wait,SERVICE,SERVICE|AMBIENCE|FOOD|SERVICE,SERVICE|PRICES|FOOD|SERVICE,SERVICE|PRICES|FOOD|SERVICE,SERVICE|AMBIENCE|FOOD|SERVICE,SERVICE|AMBIENCE|FOOD|SERVICE
152,1471273:4,zero ambiance to boot.,ambiance|boot,AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|SERVICE,AMBIENCE|PRICES,AMBIENCE|PRICES,AMBIENCE|FOOD
153,1486041:0,"the atmosphere is nothing special, but it feels like a sushi establishment in tokyo.",like|atmosphere|special,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE|SERVICE,AMBIENCE|AMBIENCE|FOOD,AMBIENCE|AMBIENCE|FOOD,AMBIENCE|AMBIENCE|PRICES
154,1486041:1,the owner and staff are all japanese as well and that adds to the entire ambiance.,staff|well,AMBIENCE,SERVICE|AMBIENCE,SERVICE|AMBIENCE,SERVICE|PRICES,SERVICE|AMBIENCE,SERVICE|AMBIENCE
155,1500453:1,this quaint and romantic trattoria is at the top of my manhattan restaurant list.,restaurant,AMBIENCE,FOOD,SERVICE,FOOD,SERVICE,FOOD
156,1506491:2,check out the secret back room.,secret|room,AMBIENCE,AMBIENCE|AMBIENCE,SERVICE|AMBIENCE,FOOD|AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE
157,1538149:3,the service was excellent - friendly and attentive.,service|friendly,SERVICE,SERVICE|SERVICE,SERVICE|AMBIENCE,SERVICE|AMBIENCE,SERVICE|SERVICE,SERVICE|AMBIENCE
158,1543345:4,always great service!,service|great|always,SERVICE,PRICES|AMBIENCE|AMBIENCE,SERVICE|AMBIENCE|SERVICE,SERVICE|AMBIENCE|AMBIENCE,SERVICE|AMBIENCE|SERVICE,SERVICE|AMBIENCE|AMBIENCE
159,1561259:2,the hostess and the waitress were incredibly rude and did everything they could to rush us out.,rude|wait,"SERVICE,SERVICE",SERVICE|SERVICE,SERVICE|FOOD,SERVICE|SERVICE,SERVICE|SERVICE,SERVICE|SERVICE
160,1561259:3,we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,wait,SERVICE,SERVICE,FOOD,SERVICE,SERVICE,SERVICE
161,1561259:4,"this place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",place|service|price|price|food|like|make|worth,"PRICES,FOOD,SERVICE",AMBIENCE|SERVICE|PRICES|PRICES|FOOD|PRICES|FOOD|PRICES,AMBIENCE|SERVICE|PRICES|PRICES|FOOD|AMBIENCE|PRICES|PRICES,AMBIENCE|SERVICE|PRICES|PRICES|FOOD|AMBIENCE|PRICES|PRICES,AMBIENCE|SERVICE|PRICES|PRICES|FOOD|AMBIENCE|AMBIENCE|PRICES,AMBIENCE|SERVICE|PRICES|PRICES|FOOD|AMBIENCE|AMBIENCE|PRICES
162,1572027:3,i ate here a week ago and found most dishes average at best and too expensive.,best|dish,"FOOD,PRICES",FOOD|FOOD,PRICES|FOOD,PRICES|FOOD,AMBIENCE|FOOD,AMBIENCE|FOOD
163,1572033:1,decor is nice though service can be spotty.,service|though|nice|decor,"AMBIENCE,SERVICE",SERVICE|AMBIENCE|AMBIENCE|AMBIENCE,SERVICE|PRICES|AMBIENCE|AMBIENCE,SERVICE|FOOD|AMBIENCE|AMBIENCE,SERVICE|AMBIENCE|AMBIENCE|AMBIENCE,SERVICE|AMBIENCE|AMBIENCE|AMBIENCE
164,1586174:6,the waitstaffs are nice though.,though|nice|staff|wait,SERVICE,AMBIENCE|FOOD|SERVICE|SERVICE,PRICES|AMBIENCE||,FOOD|AMBIENCE|FOOD|FOOD,AMBIENCE|AMBIENCE||,AMBIENCE|AMBIENCE|SERVICE|SERVICE
165,1603698:2,"both times i was extremely dissappointed by the service, which was boarderline rude.",service|rude,SERVICE,SERVICE|AMBIENCE,SERVICE|SERVICE,SERVICE|SERVICE,SERVICE|SERVICE,SERVICE|SERVICE
166,1609375:2,"the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",rude|restaurant,SERVICE,FOOD|FOOD,SERVICE|SERVICE,SERVICE|FOOD,SERVICE|SERVICE,SERVICE|FOOD
167,1609375:4,"just because it's cheap does not mean the portions are small or the food is nasty, it is great!",great|food,"FOOD,FOOD,PRICES",PRICES|FOOD,AMBIENCE|FOOD,AMBIENCE|FOOD,AMBIENCE|FOOD,AMBIENCE|FOOD
168,1611489:1,"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",like|$7,"FOOD,PRICES",FOOD|PRICES,AMBIENCE|PRICES,AMBIENCE|PRICES,AMBIENCE|PRICES,AMBIENCE|PRICES
169,1615322:4,the seats are uncomfortable if you are sitting against the wall on wooden benches.,seats|wall|benches,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,PRICES|AMBIENCE|FOOD,AMBIENCE|AMBIENCE|AMBIENCE,PRICES|AMBIENCE|SERVICE,AMBIENCE|AMBIENCE|AMBIENCE
170,1615322:5,it's a rather cramped and busy restaurant and it closes early.,restaurant,AMBIENCE,FOOD,SERVICE,FOOD,SERVICE,FOOD
171,1623276:0,patroon features a nice cigar bar and has great staff.,great|nice|staff,"AMBIENCE,SERVICE",SERVICE|FOOD|SERVICE,AMBIENCE|AMBIENCE|SERVICE,AMBIENCE|AMBIENCE|SERVICE,AMBIENCE|AMBIENCE|SERVICE,AMBIENCE|AMBIENCE|SERVICE
172,1626564:3,waitstaff are very friendly.,friendly|staff|wait,SERVICE,AMBIENCE|SERVICE|SERVICE,AMBIENCE|SERVICE|SERVICE,AMBIENCE|SERVICE|SERVICE,SERVICE|SERVICE|SERVICE,AMBIENCE|SERVICE|SERVICE
173,1632445:3,the service is good and ambience is good for a date or group outing.,service|good|good,"SERVICE,AMBIENCE",SERVICE|FOOD|FOOD,SERVICE|PRICES|PRICES,SERVICE|FOOD|FOOD,SERVICE|FOOD|FOOD,SERVICE|AMBIENCE|AMBIENCE
174,1632445:4,the only fallback on this restaurant is the prices.,price|restaurant,PRICES,PRICES|FOOD,PRICES|SERVICE,PRICES|FOOD,PRICES|SERVICE,PRICES|FOOD
175,1632445:5,"even though its good seafood, the prices are too high.",good|price|though|even|food,"FOOD,PRICES",FOOD|PRICES|AMBIENCE|AMBIENCE|FOOD,PRICES|PRICES|PRICES|PRICES|FOOD,FOOD|PRICES|FOOD|FOOD|FOOD,FOOD|PRICES|AMBIENCE|AMBIENCE|FOOD,AMBIENCE|PRICES|AMBIENCE|AMBIENCE|FOOD
176,1632445:6,the lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,good|price|though|$24,"FOOD,FOOD,PRICES",FOOD|PRICES|FOOD|PRICES,PRICES|PRICES|PRICES|PRICES,FOOD|PRICES|PRICES|PRICES,FOOD|PRICES|AMBIENCE|PRICES,AMBIENCE|PRICES|AMBIENCE|PRICES
177,1632929:4,"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",special|wait,SERVICE,FOOD|SERVICE,SERVICE|SERVICE,FOOD|SERVICE,FOOD|SERVICE,PRICES|SERVICE
178,1649025:2,the food is so cheap and the waiters are nice.,food|nice|wait,"PRICES,SERVICE",FOOD|FOOD|SERVICE,FOOD|AMBIENCE|SERVICE,FOOD|AMBIENCE|SERVICE,FOOD|AMBIENCE|SERVICE,FOOD|AMBIENCE|SERVICE
179,1655504:1,cheese plate is a varied delight and great bargain at $10.,great|$10,"FOOD,FOOD,PRICES",FOOD|PRICES,AMBIENCE|PRICES,AMBIENCE|PRICES,AMBIENCE|PRICES,AMBIENCE|PRICES
180,1655521:1,i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded.,great|atmosphere|would,AMBIENCE,AMBIENCE|AMBIENCE|FOOD,AMBIENCE|AMBIENCE|PRICES,AMBIENCE|AMBIENCE|PRICES,AMBIENCE|AMBIENCE|SERVICE,AMBIENCE|AMBIENCE|PRICES
181,1655521:2,"the food was very good, a great deal, and the place its self was great.",place|great|great|good|food,"FOOD,PRICES,AMBIENCE",AMBIENCE|FOOD|FOOD|FOOD|FOOD,AMBIENCE|AMBIENCE|AMBIENCE|PRICES|FOOD,AMBIENCE|AMBIENCE|AMBIENCE|FOOD|FOOD,AMBIENCE|AMBIENCE|AMBIENCE|FOOD|FOOD,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD
182,1655521:3,"the wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",staff|like|make|wait,SERVICE,SERVICE|SERVICE|FOOD|SERVICE,SERVICE|AMBIENCE|PRICES|SERVICE,SERVICE|AMBIENCE|PRICES|SERVICE,SERVICE|AMBIENCE|AMBIENCE|SERVICE,SERVICE|AMBIENCE|AMBIENCE|SERVICE
183,1660047:2,"the waitress, seems to be more concerned of looking good than actually waitressing.",good|wait|wait,SERVICE,FOOD|SERVICE|SERVICE,PRICES|FOOD|FOOD,FOOD|SERVICE|SERVICE,FOOD|SERVICE|SERVICE,AMBIENCE|SERVICE|SERVICE
184,1660047:4,"we did tip, i guess the model/waitress just wanted more and complained to the manager.",wait,SERVICE,FOOD,,,,SERVICE
185,1660047:5,"the whole set up is truly unprofessional and i wish cafe noir would get some good staff, because despite the current one this is a great place.",place|great|good|staff|would,SERVICE,AMBIENCE|AMBIENCE|SERVICE|SERVICE|SERVICE,AMBIENCE|AMBIENCE|PRICES|SERVICE|PRICES,AMBIENCE|AMBIENCE|FOOD|SERVICE|PRICES,AMBIENCE|AMBIENCE|FOOD|SERVICE|SERVICE,AMBIENCE|AMBIENCE|AMBIENCE|SERVICE|PRICES
186,1661757:2,"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",great|price|food|really,"AMBIENCE,PRICES,FOOD",FOOD|PRICES|FOOD|FOOD,AMBIENCE|PRICES|FOOD|PRICES,AMBIENCE|PRICES|FOOD|AMBIENCE,AMBIENCE|PRICES|FOOD|AMBIENCE,AMBIENCE|PRICES|FOOD|AMBIENCE
187,1662726:0,i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,service|restaurant,SERVICE,SERVICE|FOOD,SERVICE|SERVICE,SERVICE|FOOD,SERVICE|SERVICE,SERVICE|FOOD
188,1662726:1,"a gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman|manager|table|smile|order,SERVICE,SERVICE|SERVICE|SERVICE|FOOD|AMBIENCE,SERVICE|SERVICE|SERVICE|SERVICE|PRICES,SERVICE|SERVICE|SERVICE|FOOD|SERVICE,PRICES|SERVICE|SERVICE|FOOD|PRICES,SERVICE|SERVICE|SERVICE|FOOD|PRICES
189,1671113:1,the food is great and reasonably priced.,great|price|food,"FOOD,PRICES",FOOD|PRICES|FOOD,AMBIENCE|PRICES|FOOD,AMBIENCE|PRICES|FOOD,AMBIENCE|PRICES|FOOD,AMBIENCE|PRICES|FOOD
190,1671113:2,"i have tried to make reservations, but both times, the hostess didn't have my name.",make,SERVICE,FOOD,PRICES,PRICES,AMBIENCE,AMBIENCE
191,1671113:3,"if the weather is nice, try to snag an outside table.",nice,AMBIENCE,FOOD,AMBIENCE,AMBIENCE,AMBIENCE,AMBIENCE
192,1671113:4,"the staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",nice|staff|really,"SERVICE,SERVICE,AMBIENCE",FOOD|SERVICE|FOOD,AMBIENCE|SERVICE|PRICES,AMBIENCE|SERVICE|AMBIENCE,AMBIENCE|SERVICE|AMBIENCE,AMBIENCE|SERVICE|AMBIENCE
193,1702257:3,friendly staff that actually lets you enjoy your meal and the company you're with.,friendly|staff,SERVICE,SERVICE|SERVICE,AMBIENCE|SERVICE,AMBIENCE|SERVICE,SERVICE|SERVICE,AMBIENCE|SERVICE
194,1706644:4,"we ate out in the back patio, which is worth it as it's cool and the music is hear well there.",well|worth,"AMBIENCE,AMBIENCE",AMBIENCE|AMBIENCE,AMBIENCE|PRICES,PRICES|PRICES,AMBIENCE|PRICES,AMBIENCE|PRICES
195,1707741:3,service was also very good.,service|good,SERVICE,SERVICE|AMBIENCE,SERVICE|PRICES,SERVICE|FOOD,SERVICE|FOOD,SERVICE|AMBIENCE
196,1718513:3,"the back garden sitting area is very pleasant, where you can see their personal herb garden.",garden|area|herb|garden,AMBIENCE,AMBIENCE|AMBIENCE|FOOD|AMBIENCE,AMBIENCE|AMBIENCE|FOOD|AMBIENCE,FOOD|AMBIENCE|FOOD|FOOD,FOOD|AMBIENCE|FOOD|FOOD,FOOD|AMBIENCE|FOOD|FOOD
197,1727363:1,this is a wonderful place on all stand points especially value ofr money.,place|special,PRICES,AMBIENCE|PRICES,AMBIENCE|PRICES,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|PRICES
198,1728733:1,we were greeted promptly by the waiter who was very nice and cordial.,nice|wait,SERVICE,FOOD|SERVICE,AMBIENCE|SERVICE,AMBIENCE|SERVICE,AMBIENCE|SERVICE,AMBIENCE|SERVICE
199,1730127:2,"always a nice crowd, but never loud.",nice|always|never,AMBIENCE,FOOD|AMBIENCE|AMBIENCE,AMBIENCE|SERVICE|SERVICE,AMBIENCE|AMBIENCE|FOOD,AMBIENCE|SERVICE|AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE
200,1748813:1,all of the pizzas are terrific and the price is even better!,price|pizza|even,"FOOD,PRICES",PRICES|FOOD|AMBIENCE,PRICES|FOOD|PRICES,PRICES|FOOD|FOOD,PRICES|FOOD|AMBIENCE,PRICES|FOOD|AMBIENCE
201,445960:1,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty.,restaurant,AMBIENCE,AMBIENCE,SERVICE,FOOD,SERVICE,FOOD
202,475298:0,"good, fast service.",service|good,SERVICE,SERVICE|FOOD,SERVICE|PRICES,SERVICE|FOOD,SERVICE|FOOD,SERVICE|AMBIENCE
203,475298:2,food is great and inexpensive.,great|food,"FOOD,PRICES",FOOD|FOOD,AMBIENCE|FOOD,AMBIENCE|FOOD,AMBIENCE|FOOD,AMBIENCE|FOOD
204,475512:2,"well, this place is so ghetto its not even funny.",place|even|well,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,AMBIENCE|PRICES|AMBIENCE,AMBIENCE|FOOD|PRICES,AMBIENCE|AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE
205,476473:2,great atmoshere and worth every bit.,great|worth,AMBIENCE,FOOD|PRICES,AMBIENCE|PRICES,AMBIENCE|PRICES,AMBIENCE|PRICES,AMBIENCE|PRICES
206,483111:0,winnie and her staff are the best crew you can find serving you.,staff|best,"SERVICE,SERVICE",SERVICE|SERVICE,SERVICE|PRICES,SERVICE|PRICES,SERVICE|AMBIENCE,SERVICE|AMBIENCE
207,490565:3,"but the best part about ls is the late night atmosphere, delightfully free of the bts.",best|atmosphere,AMBIENCE,PRICES|AMBIENCE,PRICES|AMBIENCE,PRICES|AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE
208,490565:5,"the in-house lady dj on saturday nights has outrageously good taste in music, and moreover, takes requests.",good,AMBIENCE,FOOD,PRICES,FOOD,FOOD,AMBIENCE
