,0,id,review,category,target,term,polarity
126,"considering you will spend at least $60 a head, i expect better service. ",BFC#7:11,"Considering you will spend at least $60 a head, I expect better service. ","SERVICE,PRICES","service,NULL",service!better,"negative,negative"
127,"at first glance this place seems a bit pricey for a hot dog joint, but at bark you don't just get your average hot dog.",BHD#8:1,"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.","PRICES,FOOD","Bark,hot dog",joint!hot|dog!hot|glance!first|bark!dog,"negative,positive"
128,can’t believe how an expensive nyc restaurant can be so disrespectful to its clients.,CLF#8:9,Can’t believe how an expensive NYC restaurant can be so disrespectful to its clients.,"PRICES,SERVICE","restaurant,NULL",restaurant!disrespectful|nyc!disrespectful|clients!restaurant,"negative,negative"
129,"the bread was stale, the salad was overpriced and empty.",WE#1:3,"The bread was stale, the salad was overpriced and empty.","FOOD,PRICES,FOOD","bread,salad,salad",bread!stale,"negative,negative,negative"
130,"we, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",1004293:1,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",SERVICE,staff,|place!empty,negative
131,the food was lousy - too sweet or too salty and the portions tiny.,1004293:3,The food was lousy - too sweet or too salty and the portions tiny.,"FOOD,FOOD","food,portions",food!lousy|portions!tiny,"negative,negative"
132,"i have eaten at saul, many times, the food is always consistently, outrageously good.",1014458:0,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",FOOD,food,food!consistently|times!many,positive
133,the duck confit is always amazing and the foie gras terrine with figs was out of this world.,1014458:2,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,"FOOD,FOOD","foie gras terrine with figs,duck confit",confit!amazing|duck!amazing,"positive,positive"
134,ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,1016296:1,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,SERVICE,cart attendant,,negative
135,chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. ,1016296:4,Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. ,"FOOD,FOOD","Chow fun,pork shu mai,NULL",mai!greasy|pork!greasy|fun!dry|chow!dry|family!loud|shu!greasy,"negative,negative,negative"
136,"everything is always cooked to perfection, the service is excellent, the decor cool and understated.",1032695:1,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.","FOOD,SERVICE,AMBIENCE","NULL,service,decor",service!excellent|perfection!service,"positive,positive,positive"
137,i had the duck breast special on my last visit and it was incredible.,1032695:2,I had the duck breast special on my last visit and it was incredible.,FOOD,duck breast special,|visit!special,positive
138,"the food is very average...the thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",1041457:2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.","FOOD,FOOD,FOOD","food,Thai fusion stuff,NULL",bit!sweet|stuff!sweet|food!average|fusion!thai|thing!bit,"negative,negative,negative"
139,the only thing i moderately enjoyed was their grilled chicken special with edamame puree.,1041457:3,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,FOOD,Grilled Chicken special with Edamame Puree,|thing!only|chicken!only|puree!chicken,positive
140,i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).,1041457:4,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,"FOOD,FOOD","Edamame pureed,Edamame pureed",|salt!more|bit!salt,"positive,positive"
141,"the decor is night tho...but they really need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",1041457:6,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.","AMBIENCE,AMBIENCE,AMBIENCE","place,decor,vent",effort!kills|tho!effort,"negative,positive,negative"
142,"their sake list was extensive, but we were looking for purple haze, which wasn't listed but made for us upon request!",1053543:2,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!","FOOD,SERVICE","sake list,NULL",|list!extensive|sake!extensive,"positive,positive"
143,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",1053543:3,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!","FOOD,FOOD","spicy tuna roll,rock shrimp tempura",roll!good|spicy!good|tempura!awesome|tuna!good|appetizer!tempura|rock!awesome|shrimp!awesome,"positive,positive"
144,we went around 9:30 on a friday and it had died down a bit by then so the service was great!,1053543:4,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,SERVICE,service,bit!died|service!great,positive
145,food-awesome.,1055910:2,Food-awesome.,FOOD,Food,,positive
146,service- friendly and attentive.,1055910:3,Service- friendly and attentive.,SERVICE,Service,,positive
147,ambiance- relaxed and stylish.,1055910:4,Ambiance- relaxed and stylish.,AMBIENCE,Ambiance,,positive
148,"however, it's the service that leaves a bad taste in my mouth.",1058221:3,"however, it's the service that leaves a bad taste in my mouth.",SERVICE,service,taste!bad|mouth!bad|service!taste,negative
149,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",1058221:4,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",SERVICE,waiter,waiter!intimidate|bit!little|self-respect!little,negative
150,food is great.,1062641:2,Food is great.,FOOD,Food,food!great,positive
151,service is top notch.,1062641:3,Service is top notch.,SERVICE,Service,notch!top|service!top,positive
152,"i tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",1064477:0,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",FOOD,sea urchin,,positive
153,the sushi seemed pretty fresh and was adequately proportioned.,1064477:2,The sushi seemed pretty fresh and was adequately proportioned.,"FOOD,FOOD","sushi,sushi",,"positive,positive"
154,the rice to fish ration was also good--they didn't try to overpack the rice.,1064477:3,The rice to fish ration was also good--they didn't try to overpack the rice.,FOOD,rice to fish ration,rice!good|ration!good,positive
155,the food was well prepared and the service impecable.,1074868:4,The food was well prepared and the service impecable.,"FOOD,SERVICE","food,service",|food!prepared|impecable!food,"positive,positive"
156,"i am not a vegetarian but, almost all the dishes were great.",1086415:3,"I am not a vegetarian but, almost all the dishes were great.",FOOD,dishes,dishes!great,positive
157,"the food here is rather good, but only if you like to wait for it.",1086478:0,"The food here is rather good, but only if you like to wait for it.","FOOD,SERVICE","food,NULL",food!good,"positive,negative"
158,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",1086478:1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.","FOOD,FOOD,FOOD,FOOD,FOOD","somosas,chai,chole,dhosas,dhal",,"positive,positive,positive,negative,negative"
159,"the service varys from day to day- sometimes they're very nice, and sometimes not.",1086478:2,"The service varys from day to day- sometimes they're very nice, and sometimes not.",SERVICE,service,,negative
160,"the kitchen however, is almost always slow.",1086478:3,"The kitchen however, is almost always slow.",SERVICE,kitchen,kitchen!slow,negative
161,"also, specify if you like your food spicy- its rather bland if you don't.",1086478:4,"Also, specify if you like your food spicy- its rather bland if you don't.",FOOD,food,,negative
162,"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",1086478:5,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",AMBIENCE,"ambience,NULL",ambience!nice|lunch!best|conversation!ambience,"positive,positive"
163,if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,1090587:1,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,AMBIENCE,view,,positive
164,the lava cake dessert was incredible and i recommend it.,1090587:3,The lava cake dessert was incredible and I recommend it.,FOOD,lava cake dessert,dessert!incredible|lava!incredible|cake!incredible,positive
165,"once you step into cosette, you're miraculously in a small, off-the-beaten path parisian bistro.",1102681:0,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",AMBIENCE,Cosette,|bistro!small|path!small,positive
166,"this tiny restaurant is as cozy as it gets, with that certain parisian flair.",1102681:1,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",AMBIENCE,restaurant,restaurant!cozy,positive
167,"the food was average to above-average; the french onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",1102681:2,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.","FOOD,FOOD,FOOD,FOOD","food,French Onion soup,French Onion soup,desserts",desserts!brilliant|soup!brilliant|food!average|onion!french|way!desserts,"positive,negative,positive,negative"
168,"however, go for the ambience, and consider the food just a companion for a trip across the world!",1102681:3,"However, go for the ambience, and consider the food just a companion for a trip across the world!","AMBIENCE,FOOD","ambience,food",,"positive,neutral"
169,the pizza was delivered cold and the cheese wasn't even fully melted!,1118167:2,The pizza was delivered cold and the cheese wasn't even fully melted!,"FOOD,FOOD","pizza,cheese",,"negative,negative"
170,"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",1119578:2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","FOOD,FOOD,FOOD","ingredients,pizza,crust",ingredients!fancy|pizza!good,"positive,negative,negative"
171,i think i've had some the best meals of my life at minnow.,1123262:0,I think I've had some the best meals of my life at minnow.,FOOD,meals,meals!best|life!best|minnow!meals,positive
172,"the seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",1123262:1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","FOOD,FOOD,FOOD","seafood,wine list,menu",seafood!amazing|wine!good|list!good|menu!ever-changing|surprises!menu,"positive,positive,positive"
173,the combination of super-fresh ingredients in the dishes are unusual but really delicious.,1123262:2,The combination of super-fresh ingredients in the dishes are unusual but really delicious.,FOOD,ingredients,combination!unusual|ingredients!unusual|dishes!super-fresh,positive
174,best pastrami i ever had and great portion without being ridiculous.,1125006:1,Best Pastrami I ever had and great portion without being ridiculous.,"FOOD,FOOD","Pastrami,portion",portion!great|pastrami!portion,"positive,positive"
175,my wife had the fried shrimp which are huge and loved it.,1125006:3,My wife had the fried shrimp which are huge and loved it.,"FOOD,FOOD","fried shrimp,fried shrimp",shrimp!fried|wife!shrimp,"positive,positive"
176,"the signs, the specials menus, food, and even all the waitstaff are all totally japanese.",1125284:2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.","FOOD,FOOD,SERVICE","signs,specials menus,food,waitstaff",|signs!japanese|menus!japanese|food!menus|waitstaff!menus,"positive,positive,positive,positive"
177,"leon is an east village gem: casual but hip, with well prepared basic french bistro fare, good specials, a warm and lively atmosphere.",1126814:0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.","AMBIENCE,FOOD,AMBIENCE,FOOD","Leon,Leon,specials,atmosphere,French bistro fare",leon!gem|fare!prepared|bistro!prepared|village!leon|specials!good|gem!fare|atmosphere!warm|hip!fare,"positive,positive,positive,positive,positive"
178,"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",1126814:1,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",SERVICE,staff,wife!enjoy|staff!enjoy,positive
179,"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.","SERVICE,AMBIENCE,FOOD,FOOD","service,decor,food,portions",service!excellent|decor!great|food!delicious|portions!large,"positive,positive,positive,positive"
180,the hostess is rude to the point of being offensive.,1131595:2,The hostess is rude to the point of being offensive.,SERVICE,hostess,hostess!rude|point!hostess,negative
181,the food was bland oily.,1131595:3,The food was bland oily.,FOOD,food,oily!bland|food!bland,negative
182,"we have been to this place many times, and always have great food, wine, and service.",1138996:1,"We have been to this place many times, and always have great food, wine, and service.","FOOD,FOOD,SERVICE","food,wine,service",food!great|wine!great|times!many|place!many|service!food,"positive,positive,positive"
183,"we were worried we would have trouble getting in, but somehow managed to have a short wait.",1138996:2,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",SERVICE,wait,wait!trouble|trouble!wait,positive
184,as always we had a great glass of wine while we waited.,1138996:3,As always we had a great glass of wine while we waited.,FOOD,glass of wine,glass!great|wine!great,positive
185,"when we sat, we got great and fast service.",1138996:4,"When we sat, we got great and fast service.",SERVICE,service,service!great,positive
186,the people that work there are always so friendly you forget you are in new york sometimes.,1138996:5,The people that work there are always so friendly you forget you are in New York sometimes.,SERVICE,people,,positive
187,the pizza is yummy and i like the atmoshpere.,1145510:1,The pizza is yummy and I like the atmoshpere.,"FOOD,AMBIENCE","pizza,atmoshpere",|pizza!yummy,"positive,positive"
188,i went there for lunch and it was not as good as i expected from the reviews i read.,1147082:0,I went there for lunch and it was not as good as I expected from the reviews I read.,FOOD,lunch,,negative
189,sauce was watery and the food didn't have much flavor.,1147082:1,Sauce was watery and the food didn't have much flavor.,"FOOD,FOOD","Sauce,food",|sauce!watery|flavor!much|food!flavor,"negative,negative"
190,the waitress was very patient with us and the food is phenomenal!,1147211:2,The waitress was very patient with us and the food is phenomenal!,"SERVICE,FOOD","waitress,food",waitress!patient|food!phenomenal,"positive,positive"
191,"service was prompt, friendly and great.",1147211:3,"Service was prompt, friendly and great.",SERVICE,Service,service!prompt,positive
192,great pizza and fantastic service.,1153034:0,Great pizza and fantastic service.,"FOOD,SERVICE","pizza,service",pizza!great|service!great,"positive,positive"
193,"there was a small wait, but shorter than i expected.",1153034:1,"There was a small wait, but shorter than I expected.",SERVICE,wait,|wait!small,positive
194,located at the end of a magnificent block.,1153034:2,Located at the end of a magnificent block.,AMBIENCE,block,block!magnificent|end!magnificent,positive
195,this is the best sushi in new york city - hands down.,1154550:0,This is the best sushi in new york city - hands down.,FOOD,sushi,sushi!best|city!best|hands!best,positive
196,first went here to enjoy their garden terrace.,1189674:0,First went here to enjoy their garden terrace.,AMBIENCE,garden terrace,terrace!enjoy|garden!enjoy,positive
197,"admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","AMBIENCE,AMBIENCE","open kitchen,restaurant",nights!warm|restaurant!warm|kitchen!open|part!open,"positive,negative"
198,i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"AMBIENCE,SERVICE","setting,service,NULL",setting!intimate|service!intimate|occasion!special,"positive,positive,positive"
199,"took my mom for mother's day, and the maitre d' was pretty rude.",1212346:1,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",SERVICE,maitre d',d'!rude|maitre!rude,negative
200,downstairs lounge is always a good attraction,1221938:3,Downstairs lounge is always a good attraction,AMBIENCE,Downstairs lounge,lounge!attraction,positive
201,"raga's is a romantic, cozy restaurant.",1225162:0,"Raga's is a romantic, cozy restaurant.",AMBIENCE,Raga's,restaurant!romantic|raga!romantic,positive
202,the staff is incredibly helpful and attentive.,1225162:3,The staff is incredibly helpful and attentive.,SERVICE,staff,staff!helpful,positive
203,"the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",1227999:1,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",SERVICE,waitress,,negative
204,i loved everythig about it-especially the shows and actors.,1230993:1,I loved everythig about it-especially the shows and actors.,"AMBIENCE,AMBIENCE","NULL,shows,actors",everythig!loved,"positive,positive,positive"
205,our server was very helpful and friendly.,1230993:2,Our server was very helpful and friendly.,SERVICE,server,server!helpful,positive
206,the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,AMBIENCE,outdoor atmosphere,atmosphere!wonderful|evening!cool|avenue!6th,positive
207,service was prompt and courteous.,1232468:3,Service was prompt and courteous.,SERVICE,Service,service!prompt,positive
208,the staff is no nonsense.,1269216:1,The staff is no nonsense.,SERVICE,staff,staff!nonsense,positive
209,"service was very good - prompt, attentive and non-intrusive.",1280166:1,"Service was very good - prompt, attentive and non-intrusive.",SERVICE,Service,service!good,positive
210,traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"AMBIENCE,AMBIENCE","Traditional French decour,hall",decour!pleasant|hall!noisy|restaurant!full,"positive,negative"
211,"seating is always prompt, though the restaurant does fill up in the evening.",1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",SERVICE,Seating,seating!prompt,positive
212,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","AMBIENCE,AMBIENCE","decor,semi-private boths",decor!vibrant|boths!right|side!right|side!several|hall!right,"positive,positive"
213,"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.",1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.","AMBIENCE,AMBIENCE","live jazz band,atmosphere",|time!first|band!time|atmosphere!band|jazz!live,"positive,positive"
214,the server was really cool and served us our food and drinks with a smile.,1289424:3,The server was really cool and served us our food and drinks with a smile.,SERVICE,server,server!cool,positive
215,the place's decor and hidden bathrooms made for a good laugh.,1289424:4,The place's decor and hidden bathrooms made for a good laugh.,"AMBIENCE,AMBIENCE","decor,hidden bathrooms",laugh!good|bathrooms!hidden|decor!hidden,"positive,positive"
216,all the staff is absolutely professional!! ,1303888:0,All the staff is absolutely professional!! ,SERVICE,staff,|staff!professional,positive
217,the service was the only thing good about this restaurant.,1308557:0,The service was the only thing good about this restaurant.,SERVICE,"service,restaurant",thing!good|service!good|restaurant!thing,"positive,negative"
218,"great vibe, lots of people.",1335154:1,"Great vibe, lots of people.",AMBIENCE,vibe,vibe!great|lots!great,positive
219,"i didn't complain, i liked the atmosphere so much.",1335154:4,"I didn't complain, I liked the atmosphere so much.",AMBIENCE,atmosphere,atmosphere!liked,positive
220,"ambience is so cute and quaint, good for business although we were there on vacation.",1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",AMBIENCE,"Ambience,NULL",ambience!cute,"positive,positive"
221,the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"AMBIENCE,SERVICE","atmosphere,waiters",atmosphere!noisy,"negative,positive"
222,the takeout is great too since they give high quality tupperware as well.,1340075:5,The takeout is great too since they give high quality tupperware as well.,SERVICE,takeout,takeout!great|tupperware!high|quality!high,positive
223,we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,SERVICE,Manager,,positive
224,"service was slow, but the people were friendly.",1357554:3,"Service was slow, but the people were friendly.","SERVICE,SERVICE","Service,people",service!slow|people!friendly,"negative,positive"
225,it's a nice place to relax and have conversation.,1357554:4,It's a nice place to relax and have conversation.,AMBIENCE,place,place!nice,positive
226,"ambience is delightful, service impeccable.",1367358:3,"Ambience is delightful, service impeccable.","AMBIENCE,SERVICE","Ambience,service",ambience!delightful,"positive,positive"
227,service was also horrible and the ambience is not that great.,1380450:2,Service was also horrible and the ambience is not that great.,"SERVICE,AMBIENCE","Service,ambience",service!horrible|ambience!great,"negative,negative"
228,it's a small cute restaurant.,1387314:4,It's a small cute restaurant.,AMBIENCE,restaurant,restaurant!cute,positive
229,"i like the ambience, it's very dark and original.",1390357:2,"I like the ambience, it's very dark and original.",AMBIENCE,ambience,,positive
230,"however, i think this place is a good hang out spot.",1394712:4,"However, I think this place is a good hang out spot.",AMBIENCE,place,place!good|spot!hang,positive
231,"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.",1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",AMBIENCE,place,place!romantic,negative
232,service is not what one would expect from a joint in this price category.,1398844:4,Service is not what one would expect from a joint in this price category.,SERVICE,Service,,negative
233,somehow working the italian charm with constant mille grazie does not constitute proper service.,1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,SERVICE,service,service!proper|grazie!charm,negative
234,"cute place, nice wait staff but would never go there again.",1404042:3,"Cute place, nice wait staff but would never go there again.","SERVICE,AMBIENCE","wait staff,place,place",place!cute|staff!cute|wait!nice,"positive,positive,negative"
235,the place is so cool and the service is prompt and curtious.,1413697:2,The place is so cool and the service is prompt and curtious.,"SERVICE,AMBIENCE","service,place",place!cool|service!prompt,"positive,positive"
236,the dining room is quietly elegant with no music to shout over -- how refreshing!,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,AMBIENCE,dining room,room!elegant|dining!elegant|music!refreshing,positive
237,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","SERVICE,SERVICE","service,staff",service!impeccable|meal!present|menu!present,"positive,positive"
238,the view is breathtaking the service is top notch... the ambiance is wonderfull.,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,"AMBIENCE,SERVICE,AMBIENCE","view,service,ambiance",view!breathtaking|service!top|notch!top|wonderfull!top,"positive,positive,positive"
239,the staff offers impeccable service.,1430994:1,The staff offers impeccable service.,SERVICE,staff,service!impeccable|staff!service,positive
240,"the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","SERVICE,AMBIENCE","service,place,place",service!excellent|place!small|date!service|occassion!special,"positive,negative,positive"
241,this place is so much fun.,1451107:0,This place is so much fun.,AMBIENCE,place,place!fun,positive
242,the staff was the friendliest that have seen in new york.,1451107:6,The staff was the friendliest that have seen in New York.,SERVICE,staff,|staff!friendliest,positive
243,the place is a lot of fun.,1457607:0,The place is a lot of fun.,AMBIENCE,place,,positive
244,the characters really make for an enjoyable experience.,1457607:2,The characters really make for an enjoyable experience.,AMBIENCE,characters,experience!enjoyable,positive
245,service was slow had to wait to order and get food although not crowded.,1459569:1,Service was slow had to wait to order and get food although not crowded.,SERVICE,Service,service!slow,negative
246,service was quick.,1460715:1,Service was quick.,SERVICE,Service,|service!quick,positive
247,delivery is fast too.,1470286:1,Delivery is fast too.,SERVICE,Delivery,,positive
248,zero ambiance to boot.,1471273:4,Zero ambiance to boot.,AMBIENCE,ambiance,,negative
249,"the ambience was nice, but service wasn't so great.",1476493:2,"The ambience was nice, but service wasn't so great.","AMBIENCE,SERVICE","ambience,service",ambience!nice|service!great,"positive,negative"
250,"the atmosphere is nothing special, but it feels like a sushi establishment in tokyo.",1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",AMBIENCE,atmosphere,|nothing!special|atmosphere!special|establishment!nothing,positive
251,the owner and staff are all japanese as well and that adds to the entire ambiance.,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,AMBIENCE,"owner,staff,ambiance",|owner!japanese|staff!japanese,"positive,positive,positive"
252,this quaint and romantic trattoria is at the top of my manhattan restaurant list.,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,AMBIENCE,"trattoria,trattoria",trattoria!top|top!quaint,"positive,positive"
253,check out the secret back room.,1506491:2,Check out the secret back room.,AMBIENCE,back room,|room!back|secret!back,positive
254,the service was excellent - friendly and attentive.,1538149:3,The service was excellent - friendly and attentive.,SERVICE,service,service!excellent,positive
255,great staff.,1543345:3,Great staff.,SERVICE,staff,staff!great,positive
256,always great service!,1543345:4,Always great service!,SERVICE,service,service!great,positive
257,but the staff was so horrible to us.,1561259:1,But the staff was so horrible to us.,SERVICE,staff,staff!horrible,negative
258,the hostess and the waitress were incredibly rude and did everything they could to rush us out.,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,"SERVICE,SERVICE","hostess,waitress",hostess!rude|waitress!rude,"negative,negative"
259,we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,SERVICE,waitress,,negative
260,decor is nice though service can be spotty.,1572033:1,Decor is nice though service can be spotty.,"AMBIENCE,SERVICE","Decor,service",decor!nice|service!spotty,"positive,negative"
261,the waitstaffs are nice though.,1586174:6,the waitstaffs are nice though.,SERVICE,waitstaffs,waitstaffs!nice,positive
262,"both times i was extremely dissappointed by the service, which was boarderline rude.",1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",SERVICE,service,times!dissappointed|service!times,negative
263,the service was attentive.,1606837:2,The service was attentive.,SERVICE,service,service!attentive,positive
264,"the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",SERVICE,"svc,restaurant",svc!rude|bit!svc|times!svc|esp!svc|group!big,"negative,positive"
265,"eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",AMBIENCE,"atmosphere,NULL",experience!disappointing|desk!disappointing|atmosphere!experience,"positive,negative"
266,the seats are uncomfortable if you are sitting against the wall on wooden benches.,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE,seats,seats!uncomfortable,negative
267,it's a rather cramped and busy restaurant and it closes early.,1615322:5,It's a rather cramped and busy restaurant and it closes early.,AMBIENCE,"restaurant,restaurant",restaurant!cramped,"negative,negative"
268,patroon features a nice cigar bar and has great staff.,1623276:0,Patroon features a nice cigar bar and has great staff.,"AMBIENCE,SERVICE","cigar bar,staff",bar!nice|cigar!nice|staff!great|patroon!bar,"positive,positive"
269,waitstaff are very friendly.,1626564:3,Waitstaff are very friendly.,SERVICE,Waitstaff,waitstaff!friendly,positive
270,the service is good and ambience is good for a date or group outing.,1632445:3,The service is good and ambience is good for a date or group outing.,"SERVICE,AMBIENCE","service,ambience",service!good|ambience!good|date!service|outing!date|group!date,"positive,positive"
271,"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",SERVICE,waiter,|occassion!special|sort!special|candle!occassion,positive
272,truly the mark of an attentive waiter.,1632929:5,Truly the mark of an attentive waiter.,SERVICE,waiter,waiter!attentive|mark!attentive,positive
273,i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded.,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,AMBIENCE,atmosphere,atmosphere!great|hesititate!hate,positive
274,"the wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",SERVICE,wait staff,|town!little,positive
275,"i like cafe noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",SERVICE,"people,Cafe Noir",,"negative,positive"
276,"the service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",SERVICE,service,service!terrible|thing!same|thing!several|people!different,negative
