,id,review,target,category,term,polarity
210,1404042:4,Someone else recommended the dessert - we also left that.,dessert,FOOD,someone|dessert,negative
211,1404042:5,One of us actually liked the expresso - that's it.,expresso,FOOD,expresso,positive
212,1410878:1,I've never had bad service and the fish is fresh and delicious.,"service,fish","SERVICE,FOOD",service|service|fish,"positive,positive"
213,1410878:2,Their tuna tartar appetizer is to die for.,tuna tartar appetizer,FOOD,tuna|tartar|appetizer,positive
214,1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza,FOOD,family|pizzeria|owners|pizza|fornino|blows|families|receipies,positive
215,1413697:2,The place is so cool and the service is prompt and curtious.,"service,place","SERVICE,AMBIENCE",place|service,"positive,positive"
216,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,"food,service,atmosphere","FOOD,SERVICE,AMBIENCE",food|atmosphere|service|service,"positive,positive,positive"
217,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,AMBIENCE,room|dining|music,positive
218,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","service,staff","SERVICE,SERVICE",service|meal|menu,"positive,positive"
219,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,"view,service,ambiance","AMBIENCE,SERVICE,AMBIENCE",view|service|notch|wonderfull,"positive,positive,positive"
220,1430994:1,The staff offers impeccable service.,staff,SERVICE,service|staff,positive
221,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","service,place,place","SERVICE,AMBIENCE",service|place|date|occassion,"positive,negative,positive"
222,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,"food,prixe fixe tasting menu,prixe fixe tasting menu,NULL","PRICES,FOOD,PRICES,SERVICE",food|menu|price|price|allergies|prixe|fixe|tasting,"negative,positive,positive,positive"
223,1451107:0,This place is so much fun.,place,AMBIENCE,place,positive
224,1451107:6,The staff was the friendliest that have seen in New York.,staff,SERVICE,|staff,positive
225,1457607:0,The place is a lot of fun.,place,AMBIENCE,place|lot|fun,positive
226,1457607:2,The characters really make for an enjoyable experience.,characters,AMBIENCE,experience,positive
227,1459569:1,Service was slow had to wait to order and get food although not crowded.,Service,SERVICE,service,negative
228,1459569:2,Drinks way over priced.,Drinks,PRICES,drinks|way,negative
229,1460715:1,Service was quick.,Service,SERVICE,|service,positive
230,1470286:1,Delivery is fast too.,Delivery,SERVICE,delivery,positive
231,1471273:3,Prices too high for this cramped and unappealing resturant.,"resturant,resturant","PRICES,AMBIENCE",resturant|prices,"negative,negative"
232,1471273:4,Zero ambiance to boot.,ambiance,AMBIENCE,ambiance|boot,negative
233,1476493:2,"The ambience was nice, but service wasn't so great.","ambience,service","AMBIENCE,SERVICE",ambience|service,"positive,negative"
234,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,AMBIENCE,|atmosphere|establishment,positive
235,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,"owner,staff,ambiance",AMBIENCE,|owner|staff,"positive,positive,positive"
236,1490757:2,The prices were CHEAP compared to the quality of service and food.,"NULL,service,food","PRICES,SERVICE,FOOD",prices|quality,"positive,positive,positive"
237,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,"trattoria,trattoria",AMBIENCE,trattoria|top,"positive,positive"
238,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.","food,wine,food,wine","FOOD,FOOD,PRICES,PRICES",|prices|gods|secret,"positive,positive,positive,positive"
239,1506491:2,Check out the secret back room.,back room,AMBIENCE,|room|secret,positive
240,1538149:0,"I found the food, service and value exceptional everytime I have been there.","food,service,NULL","FOOD,SERVICE,PRICES",food|service|value,"positive,positive,positive"
241,1538149:3,The service was excellent - friendly and attentive.,service,SERVICE,service,positive
242,1543345:3,Great staff.,staff,SERVICE,staff,positive
243,1543345:4,Always great service!,service,SERVICE,service,positive
244,1561259:1,But the staff was so horrible to us.,staff,SERVICE,staff,negative
245,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,"hostess,waitress","SERVICE,SERVICE",hostess|waitress,"negative,negative"
246,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,SERVICE,dessert|waitress|bill|chance|order,negative
247,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.","place,food,service","PRICES,FOOD,SERVICE",place|food,"negative,positive,negative"
248,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,"dishes,dishes","FOOD,PRICES",|dishes,"negative,negative"
249,1572033:1,Decor is nice though service can be spotty.,"Decor,service","AMBIENCE,SERVICE",decor|service,"positive,negative"
250,1586174:6,the waitstaffs are nice though.,waitstaffs,SERVICE,waitstaffs,positive
251,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,SERVICE,service,negative
252,1606837:2,The service was attentive.,service,SERVICE,service,positive
253,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","svc,restaurant",SERVICE,svc|group|bit|esp,"negative,positive"
254,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!","Pad Thai,NULL","FOOD,PRICES",prices,"positive,positive"
255,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","portions,food,NULL","FOOD,FOOD,PRICES",food|portions,"positive,positive,positive"
256,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.","sandwiches,sandwiches","FOOD,PRICES",sandwiches|chips|side,"negative,negative"
257,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","atmosphere,NULL",AMBIENCE,experience|desk|atmosphere,"positive,negative"
258,1615322:2,They have authentic Indian at amazin prices.,"Indian,Indian","FOOD,PRICES",prices,"positive,positive"
259,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,seats,AMBIENCE,seats,negative
260,1615322:5,It's a rather cramped and busy restaurant and it closes early.,"restaurant,restaurant",AMBIENCE,restaurant,"negative,negative"
261,1623276:0,Patroon features a nice cigar bar and has great staff.,"cigar bar,staff","AMBIENCE,SERVICE",bar|cigar|staff|patroon,"positive,positive"
262,1626564:3,Waitstaff are very friendly.,Waitstaff,SERVICE,waitstaff,positive
263,1632445:3,The service is good and ambience is good for a date or group outing.,"service,ambience","SERVICE,AMBIENCE",service|ambience|date|outing|group,"positive,positive"
264,1632445:4,The only fallback on this restaurant is the prices.,restaurant,PRICES,|fallback|prices|restaurant,negative
265,1632445:5,"Even though its good seafood, the prices are too high.","seafood,seafood","FOOD,PRICES",seafood|prices,"positive,negative"
266,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"lobster sandwich,lobster sandwich,lobster sandwich","FOOD,FOOD,PRICES",lobster|sandwich|price,"positive,negative,negative"
267,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,SERVICE,|occassion|sort|candle,positive
268,1632929:5,Truly the mark of an attentive waiter.,waiter,SERVICE,waiter|mark,positive
269,1649025:2,The food is so cheap and the waiters are nice.,"food,waiters","PRICES,SERVICE",food|waiters,"positive,positive"
270,1655504:1,Cheese plate is a varied delight and great bargain at $10.,"Cheese plate,Cheese plate,Cheese plate","FOOD,FOOD,PRICES",plate|cheese|bargain|delight,"positive,positive,positive"
271,1655504:4,Wine list is extensive without being over-priced.,"Wine list,Wine list","FOOD,PRICES",|list|wine,"positive,positive"
272,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,AMBIENCE,atmosphere|hesititate,positive
273,1655521:2,"The food was very good, a great deal, and the place its self was great.","food,food,place","FOOD,PRICES,AMBIENCE",food|deal|place|self,"positive,positive,positive"
274,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,SERVICE,|town,positive
275,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!","people,Cafe Noir",SERVICE,|dont|cafe,"negative,positive"
276,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,SERVICE,service|people,negative
277,1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,SERVICE,waitress,negative
278,1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager,SERVICE,tips,negative
279,1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress,SERVICE,tip|model/waitress|manager,negative
280,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.","staff,Cafe Noir",SERVICE,staff|cafe|wish|place,"negative,positive"
281,1661043:4,Decor is charming.,Decor,AMBIENCE,decor,positive
282,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","ambience,NULL,food","AMBIENCE,PRICES,FOOD",ambience|prices|fun|food|top|fact,"positive,positive,positive"
283,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,SERVICE,experience|customer|service|restaurant,negative
284,1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman,SERVICE,gentleman|manager|table|smile|order,negative
285,1671113:1,The food is great and reasonably priced.,"food,food","FOOD,PRICES",food,"positive,positive"
286,1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,SERVICE,reservations|hostess|name,negative
287,1671113:3,"If the weather is nice, try to snag an outside table.",outside table,AMBIENCE,weather|table|snag,positive
288,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","staff,staff,unisex bathroom","SERVICE,SERVICE,AMBIENCE",staff|bathroom,"positive,negative,negative"
289,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff,SERVICE,|patrons|closing,positive
290,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,SERVICE,staff|company|meal,positive
291,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","back patio,music","AMBIENCE,AMBIENCE",|patio,"positive,positive"
292,1707201:2,The place was nice and calm.,place,AMBIENCE,place,positive
293,1707201:3,but the service was a bit slow.,service,SERVICE,service|bit,negative
294,1707741:3,Service was also very good.,Service,SERVICE,service,positive
295,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,AMBIENCE,area|garden|herb,positive
296,1727363:1,This is a wonderful place on all stand points especially value ofr money.,"place,place",PRICES,place|points,"positive,positive"
297,1727363:2,An excellent service,service,SERVICE,service,positive
298,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,waiter,SERVICE,waiter,positive
299,1730127:2,"Always a nice crowd, but never loud.","crowd,NULL",AMBIENCE,crowd,"positive,positive"
300,1748813:1,All of the pizzas are terrific and the price is even better!,"pizzas,pizzas","FOOD,PRICES",price|pizzas,"positive,positive"
301,1748839:1,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,SERVICE,waiter|money|guys|outta,negative
302,404464:3,I expected quite a bit more from such an expensive menu.,"menu,menu","PRICES,FOOD",menu,"negative,negative"
303,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,"Taiwanese food,Taiwanese food","FOOD,PRICES",food,"positive,positive"
304,430342:1,"Kind, attentive wait staff.",wait staff,SERVICE,staff|wait,positive
305,433878:3,The counter service is bad.,counter service,SERVICE,service,negative
306,436868:2,"The sandwiches are dry, tasteless and way overpriced.","sandwiches,sandwiches","FOOD,PRICES",|sandwiches,"negative,negative"
307,436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.","place,room,clerks","AMBIENCE,SERVICE",room|clerks|style|substance|folks,"negative,negative,negative"
308,445960:0,"This is such a lovely, peaceful place to eat outside.",place,AMBIENCE,place,positive
309,445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,restaurant,AMBIENCE,lawns,positive
310,445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",place,AMBIENCE,place,positive
311,449802:5,But who says Murray's is anything about service.,service,SERVICE,service,negative
312,454704:1,The service is awful.,service,SERVICE,service,negative
313,454704:2,This place is not worth the prices.,"place,place",PRICES,place|prices,"negative,negative"
314,464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,SERVICE,|sandwich|cheese|manager,negative
315,475298:0,"Good, fast service.",service,SERVICE,service,positive
316,475298:2,Food is great and inexpensive.,"Food,Food","FOOD,PRICES",food,"positive,positive"
317,475298:3,The location is perfect.,location,AMBIENCE,location,positive
318,475512:2,"Well, this place is so Ghetto its not even funny.",place,AMBIENCE,place,negative
319,475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"bottle minimun,music","PRICES,AMBIENCE",music|isnt,"negative,negative"
320,476473:2,Great atmoshere and worth every bit.,"atmoshere,NULL",AMBIENCE,atmoshere|bit,"positive,positive"
321,483111:0,Winnie and her staff are the best crew you can find serving you.,"staff,Winnie","SERVICE,SERVICE",crew|staff|staff,"positive,positive"
322,483111:1,The food is reliable and the price is moderate.,"food,NULL","FOOD,PRICES",food|price,"positive,neutral"
323,485767:1,"The service was attentive, yet discreet.",service,SERVICE,service,positive
324,485966:1,The place was quiet and delightful.,place,AMBIENCE,place,positive
325,490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",wait staff,SERVICE,staff|wait|part|beautification|fun|way|way,positive
326,490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",late night atmosphere,AMBIENCE,part|atmosphere|ls|bts,positive
327,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.","martini,martini,martini,Vanilla Shanty,setting,music","FOOD,FOOD,PRICES,FOOD,AMBIENCE,AMBIENCE",shanty|vanilla|setting|music|mmmm,"positive,positive,positive,positive,positive,positive"
328,490565:5,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady DJ,AMBIENCE,taste|music|dj|lady,positive
329,493013:1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.","location,Suan","AMBIENCE,PRICES",location|fact|prices,"positive,positive"
330,493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace,AMBIENCE,feature|terrace,positive
331,493514:0,I cannot imagine a friendlier staff working in a restaurant.,staff,SERVICE,|staff,positive
332,496132:1,The setting is casual and romantic.,setting,AMBIENCE,|setting,positive
333,498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.","dim sum,dim sum","PRICES,FOOD",rest|sum,"negative,positive"
334,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","wait,atmosphere,NULL","SERVICE,AMBIENCE",sum|atmosphere|wait|gig|alternative|tables,"negative,negative,negative"
335,503807:5,The service was friendly and the atmosphere was casual.,"service,atmosphere","SERVICE,AMBIENCE",service|atmosphere,"positive,neutral"
336,505535:0,this little place has a cute interior decor and affordable city prices.,"interior decor,place","AMBIENCE,PRICES",decor|prices|place|city,"positive,positive"
337,507844:0,This place would be so much better served by being run by a group that actually understands customer service.,customer service,SERVICE,place,negative
338,507844:4,"Terrible, terrible management - deserves to be shut-down.","management,NULL",SERVICE,management,"negative,negative"
339,507937:2,Spreads and toppings are great - though a bit pricey.,"Spreads,toppings,Spreads,toppings","FOOD,FOOD,PRICES,PRICES",spreads|toppings,"positive,positive,negative,negative"
340,507937:3,Service is fast and friendly.,Service,SERVICE,service,positive
341,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"ambience,staff","AMBIENCE,SERVICE",ambience|staff|place,"positive,positive"
342,512294:0,"Great food, great prices, great service.","food,NULL,service","FOOD,PRICES,SERVICE",food|prices|service|service,"positive,positive,positive"
343,512294:1,"If you are looking for a good quality, cheap eats - this is the place.","eats,eats","FOOD,PRICES",quality|place,"positive,positive"
344,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!","place,service","AMBIENCE,SERVICE",place,"positive,positive"
345,513521:2,Drawbacks: service is slow and they don't toast!,service,SERVICE,service|drawbacks|toast,negative
346,519425:3,The waiter was attentive.,waiter,SERVICE,waiter,positive
347,519425:4,The place itself is beautiful the bar scene seems to be happening.,"place,bar scene","AMBIENCE,AMBIENCE",place,"positive,positive"
348,527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service,SERVICE,service|virgins|regulars|everyone,positive
349,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,"wine list,meal","FOOD,PRICES",|list|wine,"positive,positive"
350,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","NULL,measures of liquers","PRICES,FOOD",measures|liquers|quibbles|bill,"neutral,positive"
351,535171:1,Not the typical NYC gimmick theme restaurant.,restaurant,AMBIENCE,|restaurant|nyc|gimmick|theme,positive
352,536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,SERVICE,,positive
353,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,AMBIENCE,atomosphere|tables,positive
354,541532:1,Service was very prompt but slightly rushed.,"Service,Service","SERVICE,SERVICE",service,"positive,negative"
355,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","food,decor,food","FOOD,AMBIENCE,PRICES",food|price|place,"positive,neutral,positive"
356,558423:5,Quick and friendly service.,service,SERVICE,|service,positive
357,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","main dining room,ceiling","AMBIENCE,AMBIENCE",ceiling|room|dining,"positive,positive"
358,561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",patio,AMBIENCE,|patio,positive
359,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,"food,place,food","FOOD,PRICES",place|expectations,"positive,positive,positive"
360,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,"NULL,outdoor seating","AMBIENCE,AMBIENCE",seating,"positive,positive"
361,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,"food,selecion of wines,selecion of wines","FOOD,FOOD,PRICES",food|wines|selecion|prices,"positive,positive,positive"
362,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,"Ravioli,NULL","FOOD,PRICES",ravioli|bit,"positive,negative"
363,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.","Food,Food","FOOD,PRICES",|food|draw,"neutral,negative"
364,624715:0,This place is a great bargain.,place,PRICES,place,positive
365,624715:4,"Just straight up cheap, good food.","food,food","FOOD,PRICES",food,"positive,positive"
366,626269:2,The design and atmosphere is just as good.,"design,atmosphere","AMBIENCE,AMBIENCE",design|atmosphere,"positive,positive"
367,626269:3,bottles of wine are cheap and good.,"bottles of wine,bottles of wine","PRICES,FOOD",bottles|wine,"positive,positive"
368,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,jukebox,AMBIENCE,|opera|jukebox|strokes,positive
369,657129:3,the drinks are amazing and half off till 8pm.,"drinks,drinks","FOOD,PRICES",drinks|half,"positive,positive"
370,680390:0,"Toons has recently been redone, so it's now a very attractive space.",Toons,AMBIENCE,space|redone,positive
371,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,AMBIENCE,seating|delight,positive
372,709294:2,Indoor was very cozy and cute.,Indoor,AMBIENCE,indoor,positive
373,717570:1,The decor is very simple but comfortable.,decor,AMBIENCE,|decor,positive
374,720418:4,Great food and the prices are very reasonable.,"food,NULL","FOOD,PRICES",food|prices,"positive,positive"
375,720620:5,Simply some good tasting Chinese food at incredible prices...,"Chinese food,Chinese food","FOOD,PRICES",food|tasting|prices|prices,"positive,positive"
376,735448:1,"whoever the jazz duo was, they were on POINT.",jazz duo,AMBIENCE,jazz|duo|point,positive
377,735448:2,"good music, great food, speedy service affordable prices.","music,food,service,NULL","AMBIENCE,FOOD,SERVICE,PRICES",music|food|prices|prices|service,"positive,positive,positive,positive"
378,737999:3,Atmosphere is nice and relaxed too...,Atmosphere,AMBIENCE,atmosphere,positive
379,740923:2,Price and quality of fish alone will keep us from making a return visit.,"fish,fish,NULL","PRICES,FOOD",price|quality|fish|return|visit,"negative,negative,negative"
380,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!","decor,food,food,staff,Rice Avenue,Rice Avenue,Rice Avenue","AMBIENCE,FOOD,PRICES,SERVICE,AMBIENCE,AMBIENCE,PRICES",decor|restaurant|food|staff|manhattanite|side|west|prices|clientele|clientele,"positive,positive,positive,positive,positive,positive,positive"
381,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","food,wait-staff,service,management","PRICES,SERVICE,SERVICE,SERVICE",restaurants|uws|food|wait-staff|service|diner|management,"negative,negative,negative,negative"
382,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,"service,food,food","SERVICE,PRICES,FOOD",side|service|food,"negative,negative,negative"
383,754495:2,The food is okay and the prices here are mediocre.,"food,NULL","FOOD,PRICES",prices|food,"neutral,neutral"
384,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,"food,decor,Baluchi's","FOOD,AMBIENCE,PRICES",food|decor|prices|prices,"positive,positive,positive"
385,758263:3,$20 for all you can eat sushi cannot be beaten.,all you can eat sushi,PRICES,sushi,positive
386,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.","scene,place,location","AMBIENCE,AMBIENCE,AMBIENCE",scene|character|light|place,"positive,positive,positive"
387,955711:2,LOVE the atmosphere - felt like I was in Paris.,atmosphere,AMBIENCE,atmosphere,positive
388,BFC#4:2,It was totally overpriced- fish and chips was about $15.... ,"NULL,fish and chips","PRICES,PRICES",fish|chips,"negative,negative"
389,EVPK#10:1,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,restaurant,AMBIENCE,restaurant|friend,positive
390,Z#3:1,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",space,AMBIENCE,space|kind|alice|wonderland|setting,negative
391,Z#3:2,"I paid just about $60 for a good meal, though :)","meal,meal","FOOD,PRICES",meal,"positive,positive"
392,Y#2:1,"The place is a bit hidden away, but once you get there, it's all worth it.","place,place",AMBIENCE,|place|bit,"neutral,positive"
393,TR#3:0,Great place to relax and enjoy your dinner,place,AMBIENCE,place,positive
394,TR#3:1,There is something about their atmosphere that makes me come back nearly every week.,atmosphere,AMBIENCE,atmosphere,positive
395,TM#7:0,Excellent food for great prices,"food,food","FOOD,PRICES",food|prices,"positive,positive"
396,RL#3:1,"im not necessarily fanatical about this place, but it was a fun time for low pirces.","place,place",PRICES,im|place|fun|pirces,"positive,positive"
397,PP#4:4,I thought the restaurant was nice and clean.,"restaurant,restaurant",AMBIENCE,restaurant,"positive,positive"
398,Y#5:0,overpriced japanese food with mediocre service,"japanese food,service","PRICES,SERVICE",food|service,"negative,neutral"
399,TFS#8:0,"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.",The Four Seasons,PRICES,|dinner,negative
400,TFS#8:2,I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,dinner,PRICES,dinner|feet,negative
401,Y#6:3,"In the summer months, the back garden area is really nice.",back garden area,AMBIENCE,area|garden,positive
402,P#10:3,And $11 for a plate of bland guacamole?,"guacamole,guacamole","FOOD,PRICES",guacamole|plate,"negative,negative"
403,TM#3:3,"The food was good, the place was clean and affordable.","food,place,place","FOOD,AMBIENCE,PRICES",food|place,"positive,positive,positive"
404,TR#1:3,I highly recommend this beautiful place.,"place,place",AMBIENCE,place,"positive,positive"
405,TR#8:4,We were offered water for the table but were not told the Voss bottles of water were $8 a piece.,Voss bottles of water,PRICES,water|table|voss|bottles|water|piece,negative
406,TR#8:6,Nice view of river and NYC.,view of river and NYC,AMBIENCE,view|river|nyc,positive
407,CLF#1:0,A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,Egyptian restaurant,AMBIENCE,|restaurant,positive
408,CLF#1:2,"Oh, and there's hookah.",hookah,AMBIENCE,hookah,positive
409,P#9:9,"Overall, decent food at a good price, with friendly people.","food,food,people","FOOD,PRICES,SERVICE",food|price|people|people,"neutral,positive,positive"
410,Z#11:4,Most of the booths allow you to sit next to eachother without looking like 'that' couple.,booths,AMBIENCE,booths|eachother|couple,positive
411,TR#2:2,The high prices you're going to pay is for the view not for the food.,"view,food,NULL","AMBIENCE,FOOD,PRICES",|prices|view,"neutral,negative,negative"
412,TR#2:7,"oh speaking of bathroom , the mens bathroom was disgusting.",mens bathroom,AMBIENCE,bathroom|mens,negative
413,TFS#10:8,Not what I would expect for the price and prestige of this location.,"NULL,location,location","SERVICE,PRICES",price|prestige|location,"negative,neutral,neutral"
414,Z#9:0,"short and sweet – seating is great:it's romantic,cozy and private.",seating,AMBIENCE,seating,positive
415,Z#9:1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,boths,AMBIENCE,|boths,positive
416,Z#9:6,So what you really end up paying for is the restaurant not the food.,"restaurant,restaurant,food","PRICES,AMBIENCE,FOOD",restaurant|food,"negative,neutral,negative"
417,NP#3:6,Prices are fair across the board for both food and bev.,"food,bev","PRICES,PRICES",prices|board,"positive,positive"
418,CLF#5:5,We were drawn into the belly dancing show that captivated the crowd.,belly dancing show,AMBIENCE,belly|dancing|crowd,positive
419,BzG#2:0,"Great place, great value.","place,place",PRICES,place|value,"positive,positive"
420,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","food,food,food","FOOD,FOOD,PRICES",|food,"positive,positive,positive"
421,BzG#2:2,The atmosphere is relaxed and casual.,atmosphere,AMBIENCE,atmosphere,positive
422,Z#5:1,Mazing interior.,interior,AMBIENCE,interior,negative
423,Z#5:4,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.","atmosphere,scheme of mirrors","AMBIENCE,AMBIENCE",atmosphere|bit|scheme,"negative,negative"
424,TM#5:3,Helpful service and average price per dish $10.,"service,dish","SERVICE,PRICES",service|price|dish,"positive,positive"
425,TM#5:4,The only thing that strikes you is the decor?(not very pleasant).,decor,AMBIENCE,|decor,negative
426,TVU#6:3,The martinis are amazing and very fairly priced.,"martinis,martinis","FOOD,PRICES",martinis,"positive,positive"
427,TVU#6:5,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.","DJ,NULL",AMBIENCE,dj|bunch|birthday|friends,"positive,positive"
428,TFS#5:2,But $500 for a dinner for two that didn't include Wine?,dinner for two,PRICES,dinner|wine,negative
429,TFS#5:7,What you are paying for is the environment and the name.,"environment,NULL,NULL","AMBIENCE,PRICES",environment|name,"neutral,neutral,negative"
