,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,reviewID,sentenceID,review,category,polarity,entity,preprocessed_sentence,type_sentence,preprocessed_sentence_lemma,aspect_prediction,opinion_term_prediction,entity_prediction,opinion_prediction
87,87,87,208,1189674,1189674:2,"The Steak Tartare is a great bet, they fix it for you at the table.",FOOD#STYLE_OPTIONS,positive,FOOD,"the steak tartare is a great bet , they fix it for you at the table .",compound_sentence,steak tartare great bet fix table,"[['steak', 'tartare', 'bet']]",[['great']],['FOOD'],['negative']
88,88,88,209,1189674,1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,negative","AMBIENCE,AMBIENCE","admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",compound_sentence,admittedly night inside restaurant rather warm open kitchen part charm,"[['night'], ['kitchen', 'part']]","[['warm'], ['charm']]","['SERVICE', 'FOOD']","['negative', 'negative']"
89,89,89,210,1189674,1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","AMBIENCE#GENERAL,FOOD#QUALITY","positive,positive","AMBIENCE,FOOD","it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",compound_complex_sentence,may bit packed weekend vibe good best french food find area,"[['weekend'], ['vibe'], ['food']]","[['packed'], ['good'], ['best']]","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
90,90,90,211,1199292,1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!","FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD","pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best , freshly baked bread",phrase,pizza pizza nyc additional topping crust taste like best freshly baked bread,"[['pizza', 'nyc', 'topping', 'crust', 'taste']]","[['like', 'best']]",['FOOD'],['positive']
91,91,91,212,1199480,1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","AMBIENCE#GENERAL,FOOD#QUALITY","positive,positive","AMBIENCE,FOOD","not sure where the previous reviewer , lonk , dined , but saul is in a great neighborhood and has great food",phrase,sure previous reviewer lonk din saul great neighborhood great food,"[['reviewer', 'lonk', 'saul'], ['reviewer', 'lonk', 'food']]","[['great'], ['great']]","['SERVICE', 'FOOD']","['negative', 'negative']"
92,92,92,214,1212346,1212346:0,"Moules were excellent, lobster ravioli was VERY salty!","FOOD#QUALITY,FOOD#QUALITY","positive,negative","FOOD,FOOD","moules were excellent , lobster ravioli was very salty",complex_sentence,moules excellent lobster ravioli salty,"[['moules'], ['lobster', 'ravioli']]","[['excellent'], ['salty']]","['FOOD', 'FOOD']","['positive', 'negative']"
93,93,93,216,1212346,1212346:4,Tiny dessert was $8.00...just plain overpriced for what it is.,"FOOD#QUALITY,FOOD#STYLE_OPTIONS,FOOD#PRICES","negative,negative,negative","FOOD,FOOD,FOOD",tiny dessert was NUM.NUM ... just plain overpriced for what it is .,complex_sentence,tiny dessert plain overprice,"[['dessert', 'NUM.NUM']]",[['overprice']],['FOOD'],['positive']
94,94,94,219,1225162,1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations.,"FOOD#STYLE_OPTIONS,FOOD#QUALITY","positive,positive","FOOD,FOOD",the exotic food is beautifully presented and is a delight in delicious combinations .,compound_sentence,exotic food beautifully present delight delicious combination,"[['food'], ['combination']]","[['beautifully'], ['delight', 'delicious']]","['FOOD', 'FOOD']","['positive', 'positive']"
95,95,95,223,1230993,1230993:4,The food was bad.,FOOD#QUALITY,negative,FOOD,the food was bad.,simple_sentence,food bad,[['food']],[['bad']],['FOOD'],['positive']
96,96,96,224,1232468,1232468:0,The tuna and wasabe potatoes are bad.,"FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD",the tuna and wasabe potatoes are bad .,simple_sentence,tuna wasabe potato bad,"[['tuna', 'wasabe', 'potato']]",[['bad']],['FOOD'],['positive']
97,97,97,227,1241906,1241906:0,"Bad service, bad food.","SERVICE#GENERAL,FOOD#QUALITY","negative,negative","SERVICE,FOOD","bad service , bad food .",phrase,bad service bad food,"[['service'], ['food']]","[['bad'], ['bad']]","['SERVICE', 'FOOD']","['positive', 'positive']"
98,98,98,228,1253117,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD","the pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria is .",compound_complex_sentence,pizza delicious use fresh mozzarella instead cheap frozen shredded cheese common pizzaria,"[['pizza'], ['pizzaria'], ['mozzarella']]","[['delicious'], ['common'], ['fresh', 'cheap', 'frozen']]","['FOOD', 'FOOD', 'FOOD']","['positive', 'positive', 'positive']"
99,99,99,229,1253117,1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",FOOD#STYLE_OPTIONS,negative,FOOD,"two complaints- their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu .",compound_complex_sentence,two complaint appetizer selection stink would nice get mozzarella stick menu,"[['appetizer', 'selection'], ['ir'], ['mozzarella']]","[['stink'], ['complaint'], ['nice']]","['FOOD', 'SERVICE', 'FOOD']","['negative', 'negative', 'positive']"
100,100,100,230,1253117,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"SERVICE#GENERAL,FOOD#QUALITY","negative,positive","SERVICE,FOOD",wait staff is blantently unappreciative of your business but its the best pie on the uws,phrase,wait staff blantently unappreciative business best pie uws,"[['staff'], ['pie', 'uws']]","[['unappreciative'], ['best']]","['SERVICE', 'FOOD']","['negative', 'positive']"
101,101,101,231,1256373,1256373:0,By far the worst salad I have had in a fast food restaurant.,FOOD#QUALITY,negative,FOOD,by far the worst salad i have had in a fast food restaurant .,simple_sentence,far bad salad fast food restaurant,[['salad']],"[['bad', 'fast']]",['FOOD'],['positive']
102,102,102,235,1269216,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,FOOD#QUALITY,positive,FOOD,when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else .,compound_complex_sentence,live upstate would buy freeze bagel would still good else,[['bagel']],[['freeze']],['FOOD'],['negative']
103,103,103,237,1280166,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","FOOD#QUALITY,FOOD#QUALITY","positive,negative","FOOD,FOOD","food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt-in-your-mouth experience ) .",complex_sentence,food good well consider try budget selection though wish pork belly order roasted bit longer fat melt mouth experience,"[['food'], ['budget', 'selection', 'pork', 'belly', 'experience'], ['budget', 'selection', 'budget', 'selection', 'pork', 'belly']]","[['good', 'well'], ['fat'], ['roasted']]","['FOOD', 'FOOD', 'FOOD']","['positive', 'positive', 'positive']"
104,104,104,238,1280166,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,negative","AMBIENCE,AMBIENCE",traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,compound_complex_sentence,traditional french decour pleasant though hall rather noisy restaurant full raise voice able maintain conversation,"[['decour'], ['hall'], ['restaurant'], ['voice']]","[['pleasant'], ['noisy'], ['full'], ['able']]","['FOOD', 'AMBIENCE', 'AMBIENCE', 'AMBIENCE']","['positive', 'positive', 'positive', 'positive']"
105,105,105,240,1280179,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.","FOOD#QUALITY,FOOD#QUALITY","positive,negative","FOOD,FOOD","food is usually very good , though ocasionally i wondered about freshmess of raw vegatables in side orders .",complex_sentence,food usually good though ocasionally wonder freshmess raw vegatables side order,"[['food'], ['freshmess']]","[['good'], ['raw']]","['FOOD', 'FOOD']","['positive', 'positive']"
106,106,106,244,1287538,1287538:3,The food is a diamond in rough and the food is delicious and homemade with the perfect balance of herbs and tomatoes.,"FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD",the food is a diamond in rough and the food is delicious and homemade with the perfect balance of herbs and tomatoes .,compound_sentence,food diamond rough food delicious homemade perfect balance herb tomato,"[['food', 'diamond'], ['food'], ['homemade', 'balance', 'herb']]","[['rough'], ['delicious'], ['perfect']]","['FOOD', 'FOOD', 'FOOD']","['positive', 'positive', 'negative']"
107,107,107,245,1289424,1289424:3,The server was really cool and served us our food and drinks with a smile.,SERVICE#GENERAL,positive,SERVICE,the server was really cool and served us our food and drinks with a smile .,compound_sentence,server really cool serve us food drink smile,"[['server'], ['drink']]","[['cool'], ['smile']]","['SERVICE', 'FOOD']","['positive', 'positive']"
108,108,108,247,1293334,1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.","FOOD#STYLE_OPTIONS,FOOD#QUALITY,FOOD#QUALITY","positive,positive,positive","FOOD,FOOD,FOOD","the have over NUM different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .",compound_complex_sentence,different beer offer thier guest make husband happy food delicious must recommend dish must pumkin tortelini,"[['num', 'guest'], ['food'], ['dish'], ['husband']]","[['different'], ['delicious'], ['recommend'], ['happy']]","['AMBIENCE', 'FOOD', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive', 'positive']"
109,109,109,249,1297844,1297844:2,The bagel was small.,FOOD#STYLE_OPTIONS,negative,FOOD,the bagel was small .,simple_sentence,bagel small,[['bagel']],[['small']],['FOOD'],['positive']
110,110,110,250,1297844,1297844:4,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,FOOD#STYLE_OPTIONS,negative,FOOD,the workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .,simple_sentence,worker also absolutely load bagel cream cheese get little messy,"[['worker', 'bagel', 'cream', 'cheese', 'little']]",[['messy']],['FOOD'],['negative']
111,111,111,252,1300636,1300636:2,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,"FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD",i have to highly recommend the lobster roll - not to much mayo you can tell it was a fresh lobster .,compound_complex_sentence,highly recommend lobster roll much mayo tell fresh lobster,"[['lobster', 'roll'], ['lobster']]","[['recommend'], ['fresh']]","['FOOD', 'FOOD']","['positive', 'positive']"
112,112,112,256,1303984,1303984:1,My chow fun and chow see was really bland and oily.,FOOD#QUALITY,negative,FOOD,my chow fun and chow see was really bland and oily .,complex_sentence,chow fun chow see really bland oily,"[['oily', 'chow'], ['oily']]","[['fun'], ['bland']]","['FOOD', 'FOOD']","['positive', 'positive']"
113,113,113,258,1308557,1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.","FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY","negative,negative,negative","FOOD,FOOD,FOOD","it is boring on the inside , and our sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .",compound_sentence,bore inside sushi pretty averagethe tuna soggy roll flavor,"[['inside'], ['sushi'], ['tuna']]","[['bore'], ['pretty'], ['soggy']]","['AMBIENCE', 'FOOD', 'FOOD']","['positive', 'positive', 'negative']"
114,114,114,261,1328078,1328078:3,"the salads are delicious, both refreshing and very spicy.",FOOD#QUALITY,positive,FOOD,"the salads are delicious , both refreshing and very spicy .",simple_sentence,salad delicious refreshing spicy,[['salad']],"[['delicious', 'refreshing', 'spicy']]",['FOOD'],['positive']
115,115,115,262,1328078,1328078:4,We had Pam's special fried fish and it was amazing.,FOOD#QUALITY,positive,FOOD,we had pam is special fried fish and it was amazing .,compound_complex_sentence,pam special fried fish amazing,"[['pam', 'fish'], ['pam']]","[['special', 'fried'], ['amazing']]","['FOOD', 'SERVICE']","['negative', 'positive']"
116,116,116,266,1335656,1335656:3,Salads were bad.,FOOD#QUALITY,negative,FOOD,salads were bad .,simple_sentence,salad bad,[['salad']],[['bad']],['FOOD'],['positive']
117,117,117,267,1335656,1335656:4,Although we were looking for regular lettuce and some walnuts the salads we got were great.,FOOD#QUALITY,positive,FOOD,although we were looking for regular lettuce and some walnuts the salads we got were great .,complex_sentence,although look regular lettuce walnut salad get great,"[['lettuce'], ['walnut', 'salad']]","[['regular'], ['great']]","['FOOD', 'FOOD']","['positive', 'negative']"
118,118,118,268,1335656,1335656:5,Ingredients are organic which is a real plus for me.,FOOD#QUALITY,positive,FOOD,ingredients are organic which is a real plus for me .,complex_sentence,ingredient organic real plus,"[['real', 'ingredient']]",[['organic']],['FOOD'],['positive']
119,119,119,269,1338124,1338124:0,"This is some really good, inexpensive sushi.","FOOD#QUALITY,FOOD#PRICES","positive,positive","FOOD,FOOD","this is some really good , inexpensive sushi .",phrase,really good inexpensive sushi,[['sushi']],[['inexpensive']],['FOOD'],['positive']
120,120,120,270,1338124,1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,"FOOD#STYLE_OPTIONS,FOOD#QUALITY,FOOD#PRICES","positive,positive,positive","FOOD,FOOD,FOOD",the spicy tuna roll is huge and probably the best that i have had at this price range .,complex_sentence,spicy tuna roll huge probably best price range,"[['spicy', 'tuna', 'roll'], ['price']]","[['huge'], ['best']]","['FOOD', 'VALUE']","['positive', 'positive']"
121,121,121,271,1338124,1338124:3,The Yellowtail was particularly good as well.,FOOD#QUALITY,positive,FOOD,the yellowtail was particularly good as well .,simple_sentence,yellowtail particularly good well,[['yellowtail']],"[['good', 'well']]",['FOOD'],['positive']
122,122,122,274,1340075,1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"AMBIENCE#GENERAL,SERVICE#GENERAL","negative,positive","AMBIENCE,SERVICE",the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,compound_complex_sentence,atmosphere noisy waiter literally walk around thing fast,"[['atmosphere'], ['waiter']]","[['noisy'], ['fast']]","['AMBIENCE', 'FOOD']","['positive', 'positive']"
123,123,123,276,1340075,1340075:5,The takeout is great too since they give high quality tupperware as well.,SERVICE#GENERAL,positive,SERVICE,the takeout is great too since they give high quality tupperware as well .,complex_sentence,takeout great since give high quality tupperware well,"[['quality', 'tupperware'], ['takeout']]","[['high', 'well'], ['great']]","['FOOD', 'FOOD']","['positive', 'negative']"
124,124,124,277,1341354,1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,"FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD",enjoyed a very nice caesar salad while my wife had arugula and goat cheeseboth very tasty .,phrase,enjoy nice caesar salad wife arugula goat cheeseboth tasty,"[['wife', 'arugula', 'goat', 'cheeseboth'], ['caesar', 'salad']]","[['tasty'], ['enjoy', 'nice']]","['FOOD', 'FOOD']","['positive', 'positive']"
125,125,125,278,1341354,1341354:2,We both opted for a pasta dish and pasta dish were served timely and fresh.,FOOD#QUALITY,positive,FOOD,we both opted for a pasta dish and pasta dish were served timely and fresh .,complex_sentence,opt pasta dish pasta dish serve timely fresh,"[['pasta', 'pasta', 'dish'], ['pasta']]","[['timely'], ['fresh']]","['FOOD', 'FOOD']","['negative', 'positive']"
126,126,126,279,1347423,1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.","SERVICE#GENERAL,FOOD#QUALITY,AMBIENCE#GENERAL","positive,positive,positive","SERVICE,FOOD,AMBIENCE","the staff was accomodating , the food was absolutely delicious and the place is lovely .",compound_sentence,staff accomodating food absolutely delicious place lovely,"[['staff'], ['food'], ['place']]","[['accomodating'], ['delicious'], ['lovely']]","['SERVICE', 'FOOD', 'AMBIENCE']","['positive', 'positive', 'positive']"
127,127,127,282,1349391,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.","FOOD#QUALITY,SERVICE#GENERAL,SERVICE#GENERAL,FOOD#QUALITY","negative,negative,negative,positive","FOOD,SERVICE,SERVICE,FOOD","sometimes i get bad food and bad service , sometimes i get good good and bad service .",compound_sentence,sometimes get bad food bad service sometimes get good good bad service,"[['food'], ['service', 'service']]","[['bad'], ['good']]","['FOOD', 'SERVICE']","['positive', 'positive']"
128,128,128,283,1352948,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,AMBIENCE#GENERAL","positive,positive,positive","FOOD,FOOD,AMBIENCE",the place is a bistro which means simple dishes and wine served efficiently in a bustling atmosphere .,complex_sentence,place bistro mean simple dish wine serve efficiently bustling atmosphere,"[['dish', 'wine']]","[['efficiently', 'bustling']]",['FOOD'],['positive']
129,129,129,285,1353599,1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,FOOD#QUALITY,negative,FOOD,mine was a little burnt but still delicious with goat cheese and panchetta ( raddichio was kind of bitter though ) .,compound_sentence,mine little burnt still delicious goat cheese panchetta raddichio kind bitter though,"[['raddichio'], ['little']]","[['bitter'], ['burnt', 'delicious']]","['FOOD', 'AMBIENCE']","['positive', 'negative']"
130,130,130,286,1353599,1353599:2,My friend got the mushroom pizza which tasted better.,FOOD#QUALITY,positive,FOOD,my friend got the mushroom pizza which tasted better .,complex_sentence,friend get mushroom pizza taste good,"[['friend', 'mushroom', 'pizza']]",[['good']],['FOOD'],['positive']
131,131,131,289,1367358,1367358:1,The food is authentic Italian - delicious!,FOOD#QUALITY,positive,FOOD,the food is authentic italian - delicious,simple_sentence,food authentic italian delicious,[['food']],"[['authentic', 'delicious']]",['FOOD'],['positive']
132,132,132,290,1367358,1367358:2,"Pizza is terrific, as is homemade pasta.","FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD","pizza is terrific , as is homemade pasta .",complex_sentence,pizza terrific homemade pasta,[['pizza']],[['terrific']],['FOOD'],['positive']
133,133,133,292,1380450,1380450:0,I'm still mad that i had to pay for lousy food.,FOOD#QUALITY,negative,FOOD,iam still mad that i had to pay for lousy food .,phrase,iam still mad pay lousy food,"[['food'], ['iam']]","[['lousy'], ['mad']]","['FOOD', 'VALUE']","['negative', 'negative']"
134,134,134,293,1380450,1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,"FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD",the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .,compound_complex_sentence,hanger steak like rubber tuna flavorless mention taste like thaw,"[['hanger', 'steak'], ['tuna']]","[['like'], ['flavorless']]","['FOOD', 'FOOD']","['positive', 'negative']"
135,135,135,296,1387314,1387314:2,The filet mignon dish was superb!,FOOD#QUALITY,positive,FOOD,the filet mignon dish was superb,simple_sentence,filet mignon dish superb,"[['mignon', 'dish']]",[['superb']],['FOOD'],['negative']
136,136,136,298,1390357,1390357:4,The sushi is amazing!!! ,FOOD#QUALITY,positive,FOOD,the sushi is amazing,simple_sentence,sushi amazing,[['sushi']],[['amazing']],['FOOD'],['positive']
137,137,137,307,1404042,1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,"FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD",not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring .,compound_sentence,one meal edible bland make weird rosemary orange flavoring,"[['meal'], ['rosemary']]","[['edible'], ['bland', 'weird']]","['FOOD', 'FOOD']","['positive', 'positive']"
138,138,138,308,1404042,1404042:2,Fish was overdone.,FOOD#QUALITY,negative,FOOD,fish was overdone .,simple_sentence,fish overdo,[['fish']],[['overdo']],['FOOD'],['negative']
139,139,139,309,1404042,1404042:4,Someone else recommended the dessert - we also left that.,FOOD#QUALITY,negative,FOOD,someone else recommended the dessert - we also left that .,compound_sentence,someone else recommend dessert also leave,[['dessert']],[['recommend']],['FOOD'],['positive']
140,140,140,310,1410878,1410878:1,I've never had bad service and the fish is fresh and delicious.,"SERVICE#GENERAL,FOOD#QUALITY","positive,positive","SERVICE,FOOD",i have never had bad service and the fish is fresh and delicious .,compound_sentence,never bad service fish fresh delicious,"[['service'], ['fish']]","[['bad'], ['fresh', 'delicious']]","['SERVICE', 'FOOD']","['positive', 'positive']"
141,141,141,311,1410878,1410878:2,Their tuna tartar appetizer is to die for.,FOOD#QUALITY,positive,FOOD,their tuna tartar appetizer is to die for .,simple_sentence,tuna tartar appetizer die,"[['tuna', 'tartar', 'appetizer']]",[['die']],['FOOD'],['negative']
142,142,142,315,1417496,1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,FOOD#QUALITY,positive,FOOD,no gimmicks here -- the food speaks for itself in its freshness and preparation .,phrase,gimmick herethe food speak freshness preparation,"[['food', 'freshness']]",[['gimmick']],['FOOD'],['negative']
143,143,143,321,1430994,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,"FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD",my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque .,complex_sentence,boyfriend new england chowder good think award go lobster bisque,"[['lobster'], ['boyfriend', 'england', 'chowder']]","[['award'], ['good']]","['FOOD', 'SERVICE']","['negative', 'positive']"
144,144,144,323,1431154,1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,FOOD#QUALITY,positive,FOOD,my wife and i ate here earlier this week and have not stopped ranting and raving about the food .,compound_sentence,wife eat earlier week stop rant rave food,"[['food'], ['wife', 'week']]","[['rave'], ['rant']]","['FOOD', 'SERVICE']","['negative', 'negative']"
145,145,145,324,1431154,1431154:1,If you like spicy food get the chicken vindaloo.,FOOD#QUALITY,positive,FOOD,if you like spicy food get the chicken vindaloo .,phrase,like spicy food get chicken vindaloo,[['food']],[['like']],['FOOD'],['positive']
146,146,146,325,1432551,1432551:0,Go to Volare for 1st class service and terrific food.,"SERVICE#GENERAL,FOOD#QUALITY","positive,positive","SERVICE,FOOD",go to volare for 1st class service and terrific food .,phrase,go volare 1st class service terrific food,[['food']],[['terrific']],['FOOD'],['positive']
147,147,147,327,1439875,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,"FOOD#QUALITY,FOOD#STYLE_OPTIONS,FOOD#QUALITY","positive,positive,positive","FOOD,FOOD,FOOD",the food is amazing ... especially if you get the chef is tasting menu and your favourite bottle ( or two ) of wine from an extensive selection of wines .,complex_sentence,food amazingespecially get chef tasting menu favourite bottle two wine extensive selection wine,"[['chef', 'menu', 'bottle', 'food'], ['chef', 'menu', 'bottle', 'wine']]","[['amazing'], ['extensive']]","['FOOD', 'FOOD']","['positive', 'negative']"
148,148,148,328,1439875,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,"FOOD#PRICES,FOOD#QUALITY,FOOD#PRICES","negative,positive,positive","FOOD,FOOD,FOOD",the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do not like .,compound_complex_sentence,food get pricey prixe fixe tasting menu great food good price cater food food allergy food donot like,"[['food'], ['prixe', 'fixe', 'tasting', 'menu', 'food', 'price'], ['food']]","[['pricey'], ['great', 'good'], ['allergy']]","['FOOD', 'VALUE', 'FOOD']","['negative', 'negative', 'negative']"
149,149,149,330,1448587,1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,FOOD#STYLE_OPTIONS,negative,FOOD,the menu is very limited - i think we counted NUM or NUM entrees .,compound_sentence,menu limited think count entree,[['menu']],[['limited']],['FOOD'],['negative']
150,150,150,331,1448587,1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",FOOD#QUALITY,negative,FOOD,"we ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .",compound_complex_sentence,order special grilled branzino infuse bone difficult eat,"[['special', 'branzino', 'bone']]",[['difficult']],['FOOD'],['positive']
151,151,151,334,1451107,1451107:4,Our food was great too!,FOOD#QUALITY,positive,FOOD,our food was great too,simple_sentence,food great,[['food']],[['great']],['FOOD'],['negative']
152,152,152,337,1451109,1451109:2,The food was pretty tradional but it was hot and good with large portions.,"FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive","FOOD,FOOD",the food was pretty tradional but it was hot and good with large portions .,compound_sentence,food pretty tradional hot good large portion,[['food']],"[['pretty', 'tradional']]",['FOOD'],['positive']
153,153,153,343,1460715,1460715:2,The pizza was great.,FOOD#QUALITY,positive,FOOD,the pizza was great .,simple_sentence,pizza great,[['pizza']],[['great']],['FOOD'],['negative']
154,154,154,345,1470286,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,FOOD#QUALITY","positive,positive,positive,positive","SERVICE,SERVICE,SERVICE,FOOD","great friendly service , fast seating , fast delivery , excellent sushi .",phrase,great friendly service fast seat fast delivery excellent sushi,"[['service'], ['delivery'], ['sushi']]","[['great', 'friendly'], ['fast'], ['excellent']]","['SERVICE', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
155,155,155,347,1470334,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.","FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive","FOOD,FOOD","the bagels always warm , soft on the inside , crispy on the outside and enormous in size .",phrase,bagel always warm soft inside crispy outside enormous size,"[['bagel'], ['inside']]","[['warm'], ['soft']]","['FOOD', 'AMBIENCE']","['negative', 'negative']"
156,156,156,348,1470334,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,"FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive","FOOD,FOOD",they have a huge selection of different cream cheeses and all of their salads are great .,compound_sentence,huge selection different cream cheese salad great,"[['selection', 'cream', 'cheese', 'salad']]",[['great']],['FOOD'],['negative']
157,157,157,349,1470334,1470334:4,The lox is always fresh too.,FOOD#QUALITY,positive,FOOD,the lox is always fresh too .,simple_sentence,lox always fresh,[['lox']],[['fresh']],['FOOD'],['positive']
158,158,158,350,1471273,1471273:2,Not impressed with the food.,FOOD#QUALITY,negative,FOOD,not impressed with the food .,phrase,impress food,[['food']],[['impress']],['FOOD'],['negative']
159,159,159,353,1477631,1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,FOOD#QUALITY,positive,FOOD,thius is a must for anyone who loves shabu-shabu .,complex_sentence,thius must anyone love shabu shabu,[['shabu-shabu']],[['love']],['FOOD'],['negative']
160,160,160,354,1486041,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",AMBIENCE#GENERAL,positive,AMBIENCE,"the atmosphere is nothing special , but it feels like a sushi establishment in tokyo .",compound_sentence,atmosphere nothing special feel like sushi establishment tokyo,[['sushi']],[['like']],['FOOD'],['positive']
161,161,161,355,1486041,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD#STYLE_OPTIONS,negative,FOOD,"despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",simple_sentence,despite slightly limited menu everything prepare do perfection ultra fresh work food art,"[['menu'], ['prepared'], ['ultra'], ['food', 'art']]","[['limited'], ['perfection'], ['fresh'], ['work']]","['FOOD', 'VALUE', 'AMBIENCE', 'FOOD']","['negative', 'negative', 'positive', 'negative']"
162,162,162,356,1486041,1486041:4,Taxan horrible!,FOOD#QUALITY,negative,FOOD,taxan horrible,phrase,taxan horrible,[['taxan']],[['horrible']],['FOOD'],['negative']
