,Unnamed: 0,reviewID,sentenceID,review,category,polarity,entity,preprocessed_sentence,type_sentence,preprocessed_sentence_lemma,aspect_prediction,opinion_term_prediction,entity_prediction,opinion_prediction
89,241,1280179,1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,positive","AMBIENCE,AMBIENCE","the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",complex_sentence,decor vibrant eye please several semi private boths right side dining hall great date,[['decor']],"[['vibrant', 'eye-pleasing', 'several', 'semi-private', 'right']]",['AMBIENCE'],['positive']
90,242,1286916,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.","AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,positive","AMBIENCE,AMBIENCE","the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .",complex_sentence,first time go completely take live jazz band atmosphere order lobster cobb salad,"[['jazz', 'band']]",[['live']],['AMBIENCE'],['positive']
91,246,1289424,1289424:4,The place's decor and hidden bathrooms made for a good laugh.,"AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,positive","AMBIENCE,AMBIENCE",the place is decor and hidden bathrooms made for a good laugh .,compound_sentence,place decor hidden bathroom make good laugh,"[['place', 'decor', 'bathroom']]",[['good']],['AMBIENCE'],['positive']
92,247,1293334,1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.","FOOD#STYLE_OPTIONS,FOOD#QUALITY,FOOD#QUALITY","positive,positive,positive","FOOD,FOOD,FOOD","the have over NUM different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .",compound_complex_sentence,different beer offer thier guest make husband happy food delicious must recommend dish must pumkin tortelini,"[['num', 'guest'], ['food'], ['dish'], ['husband']]","[['different'], ['delicious'], ['recommend'], ['happy']]","['AMBIENCE', 'FOOD', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive', 'positive']"
93,253,1300636,1300636:3,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.","FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY","positive,positive,positive","FOOD,FOOD,FOOD","other guests enjoyed pizza , santa fe chopped salad and fish and chips .",compound_sentence,guest enjoy pizza santa fe chop salad fish chip,"[['guest', 'pizza']]",[['enjoy']],['AMBIENCE'],['positive']
94,254,1300636,1300636:4,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.","FOOD#QUALITY,AMBIENCE#GENERAL,SERVICE#GENERAL","positive,positive,positive","FOOD,AMBIENCE,SERVICE","i highly recommend cafe st. bart is for their food , the ambience and wonderful service .",complex_sentence,highly recommend cafe st bart food ambience wonderful service,"[['cafe', 'st.', 'bart', 'ambience', 'service'], ['cafe', 'st.', 'bart', 'cafe', 'st.', 'bart', 'ambience']]","[['wonderful'], ['recommend']]","['AMBIENCE', 'AMBIENCE']","['positive', 'positive']"
95,258,1308557,1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.","FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY","negative,negative,negative","FOOD,FOOD,FOOD","it is boring on the inside , and our sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .",compound_sentence,bore inside sushi pretty averagethe tuna soggy roll flavor,"[['inside'], ['sushi'], ['tuna']]","[['bore'], ['pretty'], ['soggy']]","['AMBIENCE', 'FOOD', 'FOOD']","['positive', 'negative', 'negative']"
96,263,1335154,1335154:1,"Great vibe, lots of people.",AMBIENCE#GENERAL,positive,AMBIENCE,"great vibe , lots of people .",phrase,great vibe lot people,[['vibe']],[['great']],['AMBIENCE'],['positive']
97,264,1335154,1335154:4,"I didn't complain, I liked the atmosphere so much.",AMBIENCE#GENERAL,positive,AMBIENCE,"i did not complain , i liked the atmosphere so much .",compound_sentence,didnot complain like atmosphere much,[['atmosphere']],[['like']],['AMBIENCE'],['positive']
98,265,1335656,1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",AMBIENCE#GENERAL,positive,AMBIENCE,"ambience is so cute and quaint , good for business although we were there on vacation .",complex_sentence,ambience cute quaint good business although vacation,"[['vacation', 'ambience'], ['business']]","[['cute', 'quaint'], ['good']]","['AMBIENCE', 'SERVICE']","['positive', 'positive']"
99,274,1340075,1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"AMBIENCE#GENERAL,SERVICE#GENERAL","negative,positive","AMBIENCE,SERVICE",the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,compound_complex_sentence,atmosphere noisy waiter literally walk around thing fast,"[['atmosphere'], ['waiter']]","[['noisy'], ['fast']]","['AMBIENCE', 'FOOD']","['positive', 'negative']"
100,279,1347423,1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.","SERVICE#GENERAL,FOOD#QUALITY,AMBIENCE#GENERAL","positive,positive,positive","SERVICE,FOOD,AMBIENCE","the staff was accomodating , the food was absolutely delicious and the place is lovely .",compound_sentence,staff accomodating food absolutely delicious place lovely,"[['staff'], ['food'], ['place']]","[['accomodating'], ['delicious'], ['lovely']]","['SERVICE', 'FOOD', 'AMBIENCE']","['positive', 'positive', 'positive']"
101,284,1353599,1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,"FOOD#QUALITY,AMBIENCE#GENERAL","positive,positive","FOOD,AMBIENCE",right off the l in brooklyn this is a nice cozy place with good pizza .,simple_sentence,right l brooklyn nice cozy place good pizza,"[['place', 'pizza']]","[['right', 'nice', 'cozy', 'good']]",['AMBIENCE'],['positive']
102,285,1353599,1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,FOOD#QUALITY,negative,FOOD,mine was a little burnt but still delicious with goat cheese and panchetta ( raddichio was kind of bitter though ) .,compound_sentence,mine little burnt still delicious goat cheese panchetta raddichio kind bitter though,"[['raddichio'], ['little']]","[['bitter'], ['burnt', 'delicious']]","['FOOD', 'AMBIENCE']","['positive', 'negative']"
103,288,1357554,1357554:4,It's a nice place to relax and have conversation.,AMBIENCE#GENERAL,positive,AMBIENCE,it is a nice place to relax and have conversation .,compound_sentence,nice place relax conversation,[['place']],"[['nice', 'relax']]",['AMBIENCE'],['positive']
104,291,1367358,1367358:3,"Ambience is delightful, service impeccable.","AMBIENCE#GENERAL,SERVICE#GENERAL","positive,positive","AMBIENCE,SERVICE","ambience is delightful , service impeccable .",simple_sentence,ambience delightful service impeccable,"[['ambience'], ['service']]","[['delightful'], ['impeccable']]","['AMBIENCE', 'SERVICE']","['negative', 'positive']"
105,294,1380450,1380450:2,Service was also horrible and the ambience is not that great.,"SERVICE#GENERAL,AMBIENCE#GENERAL","negative,negative","SERVICE,AMBIENCE",service was also horrible and the ambience is not that great .,compound_sentence,service also horrible ambience great,"[['service'], ['ambience']]","[['horrible'], ['great']]","['SERVICE', 'AMBIENCE']","['negative', 'positive']"
106,297,1390357,1390357:2,"I like the ambience, it's very dark and original.",AMBIENCE#GENERAL,positive,AMBIENCE,"i like the ambience , it is very dark and original .",simple_sentence,like ambience dark original,[['ambience']],[['like']],['AMBIENCE'],['positive']
107,299,1394712,1394712:0,Very affordable and excellent ambience!,AMBIENCE#GENERAL,positive,AMBIENCE,very affordable and excellent ambience,phrase,affordable excellent ambience,[['ambience']],[['excellent']],['AMBIENCE'],['positive']
108,300,1394712,1394712:3,We won't go to this place again for a good meal.,FOOD#QUALITY,negative,FOOD,we wo not go to this place again for a good meal .,simple_sentence,wonot go place good meal,"[['place', 'meal']]",[['good']],['AMBIENCE'],['positive']
109,301,1394712,1394712:4,"However, I think this place is a good hang out spot.",AMBIENCE#GENERAL,positive,AMBIENCE,"however , i think this place is a good hang out spot .",phrase,however think place good hang spot,"[['place', 'spot']]","[['good', 'hang']]",['AMBIENCE'],['positive']
110,302,1395421,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,"FOOD#QUALITY,FOOD#QUALITY,SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive,positive,positive","FOOD,FOOD,SERVICE,AMBIENCE",the pizza and wine were excellent-the service too -- but what really made this place was the backyard dining area .,complex_sentence,pizza wine excellent service really make place backyard dining area,"[['place', 'backyard', 'dining', 'area', 'place', 'backyard', 'dining', 'area', 'pizza', 'wine', 'service']]",[['excellent']],['AMBIENCE'],['positive']
111,303,1395421,1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,AMBIENCE#GENERAL,positive,AMBIENCE,it is one the nicest outdoor restaurants i have ever seen in ny -- i am from italy and this place rivals the ones in my country .,compound_complex_sentence,one nice outdoor restaurant ever see ny italy place rival one country,[['restaurant']],[['nice']],['AMBIENCE'],['positive']
112,304,1398844,1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",AMBIENCE#GENERAL,negative,AMBIENCE,"first of all , this place is *not* romantic , as claimed by citysearch is editorial review .",phrase,first place romantic claim citysearch editorial review,"[['citysearch', 'citysearch', 'review', 'place']]",[['romantic']],['AMBIENCE'],['negative']
113,313,1413697,1413697:2,The place is so cool and the service is prompt and curtious.,"SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive","SERVICE,AMBIENCE",the place is so cool and the service is prompt and curtious .,compound_sentence,place cool service prompt curtious,"[['place'], ['service', 'curtious']]","[['cool'], ['prompt']]","['AMBIENCE', 'SERVICE']","['positive', 'negative']"
114,314,1417496,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,"FOOD#QUALITY,SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive,positive","FOOD,SERVICE,AMBIENCE",a restaurant that does not try to do anything except serve great food with great service in a pleasant atmosphere .,complex_sentence,restaurant doesnot try anything except serve great food great service pleasant atmosphere,"[['anything', 'restaurant', 'food']]","[['great', 'great', 'pleasant']]",['AMBIENCE'],['positive']
115,316,1417496,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,AMBIENCE#GENERAL,positive,AMBIENCE,the dining room is quietly elegant with no music to shout over -- how refreshing,simple_sentence,dining room quietly elegant music shout overhow refreshing,"[['dining', 'room']]","[['elegant', 'refreshing']]",['AMBIENCE'],['positive']
116,318,1417496,1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","FOOD#QUALITY,AMBIENCE#GENERAL","positive,positive","FOOD,AMBIENCE","looking around , i saw a room full of new yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .",compound_sentence,look around saw room full new yorkers enjoy real meal real restaurant clubhouse fabulous try see,"[['room', 'yorkers', 'meal', 'restaurant'], ['clubhouse']]","[['enjoy'], ['fabulous']]","['AMBIENCE', 'AMBIENCE']","['positive', 'positive']"
117,319,1430994,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,"AMBIENCE#GENERAL,SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive,positive","AMBIENCE,SERVICE,AMBIENCE",the view is breathtaking the service is top notch ... the ambiance is wonderfull .,compound_complex_sentence,view breathtaking service top notchthe ambiance wonderfull,"[['view'], ['service', 'notch']]","[['breathtaking'], ['top']]","['AMBIENCE', 'SERVICE']","['negative', 'positive']"
118,332,1451107,1451107:0,This place is so much fun.,AMBIENCE#GENERAL,positive,AMBIENCE,this place is so much fun .,simple_sentence,place much fun,[['place']],"[['much', 'fun']]",['AMBIENCE'],['negative']
119,333,1451107,1451107:1,Our family never expected such incredible entertainment in a restaurant.,AMBIENCE#GENERAL,positive,AMBIENCE,our family never expected such incredible entertainment in a restaurant .,simple_sentence,family never expect incredible entertainment restaurant,"[['family', 'entertainment']]",[['incredible']],['AMBIENCE'],['negative']
120,338,1457607,1457607:0,The place is a lot of fun.,AMBIENCE#GENERAL,positive,AMBIENCE,the place is a lot of fun .,simple_sentence,place lot fun,"[['place', 'lot']]",[['fun']],['AMBIENCE'],['positive']
121,339,1457607,1457607:2,The characters really make for an enjoyable experience.,AMBIENCE#GENERAL,positive,AMBIENCE,the characters really make for an enjoyable experience .,simple_sentence,character really make enjoyable experience,[['character']],[['enjoyable']],['AMBIENCE'],['negative']
122,341,1460715,1460715:0,Great pizza for lunch place.,FOOD#QUALITY,positive,FOOD,great pizza for lunch place .,phrase,great pizza lunch place,"[['pizza', 'lunch', 'place']]",[['great']],['AMBIENCE'],['positive']
123,346,1470334,1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,FOOD#QUALITY,positive,FOOD,ess-a-bagel ( either by sty-town or midtown ) is by far the best bagel in ny .,simple_sentence,es bagel either sty town midtown far best bagel ny,"[['ess-a-bagel', 'midtown']]",[['best']],['AMBIENCE'],['negative']
124,347,1470334,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.","FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive","FOOD,FOOD","the bagels always warm , soft on the inside , crispy on the outside and enormous in size .",phrase,bagel always warm soft inside crispy outside enormous size,"[['bagel'], ['inside']]","[['warm'], ['soft']]","['FOOD', 'AMBIENCE']","['positive', 'negative']"
125,351,1476493,1476493:2,"The ambience was nice, but service wasn't so great.","AMBIENCE#GENERAL,SERVICE#GENERAL","positive,negative","AMBIENCE,SERVICE","the ambience was nice , but service was not so great .",compound_sentence,ambience nice service wasnot great,"[['ambience'], ['service']]","[['nice'], ['great']]","['AMBIENCE', 'SERVICE']","['positive', 'positive']"
126,352,1477631,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,"FOOD#QUALITY,AMBIENCE#GENERAL","positive,positive","FOOD,AMBIENCE",i have lived in japan for NUM years and the taste of the food and the feel of the restaurant is like being back in japan .,compound_sentence,live japan year taste food feel restaurant like back japan,"[['japan', 'feel', 'restaurant']]",[['like']],['AMBIENCE'],['positive']
127,355,1486041,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD#STYLE_OPTIONS,negative,FOOD,"despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",simple_sentence,despite slightly limited menu everything prepare do perfection ultra fresh work food art,"[['menu'], ['prepared'], ['ultra'], ['food', 'art']]","[['limited'], ['perfection'], ['fresh'], ['work']]","['FOOD', 'VALUE', 'AMBIENCE', 'FOOD']","['negative', 'negative', 'negative', 'negative']"
128,365,1506491,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.","FOOD#QUALITY,FOOD#QUALITY,FOOD#PRICES,FOOD#PRICES","positive,positive,positive,positive","FOOD,FOOD,FOOD,FOOD","i have known about this secret for the last NUM years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",compound_sentence,know secret last year emilio godfather continue serve food wine god mortal price,[['secret']],[['last']],['AMBIENCE'],['negative']
129,374,1561259,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,"SERVICE#GENERAL,SERVICE#GENERAL","negative,negative","SERVICE,SERVICE",the hostess and the waitress were incredibly rude and did everything they could to rush us out .,compound_complex_sentence,hostess waitress incredibly rude everything could rush us,"[['hostess', 'waitress']]","[['incredibly', 'rude']]",['AMBIENCE'],['positive']
130,377,1572033,1572033:1,Decor is nice though service can be spotty.,"AMBIENCE#GENERAL,SERVICE#GENERAL","positive,negative","AMBIENCE,SERVICE",decor is nice though service can be spotty .,complex_sentence,decor nice though service spotty,"[['service'], ['decor']]","[['spotty'], ['nice']]","['SERVICE', 'AMBIENCE']","['positive', 'positive']"
131,389,1603698,1603698:5,"The dinner was ok, nothing I would have again.",FOOD#QUALITY,negative,FOOD,"the dinner was ok , nothing i would have again .",compound_sentence,dinner ok nothing would,[['dinner']],[['ok']],['AMBIENCE'],['negative']
132,391,1606837,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,"FOOD#QUALITY,AMBIENCE#GENERAL","positive,positive","FOOD,AMBIENCE",with the theater NUM blocks away we had a delicious meal in a beautiful room .,complex_sentence,theater block away delicious meal beautiful room,"[['theater', 'meal', 'room']]","[['delicious', 'beautiful']]",['AMBIENCE'],['positive']
133,396,1611489,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.","FOOD#STYLE_OPTIONS,FOOD#PRICES","negative,negative","FOOD,FOOD","also , the sandwiches ( nearing NUM ) did not come with anything like chips or a side .",simple_sentence,also sandwich near didnot come anything like chip side,"[['side', 'sandwich']]",[['like']],['AMBIENCE'],['positive']
134,397,1611489,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",AMBIENCE#GENERAL,positive,AMBIENCE,"eating in , the atmosphere saves it , but at your desk , it is a very disappointing experience .",compound_sentence,eat atmosphere save desk disappointing experience,"[['atmosphere', 'desk', 'experience']]",[['disappointing']],['AMBIENCE'],['negative']
135,399,1615322,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE#GENERAL,negative,AMBIENCE,the seats are uncomfortable if you are sitting against the wall on wooden benches .,complex_sentence,seat uncomfortable sit wall wooden bench,"[['wall'], ['seat']]","[['wooden'], ['uncomfortable']]","['AMBIENCE', 'AMBIENCE']","['positive', 'negative']"
136,400,1623276,1623276:0,Patroon features a nice cigar bar and has great staff.,"AMBIENCE#GENERAL,SERVICE#GENERAL","positive,positive","AMBIENCE,SERVICE",patroon features a nice cigar bar and has great staff .,compound_sentence,patroon feature nice cigar bar great staff,"[['patroon', 'cigar', 'bar'], ['staff']]","[['nice'], ['great']]","['AMBIENCE', 'SERVICE']","['positive', 'positive']"
137,407,1632445,1632445:3,The service is good and ambience is good for a date or group outing.,"SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive","SERVICE,AMBIENCE",the service is good and ambience is good for a date or group outing .,compound_sentence,service good ambience good date group outing,"[['service'], ['ambience']]","[['good'], ['good']]","['SERVICE', 'AMBIENCE']","['positive', 'positive']"
138,411,1632929,1632929:5,Truly the mark of an attentive waiter.,SERVICE#GENERAL,positive,SERVICE,truly the mark of an attentive waiter .,phrase,truly mark attentive waiter,"[['mark', 'waiter']]",[['attentive']],['AMBIENCE'],['positive']
139,412,1642666,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,FOOD#QUALITY,negative,FOOD,we ate at this thai place following the reviews but very unhappy with the foods .,simple_sentence,eat thai place follow review unhappy food,[['place']],"[['thai', 'unhappy']]",['AMBIENCE'],['positive']
140,418,1655504,1655504:5,"Be sure to try the seasonal, and always delicious, specials.",FOOD#QUALITY,positive,FOOD,"be sure to try the seasonal , and always delicious , specials .",phrase,sure try seasonal always delicious special,[['special']],[['delicious']],['AMBIENCE'],['positive']
141,419,1655521,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,AMBIENCE#GENERAL,positive,AMBIENCE,i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded .,complex_sentence,almost hesititate write review atmosphere great would hate become crowd,"[['atmosphere'], ['hesititate', 'review']]","[['great'], ['hate', 'crowd']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
142,420,1655521,1655521:2,"The food was very good, a great deal, and the place its self was great.","FOOD#QUALITY,FOOD#PRICES,AMBIENCE#GENERAL","positive,positive,positive","FOOD,FOOD,AMBIENCE","the food was very good , a great deal , and the place its self was great .",compound_sentence,food good great deal place self great,"[['food'], ['deal', 'place', 'self']]","[['good'], ['great']]","['FOOD', 'AMBIENCE']","['positive', 'positive']"
143,427,1661043,1661043:4,Decor is charming.,AMBIENCE#GENERAL,positive,AMBIENCE,decor is charming .,simple_sentence,decor charming,[['decor']],[['charming']],['AMBIENCE'],['negative']
144,428,1661757,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","AMBIENCE#GENERAL,FOOD#QUALITY","positive,positive","AMBIENCE,FOOD","the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",compound_complex_sentence,ambience fun price great top fact food really tasty,"[['ambience'], ['price'], ['food'], ['fact']]","[['fun'], ['great'], ['tasty'], ['top']]","['AMBIENCE', 'VALUE', 'FOOD', 'VALUE']","['positive', 'positive', 'positive', 'positive']"
145,429,1661757,1661757:4,I would definitely recommend SEA if you like thai cuisine!,FOOD#QUALITY,positive,FOOD,i would definitely recommend sea if you like thai cuisine,complex_sentence,would definitely recommend sea like thai cuisine,"[['sea'], ['cuisine']]","[['recommend'], ['like', 'thai']]","['AMBIENCE', 'FOOD']","['positive', 'positive']"
146,431,1663111,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.","AMBIENCE#GENERAL,FOOD#QUALITY,SERVICE#GENERAL","positive,positive,positive","AMBIENCE,FOOD,SERVICE","excellent atmosphere , delicious dishes good and friendly service .",phrase,excellent atmosphere delicious dish good friendly service,"[['atmosphere'], ['dish'], ['service']]","[['excellent'], ['delicious', 'good'], ['friendly']]","['AMBIENCE', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive']"
147,435,1671113,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","SERVICE#GENERAL,AMBIENCE#GENERAL","positive,negative","SERVICE,AMBIENCE","the staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",compound_sentence,staff nice seem really stressed unisex bathroom need clean often,"[['staff'], ['bathroom']]","[['nice'], ['stressed']]","['SERVICE', 'AMBIENCE']","['positive', 'positive']"
148,436,1700205,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.","FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE","from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .",compound_sentence,spectacular caviar hospitable waitstaff felt like royalty enjoy every second,"[['caviar', 'waitstaff'], ['royalty'], ['second']]","[['spectacular', 'hospitable'], ['like'], ['enjoy']]","['FOOD', 'VALUE', 'AMBIENCE']","['positive', 'positive', 'positive']"
149,442,1706644,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,positive","AMBIENCE,AMBIENCE","we ate out in the back patio , which is worth it as it is cool and the music is hear well there .",compound_complex_sentence,eat back patio worth cool music hear well,"[['patio'], ['music']]","[['back'], ['well']]","['AMBIENCE', 'AMBIENCE']","['positive', 'positive']"
150,444,1707201,1707201:2,The place was nice and calm.,AMBIENCE#GENERAL,positive,AMBIENCE,the place was nice and calm .,simple_sentence,place nice calm,[['place']],[['nice']],['AMBIENCE'],['positive']
151,452,1713185,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.","FOOD#QUALITY,AMBIENCE#GENERAL","negative,positive","FOOD,AMBIENCE","this place is really trendi but they have forgotten about the most important part of a restaurant , the food .",compound_sentence,place really trendi forget important part restaurant food,"[['place'], ['part']]","[['trendi'], ['important']]","['AMBIENCE', 'AMBIENCE']","['positive', 'negative']"
152,458,1718513,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",AMBIENCE#GENERAL,positive,AMBIENCE,"the back garden sitting area is very pleasant , where you can see their personal herb garden .",complex_sentence,back garden sit area pleasant see personal herb garden,"[['garden', 'area']]",[['pleasant']],['AMBIENCE'],['positive']
153,487,378848,378848:1,"The first time the sushi was outstanding, the second time it was a little bland.","FOOD#QUALITY,FOOD#QUALITY","positive,negative","FOOD,FOOD","the first time the sushi was outstanding , the second time it was a little bland .",complex_sentence,first time sushi outstanding second time little bland,"[['time', 'sushi'], ['little']]","[['outstanding'], ['bland']]","['AMBIENCE', 'AMBIENCE']","['negative', 'positive']"
154,496,426805,426805:0,"The view is spectacular, and the food is great.","AMBIENCE#GENERAL,FOOD#QUALITY","positive,positive","AMBIENCE,FOOD","the view is spectacular , and the food is great .",compound_sentence,view spectacular food great,"[['view'], ['food']]","[['spectacular'], ['great']]","['AMBIENCE', 'FOOD']","['positive', 'positive']"
155,498,426930,426930:2,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,FOOD#QUALITY,positive,FOOD,the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan .,complex_sentence,cold appetizer dish taste like way remember taste grow taiwan,"[['way'], ['taiwan', 'appetizer', 'dish']]","[['like'], ['cold']]","['AMBIENCE', 'FOOD']","['positive', 'positive']"
156,499,430342,430342:0,delicious simple food in nice outdoor atmosphere.,"FOOD#QUALITY,FOOD#STYLE_OPTIONS,AMBIENCE#GENERAL","positive,positive,positive","FOOD,FOOD,AMBIENCE",delicious simple food in nice outdoor atmosphere .,phrase,delicious simple food nice outdoor atmosphere,"[['food', 'atmosphere']]","[['delicious', 'nice']]",['AMBIENCE'],['positive']
157,503,430342,430342:5,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.","AMBIENCE#GENERAL,FOOD#QUALITY","positive,positive","AMBIENCE,FOOD","even if the food was not this good , the garden is a great place to sit outside and relax .",complex_sentence,even food wasnot good garden great place sit outside relax,"[['food'], ['garden', 'place']]","[['good'], ['great']]","['FOOD', 'AMBIENCE']","['positive', 'positive']"
158,507,436868,436868:2,"The sandwiches are dry, tasteless and way overpriced.","FOOD#QUALITY,FOOD#PRICES","negative,negative","FOOD,FOOD","the sandwiches are dry , tasteless and way overpriced .",compound_sentence,sandwich dry tasteless way overprice,"[['way'], ['sandwich']]","[['overprice'], ['dry', 'tasteless']]","['AMBIENCE', 'FOOD']","['positive', 'positive']"
159,508,444818,444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant.","AMBIENCE#GENERAL,SERVICE#GENERAL,FOOD#QUALITY","positive,positive,positive","AMBIENCE,SERVICE,FOOD","the atmosphere is unheralded , the service impecible , and the food magnificant .",simple_sentence,atmosphere unheralded service impecible food magnificant,[['atmosphere']],[['unheralded']],['AMBIENCE'],['negative']
160,510,445960,445960:0,"This is such a lovely, peaceful place to eat outside.",AMBIENCE#GENERAL,positive,AMBIENCE,"this is such a lovely , peaceful place to eat outside .",simple_sentence,lovely peaceful place eat outside,[['place']],"[['peaceful', 'outside']]",['AMBIENCE'],['positive']
161,511,445960,445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,AMBIENCE#GENERAL,positive,AMBIENCE,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty .,simple_sentence,restaurant look beautiful green lawn hudson river statue liberty,"[['restaurant'], ['statue']]","[['beautiful', 'green'], ['liberty']]","['AMBIENCE', 'AMBIENCE']","['positive', 'positive']"
162,513,445960,445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",AMBIENCE#GENERAL,positive,AMBIENCE,"this is a great place to take out-of-towners , and perfect for watching the sunset .",compound_sentence,great place take towner perfect watch sunset,"[['place', 'out-of-towners']]",[['great']],['AMBIENCE'],['positive']
163,518,455623,455623:1,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,FOOD#QUALITY,positive,FOOD,i will be out with friends and all of a sudden i am hungry and i only crave one thing ... their pizza .,compound_sentence,friend sudden hungry crave one thingtheir pizza,"[['friend', 'friend', 'pizza']]",[['hungry']],['AMBIENCE'],['negative']
164,520,464215,464215:2,The cream cheeses are out of this world and I love that coffee!!,"FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD",the cream cheeses are out of this world and i love that coffee,phrase,cream cheese world love coffee,[['coffee']],[['love']],['AMBIENCE'],['positive']
165,528,475298,475298:3,The location is perfect.,AMBIENCE#GENERAL,positive,AMBIENCE,the location is perfect .,simple_sentence,location perfect,[['location']],[['perfect']],['AMBIENCE'],['positive']
