,Unnamed: 0,reviewID,sentenceID,review,category,polarity,entity,preprocessed_sentence,type_sentence,preprocessed_sentence_lemma,aspect_prediction,opinion_term_prediction,entity_prediction,opinion_prediction
81,424,1660047,1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",SERVICE#GENERAL,negative,SERVICE,"we did tip , i guess the model/waitress just wanted more and complained to the manager .",complex_sentence,tip guess model waitress want complain manager,"[['tip', 'guess', 'model/waitress', 'manager']]",[['complain']],['SERVICE'],['positive']
82,430,1662726,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,SERVICE#GENERAL,negative,SERVICE,i was here a few weeks back and we had the worst customer service experience at a restaurant ever .,compound_sentence,week back bad customer service experience restaurant ever,"[['week', 'customer', 'service', 'experience', 'restaurant']]",[['bad']],['SERVICE'],['negative']
83,431,1663111,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.","AMBIENCE#GENERAL,FOOD#QUALITY,SERVICE#GENERAL","positive,positive,positive","AMBIENCE,FOOD,SERVICE","excellent atmosphere , delicious dishes good and friendly service .",phrase,excellent atmosphere delicious dish good friendly service,"[['atmosphere'], ['dish'], ['service']]","[['excellent'], ['delicious', 'good'], ['friendly']]","['AMBIENCE', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive']"
84,434,1671113,1671113:3,"If the weather is nice, try to snag an outside table.",AMBIENCE#GENERAL,positive,AMBIENCE,"if the weather is nice , try to snag an outside table .",phrase,weather nice try snag outside table,"[['weather'], ['table']]","[['nice'], ['snag']]","['SERVICE', 'VALUE']","['positive', 'positive']"
85,435,1671113,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","SERVICE#GENERAL,AMBIENCE#GENERAL","positive,negative","SERVICE,AMBIENCE","the staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",compound_sentence,staff nice seem really stressed unisex bathroom need clean often,"[['staff'], ['bathroom']]","[['nice'], ['stressed']]","['SERVICE', 'AMBIENCE']","['positive', 'positive']"
86,437,1700205,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",SERVICE#GENERAL,positive,SERVICE,"considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .",compound_sentence,consider last patron closing time waitstaff rush us make us feel comfortable relax,"[['patron', 'closing', 'patron', 'closing', 'waitstaff']]","[['comfortable', 'relax']]",['SERVICE'],['positive']
87,438,1700205,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,"FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE",i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,complex_sentence,highly recommend caviar russe anyone want delicious top grade caviar fantastic service,"[['grade', 'caviar'], ['service'], ['caviar', 'russe']]","[['delicious', 'top'], ['fantastic'], ['recommend']]","['FOOD', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
88,445,1707201,1707201:3,but the service was a bit slow.,SERVICE#GENERAL,negative,SERVICE,but the service was a bit slow .,simple_sentence,service bit slow,[['service']],[['slow']],['SERVICE'],['negative']
89,448,1707741,1707741:3,Service was also very good.,SERVICE#GENERAL,positive,SERVICE,service was also very good .,simple_sentence,service also good,[['service']],[['good']],['SERVICE'],['positive']
90,455,1713185,1713185:3,If you want good authentic Thai this place is not the place to go.,FOOD#QUALITY,negative,FOOD,if you want good authentic thai this place is not the place to go .,complex_sentence,want good authentic thai place place go,[['thai']],"[['good', 'authentic']]",['SERVICE'],['negative']
91,460,1719567,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.","FOOD#STYLE_OPTIONS,FOOD#QUALITY","positive,positive","FOOD,FOOD","my husband said he could have eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",compound_complex_sentence,husband say could eat several portion fine even exclaim french fry best,"[['husband', 'several', 'fry'], ['husband', 'several', 'portion']]","[['best'], ['fine']]","['FOOD', 'SERVICE']","['positive', 'positive']"
92,464,1723658,1723658:1,"Great food, good size menu, great service and an unpretensious setting.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive,positive,positive","FOOD,FOOD,SERVICE,AMBIENCE","great food , good size menu , great service and an unpretensious setting .",phrase,great food good size menu great service unpretensious setting,"[['food'], ['size', 'menu'], ['service']]","[['great'], ['good'], ['great']]","['FOOD', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive']"
93,466,1726001,1726001:1,"The freshest, best variety, and the fastest delivery.",SERVICE#GENERAL,positive,SERVICE,"the freshest , best variety , and the fastest delivery .",phrase,fresh best variety fast delivery,[['delivery']],[['fast']],['SERVICE'],['positive']
94,467,1726427,1726427:0,The service was excellent and the food was delicious.,"SERVICE#GENERAL,FOOD#QUALITY","positive,positive","SERVICE,FOOD",the service was excellent and the food was delicious .,compound_sentence,service excellent food delicious,"[['service'], ['food']]","[['excellent'], ['delicious']]","['SERVICE', 'FOOD']","['positive', 'positive']"
95,469,1726473,1726473:0,"Average to good Thai food, but terrible delivery.","FOOD#QUALITY,SERVICE#GENERAL","positive,negative","FOOD,SERVICE","average to good thai food , but terrible delivery .",phrase,average good thai food terrible delivery,"[['food'], ['delivery']]","[['good'], ['terrible']]","['FOOD', 'SERVICE']","['positive', 'negative']"
96,471,1727363,1727363:2,An excellent service,SERVICE#GENERAL,positive,SERVICE,an excellent service,phrase,excellent service,[['service']],[['excellent']],['SERVICE'],['positive']
97,473,1728733,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,FOOD#QUALITY,positive,FOOD,she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food .,compound_complex_sentence,helpful suggest us drink help us order lot good dish since know nothing indian food,"[['drink'], ['nothing'], ['lot']]","[['helpful'], ['indian'], ['help', 'good']]","['FOOD', 'SERVICE', 'SERVICE']","['positive', 'positive', 'positive']"
98,475,1728733,1728733:5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,FOOD#QUALITY,positive,FOOD,we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter .,compound_sentence,end great experience gulab jamun dessert recommend waiter,"[['experience'], ['gulab', 'jamun', 'dessert']]","[['great'], ['recommend']]","['SERVICE', 'FOOD']","['positive', 'positive']"
99,476,1730014,1730014:1,"Service here was great, food was fantastic.","SERVICE#GENERAL,FOOD#QUALITY","positive,positive","SERVICE,FOOD","service here was great , food was fantastic .",compound_sentence,service great food fantastic,"[['service'], ['food']]","[['great'], ['fantastic']]","['SERVICE', 'FOOD']","['positive', 'positive']"
100,478,1730127,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.","FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE","the food is outstanding and the service is quick , friendly and very professional .",compound_sentence,food outstanding service quick friendly professional,"[['food'], ['service']]","[['outstanding'], ['quick', 'friendly']]","['FOOD', 'SERVICE']","['positive', 'positive']"
101,480,1730447,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.","FOOD#QUALITY,SERVICE#GENERAL,FOOD#QUALITY","positive,positive,positive","FOOD,SERVICE,FOOD","the crust is thin , the ingredients are fresh and the staff is friendly .",compound_sentence,crust thin ingredient fresh staff friendly,"[['crust'], ['ingredient'], ['staff']]","[['thin'], ['fresh'], ['friendly']]","['FOOD', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive']"
102,485,1748839,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,"FOOD#QUALITY,SERVICE#GENERAL","negative,negative","FOOD,SERVICE",the food was mediocre at best but it was the horrible service that made me vow never to go back .,compound_complex_sentence,food mediocre best horrible service make vow never go back,"[['food'], ['service']]","[['mediocre', 'best'], ['horrible']]","['FOOD', 'SERVICE']","['positive', 'negative']"
103,486,1748839,1748839:7,"For the people who want great food plus great service, Roxy is a place to AVOID!","FOOD#QUALITY,SERVICE#GENERAL","negative,negative","FOOD,SERVICE","for the people who want great food plus great service , roxy is a place to avoid",complex_sentence,people want great food plus great service roxy place avoid,"[['people', 'food'], ['people', 'service']]","[['great'], ['great']]","['SERVICE', 'SERVICE']","['positive', 'positive']"
104,488,378848,378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.","AMBIENCE#GENERAL,FOOD#QUALITY,SERVICE#GENERAL","positive,positive,positive","AMBIENCE,FOOD,SERVICE","the blond wood decor is very soothing , the premium sake is excellent and the service is great .",compound_sentence,blond wood decor soothing premium sake excellent service great,"[['wood', 'decor'], ['premium', 'sake'], ['service']]","[['soothing'], ['excellent'], ['great']]","['FOOD', 'VALUE', 'SERVICE']","['positive', 'positive', 'positive']"
105,490,397331,397331:2,Mizu is home to creative and unique rolls not to found anywhere else.,FOOD#STYLE_OPTIONS,positive,FOOD,mizu is home to creative and unique rolls not to found anywhere else .,compound_sentence,mizu home creative unique roll find anywhere else,"[['mizu'], ['roll']]","[['creative'], ['unique']]","['SERVICE', 'VALUE']","['positive', 'positive']"
106,491,397331,397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.","FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE","not only is the cuisine the best around , the service has always been attentive and charming .",phrase,cuisine best around service always attentive charming,"[['cuisine'], ['service']]","[['best'], ['attentive']]","['FOOD', 'SERVICE']","['positive', 'positive']"
107,492,404464,404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.","SERVICE#GENERAL,FOOD#QUALITY,AMBIENCE#GENERAL","positive,negative,positive","SERVICE,FOOD,AMBIENCE","thalia is a beautiful restaurant with beautiful people serving you , but the food does not quite match up .",compound_sentence,thalia beautiful restaurant beautiful people serve food doesnot quite match,"[['thalia', 'restaurant', 'people']]",[['beautiful']],['SERVICE'],['negative']
108,500,430342,430342:1,"Kind, attentive wait staff.",SERVICE#GENERAL,positive,SERVICE,"kind , attentive wait staff .",phrase,kind attentive wait staff,"[['wait', 'staff']]",[['attentive']],['SERVICE'],['positive']
109,505,433878,433878:3,The counter service is bad.,SERVICE#GENERAL,negative,SERVICE,the counter service is bad .,simple_sentence,counter service bad,[['service']],[['bad']],['SERVICE'],['negative']
110,517,454704,454704:1,The service is awful.,SERVICE#GENERAL,negative,SERVICE,the service is awful .,simple_sentence,service awful,[['service']],[['awful']],['SERVICE'],['negative']
111,519,461928,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,"FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE",the pizza is delicious and the proprietor is one of the nicest in nyc .,compound_sentence,pizza delicious proprietor one nice nyc,"[['pizza'], ['proprietor', 'nyc']]","[['delicious'], ['nice']]","['FOOD', 'SERVICE']","['positive', 'positive']"
112,526,475298,475298:0,"Good, fast service.",SERVICE#GENERAL,positive,SERVICE,"good , fast service .",phrase,good fast service,[['service']],[['fast']],['SERVICE'],['positive']
113,533,483111,483111:0,Winnie and her staff are the best crew you can find serving you.,"SERVICE#GENERAL,SERVICE#GENERAL","positive,positive","SERVICE,SERVICE",winnie and her staff are the best crew you can find serving you .,complex_sentence,winnie staff best crew find serve,"[['staff', 'crew']]",[['best']],['SERVICE'],['positive']
114,537,485767,485767:1,"The service was attentive, yet discreet.",SERVICE#GENERAL,positive,SERVICE,"the service was attentive , yet discreet .",simple_sentence,service attentive yet discreet,"[['service', 'discreet']]",[['attentive']],['SERVICE'],['positive']
115,538,485767,485767:3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,FOOD#QUALITY,positive,FOOD,the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,complex_sentence,brioche lolly party favor cute sweet touch memorable meal,"[['touch', 'meal'], ['brioche', 'lolly', 'party']]","[['sweet', 'memorable'], ['cute']]","['SERVICE', 'FOOD']","['positive', 'positive']"
116,540,485966,485966:2,Service was not good and food is not wonderful.,"SERVICE#GENERAL,FOOD#QUALITY","negative,negative","SERVICE,FOOD",service was not good and food is not wonderful .,compound_sentence,service good food wonderful,"[['service'], ['food']]","[['good'], ['wonderful']]","['SERVICE', 'FOOD']","['positive', 'positive']"
117,542,490565,490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE#GENERAL,positive,SERVICE,"the wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she is-way-cuter-than-me-that-b way ) .",complex_sentence,wait staff pleasant fun part gorgeous wonderful aesthetic beautification way way cuter bway,"[['wait', 'staff'], ['part', 'beautification'], ['way', 'b']]","[['pleasant'], ['gorgeous', 'wonderful'], ['fun', 'is-way-cuter-than-me-that-b']]","['SERVICE', 'AMBIENCE', 'VALUE']","['positive', 'positive', 'positive']"
118,546,490565,490565:5,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",AMBIENCE#GENERAL,positive,AMBIENCE,"the in-house lady dj on saturday nights has outrageously good taste in music , and moreover , takes requests .",compound_sentence,house lady dj saturday night outrageously good taste music moreover take request,"[['lady', 'dj', 'saturday', 'night', 'taste']]","[['outrageously', 'good']]",['SERVICE'],['positive']
119,547,493013,493013:2,I LOVE their Thai,FOOD#QUALITY,positive,FOOD,i love their thai,simple_sentence,love thai,[['thai']],[['love']],['SERVICE'],['negative']
120,555,498657,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","SERVICE#GENERAL,AMBIENCE#GENERAL","negative,negative","SERVICE,AMBIENCE","the wait here is long for dim sum , but if you do not like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for chinatown ) alternative .",compound_complex_sentence,wait long dim sum donot like share table typical raucous dim sum atmosphere gig sleek chinatown alternative,"[['wait'], ['table'], ['sum', 'atmosphere', 'gig'], ['alternative']]","[['long', 'dim'], ['like'], ['dim'], ['sleek']]","['SERVICE', 'VALUE', 'AMBIENCE', 'AMBIENCE']","['positive', 'positive', 'positive', 'positive']"
121,563,507844,507844:0,This place would be so much better served by being run by a group that actually understands customer service.,SERVICE#GENERAL,negative,SERVICE,this place would be so much better served by being run by a group that actually understands customer service .,complex_sentence,place would much good serve run group actually understand customer service,"[['customer', 'service', 'place']]",[['good']],['SERVICE'],['positive']
122,564,507844,507844:4,"Terrible, terrible management - deserves to be shut-down.",SERVICE#GENERAL,negative,SERVICE,"terrible , terrible management - deserves to be shut-down .",phrase,terrible terrible management deserve shut,[['management']],[['terrible']],['SERVICE'],['negative']
123,567,507937,507937:3,Service is fast and friendly.,SERVICE#GENERAL,positive,SERVICE,service is fast and friendly .,simple_sentence,service fast friendly,[['service']],"[['fast', 'friendly']]",['SERVICE'],['positive']
124,570,511290,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"AMBIENCE#GENERAL,SERVICE#GENERAL","positive,positive","AMBIENCE,SERVICE",this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,compound_sentence,place correct ambience excellent staff make feel like guest friend time,"[['ambience'], ['staff'], ['guest']]","[['correct'], ['excellent'], ['like']]","['AMBIENCE', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'positive']"
125,571,512294,512294:0,"Great food, great prices, great service.","FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE","great food , great prices , great service .",phrase,great food great price great service,"[['food'], ['price'], ['service']]","[['great'], ['great'], ['great']]","['FOOD', 'VALUE', 'SERVICE']","['positive', 'positive', 'positive']"
126,574,512925,512925:2,"also it's great to have dinner in a very romantic and comfortable place, the service it's just perfect...they're so frendly that we never want to live the place!","AMBIENCE#GENERAL,SERVICE#GENERAL","positive,positive","AMBIENCE,SERVICE","also it is great to have dinner in a very romantic and comfortable place , the service it is just perfect ... they 're so frendly that we never want to live the place",complex_sentence,also great dinner romantic comfortable place service perfect frendly never want live place,"[['place', 'service']]","[['great', 'romantic', 'comfortable', 'perfect']]",['SERVICE'],['positive']
127,577,513521,513521:2,Drawbacks: service is slow and they don't toast!,SERVICE#GENERAL,negative,SERVICE,drawbacks service is slow and they do not toast,phrase,drawback service slow donot toast,"[['service'], ['toast']]","[['slow'], ['drawback']]","['SERVICE', 'FOOD']","['negative', 'negative']"
128,586,527109,527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",SERVICE#GENERAL,positive,SERVICE,"volare virgins or weekly regulars , everyone gets treated the same and you ca not ask for more than that when the service is this friendly .",compound_complex_sentence,volare virgin weekly regular everyone get treat canot ask service friendly,"[['service'], ['volare', 'virgin', 'regular']]","[['friendly'], ['more']]","['SERVICE', 'AMBIENCE']","['positive', 'negative']"
129,590,530517,530517:2,"Great food, great decor, great service.","FOOD#QUALITY,AMBIENCE#GENERAL,SERVICE#GENERAL","positive,positive,positive","FOOD,AMBIENCE,SERVICE","great food , great decor , great service .",phrase,great food great decor great service,"[['food'], ['decor'], ['service']]","[['great'], ['great'], ['great']]","['FOOD', 'AMBIENCE', 'SERVICE']","['positive', 'positive', 'positive']"
130,594,536919,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,"FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE",the only thing more wonderful than the food ( which is exceptional ) is the service .,complex_sentence,thing wonderful food exceptional service,"[['food', 'service']]",[['wonderful']],['SERVICE'],['positive']
131,597,541532,541532:1,Service was very prompt but slightly rushed.,SERVICE#GENERAL,positive,SERVICE,service was very prompt but slightly rushed .,simple_sentence,service prompt slightly rush,[['service']],[['prompt']],['SERVICE'],['positive']
132,603,558423,558423:5,Quick and friendly service.,SERVICE#GENERAL,positive,SERVICE,quick and friendly service .,phrase,quick friendly service,[['service']],[['friendly']],['SERVICE'],['positive']
133,605,561054,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,SERVICE#GENERAL","positive,positive,positive","FOOD,FOOD,SERVICE","the food is wonderful , tasty and filling , and the service is professional and friendly .",compound_sentence,food wonderful tasty fill service professional friendly,"[['food'], ['service']]","[['wonderful', 'tasty'], ['professional', 'friendly']]","['FOOD', 'SERVICE']","['positive', 'positive']"
134,607,565344,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,"SERVICE#GENERAL,FOOD#QUALITY,FOOD#QUALITY","positive,positive,positive","SERVICE,FOOD,FOOD",the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,compound_sentence,service fast friendly food tasty best hot sauce add meal,"[['food'], ['sauce'], ['service']]","[['tasty'], ['best', 'hot'], ['fast', 'friendly']]","['FOOD', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive']"
135,614,610611,610611:4,"service is friendly, and never had a problem walking in and getting a table.",SERVICE#GENERAL,positive,SERVICE,"service is friendly , and never had a problem walking in and getting a table .",compound_sentence,service friendly never problem walk get table,"[['service'], ['table']]","[['friendly'], ['problem']]","['SERVICE', 'VALUE']","['positive', 'positive']"
136,619,620892,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ","SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive","SERVICE,AMBIENCE","service , however , was excellent ... and i liked the setting/atmosphere a lot .",simple_sentence,service however excellent like setting atmosphere lot,"[['service', 'setting/atmosphere', 'lot'], ['service']]","[['like'], ['excellent']]","['SERVICE', 'SERVICE']","['positive', 'positive']"
137,621,624715,624715:2,People are always friendly.,SERVICE#GENERAL,positive,SERVICE,people are always friendly .,simple_sentence,people always friendly,[['people']],[['friendly']],['SERVICE'],['positive']
138,629,632121,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.","AMBIENCE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL","positive,positive,positive","AMBIENCE,SERVICE,SERVICE","best of all is the warm vibe , the owner is super friendly and service is fast .",compound_complex_sentence,best warm vibe owner super friendly service fast,"[['vibe'], ['service'], ['owner']]","[['best', 'warm'], ['fast'], ['super']]","['AMBIENCE', 'SERVICE', 'SERVICE']","['negative', 'positive', 'positive']"
139,637,682250,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.","AMBIENCE#GENERAL,SERVICE#GENERAL,FOOD#QUALITY","positive,positive,positive","AMBIENCE,SERVICE,FOOD","went here last night - nice decor , good service , but the food was surprisingly excellent .",phrase,go last night nice decor good service food surprisingly excellent,"[['night', 'decor'], ['service'], ['food']]","[['nice'], ['good'], ['excellent']]","['AMBIENCE', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
140,640,682391,682391:2,The service is good and the resturant is clean.,"SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive","SERVICE,AMBIENCE",the service is good and the resturant is clean .,compound_sentence,service good resturant clean,"[['service'], ['resturant']]","[['good'], ['clean']]","['SERVICE', 'AMBIENCE']","['positive', 'positive']"
141,641,682391,682391:3,Best Taiwanese food in NY!,FOOD#QUALITY,positive,FOOD,best taiwanese food in ny,phrase,best taiwanese food ny,"[['food', 'ny']]",[['best']],['SERVICE'],['positive']
142,642,707917,707917:2,Rao's has the best service and atmosphere in NYC.,"SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive","SERVICE,AMBIENCE",rao is has the best service and atmosphere in nyc .,simple_sentence,rao best service atmosphere nyc,"[['rao', 'service']]",[['best']],['SERVICE'],['positive']
143,646,709294,709294:5,Staff is very accomodating.,SERVICE#GENERAL,positive,SERVICE,staff is very accomodating .,simple_sentence,staff accomodating,[['staff']],[['accomodating']],['SERVICE'],['positive']
144,652,717570,717570:5,The staff there is very attentive and down to earth.,SERVICE#GENERAL,positive,SERVICE,the staff there is very attentive and down to earth .,simple_sentence,staff attentive earth,[['staff']],[['attentive']],['SERVICE'],['positive']
145,653,720418,720418:0,Great Indian food and the service is incredible.,"FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE",great indian food and the service is incredible .,simple_sentence,great indian food service incredible,"[['food', 'service']]","[['great', 'incredible']]",['SERVICE'],['positive']
146,655,720620,720620:1,The food here does a great service to the name (Cantonese that is...).,FOOD#QUALITY,positive,FOOD,the food here does a great service to the name ( cantonese that is ... ) .,complex_sentence,food great service name cantonese,"[['food', 'service']]",[['great']],['SERVICE'],['positive']
147,662,737999,737999:2,Always good drinks and service is pretty good;,"FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE",always good drinks and service is pretty good,simple_sentence,always good drink service pretty good,"[['drink'], ['service']]","[['good'], ['pretty', 'good']]","['FOOD', 'SERVICE']","['positive', 'positive']"
148,667,746254,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","FOOD#PRICES,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL","negative,negative,negative,negative","FOOD,SERVICE,SERVICE,SERVICE","with so many good restaurants on the uws , i do not need overpriced food , absurdly arrogant wait-staff who do not recognize they work at a glorified diner , clumsy service , and management that does not care .",complex_sentence,many good restaurant uws donot need overprice food absurdly arrogant wait staff donot recognize work glorified diner clumsy service management doesnot care,"[['restaurant', 'uws'], ['food'], ['wait-staff'], ['diner'], ['service']]","[['good'], ['overpriced'], ['absurdly', 'arrogant'], ['work', 'glorified'], ['clumsy']]","['AMBIENCE', 'FOOD', 'SERVICE', 'AMBIENCE', 'SERVICE']","['positive', 'negative', 'negative', 'negative', 'positive']"
149,668,751493,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,"SERVICE#GENERAL,FOOD#PRICES,FOOD#QUALITY","negative,negative,negative","SERVICE,FOOD,FOOD",i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side .,compound_complex_sentence,relatively new area try pick bgel 2nd disappoint service think food overated pricey side,"[['service'], ['side'], ['bgel', 'thought', 'bgel', 'thought', 'food']]","[['disappoint'], ['pricey'], ['new']]","['SERVICE', 'VALUE', 'AMBIENCE']","['positive', 'positive', 'positive']"
150,669,757762,757762:1,The only problem is that the manager is a complete incompetent.,SERVICE#GENERAL,negative,SERVICE,the only problem is that the manager is a complete incompetent .,complex_sentence,problem manager complete incompetent,[['manager']],[['incompetent']],['SERVICE'],['positive']
151,671,757762,757762:5,There is no excuse for such lousy service!,SERVICE#GENERAL,negative,SERVICE,there is no excuse for such lousy service,simple_sentence,excuse lousy service,[['service']],"[['excuse', 'lousy']]",['SERVICE'],['positive']
152,672,759781,759781:2,"Most of the servers are very attentive, friendly and quite attractive.",SERVICE#GENERAL,positive,SERVICE,"most of the servers are very attentive , friendly and quite attractive .",simple_sentence,server attentive friendly quite attractive,[['server']],"[['attentive', 'friendly', 'attractive']]",['SERVICE'],['positive']
153,673,759781,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!","AMBIENCE#GENERAL,SERVICE#GENERAL,FOOD#QUALITY","positive,positive,positive","AMBIENCE,SERVICE,FOOD","the vibe is very relaxed and cozy , service was great and the food was excellent",compound_sentence,vibe relax cozy service great food excellent,"[['service'], ['food'], ['vibe']]","[['great'], ['excellent'], ['relax', 'cozy']]","['SERVICE', 'FOOD', 'AMBIENCE']","['positive', 'positive', 'positive']"
154,676,773720,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive","SERVICE,AMBIENCE",although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,complex_sentence,although typical kind water would like question service good overall relax place eat,"[['question'], ['service']]","[['like'], ['good']]","['AMBIENCE', 'SERVICE']","['positive', 'positive']"
155,679,872763,872763:4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,SERVICE#GENERAL,negative,SERVICE,there is a downside if you 're ordering in -- the delivery guys have major attitude .,compound_complex_sentence,downside order inthe delivery guy major attitude,"[['delivery', 'guy', 'attitude']]",[['downside']],['SERVICE'],['positive']
156,680,872763,872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,SERVICE#GENERAL,negative,SERVICE,never have i had such dramatic delivery guys ( a lot of huffing and panting and muttering under breath b/c i live in a walkup ) who always seem disappointed with their tips .,phrase,never dramatic delivery guy lot huffing panting mutter breath b c live walkup always seem disappointed tip,"[['breath', 'b/c', 'tip']]",[['disappointed']],['SERVICE'],['positive']
157,684,875139,875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol","FOOD#QUALITY,FOOD#STYLE_OPTIONS","negative,negative","FOOD,FOOD","the pasta penne was pretty extra buttery , creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and NUM to count , penne ... got a little moody afterwards cause was stuffed ... lol",complex_sentence,pasta penne pretty extra buttery creamy mean big task diggest tasty first would say full slice pizza count penne get little moody afterwards cause stuff lol,"[['task'], ['pasta', 'penne', 'creamy']]","[['big'], ['pretty']]","['SERVICE', 'FOOD']","['negative', 'positive']"
