,Unnamed: 0,reviewID,sentenceID,review,category,polarity,entity,preprocessed_sentence,type_sentence,preprocessed_sentence_lemma,aspect_prediction,opinion_term_prediction,entity_prediction
185,186,1126886,1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.","SERVICE#GENERAL,AMBIENCE#GENERAL,FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive,positive,positive","SERVICE,AMBIENCE,FOOD,FOOD","the service is excellent , the decor is great , and the food is delicious and comes in large portions .",compound_sentence,service excellent decor great food delicious come large portion,"[['service'], ['decor'], ['food'], ['portion']]","[['excellent'], ['great'], ['delicious'], ['large']]","['SERVICE', 'AMBIENCE', 'FOOD', 'SERVICE']"
186,187,1131595,1131595:0,This place is incredibly tiny.,AMBIENCE#GENERAL,negative,AMBIENCE,this place is incredibly tiny .,simple_sentence,place incredibly tiny,[['place']],"[['incredibly', 'tiny']]",['AMBIENCE']
187,188,1131595,1131595:2,The hostess is rude to the point of being offensive.,SERVICE#GENERAL,negative,SERVICE,the hostess is rude to the point of being offensive .,simple_sentence,hostess rude point offensive,[['hostess']],"[['rude', 'offensive']]",['AMBIENCE']
188,189,1131595,1131595:3,The food was bland oily.,FOOD#QUALITY,negative,FOOD,the food was bland oily .,simple_sentence,food bland oily,[['food']],[['bland']],['FOOD']
189,190,1138996,1138996:1,"We have been to this place many times, and always have great food, wine, and service.","FOOD#QUALITY,FOOD#QUALITY,SERVICE#GENERAL","positive,positive,positive","FOOD,FOOD,SERVICE","we have been to this place many times , and always have great food , wine , and service .",compound_sentence,place many time always great food wine service,"[['place', 'time'], ['food']]","[['many'], ['great']]","['AMBIENCE', 'FOOD']"
190,191,1138996,1138996:2,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",SERVICE#GENERAL,positive,SERVICE,"we were worried we would have trouble getting in , but somehow managed to have a short wait .",compound_complex_sentence,worry would trouble get somehow manage short wait,[['wait']],[['short']],['SERVICE']
191,192,1138996,1138996:4,"When we sat, we got great and fast service.",SERVICE#GENERAL,positive,SERVICE,"when we sat , we got great and fast service .",complex_sentence,sit get great fast service,[['service']],[['fast']],['SERVICE']
192,193,1138996,1138996:5,The people that work there are always so friendly you forget you are in New York sometimes.,SERVICE#GENERAL,positive,SERVICE,the people that work there are always so friendly you forget you are in new york sometimes .,complex_sentence,people work always friendly forget new york sometimes,[['people']],[['new']],['SERVICE']
193,194,1145510,1145510:1,The pizza is yummy and I like the atmoshpere.,"FOOD#QUALITY,AMBIENCE#GENERAL","positive,positive","FOOD,AMBIENCE",the pizza is yummy and i like the atmoshpere .,simple_sentence,pizza yummy like atmoshpere,"[['pizza'], ['atmoshpere']]","[['yummy'], ['like']]","['FOOD', 'AMBIENCE']"
194,195,1145510,1145510:2,But the pizza is way to expensive.,FOOD#PRICES,negative,FOOD,but the pizza is way to expensive .,simple_sentence,pizza way expensive,"[['pizza', 'way']]",[['expensive']],['FOOD']
195,196,1147082,1147082:0,I went there for lunch and the lunch was not as good as I expected from the reviews I read.,FOOD#QUALITY,negative,FOOD,i went there for lunch and the lunch was not as good as i expected from the reviews i read .,compound_sentence,go lunch lunch good expect review read,"[['lunch', 'lunch', 'review']]",[['good']],['AMBIENCE']
196,197,1147082,1147082:1,Sauce was watery and the food didn't have much flavor.,"FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD",sauce was watery and the food did not have much flavor .,compound_sentence,sauce watery food didnot much flavor,"[['sauce'], ['food', 'flavor']]","[['watery'], ['much']]","['FOOD', 'FOOD']"
197,198,1147211,1147211:2,The waitress was very patient with us and the food is phenomenal!,"SERVICE#GENERAL,FOOD#QUALITY","positive,positive","SERVICE,FOOD",the waitress was very patient with us and the food is phenomenal,compound_sentence,waitress patient us food phenomenal,"[['waitress'], ['food']]","[['patient'], ['phenomenal']]","['AMBIENCE', 'FOOD']"
198,199,1147211,1147211:3,"Service was prompt, friendly and great.",SERVICE#GENERAL,positive,SERVICE,"service was prompt , friendly and great .",simple_sentence,service prompt friendly great,[['service']],"[['prompt', 'friendly', 'great']]",['SERVICE']
199,200,1153034,1153034:0,Horrible pizza and bad service.,"FOOD#QUALITY,SERVICE#GENERAL","negative,negative","FOOD,SERVICE",horrible pizza and bad service .,phrase,horrible pizza bad service,"[['pizza'], ['service']]","[['horrible'], ['bad']]","['FOOD', 'SERVICE']"
200,201,1153034,1153034:1,"There was a small wait, but shorter than I expected.",SERVICE#GENERAL,positive,SERVICE,"there was a small wait , but shorter than i expected .",simple_sentence,small wait short expect,[['wait']],[['small']],['SERVICE']
201,202,1154550,1154550:0,This is the best sushi in new york city - hands down.,FOOD#QUALITY,positive,FOOD,this is the best sushi in new york city - hands down .,simple_sentence,best sushi new york city hand,"[['sushi', 'city', 'hand']]","[['best', 'new', 'york']]",['FOOD']
202,203,1154550,1154550:1,The place is small and cramped but the food is fantastic.,"AMBIENCE#GENERAL,FOOD#QUALITY","negative,positive","AMBIENCE,FOOD",the place is small and cramped but the food is fantastic .,compound_sentence,place small cramped food fantastic,"[['food'], ['place']]","[['fantastic'], ['small', 'cramped']]","['FOOD', 'AMBIENCE']"
203,204,1162037,1162037:2,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",AMBIENCE#GENERAL,negative,AMBIENCE,"the atmosphere is not the greatest , but i suppose that is how they keep the prices down .",complex_sentence,atmosphere isnot great suppose keep price,[['atmosphere']],[['great']],['AMBIENCE']
204,206,1189674,1189674:0,First went here to enjoy their garden terrace.,AMBIENCE#GENERAL,positive,AMBIENCE,first went here to enjoy their garden terrace .,phrase,first go enjoy garden terrace,"[['garden', 'terrace']]",[['enjoy']],['AMBIENCE']
205,207,1189674,1189674:1,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE","the food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",compound_sentence,food amazing service prompt helpful bearing rush,"[['food'], ['service']]","[['amazing'], ['prompt', 'helpful']]","['FOOD', 'SERVICE']"
206,208,1189674,1189674:2,"The Steak Tartare is a great bet, they fix it for you at the table.",FOOD#STYLE_OPTIONS,positive,FOOD,"the steak tartare is a great bet , they fix it for you at the table .",compound_sentence,steak tartare great bet fix table,"[['steak', 'tartare', 'bet']]",[['great']],['VALUE']
207,209,1189674,1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,negative","AMBIENCE,AMBIENCE","admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",compound_sentence,admittedly night inside restaurant rather warm open kitchen part charm,"[['night'], ['kitchen', 'part']]","[['warm'], ['open', 'charm']]","['AMBIENCE', 'AMBIENCE']"
208,210,1189674,1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","AMBIENCE#GENERAL,FOOD#QUALITY","positive,positive","AMBIENCE,FOOD","it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",compound_complex_sentence,may bit packed weekend vibe good best french food find area,"[['weekend'], ['vibe'], ['food']]","[['packed'], ['good'], ['best', 'french']]","['AMBIENCE', 'AMBIENCE', 'FOOD']"
209,211,1199292,1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!","FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD","pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best , freshly baked bread",phrase,pizza pizza nyc additional topping crust taste like best freshly baked bread,"[['pizza', 'nyc', 'topping', 'crust', 'taste']]","[['like', 'best']]",['FOOD']
210,212,1199480,1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","AMBIENCE#GENERAL,FOOD#QUALITY","positive,positive","AMBIENCE,FOOD","not sure where the previous reviewer , lonk , dined , but saul is in a great neighborhood and has great food",phrase,sure previous reviewer lonk din saul great neighborhood great food,"[['reviewer'], ['lonk', 'saul'], ['lonk', 'food']]","[['previous'], ['great'], ['great']]","['SERVICE', 'AMBIENCE', 'FOOD']"
211,213,1199480,1199480:2,I'd highly recommend it for a special occasion and it provides and intimate setting and nice service.,"AMBIENCE#GENERAL,SERVICE#GENERAL","positive,positive","AMBIENCE,SERVICE",i 'd highly recommend it for a special occasion and it provides and intimate setting and nice service .,compound_sentence,highly recommend special occasion provide intimate setting nice service,"[['setting'], ['service'], ['occasion']]","[['intimate'], ['nice'], ['recommend', 'special']]","['AMBIENCE', 'SERVICE', 'AMBIENCE']"
212,214,1212346,1212346:0,"Moules were excellent, lobster ravioli was VERY salty!","FOOD#QUALITY,FOOD#QUALITY","positive,negative","FOOD,FOOD","moules were excellent , lobster ravioli was very salty",complex_sentence,moules excellent lobster ravioli salty,"[['moules'], ['lobster', 'ravioli']]","[['excellent'], ['salty']]","['FOOD', 'FOOD']"
213,215,1212346,1212346:1,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",SERVICE#GENERAL,negative,SERVICE,"took my mom for mother is day , and the maitre d was pretty rude .",simple_sentence,take mom mother day maitre pretty rude,[['maitre']],"[['pretty', 'rude']]",['AMBIENCE']
214,216,1212346,1212346:4,Tiny dessert was $8.00...just plain overpriced for what it is.,"FOOD#QUALITY,FOOD#STYLE_OPTIONS,FOOD#PRICES","negative,negative,negative","FOOD,FOOD,FOOD",tiny dessert was NUM.NUM ... just plain overpriced for what it is .,complex_sentence,tiny dessert plain overprice,"[['dessert', 'NUM.NUM']]","[['tiny', 'plain', 'overprice']]",['FOOD']
215,217,1221938,1221938:3,Downstairs lounge is always a good attraction,AMBIENCE#GENERAL,positive,AMBIENCE,downstairs lounge is always a good attraction,phrase,downstairs lounge always good attraction,[['lounge']],"[['good', 'attraction']]",['AMBIENCE']
216,218,1225162,1225162:0,"Raga's is a romantic, cozy restaurant.",AMBIENCE#GENERAL,positive,AMBIENCE,"raga is is a romantic , cozy restaurant .",simple_sentence,raga romantic cozy restaurant,"[['raga'], ['restaurant']]","[['romantic'], ['cozy']]","['AMBIENCE', 'AMBIENCE']"
217,219,1225162,1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations.,"FOOD#STYLE_OPTIONS,FOOD#QUALITY","positive,positive","FOOD,FOOD",the exotic food is beautifully presented and is a delight in delicious combinations .,compound_sentence,exotic food beautifully present delight delicious combination,"[['food'], ['combination']]","[['exotic', 'beautifully'], ['delight', 'delicious']]","['FOOD', 'AMBIENCE']"
218,220,1225162,1225162:3,The staff is incredibly helpful and attentive.,SERVICE#GENERAL,positive,SERVICE,the staff is incredibly helpful and attentive .,simple_sentence,staff incredibly helpful attentive,[['staff']],"[['incredibly', 'helpful', 'attentive']]",['SERVICE']
219,221,1230993,1230993:1,I loved everythig about it-especially the shows and actors.,"AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,positive","AMBIENCE,AMBIENCE",i loved everythig about it-especially the shows and actors .,simple_sentence,love everythig especially show actor,"[['everythig', 'show']]",[['love']],['AMBIENCE']
220,222,1230993,1230993:2,Our server was very helpful and friendly.,SERVICE#GENERAL,positive,SERVICE,our server was very helpful and friendly .,simple_sentence,server helpful friendly,[['server']],"[['helpful', 'friendly']]",['SERVICE']
221,223,1230993,1230993:4,The food was bad.,FOOD#QUALITY,negative,FOOD,the food was bad.,simple_sentence,food bad,[['food']],[['bad']],['FOOD']
222,224,1232468,1232468:0,The tuna and wasabe potatoes are bad.,"FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD",the tuna and wasabe potatoes are bad .,simple_sentence,tuna wasabe potato bad,"[['tuna', 'wasabe', 'potato']]",[['bad']],['FOOD']
223,225,1232468,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,AMBIENCE#GENERAL,positive,AMBIENCE,the outdoor atmosphere of sitting on the sidewalk watching the world go by NUM feet away on 6th avenue on a cool evening was wonderful .,compound_sentence,outdoor atmosphere sit sidewalk watch world go foot away 6th avenue cool evening wonderful,"[['atmosphere', 'sidewalk'], ['world']]","[['outdoor', 'wonderful'], ['cool']]","['AMBIENCE', 'AMBIENCE']"
224,226,1232468,1232468:3,Service was prompt and courteous.,SERVICE#GENERAL,positive,SERVICE,service was prompt and courteous .,simple_sentence,service prompt courteous,[['service']],"[['prompt', 'courteous']]",['SERVICE']
225,227,1241906,1241906:0,"Bad service, bad food.","SERVICE#GENERAL,FOOD#QUALITY","negative,negative","SERVICE,FOOD","bad service , bad food .",phrase,bad service bad food,"[['service'], ['food']]","[['bad'], ['bad']]","['SERVICE', 'FOOD']"
226,228,1253117,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD","the pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria is .",compound_complex_sentence,pizza delicious use fresh mozzarella instead cheap frozen shredded cheese common pizzaria,"[['pizza'], ['pizzaria'], ['mozzarella']]","[['delicious'], ['common'], ['fresh', 'cheap', 'frozen']]","['FOOD', 'FOOD', 'FOOD']"
227,229,1253117,1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",FOOD#STYLE_OPTIONS,negative,FOOD,"two complaints- their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu .",compound_complex_sentence,two complaint appetizer selection stink would nice get mozzarella stick menu,"[['appetizer', 'selection'], ['ir'], ['mozzarella']]","[['stink'], ['complaint'], ['nice']]","['FOOD', 'AMBIENCE', 'FOOD']"
228,230,1253117,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"SERVICE#GENERAL,FOOD#QUALITY","negative,positive","SERVICE,FOOD",wait staff is blantently unappreciative of your business but its the best pie on the uws,phrase,wait staff blantently unappreciative business best pie uws,"[['staff'], ['pie', 'uws']]","[['unappreciative'], ['best']]","['SERVICE', 'FOOD']"
229,231,1256373,1256373:0,By far the worst salad I have had in a fast food restaurant.,FOOD#QUALITY,negative,FOOD,by far the worst salad i have had in a fast food restaurant .,simple_sentence,far bad salad fast food restaurant,[['salad']],"[['bad', 'fast']]",['FOOD']
230,232,1256373,1256373:1,fine dining restaurant quality.,FOOD#QUALITY,positive,FOOD,fine dining restaurant quality .,phrase,fine dining restaurant quality,"[['dining', 'restaurant', 'quality']]",[['fine']],['AMBIENCE']
231,233,1264954,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,FOOD#QUALITY,SERVICE#GENERAL","positive,positive,positive,positive","FOOD,FOOD,FOOD,SERVICE","the chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .",simple_sentence,chicken pot pie excpetiona cheeseburger huge delictable service professional wan warm,[['service']],"[['professional', 'warm']]",['SERVICE']
232,234,1269216,1269216:1,The staff is no nonsense.,SERVICE#GENERAL,positive,SERVICE,the staff is no nonsense .,simple_sentence,staff nonsense,[['staff']],[['nonsense']],['SERVICE']
233,235,1269216,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,FOOD#QUALITY,positive,FOOD,when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else .,compound_complex_sentence,live upstate would buy freeze bagel would still good else,[['bagel']],[['freeze']],['FOOD']
234,236,1280166,1280166:1,"Service was very good - prompt, attentive and non-intrusive.",SERVICE#GENERAL,positive,SERVICE,"service was very good - prompt , attentive and non-intrusive .",simple_sentence,service good prompt attentive non intrusive,[['service']],"[['good', 'prompt', 'attentive', 'non-intrusive']]",['SERVICE']
235,237,1280166,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","FOOD#QUALITY,FOOD#QUALITY","positive,negative","FOOD,FOOD","food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt-in-your-mouth experience ) .",complex_sentence,food good well consider try budget selection though wish pork belly order roasted bit longer fat melt mouth experience,"[['food'], ['budget', 'selection', 'pork', 'belly', 'experience'], ['budget', 'selection', 'budget', 'selection', 'pork', 'belly']]","[['good', 'well'], ['fat', 'melt-in-your-mouth'], ['roasted']]","['FOOD', 'FOOD', 'VALUE']"
236,238,1280166,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,negative","AMBIENCE,AMBIENCE",traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,compound_complex_sentence,traditional french decour pleasant though hall rather noisy restaurant full raise voice able maintain conversation,"[['decour'], ['hall'], ['restaurant'], ['voice']]","[['traditional', 'french', 'pleasant'], ['noisy'], ['full'], ['able']]","['FOOD', 'AMBIENCE', 'AMBIENCE', 'SERVICE']"
237,239,1280179,1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",SERVICE#GENERAL,positive,SERVICE,"seating is always prompt , though the restaurant does fill up in the evening .",complex_sentence,seating always prompt though restaurant fill evening,[['seating']],[['prompt']],['FOOD']
238,240,1280179,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.","FOOD#QUALITY,FOOD#QUALITY","positive,negative","FOOD,FOOD","food is usually very good , though ocasionally i wondered about freshmess of raw vegatables in side orders .",complex_sentence,food usually good though ocasionally wonder freshmess raw vegatables side order,"[['food'], ['freshmess']]","[['good'], ['raw']]","['FOOD', 'FOOD']"
239,241,1280179,1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,positive","AMBIENCE,AMBIENCE","the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",complex_sentence,decor vibrant eye please several semi private boths right side dining hall great date,[['decor']],"[['vibrant', 'eye-pleasing', 'several', 'semi-private', 'right']]",['AMBIENCE']
240,242,1286916,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.","AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,positive","AMBIENCE,AMBIENCE","the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .",complex_sentence,first time go completely take live jazz band atmosphere order lobster cobb salad,"[['jazz', 'band'], ['atmosphere', 'time', 'lobster', 'cobb', 'salad']]","[['live'], ['first']]","['SERVICE', 'FOOD']"
241,243,1286916,1286916:3,It's simply the best meal in NYC.,FOOD#QUALITY,positive,FOOD,it is simply the best meal in nyc .,simple_sentence,simply best meal nyc,"[['meal', 'nyc']]",[['best']],['FOOD']
242,244,1287538,1287538:3,The food is a diamond in rough and the food is delicious and homemade with the perfect balance of herbs and tomatoes.,"FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD",the food is a diamond in rough and the food is delicious and homemade with the perfect balance of herbs and tomatoes .,compound_sentence,food diamond rough food delicious homemade perfect balance herb tomato,"[['food', 'diamond'], ['food'], ['homemade', 'balance', 'herb']]","[['rough'], ['delicious'], ['perfect']]","['FOOD', 'FOOD', 'FOOD']"
243,245,1289424,1289424:3,The server was really cool and served us our food and drinks with a smile.,SERVICE#GENERAL,positive,SERVICE,the server was really cool and served us our food and drinks with a smile .,compound_sentence,server really cool serve us food drink smile,"[['server'], ['drink']]","[['cool'], ['smile']]","['SERVICE', 'FOOD']"
244,246,1289424,1289424:4,The place's decor and hidden bathrooms made for a good laugh.,"AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,positive","AMBIENCE,AMBIENCE",the place is decor and hidden bathrooms made for a good laugh .,compound_sentence,place decor hidden bathroom make good laugh,"[['place', 'decor', 'bathroom']]","[['hidden', 'good']]",['AMBIENCE']
245,247,1293334,1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.","FOOD#STYLE_OPTIONS,FOOD#QUALITY,FOOD#QUALITY","positive,positive,positive","FOOD,FOOD,FOOD","the have over NUM different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .",compound_complex_sentence,different beer offer thier guest make husband happy food delicious must recommend dish must pumkin tortelini,"[['num', 'guest'], ['food'], ['dish'], ['husband']]","[['different', 'thier'], ['delicious'], ['recommend'], ['happy']]","['SERVICE', 'FOOD', 'FOOD', 'SERVICE']"
246,248,1293334,1293334:3,The entertainment was great they have shows that go on through out the dinner.,AMBIENCE#GENERAL,positive,AMBIENCE,the entertainment was great they have shows that go on through out the dinner .,complex_sentence,entertainment great show go dinner,"[['show', 'dinner', 'entertainment']]",[['great']],['FOOD']
247,249,1297844,1297844:2,The bagel was small.,FOOD#STYLE_OPTIONS,negative,FOOD,the bagel was small .,simple_sentence,bagel small,[['bagel']],[['small']],['FOOD']
248,250,1297844,1297844:4,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,FOOD#STYLE_OPTIONS,negative,FOOD,the workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .,simple_sentence,worker also absolutely load bagel cream cheese get little messy,"[['worker', 'bagel', 'cream', 'cheese', 'little']]",[['messy']],['FOOD']
249,251,1300636,1300636:0,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,"FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE",this was my frist time at cafe st. bart is and i must say how delicous the food and the service was .,compound_complex_sentence,frist time cafe st bart must say delicous food service,"[['frist', 'time', 'cafe', 'st', 'bart', 'food']]",[['delicous']],['FOOD']
250,252,1300636,1300636:2,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,"FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD",i have to highly recommend the lobster roll - not to much mayo you can tell it was a fresh lobster .,compound_complex_sentence,highly recommend lobster roll much mayo tell fresh lobster,"[['lobster', 'roll'], ['lobster']]","[['recommend'], ['fresh']]","['FOOD', 'FOOD']"
251,253,1300636,1300636:3,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.","FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY","positive,positive,positive","FOOD,FOOD,FOOD","other guests enjoyed pizza , santa fe chopped salad and fish and chips .",compound_sentence,guest enjoy pizza santa fe chop salad fish chip,"[['guest', 'pizza']]",[['enjoy']],['FOOD']
252,254,1300636,1300636:4,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.","FOOD#QUALITY,AMBIENCE#GENERAL,SERVICE#GENERAL","positive,positive,positive","FOOD,AMBIENCE,SERVICE","i highly recommend cafe st. bart is for their food , the ambience and wonderful service .",complex_sentence,highly recommend cafe st bart food ambience wonderful service,"[['cafe', 'st.', 'bart', 'ambience', 'service'], ['cafe', 'st.', 'bart', 'cafe', 'st.', 'bart', 'ambience']]","[['wonderful'], ['recommend']]","['SERVICE', 'AMBIENCE']"
253,255,1303888,1303888:0,The staff is absolutely professional!! ,SERVICE#GENERAL,positive,SERVICE,the staff is absolutely professional,phrase,staff absolutely professional,[['staff']],[['professional']],['SERVICE']
254,256,1303984,1303984:1,My chow fun and chow see was really bland and oily.,FOOD#QUALITY,negative,FOOD,my chow fun and chow see was really bland and oily .,complex_sentence,chow fun chow see really bland oily,"[['oily', 'chow'], ['oily']]","[['fun'], ['bland']]","['FOOD', 'FOOD']"
255,258,1308557,1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.","FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY","negative,negative,negative","FOOD,FOOD,FOOD","it is boring on the inside , and our sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .",compound_sentence,bore inside sushi pretty averagethe tuna soggy roll flavor,"[['inside'], ['sushi'], ['tuna']]","[['bore'], ['pretty'], ['soggy']]","['AMBIENCE', 'FOOD', 'FOOD']"
256,259,1310217,1310217:1,Their pad penang is delicious and everything else is fantastic.,FOOD#QUALITY,positive,FOOD,their pad penang is delicious and everything else is fantastic .,compound_sentence,pad penang delicious everything else fantastic,"[['pad', 'penang']]",[['delicious']],['FOOD']
257,260,1310217,1310217:2,The price is reasonable although the service is poor.,SERVICE#GENERAL,negative,SERVICE,the price is reasonable although the service is poor .,complex_sentence,price reasonable although service poor,"[['service'], ['price']]","[['poor'], ['reasonable']]","['SERVICE', 'VALUE']"
258,261,1328078,1328078:3,"the salads are delicious, both refreshing and very spicy.",FOOD#QUALITY,positive,FOOD,"the salads are delicious , both refreshing and very spicy .",simple_sentence,salad delicious refreshing spicy,[['salad']],"[['delicious', 'refreshing', 'spicy']]",['FOOD']
259,262,1328078,1328078:4,We had Pam's special fried fish and it was amazing.,FOOD#QUALITY,positive,FOOD,we had pam is special fried fish and it was amazing .,compound_complex_sentence,pam special fried fish amazing,"[['pam', 'fish'], ['pam']]","[['special', 'fried'], ['amazing']]","['FOOD', 'FOOD']"
260,263,1335154,1335154:1,"Great vibe, lots of people.",AMBIENCE#GENERAL,positive,AMBIENCE,"great vibe , lots of people .",phrase,great vibe lot people,[['vibe']],[['great']],['AMBIENCE']
261,264,1335154,1335154:4,"I didn't complain, I liked the atmosphere so much.",AMBIENCE#GENERAL,positive,AMBIENCE,"i did not complain , i liked the atmosphere so much .",compound_sentence,didnot complain like atmosphere much,[['atmosphere']],[['like']],['AMBIENCE']
262,265,1335656,1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",AMBIENCE#GENERAL,positive,AMBIENCE,"ambience is so cute and quaint , good for business although we were there on vacation .",complex_sentence,ambience cute quaint good business although vacation,"[['vacation', 'ambience'], ['business']]","[['cute', 'quaint'], ['good']]","['FOOD', 'SERVICE']"
263,266,1335656,1335656:3,Salads were bad.,FOOD#QUALITY,negative,FOOD,salads were bad .,simple_sentence,salad bad,[['salad']],[['bad']],['FOOD']
264,267,1335656,1335656:4,Although we were looking for regular lettuce and some walnuts the salads we got were great.,FOOD#QUALITY,positive,FOOD,although we were looking for regular lettuce and some walnuts the salads we got were great .,complex_sentence,although look regular lettuce walnut salad get great,"[['lettuce'], ['walnut', 'salad']]","[['regular'], ['great']]","['FOOD', 'FOOD']"
265,268,1335656,1335656:5,Ingredients are organic which is a real plus for me.,FOOD#QUALITY,positive,FOOD,ingredients are organic which is a real plus for me .,complex_sentence,ingredient organic real plus,"[['real', 'ingredient']]",[['organic']],['FOOD']
266,269,1338124,1338124:0,"This is some really good, inexpensive sushi.","FOOD#QUALITY,FOOD#PRICES","positive,positive","FOOD,FOOD","this is some really good , inexpensive sushi .",phrase,really good inexpensive sushi,[['sushi']],[['inexpensive']],['FOOD']
267,270,1338124,1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,"FOOD#STYLE_OPTIONS,FOOD#QUALITY,FOOD#PRICES","positive,positive,positive","FOOD,FOOD,FOOD",the spicy tuna roll is huge and probably the best that i have had at this price range .,complex_sentence,spicy tuna roll huge probably best price range,"[['spicy', 'tuna', 'roll'], ['price']]","[['huge'], ['best']]","['FOOD', 'VALUE']"
268,271,1338124,1338124:3,The Yellowtail was particularly good as well.,FOOD#QUALITY,positive,FOOD,the yellowtail was particularly good as well .,simple_sentence,yellowtail particularly good well,[['yellowtail']],"[['good', 'well']]",['FOOD']
