,0,aspect,prediction
324,"i 've gotten used to it ( holding it in just the right realation to the ear , ducking into quieter places in bars ) but when others borrow it they 're shocked i can use it . ",,|realation!right|ear!right
325,"so , i recomend it , but not for those that have any hearing troubles , or for those that like to talk a lot in crowded public places ( which is annoying , by the way . ) ",,lot!like|way!lot
326,i bought this phone when it first came out in the summer . ,,summer!first
327,"prior to my switch to t-mobile , sprint was my service-provider . ",,service-provider!prior|switch!t-mobile|sprint!prior
328,"to say the least , i was horribly dissatisified with my service with sprint , which was why t-mobile was so fantastically refreshing . ",,t-mobile!refreshing|sprint!refreshing
329,"my past two phones were all flip phones , and i was beginning to tire of them . ",,
330,"nokia was my first nonflip phone , and i 'm glad i decided to go with them . ",nokia!+,phone!nokia|nokia!first
331,"first of all , my calls were loud and clear , unlike with sprint . ",volume!+,
332,i could make phone calls from locations i previously could not ( like my apartment ) . ,reception!+,
333,"the phone is small , light , and very attractive . ",size!+,phone!light
334,the battery-life is amazing . ,battery life!+,battery-life!amazing
335,"the color-screen is a plus , as are the polyphonic ringtones . ",color screen!+,|plus!polyphonic
336,"i 'm not one who uses web-browsing , so this phone easily met and surpassed my needs . ",phone!+,
337,i highly recommend this phone to anyone . ,phone!+,phone!recommend|anyone!phone
338,i 've yet to be dissappointed . ,,
339,"nokia 6610 ( sound quality ) the phone is great with very cool features &#38; options , but comparing to my older motorola-phone , it gets a failing grade in speaker-quality . ",,grade!failing|quality!sound|nokia!sound|phone!great|motorola-phone!nokia|speaker-quality!grade
340,"i do here a constant high-pitched distorted sound , not to mention the volume does not seem to be loud enough . ",sound!-,volume!loud|sound!loud
341,"it 's going back today , &#38; being replaced with the new samsung x105 . ",,x105!new
342,you do take your chances with this phone . ,,
343,"i considered this phone ( nokia 6610 ) , mainly because of my sister and the features . ",,sister!nokia|phone!nokia
344,"it is a great phone , if you are traveling all over the world , packed with wonderful features . ",phone!+|feature!+,phone!great
345,"truly , i am quite impressed . . ! ! ",,
346,"this is a very light phone - a little less than 3 oz , with long battery-life ( not as long as the new polymer-technology ) . ",weight!+,phone!light|battery-life!light|oz!phone
347,"on an average , you would charge it once a week . ",,
348,"the hands-free speakerphone is quite powerful ( like the motorola-phone , i used to own ) . ",speakerphone!+,speakerphone!powerful|motorola-phone!powerful|motorola-phone!speakerphone
349,i simply love this feature . ,speakerphone!+,feature!love
350,in addition it comes with a sleek and powerful headset . ,headset!+,headset!sleek
351,the built in fm-radio is excellent for people traveling by public transport . ,radio!+,transport!public
352,"if you buy the stereo-headset , you will enjoy it much more . ",,
353,the pc-sync-feature is superb that comes with nokia-pc-suite software ( with data cable or infrared port or bluetooth ) . ,pc sync!+,software!nokia-pc-suite|cable!nokia-pc-suite|pc-sync-feature!superb|port!infrared|bluetooth!infrared|port!cable|bluetooth!cable
354,"no more hazzles of keying in all data , using the small phone-keypad . ",,phone-keypad!small
355,"just maintain them ( phonebook , calendar and to-do-list ) in ms outlook or lotus notes and transfer data back and forth . ",,
356,"additionally , it has more fun-stuff like more tones , wallpapers , screensaver , stop clock , alarm , java applications ( chess , currency-converter-etc. ) ",tone!+,
357,"the mobile text-messaging , chat , picture-sharing etc. other nicities , that you would enjoy . ",message!+,|text-messaging!mobile|chat!mobile
358,"the mms technology is very well integrated with this phone , which you will enjoy . ",mms!+,technology!integrated|phone!technology
359,the built-in camera they offer these days is more of kids stuff . ,,camera!built-in|stuff!camera
360,"if you have a good digital camera , there is no reason to consider the camera capabilities of a mobile phone . ",,phone!mobile|camera!good
361,"however , if you are keen , you can attach a camera to this phone . ",,
362,"i have not yet discovered the internet features yet , which i will be doing soon . ",,
363,"i felt that i should write this comment-asap , as i am quite excited in using its features . ",,
364,"i can recommend this phone to anyone , anytime . ",phone!+,phone!recommend|anyone!phone
365,"after using the bulky 3650 for three weeks , i searched for a smaller alternative . ",,
366,i was immediately interested in the 6610 . ,,
367,i have used this phone for two months now . ,,
368,"not only is it the perfect size ( not too small , not too large ) , it also has all the features a high-tech phone-user would want . ",size!+,|size!perfect
369,"if you can live without an integrated camera , you wo n't miss much more . ",,camera!integrated
370,"in true nokia style , the phone is simple to use and despite its delicate appearance , this little guy is as durable as other nokias i have owned . ",use!+,appearance!delicate|phone!simple|style!true|style!phone|guy!durable
371,the phone-book is very user-friendly and the speakerphone is excellent . ,phone book!+,speakerphone!excellent|phone-book!user-friendly
372,"even better , with the optional headset you can listen to music over the integrated radio . ",radio!+,headset!optional|radio!integrated|music!better
373,if there are any drawbacks to this phone here they are . ,,
374,"although i find it more convenient to use 1-touch dialing , this phone does not have voice-dialing . ",voice dialing!-,phone!voice-dialing|dialing!1-touch|dialing!convenient|voice-dialing!phone
375,"the keypad is a decent size , but the power on/off key is small and difficult to press . ",key!-,key!small|power!small|size!decent|keypad!decent
376,"however , the battery-life is good enough you should n't be overly concerned with turning this phone off . ",battery life!+,battery-life!good
377,in my opinion the worst issue on this phone is the side-mounted volume-control . ,volume control!-,volume-control!issue|opinion!issue|issue!side-mounted|phone!volume-control
378,it requires significant force to operate which can be scary on such a small phone . ,,phone!small|force!significant
379,"one other issue is that the headphone-jack is unique to nokia , so standard headphones will not work . ",headphone jack!-,headphone-jack!unique|issue!unique|nokia!headphone-jack
380,overall this is the best phone i have ever owned . ,phone!+,phone!overall
381,any disadvantages are easily outweighed by its advantages . ,,
382,nokia does not disappoint in this model . ,phone!+,nokia!disappoint|model!nokia
383,go for it ! ,,
384,"i could n't be happier with t-mobile either , i switched from cingular . ",,
385,one complaint ... the screen is too easily scratched ! ,screen!-,screen!scratched|complaint!screen
386,but there are faceplates to replace it i guess ... ,,
387,almost there . ,,
388,i got this phone in t-mobile 's current customer-retention-program for very little money and no contract-renewal . ,,customer-retention-program!t-mobile|money!little|phone!current|t-mobile!current|contract-renewal!money
389,"i was getting so sick of my old motorola-l7089 , but was waiting for the right phone to come along . ",,motorola-l7089!old|phone!right
390,this is almost it but not quite but the price was right . ,,price!right
391,that said this phone does what it does extremely well - way better than anything-motorola can produce . ,,|way!well|way!phone
392,"it has great battery-life , fm-radio , excellent signal , hands free speakerphone ( which i have to say is probably my favorite function ) and downloadable java apps . ",battery life!+,speakerphone!free|fm-radio!great|function!favorite|signal!great|signal!favorite|signal!fm-radio|java!signal
393,"what it lacks for me is n't available on one phone yet , namely gsm850 ( also sometimes known as gsm800 ) , bluetooth and edge . ",,|gsm850!known|phone!known|bluetooth!known|bluetooth!gsm850|gsm800!gsm850|edge!known|edge!gsm850
394,so when the quad bands start appearing i will be upgrading again . ,,
395,but for now this will do . ,,
396,"oh and before anyone comments yes i know motorola have announced a quad-band-edge bluetooth-phone , but its not shipping at time of writing and the tri-band gsm850 phones lack the gsm900-band which is important if you like me globally roam . ",,gsm850!lack|gsm850!lack|gsm850!lack|gsm900-band!lack
397,great phone .. . ,phone!+,phone!great
398,great features .. . ,feature!+,
399,i purchased this phone after having been an at &#38; t-subscriber with a nokia 8260 phone for over three years . ,,|phone!nokia|t-subscriber!nokia
400,"i did a ton of research and settled on this phone because of the small size , speakerphone-option , great priced calling plan and access to my corporate email . ",size!+,speakerphone-option!small|size!small|email!corporate|access!corporate|plan!access
401,i went to an at &#38; t-store before i bought this phone to see if it was possible to get corporate email with any of their services and they looked at me like i had three heads . ,,email!corporate|email!possible
402,"they told me i would have to connect to my laptop , which had to be on and connected to my corporate network through the phone in order to access my corporate email . ",,network!corporate|phone!corporate|email!corporate|laptop!network
403,"with the t-mobile unlimited t-zones for $ 10 , i can check any number of email addresses and use unlimited internet . ",,internet!unlimited
404,i have had no problems with the phone . ,phone!+,
405,friends of mine are always asking about it and wanting to use it . ,,
406,i 've even had one friend buy one immediately after a test-drive . ,,
407,"great phone , i 'd buy another . ",phone!+,phone!great
408,"excellent phone , the phone looks much better than what u see in the pictures . ",phone!+|look!+,phone!excellent|phone!better
409,bluetooth-functionality would have made the phone even better . ,,bluetooth-functionality!better|phone!better|phone!bluetooth-functionality
410,"one more thing , the default ringtones that come with the phone are horrible . ",default ringtone!-,default!horrible
411,overall an excellent phone . ,phone!+,phone!overall
412,the service from t-mobile is very good too . ,t-mobile!+,service!good|t-mobile!good
413,in all a winning combination . ,,combination!winning
414,worth every penny ! ,,penny!worth
415,"great phone , easy to use , excellent network , no regrets ! ! ! ",phone!+,phone!great|network!great
416,i purchased this phone for just 50 $ and there is no end to what i can do with it . ,phone!+,
417,nokia and t-mobile really teamed up well on this baby . ,phone!+,baby!nokia|nokia!well|t-mobile!nokia
418,"it puts an end to organizational deficiencies as well as communications and internet , without a bulky phone like the treo or something , which i had to cell because i was so unhappy with it . ",,phone!bulky|treo!bulky|something!treo
419,now my little 6610 is the most coveted item at school ! ,,item!little|school!little
420,people have paid me money just to borrow it because its so elegant . ,,
421,"service is great as far as i can tell , features work like a charm , ringtones are high quality if you buy them from t-mobile and aim is great . ",service!+,quality!high|quality!great|aim!great|quality!great|aim!great|service!great
422,now i can always be in contact . ,,
423,"this is probably your best bet if you are looking for a phone in this price-range , or like me , do not have the patience to deal with annoying flip phones . ",phone!+,bet!best|price-range!bet
424,a great deal in general ! ,,deal!great
425,i would not give up this phone for the world . ,,
426,"1 month , no problems , great phone i 'm very pleased with my 6610 phone . ",phone!+,month!problems|phone!problems
427,"yes , the features are numerous . ",feature!+,
428,the speakerphone works better than any speakerphone i 've ever had . ,speakerphone!+,speakerphone!works|speakerphone!works
429,people i talk to on the speakerphone are shocked when it comes out at times that i 'm even using a speakerphone . ,,|talk!shocked
430,"the sound quality is excellent , except , maybe a * tad * too quiet at times when there are quieter talkers on the other end of the line . ",sound quality!+,end!other|end!quieter|quality!excellent|tad!excellent|line!other
431,the included earpiece is very comfortable and easy to use . ,earpiece!+,earpiece!comfortable
432,i have not had any distortion problems with this phone and am more pleased with this phone than any i 've used before . ,phone!+,
433,nokia has definitely won me over with this one . ,,nokia!won
434,first let me say that it is much smaller than it looks on the web and it also looks better . ,size!+|look{+1],web!better
435,the radio-feature has superb sound quality . ,radio!+,quality!superb|radio-feature!quality
436,"i 've compared this phone to others such as 6100 , siemens sl55 . ",,phone!such
437,even though they might be smaller many people seem to have alot of problems with them . ,,
438,it has a classic design yet looks hip . ,design!+,design!classic
439,is a lot better compared to the toy-phone-design of the nokia 7210 with its cheap feel . ,,feel!cheap|toy-phone-design!better
440,it is extremely light and dissapears in your pocket . ,weight!+,
441,for those that are looking for camera phones just get the camera-attachement and comes with the stereo headphones to listen to the radio in style . ,,
442,the battery is alot better than most of the phones out there . ,battery!+,battery!better
443,one thing that i found out recently is that you do n't need t-zones from tmobile to go online . ,,
444,"every t-mobile-plan comes with gsm data , meaning that instead of speeds of 56 kbps is around 9 kbps ( with those small size-wap websites do you really think it makes a difference ) . ",,
445,"anyways there are ways to set up your 6610 to connect to csd which uses regular minutes and you are surfing the net , being able to download pics and ringtones ( not java apps , you need t-zones for that ) . ",,net!able
446,tmobiles might not have the best reception in some areas but with amazing phones such as nokia 6610 and cheap plans that you get way more minutes than any other plans . ,,reception!best|reception!amazing
447,if you thought about getting this phone buy it . ,,
448,this phone is great as a whole and is not like others with one or two good qualities . ,phone!+,phone!great
449,"i currrently have service with t-mobile , verizon , and t-mobile . ",,verizon!t-mobile|service!t-mobile|t-mobile!verizon|t-mobile!verizon
450,the reason so many is that i am a contractor and all of my subs have these carriers and i can benifit from the mobile to mobile features that companies are now offering ! ,,reason!many|contractor!many
451,"that beside you are prob. very well aware of many of the features that this phone is known for , and one that has not yet been mentioned : using this phone as a modem for any computer with a usb 1.0 port ! ",,
452,using the gprs option you can pay 19.99 extra a month and have unlimited internet-access added to you account . ,,internet-access!unlimited|option!extra
453,"yes it is 56k speed , but the functionality is what you are paying for . ",,
454,"i myself find this great for when i am at a site i can run to my truck and hook up my modem-cable ( 49.99 @ nokiausa.com or t-mobile.com ) press-dial up on my laptop ( by the way it is a mac-pb 1gz. and in a matter of seconds i can access my email , fax , and the entire web from my truck ! ",,
455,the only problem that i have found with the internet-service is that it does not access mls ( real estate-broker-software ) very well at all . ,internet!-,|estate-broker-software!real|access!problem|access!problem
456,"i find a great amount of value in this option for any and all the people that travel buy-car and do not have access to the t-mobile "" hot-spots "" . ",,amount!great|value!great|option!amount
457,it does well in all aspects of internet-browsing . ,browsing!+,internet-browsing!well
458,as i also leave you with this review i would like to thank you for reading it . ,,
459,do too many stuffs to get to a free phone after rebate . ,,phone!free
460,"also , if i want a family-plan , which mean i need tw phones on a plan .. . ",,
461,so how can i do that ... are n't that free for two after the rebates . ,,
462,and how can i do that ... . ,,
463,print those coupons twice for two phones ? ,,
464,... ,,
465,i saw another review saying his only gripe was a lack of voice-dialing . ,,gripe!lack|voice-dialing!gripe
466,the phone does have voice dialing according to amazon & t-mobile and nokia . ,,
467,the phone may look large but it is very small smaller then the 3390 phone . ,,phone!small|phone!large
468,my sister has this series of phone and she loves the radio and headset . ,,radio!loves|headset!loves
469,i find the lack of entertaining games on this phone quite disturbing . ,game!-,phone!disturbing|lack!entertaining
470,i do n't really like bounce . ,,
471,i have always known nokia to provide me with good games on their phones . ,,nokia!known
472,battery-life is good for a phone of this size . ,battery life!+,battery-life!good|phone!battery-life
473,"but anyway , the only thing you should really look at here is the fact that the phone does have voice-dialing . ",voice dialing!+,thing!only|fact!only|phone!voice-dialing|voice-dialing!phone
474,great screen and great sound . ,screen!+,screen!great|sound!great
475,"ok , everybody loves the fm-radio in this , but you want a cell-phone first , right ? ",,cell-phone!first|everybody!loves|fm-radio!loves|right!first|ok!everybody
476,"the 6610 excels as a cell-phone , thank god . ",phone!+,god!thank
477,"the voice-quality is very good , and it gets great reception ( that is , in places where you get t-mobile coverage , which is not that good ; see below ) . ",voice quality!+,coverage!t-mobile|reception!great|voice-quality!good
478,"the color-screen makes this free-after-rebates phone-shine bright , and commands are very responsive . ",screen!+,phone-shine!bright|color-screen!bright
479,my only gripe about the hardware is the buttons . ,button!-,
480,"nokia seems on a campaign to revamp the phone-keypad , which imho is totally unnecessary . ",,campaign!nokia
481,"this model does have the traditional key arrangement , it 's just that they are really close to one another , and have unconventional shapes , so it takes a big getting used to for someone like me with big hands . ",key!-,arrangement!tradional|someone!big|model!arrangement
482,"( to be fair , the same can be said about many korean imports , and the nokia 's build quality is light years ahead of the koreans . ) ",,nokia!light
483,"other than that , this is a perfect phone for those of us with no patience for flips . ",phone!+,phone!perfect
484,"finally , i reiterate my thumbs-down-rating for t-mobile as a carrier . ",t-mobile!-,
485,"their network-coverage is very sporadic , and the network always seems overloaded , resulting in very unpleasant calling experience . ",t-mobile!-,experience!unpleasant|network!overloaded|network-coverage!sporadic
486,"if you can get this phone for cingular or at&t , go with the other carriers . ",,
487,"the nokia 6610 is a relatively new phone , and what a great phone it is . ",phone!+,phone!nokia|nokia!new|phone!great
488,"when i first saw the 6610 , i thought it was too small . ",,
489,"after using it , i found the size to be perfect for carrying in a pocket . ",size!+,|size!perfect
490,"it is just a tad small to hold to your ear with your shoulder , but that is solved with the very comfortable handsfree-ear-piece which is included . ",earpiece!+,handsfree-ear-piece!comfortable|tad!small|ear!small|shoulder!small
491,"the ear-piece has a button that answers and hangs-up the phone so you do not have to mess with the phone at all , unless dialing a number . ",,|button!phone|ear-piece!button
492,"unfortunately , the 6610 does not offer voice dialing like my previous phone , but the other features it packs outweighs this shortcoming . ",voice dialing!-,phone!previous|voice!unfortunately
493,"when i turned the phone on , the first thing that hit me is how good the screen is . ",screen!+,thing!first|screen!good
494,the resolution is very good and the colors are bright and even changeable ! ,resolution!+|color!+,resolution!good
495,the phone has several color schemes you can choose from . ,,color!several
496,i like the default-blue . ,,
497,you can also set a background-wallpaper . ,,
498,"the ringtones included are awesome , and did i mention they were polyphonic ? ",ringtone!+,
499,no more annoying series of beeps . ,,series!annoying
500,this phone plays up to 4 tones at one time and it actually sounds like music . ,,
501,you can also assign special rings and graphics to special people when they call . ,ring!+,
502,"the massive phonebook can hold 300 entries , with multiple phone-number per entry , so you can program your boss 's home , work and cellphone-numbers all under one contact . ",,phonebook!massive|entry!multiple|phone-number!multiple|phone-number!phonebook
503,"the phone also sports an image-gallery ( with option-camera-attachment ) , a calendar / organizer , alarm-clock with snooze , fm-radio ( way-cool , even if it is just through an ear-peice ) , games , java applications and gprs high-speed internet-connection . ",phone!+,
504,"the gprs connection is sometimes slow , and writing instant messages with the included aol-instant-messenger software is a pain , but the other t-zones applications are quite useful . ",gprs!-,connection!slow|pain!slow|pain!connection|software!pain|software!pain
505,"you can get weather , movies , horoscopes and more with a few clicks . ",,
506,"the service deafults to showing the information associated with your billing-zip-code , but you can change the default and seach other areas while on the go . ",,default!other|seach!other|go!default
507,"one downside : as of this writing , t-mobile has n't updated their t-zone-system to fully support the 6610 . ",t-zone!-,|writing!downside|t-mobile!downside|t-zone-system!downside|downside!t-mobile
508,"their website does not show it as a compatible phone , and should i try to access the game downloads on t-zones the system returns an error-message saying my phone is not supported . ",,phone!compatible|phone!supported
509,i have been assured this will be fixed soon . ,,
510,"now , for the t-mobile service : ",,service!t-mobile
511,i cannot say enough good things about the people who answer the phones . ,,
512,"if you have a question , they have the answer . ",,
513,"and should they not know it , they can find it out pretty quick . ",,
514,every phone-experience has started with a very brief time on hold followed by a cheerful representative answering the phone . ,,time!brief|hold!brief|representative!cheerful
515,all my questions or problems have been quickly and satisfactorily resolved . ,t-mobile service!+,
516,i 'd like to see my old carrier do that ! ,,carrier!old
517,"the rate plans are also very good , at least for me . ",rate plan!+,rate!good
518,"different people have different needs , of course , but the t-mobile plans are priced very well for the minutes and services you receive . ",,course!different
519,the phone would have received 5 stars if the phone had voice-dialing and the game downloads from t-zones worked . ,,game!worked|phone!voice-dialing|voice-dialing!phone
520,this phone is highly recommended otherwise . ,phone!+,phone!recommended
521,"nokia makes a great phone , that 's clear . ",phone!+,phone!great|phone!nokia|nokia!phone
522,"with all its complicated features , the menus are easily accessible and the quality of the features is great . ",menu!+|feature!+,quality!great
523,the one huge disappointment is that the phones manufactured for t-mobile lack many of the menus and functions that a nokia straight from the manufacturer should have . ,menu!-,manufacturer!nokia|nokia!straight
524,"one of the things t-mobile brags about is the fact that it 's a "" worldphone "" and can be used in europe , etc. ",,fact!t-mobile
525,"yet they 've gotten rid of most of the languages that should be in the phone , including italian , german , and dutch . ",,
526,"the internet functions of the phone - wap and gprs - will only work through t-mobile 's services , because they have deleted the menu options that would enable you to configure the phone to be used on a different network . ",internet!-,internet!work|network!different|phone!work
527,"therefore , if you wanted to travel abroad and pop in a local sim-card , even if you unlock the phone , there is no way you can use the local wap-browser or internet . ",,wap-browser!local|internet!local|sim-card!local|way!wap-browser
528,"after spending hours being transferred from one tech-help-person to another , i got fed up and have decided to return the phone . ",,
529,"bottom line , if you 're attracted to this phone because of its tri-band feature so you can take it abroad , forget it . ",,feature!tri-band|line!bottom
530,"find another phone , or buy this one in its manufacturer-unlocked form . ",,
531,this phone is good with a huge array of features built into it . ,phone!+|feature!+,phone!good|array!huge|array!phone
532,i purchased the phone last week and have been using till then . . ,,week!last
533,i did n't had any problem till now . ,,
534,the design is sleek and the color-screen has good resolution . ,design!+,resolution!good|design!sleek|color-screen!resolution
535,it is very light weight and has a good signal-strength . ,weight!+,weight!light|signal-strength!good|signal-strength!weight
536,"however , the main problem that i think is the with the sound quality . ",sound quality!-,quality!sound|quality!problem
537,it is not as good as the samsung phones that i have used earlier . ,,
538,when talking the voice is not very clear . ,voice!-,voice!clear
539,"but , i would definately recommend this phone . ",phone!+,phone!recommend
540,go for it ... ,,
541,i have read a lot of the reviews and my phone does not have a hiss or anything that people are talking about . ,,phone!hiss|lot!hiss|lot!phone|hiss!lot|anything!hiss
542,it is crystal clear . ,sound quality!+,
543,this is one of the nicest phones nokia has made . ,phone!+,
544,i do recommend getting the data kit for those geeks . ,,kit!recommend
545,there are a lot of cool websites with games and midi ringtones to download for free . ,,lot!cool
