,0,id,review,category,target,term,polarity
126,"considering you will spend at least $60 a head, i expect better service. ",BFC#7:11,"Considering you will spend at least $60 a head, I expect better service. ","SERVICE,PRICES","service,NULL",service!better,"negative,negative"
127,"at first glance this place seems a bit pricey for a hot dog joint, but at bark you don't just get your average hot dog.",BHD#8:1,"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.","PRICES,FOOD","Bark,hot dog",joint!hot|dog!hot|glance!first|bark!dog,"negative,positive"
128,can’t believe how an expensive nyc restaurant can be so disrespectful to its clients.,CLF#8:9,Can’t believe how an expensive NYC restaurant can be so disrespectful to its clients.,"PRICES,SERVICE","restaurant,NULL",restaurant!disrespectful|nyc!disrespectful|clients!restaurant,"negative,negative"
129,"the bread was stale, the salad was overpriced and empty.",WE#1:3,"The bread was stale, the salad was overpriced and empty.","FOOD,PRICES,FOOD","bread,salad,salad",bread!stale,"negative,negative,negative"
130,the food was lousy - too sweet or too salty and the portions tiny.,1004293:3,The food was lousy - too sweet or too salty and the portions tiny.,"FOOD,FOOD","food,portions",food!lousy|portions!tiny,"negative,negative"
131,the duck confit is always amazing and the foie gras terrine with figs was out of this world.,1014458:2,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,"FOOD,FOOD","foie gras terrine with figs,duck confit",confit!amazing|duck!amazing,"positive,positive"
132,chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. ,1016296:4,Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. ,"FOOD,FOOD","Chow fun,pork shu mai,NULL",mai!greasy|pork!greasy|fun!dry|chow!dry|family!loud|shu!greasy,"negative,negative,negative"
133,"the food is very average...the thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",1041457:2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.","FOOD,FOOD,FOOD","food,Thai fusion stuff,NULL",bit!sweet|stuff!sweet|food!average|fusion!thai|thing!bit,"negative,negative,negative"
134,i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).,1041457:4,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,"FOOD,FOOD","Edamame pureed,Edamame pureed",|salt!more|bit!salt,"positive,positive"
135,we went around 9:30 on a friday and it had died down a bit by then so the service was great!,1053543:4,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,SERVICE,service,bit!died|service!great,positive
136,"however, it's the service that leaves a bad taste in my mouth.",1058221:3,"however, it's the service that leaves a bad taste in my mouth.",SERVICE,service,taste!bad|mouth!bad|service!taste,negative
137,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",1058221:4,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",SERVICE,waiter,waiter!intimidate|bit!little|self-respect!little,negative
138,service is top notch.,1062641:3,Service is top notch.,SERVICE,Service,notch!top|service!top,positive
139,"i tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",1064477:0,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",FOOD,sea urchin,,positive
140,"the food here is rather good, but only if you like to wait for it.",1086478:0,"The food here is rather good, but only if you like to wait for it.","FOOD,SERVICE","food,NULL",food!good,"positive,negative"
141,"also, specify if you like your food spicy- its rather bland if you don't.",1086478:4,"Also, specify if you like your food spicy- its rather bland if you don't.",FOOD,food,,negative
142,the lava cake dessert was incredible and i recommend it.,1090587:3,The lava cake dessert was incredible and I recommend it.,FOOD,lava cake dessert,dessert!incredible|lava!incredible|cake!incredible,positive
143,"this tiny restaurant is as cozy as it gets, with that certain parisian flair.",1102681:1,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",AMBIENCE,restaurant,restaurant!cozy,positive
144,"the food was average to above-average; the french onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",1102681:2,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.","FOOD,FOOD,FOOD,FOOD","food,French Onion soup,French Onion soup,desserts",desserts!brilliant|soup!brilliant|food!average|onion!french|way!desserts,"positive,negative,positive,negative"
145,"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",1119578:2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","FOOD,FOOD,FOOD","ingredients,pizza,crust",ingredients!fancy|pizza!good,"positive,negative,negative"
146,i think i've had some the best meals of my life at minnow.,1123262:0,I think I've had some the best meals of my life at minnow.,FOOD,meals,meals!best|life!best|minnow!meals,positive
147,"the seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",1123262:1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","FOOD,FOOD,FOOD","seafood,wine list,menu",seafood!amazing|wine!good|list!good|menu!ever-changing|surprises!menu,"positive,positive,positive"
148,the combination of super-fresh ingredients in the dishes are unusual but really delicious.,1123262:2,The combination of super-fresh ingredients in the dishes are unusual but really delicious.,FOOD,ingredients,combination!unusual|ingredients!unusual|dishes!super-fresh,positive
149,my wife had the fried shrimp which are huge and loved it.,1125006:3,My wife had the fried shrimp which are huge and loved it.,"FOOD,FOOD","fried shrimp,fried shrimp",shrimp!fried|wife!shrimp,"positive,positive"
150,"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",1126814:1,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",SERVICE,staff,wife!enjoy|staff!enjoy,positive
151,"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.","SERVICE,AMBIENCE,FOOD,FOOD","service,decor,food,portions",service!excellent|decor!great|food!delicious|portions!large,"positive,positive,positive,positive"
152,the hostess is rude to the point of being offensive.,1131595:2,The hostess is rude to the point of being offensive.,SERVICE,hostess,hostess!rude|point!hostess,negative
153,the food was bland oily.,1131595:3,The food was bland oily.,FOOD,food,oily!bland|food!bland,negative
154,"we have been to this place many times, and always have great food, wine, and service.",1138996:1,"We have been to this place many times, and always have great food, wine, and service.","FOOD,FOOD,SERVICE","food,wine,service",food!great|wine!great|times!many|place!many|service!food,"positive,positive,positive"
155,as always we had a great glass of wine while we waited.,1138996:3,As always we had a great glass of wine while we waited.,FOOD,glass of wine,glass!great|wine!great,positive
156,"when we sat, we got great and fast service.",1138996:4,"When we sat, we got great and fast service.",SERVICE,service,service!great,positive
157,the people that work there are always so friendly you forget you are in new york sometimes.,1138996:5,The people that work there are always so friendly you forget you are in New York sometimes.,SERVICE,people,,positive
158,i went there for lunch and it was not as good as i expected from the reviews i read.,1147082:0,I went there for lunch and it was not as good as I expected from the reviews I read.,FOOD,lunch,,negative
159,the waitress was very patient with us and the food is phenomenal!,1147211:2,The waitress was very patient with us and the food is phenomenal!,"SERVICE,FOOD","waitress,food",waitress!patient|food!phenomenal,"positive,positive"
160,great pizza and fantastic service.,1153034:0,Great pizza and fantastic service.,"FOOD,SERVICE","pizza,service",pizza!great|service!great,"positive,positive"
161,located at the end of a magnificent block.,1153034:2,Located at the end of a magnificent block.,AMBIENCE,block,block!magnificent|end!magnificent,positive
162,this is the best sushi in new york city - hands down.,1154550:0,This is the best sushi in new york city - hands down.,FOOD,sushi,sushi!best|city!best|hands!best,positive
163,"planet thailand has always been a hit with me , i go there usually for the sushi, which is great , the thai food is excellent too .",1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .","FOOD,FOOD","sushi,thai food,Planet Thailand",food!excellent,"positive,positive,positive"
164,"with the great variety on the menu , i eat here often and never get bored .",1162037:1,"With the great variety on the menu , I eat here often and never get bored .",FOOD,menu,,positive
165,"those rolls were big, but not good and sashimi wasn't fresh.",1167434:5,"those rolls were big, but not good and sashimi wasn't fresh.","FOOD,FOOD,FOOD","rolls,rolls,sashimi",sashimi!fresh|rolls!big,"neutral,negative,negative"
166,first went here to enjoy their garden terrace.,1189674:0,First went here to enjoy their garden terrace.,AMBIENCE,garden terrace,terrace!enjoy|garden!enjoy,positive
167,"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",1189674:1,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","FOOD,SERVICE","food,service",food!amazing|service!prompt,"positive,positive"
168,"the steak tartare is a great bet, they fix it for you at the table.",1189674:2,"The Steak Tartare is a great bet, they fix it for you at the table.",FOOD,Steak Tartare,bet!great|tartare!great|steak!bet,positive
169,"it may be a bit packed on weekends, but the vibe is good and it is the best french food you will find in the area.",1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","AMBIENCE,AMBIENCE,FOOD","NULL,vibe,French food",vibe!good|food!best|bit!vibe,"neutral,positive,positive"
170,"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!",1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","AMBIENCE,FOOD","neighborhood,food",neighborhood!great|saul!great|food!great,"positive,positive"
171,i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"AMBIENCE,SERVICE","setting,service,NULL",setting!intimate|service!intimate,"positive,positive,positive"
172,downstairs lounge is always a good attraction,1221938:3,Downstairs lounge is always a good attraction,AMBIENCE,Downstairs lounge,lounge!attraction,positive
173,"raga's is a romantic, cozy restaurant.",1225162:0,"Raga's is a romantic, cozy restaurant.",AMBIENCE,Raga's,restaurant!romantic|raga!romantic,positive
174,"rude service, medicore food...there are tons of restaurants in ny...stay away from this one",1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one","SERVICE,FOOD","service,food,NULL",service!rude|food!rude,"negative,neutral,negative"
175,i loved everythig about it-especially the shows and actors.,1230993:1,I loved everythig about it-especially the shows and actors.,"AMBIENCE,AMBIENCE","NULL,shows,actors",everythig!loved,"positive,positive,positive"
176,our server was very helpful and friendly.,1230993:2,Our server was very helpful and friendly.,SERVICE,server,server!helpful,positive
177,the food was good too.,1230993:4,The food was good too.,FOOD,food,food!good,positive
178,the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,AMBIENCE,outdoor atmosphere,atmosphere!wonderful|evening!cool|avenue!6th,positive
179,service was prompt and courteous.,1232468:3,Service was prompt and courteous.,SERVICE,Service,service!prompt,positive
180,"great service, great food.",1241906:0,"Great service, great food.","SERVICE,FOOD","service,food",service!great|food!great,"positive,positive"
181,"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","FOOD,FOOD","pizza,fresh mozzarella",pizza!delicious|mozzarella!fresh|cheese!mozzarella|pizzaria!most,"positive,positive"
182,"two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",FOOD,appetizer selection,selection!stinks|appetizer!stinks|complaints!selection,negative
183,wait staff is blantently unappreciative of your business but its the best pie on the uws!,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"SERVICE,FOOD","Wait staff,pie",pie!best|uws!best|staff!unappreciative|business!pie,"negative,positive"
184,by far the best salad i have had in a fast food restaurant.,1256373:0,By far the best salad I have had in a fast food restaurant.,FOOD,salad,salad!best|food!fast|restaurant!fast,positive
185,fine dining restaurant quality.,1256373:1,fine dining restaurant quality.,FOOD,dining,quality!fine|dining!fine|restaurant!fine,positive
186,when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,FOOD,bagels,bagels!freeze,positive
187,"service was very good - prompt, attentive and non-intrusive.",1280166:1,"Service was very good - prompt, attentive and non-intrusive.",SERVICE,Service,service!good,positive
188,"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","FOOD,FOOD","Food,pork belly",food!good|experience!fat|fat!more,"positive,negative"
189,wine list selection is good and wine-by-the-glass was generously filled to the top.,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,"FOOD,FOOD","Wine list selection,wine-by-the-glass",selection!good|wine!good|list!good,"positive,positive"
190,traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"AMBIENCE,AMBIENCE","Traditional French decour,hall",decour!pleasant|hall!noisy|restaurant!full,"positive,negative"
191,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","AMBIENCE,AMBIENCE","decor,semi-private boths",decor!vibrant|boths!right|side!right|side!several|hall!right,"positive,positive"
192,it's simply the best meal in nyc.,1286916:3,It's simply the best meal in NYC.,FOOD,meal,meal!best|nyc!best,positive
193,the server was really cool and served us our food and drinks with a smile.,1289424:3,The server was really cool and served us our food and drinks with a smile.,SERVICE,server,server!cool,positive
194,the place's decor and hidden bathrooms made for a good laugh.,1289424:4,The place's decor and hidden bathrooms made for a good laugh.,"AMBIENCE,AMBIENCE","decor,hidden bathrooms",laugh!good|bathrooms!hidden|decor!hidden,"positive,positive"
195,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.",1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.","FOOD,FOOD,FOOD","beers,food,pumkin tortelini",husband!happy|tortelini!recommend|beers!different|food!delicious|dish!recommend,"positive,positive,positive"
196,the service was the only thing good about this restaurant.,1308557:0,The service was the only thing good about this restaurant.,SERVICE,"service,restaurant",thing!good|service!good|restaurant!thing,"positive,negative"
197,"great vibe, lots of people.",1335154:1,"Great vibe, lots of people.",AMBIENCE,vibe,vibe!great|lots!great,positive
198,"i didn't complain, i liked the atmosphere so much.",1335154:4,"I didn't complain, I liked the atmosphere so much.",AMBIENCE,atmosphere,atmosphere!liked,positive
199,"ambience is so cute and quaint, good for business although we were there on vacation.",1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",AMBIENCE,"Ambience,NULL",ambience!cute,"positive,positive"
200,the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"AMBIENCE,SERVICE","atmosphere,waiters",atmosphere!noisy,"negative,positive"
201,the takeout is great too since they give high quality tupperware as well.,1340075:5,The takeout is great too since they give high quality tupperware as well.,SERVICE,takeout,takeout!great|tupperware!high|quality!high,positive
202,we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,SERVICE,Manager,,positive
203,it's a nice place to relax and have conversation.,1357554:4,It's a nice place to relax and have conversation.,AMBIENCE,place,place!nice,positive
204,service was also horrible and the ambience is not that great.,1380450:2,Service was also horrible and the ambience is not that great.,"SERVICE,AMBIENCE","Service,ambience",service!horrible|ambience!great,"negative,negative"
205,it's a small cute restaurant.,1387314:4,It's a small cute restaurant.,AMBIENCE,restaurant,restaurant!cute,positive
206,"however, i think this place is a good hang out spot.",1394712:4,"However, I think this place is a good hang out spot.",AMBIENCE,place,place!good|spot!hang,positive
207,somehow working the italian charm with constant mille grazie does not constitute proper service.,1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,SERVICE,service,service!proper|grazie!charm,negative
208,"cute place, nice wait staff but would never go there again.",1404042:3,"Cute place, nice wait staff but would never go there again.","SERVICE,AMBIENCE","wait staff,place,place",place!cute|staff!cute|wait!nice,"positive,positive,negative"
209,the place is so cool and the service is prompt and curtious.,1413697:2,The place is so cool and the service is prompt and curtious.,"SERVICE,AMBIENCE","service,place",place!cool|service!prompt,"positive,positive"
210,the dining room is quietly elegant with no music to shout over -- how refreshing!,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,AMBIENCE,dining room,room!elegant|dining!elegant|music!refreshing,positive
211,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","SERVICE,SERVICE","service,staff",service!impeccable|meal!present|menu!present,"positive,positive"
212,the view is breathtaking the service is top notch... the ambiance is wonderfull.,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,"AMBIENCE,SERVICE,AMBIENCE","view,service,ambiance",view!breathtaking|service!top|notch!top|wonderfull!top,"positive,positive,positive"
213,the staff offers impeccable service.,1430994:1,The staff offers impeccable service.,SERVICE,staff,service!impeccable|staff!service,positive
214,the characters really make for an enjoyable experience.,1457607:2,The characters really make for an enjoyable experience.,AMBIENCE,characters,experience!enjoyable,positive
215,service was slow had to wait to order and get food although not crowded.,1459569:1,Service was slow had to wait to order and get food although not crowded.,SERVICE,Service,service!slow,negative
216,this quaint and romantic trattoria is at the top of my manhattan restaurant list.,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,AMBIENCE,"trattoria,trattoria",trattoria!top|top!quaint,"positive,positive"
217,the service was excellent - friendly and attentive.,1538149:3,The service was excellent - friendly and attentive.,SERVICE,service,service!excellent,positive
218,great staff.,1543345:3,Great staff.,SERVICE,staff,staff!great,positive
219,always great service!,1543345:4,Always great service!,SERVICE,service,service!great,positive
220,but the staff was so horrible to us.,1561259:1,But the staff was so horrible to us.,SERVICE,staff,staff!horrible,negative
221,decor is nice though service can be spotty.,1572033:1,Decor is nice though service can be spotty.,"AMBIENCE,SERVICE","Decor,service",decor!nice|service!spotty,"positive,negative"
222,the waitstaffs are nice though.,1586174:6,the waitstaffs are nice though.,SERVICE,waitstaffs,waitstaffs!nice,positive
223,"both times i was extremely dissappointed by the service, which was boarderline rude.",1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",SERVICE,service,times!dissappointed|service!times,negative
224,"the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",SERVICE,"svc,restaurant",svc!rude|group!big|bit!svc|times!svc|esp!svc,"negative,positive"
225,"eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",AMBIENCE,"atmosphere,NULL",experience!disappointing|desk!disappointing|atmosphere!experience,"positive,negative"
226,the seats are uncomfortable if you are sitting against the wall on wooden benches.,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE,seats,seats!uncomfortable,negative
227,it's a rather cramped and busy restaurant and it closes early.,1615322:5,It's a rather cramped and busy restaurant and it closes early.,AMBIENCE,"restaurant,restaurant",restaurant!cramped,"negative,negative"
228,patroon features a nice cigar bar and has great staff.,1623276:0,Patroon features a nice cigar bar and has great staff.,"AMBIENCE,SERVICE","cigar bar,staff",bar!nice|cigar!nice|staff!great|patroon!bar,"positive,positive"
229,the service is good and ambience is good for a date or group outing.,1632445:3,The service is good and ambience is good for a date or group outing.,"SERVICE,AMBIENCE","service,ambience",service!good|ambience!good|date!service|outing!date|group!date,"positive,positive"
230,truly the mark of an attentive waiter.,1632929:5,Truly the mark of an attentive waiter.,SERVICE,waiter,waiter!attentive|mark!attentive,positive
231,i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded.,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,AMBIENCE,atmosphere,atmosphere!great|hesititate!hate,positive
232,"after dinner the manager grabbed my boyfriend, asked him: where are you from...maybe you dont know how things work in america...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE,manager,things!work|thing!only|tips!only|america!things,negative
233,"the whole set up is truly unprofessional and i wish cafe noir would get some good staff, because despite the current one this is a great place.",1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",SERVICE,"staff,Cafe Noir",staff!good|place!great,"negative,positive"
234,i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,SERVICE,customer service,experience!worst|customer!worst|service!worst|weeks!experience|restaurant!worst,negative
235,"if the weather is nice, try to snag an outside table.",1671113:3,"If the weather is nice, try to snag an outside table.",AMBIENCE,outside table,weather!nice|table!snag|snag!outside,positive
236,friendly staff that actually lets you enjoy your meal and the company you're with.,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,SERVICE,staff,staff!friendly|company!enjoy|meal!enjoy,positive
237,"we ate out in the back patio, which is worth it as it's cool and the music is hear well there.",1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","AMBIENCE,AMBIENCE","back patio,music",|patio!back,"positive,positive"
238,the place was nice and calm.,1707201:2,The place was nice and calm.,AMBIENCE,place,place!nice,positive
239,an excellent service,1727363:2,An excellent service,SERVICE,service,service!excellent,positive
240,"always a nice crowd, but never loud.",1730127:2,"Always a nice crowd, but never loud.",AMBIENCE,"crowd,NULL",crowd!nice,"positive,positive"
241,"kind, attentive wait staff.",430342:1,"Kind, attentive wait staff.",SERVICE,wait staff,staff!attentive|wait!attentive,positive
242,"calling the place hampton chutney co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.","AMBIENCE,SERVICE","place,room,clerks",room!unattractive|clerks!unattractive|style!more|substance!more|folks!style,"negative,negative,negative"
243,"this is such a lovely, peaceful place to eat outside.",445960:0,"This is such a lovely, peaceful place to eat outside.",AMBIENCE,place,place!lovely,positive
244,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty.,445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,AMBIENCE,restaurant,lawns!beautiful,positive
245,"this is a great place to take out-of-towners, and perfect for watching the sunset.",445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",AMBIENCE,place,place!great,positive
246,"good, fast service.",475298:0,"Good, fast service.",SERVICE,service,service!good,positive
247,"well, this place is so ghetto its not even funny.",475512:2,"Well, this place is so Ghetto its not even funny.",AMBIENCE,place,place!ghetto,negative
248,great atmoshere and worth every bit.,476473:2,Great atmoshere and worth every bit.,AMBIENCE,"atmoshere,NULL",atmoshere!great|bit!great,"positive,positive"
249,winnie and her staff are the best crew you can find serving you.,483111:0,Winnie and her staff are the best crew you can find serving you.,"SERVICE,SERVICE","staff,Winnie",crew!best|winnie!best|staff!winnie|staff!crew,"positive,positive"
250,the place was quiet and delightful.,485966:1,The place was quiet and delightful.,AMBIENCE,place,place!quiet,positive
251,"the wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE,wait staff,staff!pleasant|wait!pleasant|part!most|beautification!wonderful|fun!staff|way!wonderful|way!wonderful,positive
252,"but the best part about ls is the late night atmosphere, delightfully free of the bts.",490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",AMBIENCE,late night atmosphere,part!best|atmosphere!best|ls!best|bts!atmosphere|night!late,positive
253,in summer-eat outside on a terrace (another great feature of suan)!!!,493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,AMBIENCE,terrace,feature!great|terrace!great|suan!great,positive
254,"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","SERVICE,AMBIENCE","wait,atmosphere,NULL",sum!dim|atmosphere!dim|wait!long|gig!typical|alternative!wait|tables!like|chinatown!sleek,"negative,negative,negative"
255,the service was friendly and the atmosphere was casual.,503807:5,The service was friendly and the atmosphere was casual.,"SERVICE,AMBIENCE","service,atmosphere",service!friendly|atmosphere!casual,"positive,neutral"
256,this place would be so much better served by being run by a group that actually understands customer service.,507844:0,This place would be so much better served by being run by a group that actually understands customer service.,SERVICE,customer service,place!better,negative
257,"terrible, terrible management - deserves to be shut-down.",507844:4,"Terrible, terrible management - deserves to be shut-down.",SERVICE,"management,NULL",management!terrible,"negative,negative"
258,service is fast and friendly.,507937:3,Service is fast and friendly.,SERVICE,Service,service!fast,positive
259,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"AMBIENCE,SERVICE","ambience,staff",ambience!correct|staff!correct|time!same|place!ambience,"positive,positive"
260,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!","AMBIENCE,SERVICE","place,service",place!romantic,"positive,positive"
261,drawbacks: service is slow and they don't toast!,513521:2,Drawbacks: service is slow and they don't toast!,SERVICE,service,service!slow|drawbacks!service|toast!service,negative
262,the place itself is beautiful the bar scene seems to be happening.,519425:4,The place itself is beautiful the bar scene seems to be happening.,"AMBIENCE,AMBIENCE","place,bar scene",place!beautiful,"positive,positive"
263,cozy romantic atomosphere with only around 15 tables at most.,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,AMBIENCE,atomosphere,atomosphere!cozy|tables!cozy,positive
264,service was very prompt but slightly rushed.,541532:1,Service was very prompt but slightly rushed.,"SERVICE,SERVICE","Service,Service",service!prompt,"positive,negative"
265,"service is friendly, and never had a problem walking in and getting a table.",610611:4,"service is friendly, and never had a problem walking in and getting a table.",SERVICE,"service,NULL",service!friendly,"positive,positive"
266,"service, however, was excellent...and i liked the setting/atmosphere a lot. ",620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ","SERVICE,AMBIENCE","Service,setting/atmosphere",service!excellent|lot!liked|setting/atmosphere!liked,"positive,positive"
267,"best of all is the warm vibe, the owner is super friendly and service is fast.",632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.","AMBIENCE,SERVICE,SERVICE","vibe,owner,service",vibe!best|owner!friendly|service!fast,"positive,positive,positive"
268,"ask for usha, the nicest bartender in manhattan.",657129:4,"Ask for Usha, the nicest bartender in manhattan.",SERVICE,Usha,bartender!nicest|manhattan!nicest|usha!bartender,positive
269,"toons has recently been redone, so it's now a very attractive space.",680390:0,"Toons has recently been redone, so it's now a very attractive space.",AMBIENCE,Toons,space!attractive|redone!attractive,positive
270,the service is good and the resturant is clean.,682391:2,The service is good and the resturant is clean.,"SERVICE,AMBIENCE","service,resturant",service!good|resturant!clean,"positive,positive"
