,0,id,review,category,target,term,polarity
149,"it's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.","AMBIENCE,FOOD,FOOD,FOOD","NULL,sushi,tuna,rolls",|sushi|tuna|average|rolls|inside|flavor,"negative,negative,negative,negative"
150,their pad penang is delicious and everything else is fantastic.,1310217:1,Their pad penang is delicious and everything else is fantastic.,"FOOD,FOOD","pad penang,NULL",penang|pad|everything,"positive,positive"
151,the price is reasonable although the service is poor.,1310217:2,The price is reasonable although the service is poor.,"PRICES,SERVICE","NULL,service",price|service,"positive,negative"
152,fresh restaurant was amazing........ food was delicious and of course fresh.,1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,FOOD,"fresh restaurant,food",restaurant|food|course,"positive,positive"
153,hats off to the chef.,1318537:4,Hats off to the chef.,FOOD,chef,,positive
154,"the salads are delicious, both refreshing and very spicy.",1328078:3,"the salads are delicious, both refreshing and very spicy.",FOOD,salads,salads,positive
155,we had pam's special fried fish and it was amazing.,1328078:4,We had Pam's special fried fish and it was amazing.,FOOD,Pam's special fried fish,fish|pam,positive
156,"great vibe, lots of people.",1335154:1,"Great vibe, lots of people.",AMBIENCE,vibe,vibe|lots,positive
157,"i didn't complain, i liked the atmosphere so much.",1335154:4,"I didn't complain, I liked the atmosphere so much.",AMBIENCE,atmosphere,atmosphere,positive
158,"ambience is so cute and quaint, good for business although we were there on vacation.",1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",AMBIENCE,"Ambience,NULL",ambience,"positive,positive"
159,salads were fantastic.,1335656:3,Salads were fantastic.,FOOD,Salads,salads,positive
160,although we were looking for regular lettuce and some walnuts the salads we got were great.,1335656:4,Although we were looking for regular lettuce and some walnuts the salads we got were great.,FOOD,salads,salads,positive
161,ingredients are organic which is a real plus for me.,1335656:5,Ingredients are organic which is a real plus for me.,FOOD,Ingredients,|ingredients,positive
162,"this is some really good, inexpensive sushi.",1338124:0,"This is some really good, inexpensive sushi.","FOOD,PRICES","sushi,sushi",sushi,"positive,positive"
163,the spicy tuna roll is huge and probably the best that i've had at this price range.,1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,"FOOD,FOOD,PRICES","spicy Tuna roll,spicy Tuna roll,spicy Tuna roll",|roll|spicy|tuna,"positive,positive,positive"
164,the yellowtail was particularly good as well.,1338124:3,The Yellowtail was particularly good as well.,FOOD,Yellowtail,yellowtail,positive
165,"i have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","FOOD,PRICES","all you can eat deal,all you can eat deal",choices|food,"negative,negative"
166,"they have it all -- great price, food, and service.",1340075:1,"They have it all -- great price, food, and service.","PRICES,FOOD,SERVICE","NULL,NULL,food,service",price|food|service,"positive,positive,positive,positive"
167,the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"AMBIENCE,SERVICE","atmosphere,waiters",atmosphere,"negative,positive"
168,"and it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).","PRICES,PRICES,PRICES,PRICES","NULL,congee,noodles,rice dishes",price,"positive,positive,positive,positive"
169,the takeout is great too since they give high quality tupperware as well.,1340075:5,The takeout is great too since they give high quality tupperware as well.,SERVICE,takeout,takeout|tupperware|quality,positive
170,enjoyed a very nice caesar salad while my wife had arugula and goat cheese....both very tasty.,1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,"FOOD,FOOD","Caesar Salad,arugula and goat cheese",salad|caesar,"positive,positive"
171,we both opted for a pasta dish and they were served timely and fresh.,1341354:2,We both opted for a pasta dish and they were served timely and fresh.,"SERVICE,FOOD","NULL,pasta dish",,"positive,positive"
172,"we concluded with tiramisu chocolate cake, both were delicious.",1341354:3,"We concluded with tiramisu chocolate cake, both were delicious.","FOOD,FOOD","tiramisu,chocolate cake",,"positive,positive"
173,"the staff was accomodating, the food was absolutely delicious and the place is lovely.",1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.","SERVICE,FOOD,AMBIENCE","staff,food,place",food|place,"positive,positive,positive"
174,we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,SERVICE,Manager,,positive
175,sometimes i get good food and ok service.,1349391:0,sometimes i get good food and ok service.,"FOOD,SERVICE","food,service",food|service,"positive,neutral"
176,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.","FOOD,SERVICE,SERVICE,FOOD","food,service,service,good",food|service,"negative,negative,negative,positive"
177,the place is a bistro which means: simple dishes and wine served efficiently in a bustling atmosphere.,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,"FOOD,FOOD,SERVICE,AMBIENCE","dishes,wine,NULL,atmosphere",|dishes|wine|atmosphere,"positive,positive,positive,positive"
178,right off the l in brooklyn this is a nice cozy place with good pizza.,1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,"FOOD,AMBIENCE","pizza,place",place|l|pizza|pizza,"positive,positive"
179,mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,"FOOD,FOOD","raddichio,NULL",,"negative,positive"
180,my friend got the mushroom pizza which tasted better.,1353599:2,My friend got the mushroom pizza which tasted better.,FOOD,mushroom pizza,,positive
181,the sangria was pretty tasty and good on a hot muggy day.,1353599:3,The sangria was pretty tasty and good on a hot muggy day.,FOOD,sangria,day|sangria,positive
182,i started out with a bombay beer which was big enough for two.,1357554:0,I started out with a Bombay beer which was big enough for two.,FOOD,Bombay beer,,positive
183,"service was slow, but the people were friendly.",1357554:3,"Service was slow, but the people were friendly.","SERVICE,SERVICE","Service,people",service|people,"negative,positive"
184,it's a nice place to relax and have conversation.,1357554:4,It's a nice place to relax and have conversation.,AMBIENCE,place,place,positive
185,the food is authentic italian - delicious!,1367358:1,The food is authentic Italian - delicious!,FOOD,food,food,positive
186,"pizza is terrific, as is homemade pasta.",1367358:2,"Pizza is terrific, as is homemade pasta.","FOOD,FOOD","Pizza,homemade pasta",pizza,"positive,positive"
187,"ambience is delightful, service impeccable.",1367358:3,"Ambience is delightful, service impeccable.","AMBIENCE,SERVICE","Ambience,service",ambience,"positive,positive"
188,i'm still mad that i had to pay for lousy food.,1380450:0,I'm still mad that i had to pay for lousy food.,FOOD,food,food,negative
189,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,"FOOD,FOOD","hanger steak,tuna",|tuna|rubber|hanger,"negative,negative"
190,service was also horrible and the ambience is not that great.,1380450:2,Service was also horrible and the ambience is not that great.,"SERVICE,AMBIENCE","Service,ambience",service|ambience,"negative,negative"
191,this is my first time writing a review for a restaurant because the food and service was excellent.,1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,"FOOD,SERVICE","food,service",food|service|time,"positive,positive"
192,the filet mignon dish was superb!,1387314:2,The filet mignon dish was superb!,FOOD,filet mignon dish,dish|mignon,positive
193,it's a small cute restaurant.,1387314:4,It's a small cute restaurant.,AMBIENCE,restaurant,restaurant,positive
194,"i like the ambience, it's very dark and original.",1390357:2,"I like the ambience, it's very dark and original.",AMBIENCE,ambience,,positive
195,the sushi is amazing!!! ,1390357:4,The sushi is amazing!!! ,FOOD,sushi,sushi,positive
196,very affordable and excellent ambient!,1394712:0,Very affordable and excellent ambient!,"AMBIENCE,PRICES","ambient,NULL",,"positive,positive"
197,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,FOOD,beef and noodle soup dishes,|section|menu|nothing,negative
198,we won't go to this place again for a good meal.,1394712:3,We won't go to this place again for a good meal.,FOOD,meal,meal,negative
199,"however, i think this place is a good hang out spot.",1394712:4,"However, I think this place is a good hang out spot.",AMBIENCE,place,place|spot,positive
200,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,"FOOD,FOOD,SERVICE,AMBIENCE","Pizza,wine,service,backyard dining area",|service|pizza|wine|wine|area|backyard|dining|place,"positive,positive,positive,positive"
201,"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.",1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",AMBIENCE,place,place,negative
202,"the tables are crammed way too close, the menu is typical of any italian restaurant, and the wine list is simply overpriced.",1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.","AMBIENCE,FOOD,PRICES","tables,menu,wine list",|menu|restaurant,"negative,neutral,negative"
203,slightly above average wines start at $70+ with only one selection listed at $30+.,1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,"FOOD,PRICES","wines,wines",|wines,"negative,negative"
204,service is not what one would expect from a joint in this price category.,1398844:4,Service is not what one would expect from a joint in this price category.,SERVICE,Service,,negative
205,somehow working the italian charm with constant mille grazie does not constitute proper service.,1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,SERVICE,service,service|grazie,negative
206,"to be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of teodora.",1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",FOOD,"food,Teodora",factor|food,"positive,negative"
207,not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,"FOOD,FOOD","meals,rosemary or orange flavoring",rosemary|flavoring|orange,"negative,negative"
208,fish was overdone.,1404042:2,Fish was overdone.,FOOD,Fish,,negative
209,"cute place, nice wait staff but would never go there again.",1404042:3,"Cute place, nice wait staff but would never go there again.","SERVICE,AMBIENCE","wait staff,place,place",place|staff|wait,"positive,positive,negative"
210,someone else recommended the dessert - we also left that.,1404042:4,Someone else recommended the dessert - we also left that.,FOOD,dessert,someone|dessert,negative
211,one of us actually liked the expresso - that's it.,1404042:5,One of us actually liked the expresso - that's it.,FOOD,expresso,expresso,positive
212,i've never had bad service and the fish is fresh and delicious.,1410878:1,I've never had bad service and the fish is fresh and delicious.,"SERVICE,FOOD","service,fish",service|service|fish,"positive,positive"
213,their tuna tartar appetizer is to die for.,1410878:2,Their tuna tartar appetizer is to die for.,FOOD,tuna tartar appetizer,,positive
214,"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.",1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",FOOD,pizza,,positive
215,the place is so cool and the service is prompt and curtious.,1413697:2,The place is so cool and the service is prompt and curtious.,"SERVICE,AMBIENCE","service,place",place|service,"positive,positive"
216,a restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,"FOOD,SERVICE,AMBIENCE","food,service,atmosphere",food|atmosphere|service|service,"positive,positive,positive"
217,the dining room is quietly elegant with no music to shout over -- how refreshing!,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,AMBIENCE,dining room,room|dining|music,positive
218,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","SERVICE,SERVICE","service,staff",service|meal|menu,"positive,positive"
219,the view is breathtaking the service is top notch... the ambiance is wonderfull.,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,"AMBIENCE,SERVICE,AMBIENCE","view,service,ambiance",view|service|notch|wonderfull,"positive,positive,positive"
220,the staff offers impeccable service.,1430994:1,The staff offers impeccable service.,SERVICE,staff,service|staff,positive
221,"the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","SERVICE,AMBIENCE","service,place,place",service|place|date|occassion,"positive,negative,positive"
222,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,"PRICES,FOOD,PRICES,SERVICE","food,prixe fixe tasting menu,prixe fixe tasting menu,NULL",food|menu|price|price|allergies|prixe|fixe|tasting,"negative,positive,positive,positive"
223,this place is so much fun.,1451107:0,This place is so much fun.,AMBIENCE,place,place,positive
224,the staff was the friendliest that have seen in new york.,1451107:6,The staff was the friendliest that have seen in New York.,SERVICE,staff,|staff,positive
225,the place is a lot of fun.,1457607:0,The place is a lot of fun.,AMBIENCE,place,,positive
226,the characters really make for an enjoyable experience.,1457607:2,The characters really make for an enjoyable experience.,AMBIENCE,characters,experience,positive
227,service was slow had to wait to order and get food although not crowded.,1459569:1,Service was slow had to wait to order and get food although not crowded.,SERVICE,Service,service,negative
228,drinks way over priced.,1459569:2,Drinks way over priced.,PRICES,Drinks,,negative
229,service was quick.,1460715:1,Service was quick.,SERVICE,Service,|service,positive
230,delivery is fast too.,1470286:1,Delivery is fast too.,SERVICE,Delivery,,positive
231,prices too high for this cramped and unappealing resturant.,1471273:3,Prices too high for this cramped and unappealing resturant.,"PRICES,AMBIENCE","resturant,resturant",resturant|prices,"negative,negative"
232,zero ambiance to boot.,1471273:4,Zero ambiance to boot.,AMBIENCE,ambiance,,negative
233,"the ambience was nice, but service wasn't so great.",1476493:2,"The ambience was nice, but service wasn't so great.","AMBIENCE,SERVICE","ambience,service",ambience|service,"positive,negative"
234,"the atmosphere is nothing special, but it feels like a sushi establishment in tokyo.",1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",AMBIENCE,atmosphere,|nothing|atmosphere|establishment,positive
235,the owner and staff are all japanese as well and that adds to the entire ambiance.,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,AMBIENCE,"owner,staff,ambiance",|owner|staff,"positive,positive,positive"
236,the prices were cheap compared to the quality of service and food.,1490757:2,The prices were CHEAP compared to the quality of service and food.,"PRICES,SERVICE,FOOD","NULL,service,food",prices|quality,"positive,positive,positive"
237,this quaint and romantic trattoria is at the top of my manhattan restaurant list.,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,AMBIENCE,"trattoria,trattoria",trattoria|top,"positive,positive"
238,"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices.",1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.","FOOD,FOOD,PRICES,PRICES","food,wine,food,wine",|prices|gods|years|secret,"positive,positive,positive,positive"
239,check out the secret back room.,1506491:2,Check out the secret back room.,AMBIENCE,back room,|room|secret,positive
240,"i found the food, service and value exceptional everytime i have been there.",1538149:0,"I found the food, service and value exceptional everytime I have been there.","FOOD,SERVICE,PRICES","food,service,NULL",everytime|food|service|value,"positive,positive,positive"
241,the service was excellent - friendly and attentive.,1538149:3,The service was excellent - friendly and attentive.,SERVICE,service,service,positive
242,great staff.,1543345:3,Great staff.,SERVICE,staff,staff,positive
243,always great service!,1543345:4,Always great service!,SERVICE,service,service,positive
244,but the staff was so horrible to us.,1561259:1,But the staff was so horrible to us.,SERVICE,staff,staff,negative
245,the hostess and the waitress were incredibly rude and did everything they could to rush us out.,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,"SERVICE,SERVICE","hostess,waitress",hostess|waitress,"negative,negative"
246,we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,SERVICE,waitress,,negative
247,"this place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.","PRICES,FOOD,SERVICE","place,food,service",place|food,"negative,positive,negative"
248,i ate here a week ago and found most dishes average at best and too expensive.,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,"FOOD,PRICES","dishes,dishes",|dishes,"negative,negative"
249,decor is nice though service can be spotty.,1572033:1,Decor is nice though service can be spotty.,"AMBIENCE,SERVICE","Decor,service",decor|service,"positive,negative"
250,the waitstaffs are nice though.,1586174:6,the waitstaffs are nice though.,SERVICE,waitstaffs,waitstaffs,positive
251,"both times i was extremely dissappointed by the service, which was boarderline rude.",1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",SERVICE,service,times|service,negative
252,the service was attentive.,1606837:2,The service was attentive.,SERVICE,service,service,positive
253,"the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",SERVICE,"svc,restaurant",svc|group|bit|times|esp,"negative,positive"
254,"try the pad thai, it's fabulous and their prices are so cheap!",1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!","FOOD,PRICES","Pad Thai,NULL",prices,"positive,positive"
255,"just because it's cheap does not mean the portions are small or the food is nasty, it is great!",1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","FOOD,FOOD,PRICES","portions,food,NULL",food|portions,"positive,positive,positive"
256,"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.","FOOD,PRICES","sandwiches,sandwiches",,"negative,negative"
257,"eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",AMBIENCE,"atmosphere,NULL",experience|desk|atmosphere,"positive,negative"
258,they have authentic indian at amazin prices.,1615322:2,They have authentic Indian at amazin prices.,"FOOD,PRICES","Indian,Indian",prices,"positive,positive"
259,the seats are uncomfortable if you are sitting against the wall on wooden benches.,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE,seats,seats,negative
260,it's a rather cramped and busy restaurant and it closes early.,1615322:5,It's a rather cramped and busy restaurant and it closes early.,AMBIENCE,"restaurant,restaurant",restaurant,"negative,negative"
261,patroon features a nice cigar bar and has great staff.,1623276:0,Patroon features a nice cigar bar and has great staff.,"AMBIENCE,SERVICE","cigar bar,staff",bar|cigar|staff|patroon,"positive,positive"
262,waitstaff are very friendly.,1626564:3,Waitstaff are very friendly.,SERVICE,Waitstaff,waitstaff,positive
263,the service is good and ambience is good for a date or group outing.,1632445:3,The service is good and ambience is good for a date or group outing.,"SERVICE,AMBIENCE","service,ambience",service|ambience|date|outing|group,"positive,positive"
264,the only fallback on this restaurant is the prices.,1632445:4,The only fallback on this restaurant is the prices.,PRICES,restaurant,|fallback|prices|restaurant,negative
265,"even though its good seafood, the prices are too high.",1632445:5,"Even though its good seafood, the prices are too high.","FOOD,PRICES","seafood,seafood",seafood|prices,"positive,negative"
266,the lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"FOOD,FOOD,PRICES","lobster sandwich,lobster sandwich,lobster sandwich",,"positive,negative,negative"
267,"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",SERVICE,waiter,|occassion|sort|candle,positive
268,truly the mark of an attentive waiter.,1632929:5,Truly the mark of an attentive waiter.,SERVICE,waiter,waiter|mark,positive
269,the food is so cheap and the waiters are nice.,1649025:2,The food is so cheap and the waiters are nice.,"PRICES,SERVICE","food,waiters",food|waiters,"positive,positive"
270,cheese plate is a varied delight and great bargain at $10.,1655504:1,Cheese plate is a varied delight and great bargain at $10.,"FOOD,FOOD,PRICES","Cheese plate,Cheese plate,Cheese plate",plate|cheese|bargain|delight,"positive,positive,positive"
271,wine list is extensive without being over-priced.,1655504:4,Wine list is extensive without being over-priced.,"FOOD,PRICES","Wine list,Wine list",|list|wine,"positive,positive"
272,i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded.,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,AMBIENCE,atmosphere,atmosphere|hesititate,positive
273,"the food was very good, a great deal, and the place its self was great.",1655521:2,"The food was very good, a great deal, and the place its self was great.","FOOD,PRICES,AMBIENCE","food,food,place",food|deal|place|self,"positive,positive,positive"
274,"the wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",SERVICE,wait staff,|town,positive
275,"i like cafe noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",SERVICE,"people,Cafe Noir",|dont|cafe,"negative,positive"
276,"the service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",SERVICE,service,service|people|thing,negative
277,"the waitress, seems to be more concerned of looking good than actually waitressing.",1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",SERVICE,waitress,,negative
278,"after dinner the manager grabbed my boyfriend, asked him: where are you from...maybe you dont know how things work in america...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE,manager,things|thing|tips|america,negative
279,"we did tip, i guess the model/waitress just wanted more and complained to the manager.",1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",SERVICE,waitress,,negative
280,"the whole set up is truly unprofessional and i wish cafe noir would get some good staff, because despite the current one this is a great place.",1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",SERVICE,"staff,Cafe Noir",staff|cafe|wish|place,"negative,positive"
281,decor is charming.,1661043:4,Decor is charming.,AMBIENCE,Decor,decor,positive
282,"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","AMBIENCE,PRICES,FOOD","ambience,NULL,food",ambience|prices|fun|food|top|fact,"positive,positive,positive"
283,i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,SERVICE,customer service,experience|customer|service|weeks|restaurant,negative
284,"a gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",SERVICE,gentleman,,negative
285,the food is great and reasonably priced.,1671113:1,The food is great and reasonably priced.,"FOOD,PRICES","food,food",food,"positive,positive"
286,"i have tried to make reservations, but both times, the hostess didn't have my name.",1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",SERVICE,hostess,,negative
287,"if the weather is nice, try to snag an outside table.",1671113:3,"If the weather is nice, try to snag an outside table.",AMBIENCE,outside table,weather|table|snag,positive
288,"the staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","SERVICE,SERVICE,AMBIENCE","staff,staff,unisex bathroom",staff|bathroom,"positive,negative,negative"
289,"considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",SERVICE,waitstaff,|patrons|time|closing,positive
290,friendly staff that actually lets you enjoy your meal and the company you're with.,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,SERVICE,staff,staff|company|meal,positive
291,"we ate out in the back patio, which is worth it as it's cool and the music is hear well there.",1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","AMBIENCE,AMBIENCE","back patio,music",|patio,"positive,positive"
292,the place was nice and calm.,1707201:2,The place was nice and calm.,AMBIENCE,place,place,positive
293,but the service was a bit slow.,1707201:3,but the service was a bit slow.,SERVICE,service,service|bit,negative
294,service was also very good.,1707741:3,Service was also very good.,SERVICE,Service,service,positive
295,"the back garden sitting area is very pleasant, where you can see their personal herb garden.",1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",AMBIENCE,back garden sitting area,area|garden|herb,positive
296,this is a wonderful place on all stand points especially value ofr money.,1727363:1,This is a wonderful place on all stand points especially value ofr money.,PRICES,"place,place",place|points,"positive,positive"
297,an excellent service,1727363:2,An excellent service,SERVICE,service,service,positive
298,we were greeted promptly by the waiter who was very nice and cordial.,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,SERVICE,waiter,,positive
299,"always a nice crowd, but never loud.",1730127:2,"Always a nice crowd, but never loud.",AMBIENCE,"crowd,NULL",crowd,"positive,positive"
300,all of the pizzas are terrific and the price is even better!,1748813:1,All of the pizzas are terrific and the price is even better!,"FOOD,PRICES","pizzas,pizzas",price|pizzas,"positive,positive"
301,"immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",1748839:1,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",SERVICE,waiter,,negative
302,i expected quite a bit more from such an expensive menu.,404464:3,I expected quite a bit more from such an expensive menu.,"PRICES,FOOD","menu,menu",menu,"negative,negative"
303,authentic taiwanese food that's cheap... what more could you ask for?,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,"FOOD,PRICES","Taiwanese food,Taiwanese food",food,"positive,positive"
304,"kind, attentive wait staff.",430342:1,"Kind, attentive wait staff.",SERVICE,wait staff,staff|wait,positive
305,the counter service is bad.,433878:3,The counter service is bad.,SERVICE,counter service,service,negative
306,"the sandwiches are dry, tasteless and way overpriced.",436868:2,"The sandwiches are dry, tasteless and way overpriced.","FOOD,PRICES","sandwiches,sandwiches",|sandwiches,"negative,negative"
307,"calling the place hampton chutney co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.","AMBIENCE,SERVICE","place,room,clerks",room|clerks|style|substance|folks,"negative,negative,negative"
308,"this is such a lovely, peaceful place to eat outside.",445960:0,"This is such a lovely, peaceful place to eat outside.",AMBIENCE,place,place,positive
309,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty.,445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,AMBIENCE,restaurant,lawns,positive
310,"this is a great place to take out-of-towners, and perfect for watching the sunset.",445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",AMBIENCE,place,place,positive
311,but who says murray's is anything about service.,449802:5,But who says Murray's is anything about service.,SERVICE,service,,negative
312,the service is awful.,454704:1,The service is awful.,SERVICE,service,service,negative
313,this place is not worth the prices.,454704:2,This place is not worth the prices.,PRICES,"place,place",place|prices,"negative,negative"
