,id,review,category,term
298,302,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,FOOD|FOOD|SERVICE|AMBIENCE,really|service|place|pizza|u|wine|
299,303,it is one the nicest outdoor restaurants i have ever seen in ny--i am from italy and this place rivals the ones in my country.,AMBIENCE,place|try|nice|u|one||ever
300,304,"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.",AMBIENCE,place|sea|view|
301,306,somehow working the italian charm with constant mille grazie does not constitute proper service.,SERVICE,service|u|
302,307,not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,FOOD|FOOD,u|one|bland|
303,308,fish was overdone.,FOOD,fish|one|
304,309,someone else recommended the dessert - we also left that.,FOOD,one|
305,310,i've never had bad service and the fish is fresh and delicious.,SERVICE|FOOD,service|fish|bad|u||ever
306,311,their tuna tartar appetizer is to die for.,FOOD,u|
307,312,"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.",FOOD,way|pizza|
308,313,the place is so cool and the service is prompt and curtious.,SERVICE|AMBIENCE,service|place|cool|u|
309,314,a restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,FOOD|SERVICE|AMBIENCE,food|atmosphere|service|great|try|pleasant|u|
310,315,no gimmicks here -- the food speaks for itself in its freshness and preparation.,FOOD,food|
311,316,the dining room is quietly elegant with no music to shout over -- how refreshing!,AMBIENCE,u|
312,317,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",SERVICE|SERVICE,service|staff|u|impeccable||menu
313,318,"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",FOOD|AMBIENCE,new|try|u|
314,319,the view is breathtaking the service is top notch... the ambiance is wonderfull.,AMBIENCE|SERVICE|AMBIENCE,service|view|u|
315,320,the staff offers impeccable service.,SERVICE,service|staff|impeccable|
316,321,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.,FOOD|FOOD,new|good|u|
317,322,my boyfriend had prime rib it was good .,FOOD,good|
318,323,my wife and i ate here earlier this week and have not stopped ranting and raving about the food.,FOOD,food|u|
319,324,if you like spicy food get the chicken vindaloo.,FOOD,food|get|like|u|
320,325,go to volare for 1st class service and terrific food.,SERVICE|FOOD,food|service|terrific|
321,326,the portions are large and the servers always surprise us with a different starter.,FOOD,always|portion|way|u|
322,327,the food is amazing... especially if you get the chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,FOOD|FOOD|FOOD,food|get|u|wine||menu|selection|amazing
323,328,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,FOOD|FOOD|FOOD,food|price|get|great|like|good|u|rice||menu
324,330,the menu is very limited - i think we counted 4 or 5 entrees.,FOOD,u||menu|limited
325,331,"we ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",FOOD,u|one|
326,332,this place is so much fun.,AMBIENCE,place|u|
327,333,our family never expected such incredible entertainment in a restaurant.,AMBIENCE,u||ever
328,334,our food was great too!,FOOD,food|great|u|
329,335,and really large portions.,FOOD,really|portion|
330,336,the staff was the friendliest that have seen in new york.,SERVICE,new|staff|
331,337,the food was pretty tradional but it was hot and good with large portions.,FOOD|FOOD,food|portion|good|u|
332,338,the place is a lot of fun.,AMBIENCE,place|u|
333,339,the characters really make for an enjoyable experience.,AMBIENCE,really|
334,340,service was slow had to wait to order and get food although not crowded.,SERVICE,food|get|service|u|though|
335,341,great pizza for lunch place.,FOOD,great|place|pizza|u|lunch|
336,342,service was quick.,SERVICE,service|u|
337,343,the pizza was great.,FOOD,great|pizza|
338,344,delivery is fast too.,SERVICE,fast|
339,345,"great friendly service, fast seating, fast delivery, excellent sushi.",SERVICE|SERVICE|SERVICE|FOOD,friendly|service|fast|great|sea|sushi|u|
340,346,ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.,FOOD,best|bagel|id|
341,347,"the bagels always warm, soft on the inside, crispy on the outside and enormous in size.",FOOD|FOOD,always|bagel|way|u|size|id|
342,348,they have a huge selection of different cream cheeses and all of their salads are great.,FOOD|FOOD,great|cream|u||selection
343,349,the lox is always fresh too.,FOOD,always|way|
344,350,not impressed with the food.,FOOD,food|
345,351,"the ambience was nice, but service wasn't so great.",AMBIENCE|SERVICE,service|great|nice|u|
346,352,i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan.,FOOD|AMBIENCE,food|like|taste|u|
347,353,thius is a must for anyone who loves shabu-shabu.,FOOD,u|one|
348,354,"the atmosphere is nothing special, but it feels like a sushi establishment in tokyo.",AMBIENCE,atmosphere|like|sushi|u|
349,355,"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD,food|u|one||menu|limited|ever
350,356,taxan horrible!,FOOD,
351,357,the prices were cheap compared to the quality of service and food.,SERVICE|FOOD,food|price|service|u|rice|
352,359,"the quantity is also very good, you will come out satisfied.",FOOD,good|u|
353,360,i had the worst ravioli ever.,FOOD,|ever|worst
354,361,the wine the service was very good too.,FOOD|SERVICE,service|good|wine|
355,362,"the food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD|FOOD|FOOD|FOOD,food|u|dish||menu|ever
356,363,"whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to northern italy with one bite.",FOOD|FOOD,sea|u|one|
357,365,"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices.",FOOD|FOOD|FOOD|FOOD,food|price|u|wine|rice|
358,366,"i found the food, service and value exceptional everytime i have been there.",FOOD|SERVICE,food|service|time|u|value||ever
359,367,the food was bad.,FOOD,food|bad|
360,368,the service was excellent - friendly and attentive.,SERVICE,friendly|service|attentive|
361,369,who has room for cheesesticks with the best pizza in nyc!,FOOD,best|pizza|
362,370,great staff.,SERVICE,great|staff|
363,371,always great service!,SERVICE,always|service|great|way|
364,372,"the food is bad, i can't lie.",FOOD,food|bad|
365,373,but the staff was so horrible to us.,SERVICE,staff|u|
366,374,the hostess and the waitress were incredibly rude and did everything they could to rush us out.,SERVICE|SERVICE,u|hostess|id||ever
367,375,i ate here a week ago and found most dishes average at best and too expensive.,FOOD|FOOD,best|u|dish|
368,376,"don't dine at tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",FOOD|FOOD,get|u|dish||selection
369,377,decor is nice though service can be spotty.,AMBIENCE|SERVICE,service|decor|nice|u|though|
370,378,"most importantly, food is horrible.",FOOD,food|
371,379,i am sad i did the food was horrible.,FOOD,food|id|
372,380,and yes dal bukhara is so dam good and so are all the kababs.,FOOD|FOOD,good|u|
373,381,the fish was not fresh and the rice tasted old and stale.,FOOD|FOOD,fish|taste|rice|
374,382,"quite frankly, this is some of the worst sushi i have ever tried.",FOOD,sushi|u||ever|worst
375,383,honestly the worst sushi my husband and i had in our entire lives.,FOOD,sushi|u|one||worst
376,384,the all-u-can-eat sushi is definitely in very poor quality.,FOOD,sushi|u|
377,385,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",FOOD|FOOD|FOOD|FOOD,fish|u|rice||menu|limited
378,386,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",FOOD|FOOD,really|fish|taste|u|rice|even|salty|
379,387,the waitstaffs are nice though.,SERVICE,nice|staff|u|though|
380,388,"both times i was extremely dissappointed by the service, which was boarderline rude.",SERVICE,service|time|u|
381,389,"the dinner was ok, nothing i would have again.",FOOD,would|u|dinner|
382,390,"i had their eggs benedict for brunch, which were the worst in my entire life, i tried removing the hollondaise sauce completely that was how failed it was.",FOOD,u||worst
383,391,with the theater 2 blocks away we had a delicious meal in a beautiful room.,FOOD|AMBIENCE,way|u|
384,392,the service was attentive.,SERVICE,service|attentive|
385,393,"we love the food, drinks, and atmosphere!",FOOD|FOOD|AMBIENCE,food|atmosphere|drink|
386,394,"try the pad thai, it's fabulous and their prices are so cheap!",FOOD,price|try|u|rice|
387,395,"just because it's cheap does not mean the portions are small or the food is nasty, it is great!",FOOD|FOOD,food|portion|great|u|small|
388,396,"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",FOOD|FOOD,like|id|
389,397,"eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",AMBIENCE,atmosphere|u|
390,398,they have authentic indian at amazin prices.,FOOD|FOOD,price|u|rice|
391,399,the seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE,sea|u|
392,400,patroon features a nice cigar bar and has great staff.,AMBIENCE|SERVICE,great|nice|staff|u|
393,401,the food is tasty and portion sizes are appropriate.,FOOD|FOOD,food|portion|tasty|size|
394,402,food is horrible.,FOOD,food|
395,403,fish is so very fresh.,FOOD,fish|
396,404,waitstaff are very friendly.,SERVICE,friendly|staff|
397,405,the menu is limited but almost all of the dishes are excellent.,FOOD|FOOD,u|dish||menu|limited
398,406,the lobster sandwich is not good and the spaghetti with scallops and shrimp is not great.,FOOD|FOOD,great|good|
399,407,the service is good and ambience is good for a date or group outing.,SERVICE|AMBIENCE,service|good|u|
400,408,"even though its good seafood, the prices are too high.",FOOD,food|high|price|sea|good|u|though|rice|even|
401,409,the lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD|FOOD,price|good|u|though|rice|
402,410,"the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.",FOOD|FOOD|FOOD|SERVICE,food|service|u|
403,411,truly the mark of an attentive waiter.,SERVICE,attentive|u|
404,412,we ate at this thai place following the reviews but very unhappy with the foods.,FOOD,food|place|view|u|
405,413,"i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD|FOOD|FOOD|FOOD,fish|u|
406,414,the food is so cheap and the waiters are nice.,FOOD|SERVICE,food|nice|
407,415,have frequented 'ino for several years and the food remains excellent.,FOOD,food|u||ever
408,416,cheese plate is a varied delight and great bargain at $10.,FOOD|FOOD|FOOD,great|
409,417,"(the asparagus, truffle oil, parmesan bruschetta is a winner!)",FOOD,u|
410,418,"be sure to try the seasonal, and always delicious, specials.",FOOD,always|try|way|sea|u|
411,419,i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded.,AMBIENCE,atmosphere|great|would|view|u|
412,420,"the food was very good, a great deal, and the place its self was great.",FOOD|FOOD|AMBIENCE,food|great|place|good|
413,421,"the wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",SERVICE,like|staff|u|little|
414,422,"the service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",SERVICE,terrible|service|served||ever
415,423,"after dinner the manager grabbed my boyfriend, asked him: where are you from...maybe you dont know how things work in america...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE,way|u|dinner|
416,424,"we did tip, i guess the model/waitress just wanted more and complained to the manager.",SERVICE,u|id|
417,425,pizza here is consistently good.,FOOD,good|pizza|
418,426,salads are a delicious way to begin the meal.,FOOD,way|u|
419,427,decor is charming.,AMBIENCE,decor|
420,428,"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",AMBIENCE|FOOD,food|price|really|great|tasty|u|rice|
421,429,i would definitely recommend sea if you like thai cuisine!,FOOD,like|sea|would|u|
422,430,i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,SERVICE,service|u||ever|worst
423,431,"excellent atmosphere, delicious dishes good and friendly service.",AMBIENCE|FOOD|SERVICE,friendly|atmosphere|service|good|u|dish|
424,432,"everything was wonderful; food, drinks, staff, mileau.",FOOD|FOOD|SERVICE|AMBIENCE,food|staff|u|drink||ever
425,433,the food is great and reasonably priced.,FOOD|FOOD,food|price|great|reasonably|rice|
426,434,"if the weather is nice, try to snag an outside table.",AMBIENCE,try|nice|u|id|
427,435,"the staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",SERVICE|AMBIENCE,really|nice|staff|u|
428,436,"from the spectacular caviar to the hospitable waitstaff, i felt like royalty and enjoyed every second of it.",FOOD|SERVICE,like|staff|u||ever
429,437,"considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",SERVICE,relaxed|staff|time|u|id|
430,438,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service.,FOOD|SERVICE,high|service|u|one|
431,439,fresh ingredients and everything is made to order.,FOOD,|ever
432,440,friendly staff that actually lets you enjoy your meal and the company you're with.,SERVICE,friendly|staff|u|
433,441,"i found the food to be outstanding, particulary the salmon dish i had.",FOOD|FOOD,food|u|dish|
434,442,"we ate out in the back patio, which is worth it as it's cool and the music is hear well there.",AMBIENCE|AMBIENCE,cool|u|
435,443,the food was good.,FOOD,food|good|
436,444,the place was nice and calm.,AMBIENCE,place|nice|
437,445,but the service was a bit slow.,SERVICE,service|u|
438,446,the buffet had a nice selection.,FOOD,nice|u||selection
439,447,the food was average or above including some surprising tasty dishes.,FOOD|FOOD,food|tasty|u|dish|
440,448,service was also very good.,SERVICE,service|good|
441,449,i got an excellent piece of cheesecake and we had several other nice pastries.,FOOD|FOOD,nice||ever
442,450,"i would recommend roxy's for that, but not for their food.",FOOD,food|would|u|
443,451,"consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",FOOD,like|u|id|
444,452,"this place is really trendi but they have forgotten about the most important part of a restaurant, the food.",FOOD|AMBIENCE,food|really|place|u|
445,453,"the last two times i ordered from here my food was soo spicy that i could barely eat it, and the spice took away from the flavor of the dish.",FOOD|FOOD,food|way|time|u|dish|
446,454,and the tom kha soup was pathetic.,FOOD,u|
447,455,if you want good authentic thai this place is not the place to go.,FOOD,place|good|u|
448,456,"we went here for lunch a couple of weeks ago on a saturday, and i was thoroughly impressed with the food.",FOOD,food|u|lunch|
449,457,"the pesto pizza was excellent, thin-crust pizza with a nice amount of spicy italian cheese that i'd never heard of before.",FOOD|FOOD,nice|pizza|u||ever
450,458,"the back garden sitting area is very pleasant, where you can see their personal herb garden.",AMBIENCE,pleasant|u|personal|
451,459,we had the lobster sandwich and it was fantastic.,FOOD,
452,460,"my husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD|FOOD,portion|best|french|u|id|even||ever
453,461,we had the scallops as an appetizer and they were delicious and the sauce was wonderful.,FOOD|FOOD,u|
454,462,love the food.,FOOD,food|
455,463,it's the only place you can get yummy authentic japanese comfort food.,FOOD,food|get|place|u|
456,464,"great food, good size menu, great service and an unpretensious setting.",FOOD|FOOD|SERVICE|AMBIENCE,food|service|great|good|u|size||menu
457,465,"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",FOOD|FOOD|FOOD|FOOD|FOOD,cream|best|tasty|u|dish||ever|amazing
458,466,"the freshest, best variety, and the fastest delivery.",SERVICE,fast|best|
459,467,the service was excellent and the food was delicious.,SERVICE|FOOD,food|service|u|
460,468,"we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,sushi|u||ever
461,469,"average to good thai food, but terrible delivery.",FOOD|SERVICE,food|terrible|good|u|
462,470,"the food arrived 20 minutes after i called, cold and soggy.",FOOD,food|u|
463,471,an excellent service,SERVICE,service|
464,472,we were greeted promptly by the waiter who was very nice and cordial.,SERVICE,nice|
465,473,she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food.,FOOD,food|new|good|u|drink|dish|
466,474,the food looked very appetizing and delicious since it came on a variety of fancy plates.,FOOD,food|u|
467,475,we ended our great experience by having gulab jamun (dessert) recommended by the waiter.,FOOD,great|u|
468,476,"service here was great, food was fantastic.",SERVICE|FOOD,food|service|great|
469,477,"guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",FOOD|FOOD|FOOD,really|great|like|good|u|id|
470,478,"the food is outstanding and the service is quick, friendly and very professional.",FOOD|SERVICE,food|friendly|service|u|
471,479,"by far, the best pizza in manhattan.",FOOD,best|pizza|
472,480,"the crust is thin, the ingredients are fresh and the staff is friendly.",FOOD|SERVICE|FOOD,friendly|staff|u|
473,481,the menu has so many fish items and oysters.,FOOD,fish|u||menu
474,482,"the fish was really,really fresh.",FOOD,really|fish|
475,483,all of the pizzas are terrific and the price is even better!,FOOD,price|better|pizza|rice|even|terrific|
476,484,i highly recommend the sophia pizza.,FOOD,high|pizza|
477,485,the food was mediocre at best but it was the horrible service that made me vow never to go back.,FOOD|SERVICE,food|service|best|u||ever
478,486,"for the people who want great food plus great service, roxy is a place to avoid!",FOOD|SERVICE,food|service|great|place|u|id|
479,487,"the first time the sushi was outstanding, the second time it was a little bland.",FOOD|FOOD,sushi|time|u|little|bland|
480,488,"the blond wood decor is very soothing, the premium sake is excellent and the service is great.",AMBIENCE|FOOD|SERVICE,service|great|decor|u|
481,489,"while their kitchen food is delicious, their sushi is out of this world.",FOOD|FOOD,food|world|sushi|u|
482,490,mizu is home to creative and unique rolls not to found anywhere else.,FOOD,u|
483,491,"not only is the cuisine the best around, the service has always been attentive and charming.",FOOD|SERVICE,always|service|best|way|attentive|u|
484,492,"thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",SERVICE|FOOD|AMBIENCE,food|u|
485,493,i ordered the smoked salmon and roe appetizer and it was off flavor.,FOOD,
486,494,"the entree was bland and small, dessert was not inspired.",FOOD|FOOD|FOOD,bland|small|
487,495,i expected quite a bit more from such an expensive menu.,FOOD|FOOD,u||menu
488,496,"the view is spectacular, and the food is great.",AMBIENCE|FOOD,food|great|view|u|
489,497,authentic taiwanese food that's cheap... what more could you ask for?,FOOD|FOOD,food|u|
490,498,the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan.,FOOD,like|way|taste|u|dish|
491,499,delicious simple food in nice outdoor atmosphere.,FOOD|FOOD|AMBIENCE,food|atmosphere|nice|u|
492,500,"kind, attentive wait staff.",SERVICE,staff|attentive|
493,501,i really like both the scallops and the mahi mahi (on saffron risotto-yum!).,FOOD|FOOD,really|like|mahi|u|
494,502,delicious crab cakes too.,FOOD,u|
495,503,"even if the food wasn't this good, the garden is a great place to sit outside and relax.",AMBIENCE|FOOD,food|great|place|good|u|id|even|
496,504,"their calzones are horrific, bad, vomit-inducing, yuck.",FOOD,bad|u|one|
497,505,the counter service is bad.,SERVICE,service|bad|u|
498,506,"the dosas are skimpy, unattractive and drip with grease, and personally i'd drink popcorn topping before i'd eat another one of these.",FOOD|FOOD,u|one|personal|drink|
499,507,"the sandwiches are dry, tasteless and way overpriced.",FOOD|FOOD,price|way|taste|rice|
500,508,"the atmosphere is unheralded, the service impecible, and the food magnificant.",AMBIENCE|SERVICE|FOOD,food|atmosphere|service|u|
501,509,"best italian food i ever had (and being italian, that means alot).",FOOD,food|best||ever
502,510,"this is such a lovely, peaceful place to eat outside.",AMBIENCE,place|u|id|
503,511,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty.,AMBIENCE,u|
504,512,"the food is good, especially their more basic dishes, and the drinks are delicious.",FOOD|FOOD|FOOD,food|good|u|drink|dish|
505,513,"this is a great place to take out-of-towners, and perfect for watching the sunset.",AMBIENCE,great|place|u|
506,514,great sushi experience.,FOOD,great|sushi|u|
507,515,unique apppetizers.,FOOD,u|
508,516,"good spreads, great beverage selections and bagels really tasty.",FOOD|FOOD|FOOD,really|great|bagel|tasty|good||ever|selection
509,517,the service is awful.,SERVICE,service|u|
510,518,i will be out with friends and all of a sudden i am hungry and i only crave one thing... their pizza.,FOOD,pizza|u|one|
511,519,the pizza is delicious and the proprietor is one of the nicest in nyc.,FOOD|SERVICE,nice|pizza|u|one|
512,520,the cream cheeses are out of this world and i love that coffee!!,FOOD|FOOD,world|cream|u|
513,521,the turkey burgers are scary!,FOOD,u|
514,522,the sushi was awful!,FOOD,sushi|u|
515,523,the rice was poor quality and was cooked so badly it was hard.,FOOD,bad|u|rice|
516,524,"furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",FOOD|FOOD,sea|sushi|u|bland|rice|
517,525,"the fish was adequate, but inexpertly sliced.",FOOD,fish|u|
518,526,"good, fast service.",SERVICE,service|fast|good|
519,527,food is great and inexpensive.,FOOD|FOOD,food|great|
520,528,the location is perfect.,AMBIENCE,
521,529,"well, this place is so ghetto its not even funny.",AMBIENCE,place|u|even|
522,530,if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,FOOD|AMBIENCE,pay|great|like|u|
523,531,awsome pizza especially the margheritta slice.,FOOD|FOOD,pizza|
524,532,great atmoshere and worth every bit.,AMBIENCE,great||ever
525,533,winnie and her staff are the best crew you can find serving you.,SERVICE|SERVICE,best|staff|u|
526,534,the food is reliable and the price is moderate.,FOOD,food|price|rice|
527,535,"for authentic thai food, look no further than toons.",FOOD,food|u|
528,536,"try the pad thai, or sample anything on the appetizer menu...they're all delicious.",FOOD|FOOD,try|u||menu
529,537,"the service was attentive, yet discreet.",SERVICE,service|attentive|
530,538,the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,FOOD,u|
531,539,the place was quiet and delightful.,AMBIENCE,place|u|
532,540,service was not good and food is not wonderful.,SERVICE|FOOD,food|service|good|u|
533,541,i did not try the caviar but i tried their salmon and crab salad (they are all good),FOOD|FOOD,try|good|u|id|
534,542,"the wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE,pleasant|staff|way|u|
535,543,"the food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD|FOOD|FOOD,food|u|
536,544,"but the best part about ls is the late night atmosphere, delightfully free of the bts.",AMBIENCE,atmosphere|best|u|
537,545,"you can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (i recommend the vanilla shanty, mmmm!) in a great homey setting with great music.",FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE,get|great|u|drink|
538,546,"the in-house lady dj on saturday nights has outrageously good taste in music, and moreover, takes requests.",AMBIENCE,taste|good|u|
539,547,i love their thai,FOOD,
540,548,in summer-eat outside on a terrace (another great feature of suan)!!!,AMBIENCE,great|u|id|
541,549,i cannot imagine a friendlier staff working in a restaurant.,SERVICE,staff|u|
542,550,i cannot imagine better indian food in all of the city.,FOOD,food|better|
543,551,the food now is inconsistent.,FOOD,food|
544,552,the setting is casual and romantic.,AMBIENCE,casual|u|
545,553,the food is excellent!,FOOD,food|
546,554,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",FOOD,cream|try|u|
547,555,"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",SERVICE|AMBIENCE,atmosphere|like|u|
548,557,the food was exceptional.,FOOD,food|
549,558,"i choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",FOOD,one|wine|
550,560,the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,FOOD|AMBIENCE,great|u|
551,561,"the pad se ew chicken was delicious, however the pad thai was far too oily.",FOOD|FOOD,u||ever
552,562,the fried dumplings are great!,FOOD,great|u|
553,563,this place would be so much better served by being run by a group that actually understands customer service.,SERVICE,service|place|better|served|would|u|
554,564,"terrible, terrible management - deserves to be shut-down.",SERVICE,terrible|u|
555,565,"delicious bagels, especially when right out of the oven.",FOOD,bagel|u|
556,566,spreads and toppings are great - though a bit pricey.,FOOD|FOOD|FOOD|FOOD,price|great|u|though|rice|
557,567,service is fast and friendly.,SERVICE,friendly|service|fast|
558,568,"the food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, i thought it was just annoying.",FOOD|AMBIENCE,food|best|u|id|though|
559,570,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,AMBIENCE|SERVICE,place|like|staff|time|u|
560,571,"great food, great prices, great service.",FOOD|SERVICE,food|price|service|great|rice|
561,572,"if you are looking for a good quality, cheap eats - this is the place.",FOOD|FOOD,place|good|u|
562,573,it's a perfect place to have a amanzing indian food.,FOOD,food|place|
563,574,"also it's great to have dinner in a very romantic and comfortable place, the service it's just perfect...they're so frendly that we never want to live the place!",AMBIENCE|SERVICE,service|great|place|u|dinner||ever
564,575,"their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",FOOD,really|bagel|u|little|
565,576,great bagels made the old-fashioned way.,FOOD|FOOD,great|bagel|way|one|
566,577,drawbacks: service is slow and they don't toast!,SERVICE,service|
567,578,the food was absolutely amazing!!,FOOD,food|u||amazing
568,579,the baked clams octopus we shared as appetizers were the best we've ever had!!,FOOD,best|u||ever
569,580,"the lamb was tender so full of flavor, the dessert was divine!!",FOOD|FOOD,u|
570,581,the waiter was attentive.,SERVICE,attentive|
571,582,the place itself is beautiful the bar scene seems to be happening.,AMBIENCE|AMBIENCE,place|u|
572,584,"small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD|FOOD|FOOD,good|small|
573,585,dessert is a joke...dont bother,FOOD,
574,586,"volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",SERVICE,get|friendly|service|u|one||ever
575,587,"the restaurant has a family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",AMBIENCE|FOOD|FOOD,portion|world|u|one|
576,588,"the anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD|FOOD|FOOD|FOOD,
577,589,the wine list is extensive and can easily hike up an otherwise reasonably priced meal.,FOOD|FOOD,price|reasonably|u|wine|rice|
578,590,"great food, great decor, great service.",FOOD|AMBIENCE|SERVICE,food|service|great|decor|
579,591,not the typical nyc gimmick theme restaurant.,AMBIENCE,u|
580,592,"a cool bar with great food, and tons of excellent beer.",AMBIENCE|FOOD|FOOD|FOOD,food|great|cool|
581,593,the shrimp scampi was excellent and the antipasti were plentiful.,FOOD|FOOD,plentiful|u|
582,594,the only thing more wonderful than the food (which is exceptional) is the service.,FOOD|SERVICE,food|service|u|
583,596,cozy romantic atomosphere with only around 15 tables at most.,AMBIENCE,u|
584,597,service was very prompt but slightly rushed.,SERVICE,service|u|
585,598,too bad the food wasn't of the same heritage.,FOOD,food|bad|
586,599,"the porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",FOOD|FOOD,food|sea|taste|u|
587,600,this place has the best chinese style bbq ribs in the city.,FOOD|FOOD,place|best|
588,601,i also recommend the rice dishes or the different varieties of congee (rice porridge).,FOOD|FOOD,dish|id|rice|
589,603,quick and friendly service.,SERVICE,friendly|service|u|
590,604,"when you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE|AMBIENCE,high|world|u|id||ever
591,605,"the food is wonderful, tasty and filling, and the service is professional and friendly.",FOOD|FOOD|SERVICE,food|friendly|service|tasty|u|
592,606,"i can't wait for summer, when they serve outside on their gigantic patio.",AMBIENCE,u|id|
593,607,the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,SERVICE|FOOD|FOOD,food|friendly|service|fast|best|tasty|u|
594,608,good food.,FOOD,food|good|
595,609,i have never had cheescake like this.,FOOD,like||ever
596,610,warm and friendly in the winter and terrific outdoor seating in the warmer months.,AMBIENCE,friendly|sea|u|terrific|
597,611,the food is great and they have a good selecion of wines at reasonable prices.,FOOD|FOOD|FOOD,food|price|great|good|wine|rice|
598,612,"while the ambiance and atmosphere were great, the food and service could have been a lot better.",AMBIENCE|AMBIENCE|FOOD|SERVICE,food|atmosphere|service|great|better|u|
599,613,"i've been to sapphire twice and both times the food was fine, if not good.",FOOD,food|good|time|
