,id,review,label,pred_single,pred_multiple,terms
195,196,i went there for lunch and the lunch was not as good as i expected from the reviews i read.,FOOD,VALUE,VALUE|VALUE,good|view
196,197,sauce was watery and the food didn't have much flavor.,FOOD|FOOD,FOOD,FOOD,food
197,198,the waitress was very patient with us and the food is phenomenal!,SERVICE|FOOD,FOOD,FOOD|AMBIENCE,food|wait
198,199,"service was prompt, friendly and great.",SERVICE,VALUE,VALUE|SERVICE|VALUE|VALUE,great|service|friendly|prompt
199,200,horrible pizza and bad service.,FOOD|SERVICE,FOOD,SERVICE|FOOD,service|pizza
200,201,"there was a small wait, but shorter than i expected.",SERVICE,VALUE,VALUE|VALUE,small|wait
201,202,this is the best sushi in new york city - hands down.,FOOD,FOOD,VALUE|FOOD,best|sushi
202,203,the place is small and cramped but the food is fantastic.,AMBIENCE|FOOD,FOOD,FOOD|AMBIENCE|AMBIENCE,food|place|small
203,204,"the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .",AMBIENCE,VALUE,VALUE|VALUE|VALUE|VALUE,atmosphere|rice|great|price
204,206,first went here to enjoy their garden terrace.,AMBIENCE,,,
205,207,"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",FOOD|SERVICE,FOOD,FOOD|SERVICE|VALUE,food|service|prompt
206,208,"the steak tartare is a great bet, they fix it for you at the table.",FOOD,AMBIENCE,AMBIENCE,great
207,209,"admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",AMBIENCE|AMBIENCE,AMBIENCE,AMBIENCE,restaurant
208,210,"it may be a bit packed on weekends, but the vibe is good and it is the best french food you will find in the area.",AMBIENCE|FOOD,FOOD,FOOD|FOOD|FOOD,good|food|best
209,211,"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",FOOD|FOOD,FOOD,FOOD|FOOD|FOOD|FOOD,best|like|pizza
210,212,"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!",AMBIENCE|FOOD,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,food|great|view
211,213,i'd highly recommend it for a special occasion and it provides and intimate setting and nice service.,AMBIENCE|SERVICE,VALUE,VALUE|SERVICE|VALUE|VALUE|AMBIENCE,recommend|service|nice|high|special
212,214,"moules were excellent, lobster ravioli was very salty!",FOOD|FOOD,FOOD,FOOD,excellent
213,215,"took my mom for mother's day, and the maitre d' was pretty rude.",SERVICE,,,
214,216,tiny dessert was $8.00...just plain overpriced for what it is.,FOOD|FOOD|FOOD,VALUE,VALUE|VALUE,rice|price
215,217,downstairs lounge is always a good attraction,AMBIENCE,VALUE,VALUE|VALUE,good|always
216,218,"raga's is a romantic, cozy restaurant.",AMBIENCE,AMBIENCE,AMBIENCE,restaurant
217,219,the exotic food is beautifully presented and is a delight in delicious combinations.,FOOD|FOOD,FOOD,FOOD|FOOD,delicious|food
218,220,the staff is incredibly helpful and attentive.,SERVICE,SERVICE,SERVICE|SERVICE,attentive|staff
219,221,i loved everythig about it-especially the shows and actors.,AMBIENCE|AMBIENCE,VALUE,VALUE,special
220,222,our server was very helpful and friendly.,SERVICE,SERVICE,SERVICE|SERVICE,friendly|server
221,223,the food was bad.,FOOD,FOOD,FOOD,food
222,224,the tuna and wasabe potatoes are bad.,FOOD|FOOD,,,
223,225,the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|even|cool|away|sitting|avenue
224,226,service was prompt and courteous.,SERVICE,SERVICE,SERVICE|VALUE,service|prompt
225,227,"bad service, bad food.",SERVICE|FOOD,FOOD,FOOD|SERVICE,food|service
226,228,"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",FOOD|FOOD,FOOD,FOOD|FOOD|FOOD|FOOD,delicious|pizza|cheese
227,229,"two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",FOOD,VALUE,VALUE|FOOD,nice|would
228,230,wait staff is blantently unappreciative of your business but its the best pie on the uws!,SERVICE|FOOD,VALUE,VALUE|SERVICE|VALUE,best|staff|wait
229,231,by far the worst salad i have had in a fast food restaurant.,FOOD,FOOD,FOOD|AMBIENCE|FOOD,food|restaurant|salad
230,232,fine dining restaurant quality.,FOOD,AMBIENCE,AMBIENCE|SERVICE,restaurant|quality
231,233,"the chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",FOOD|FOOD|FOOD|SERVICE,FOOD,SERVICE|FOOD|FOOD,service|burger|cheese
232,234,the staff is no nonsense.,SERVICE,VALUE,VALUE,staff
233,235,when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,FOOD,VALUE,VALUE|VALUE|VALUE,better|would
234,236,"service was very good - prompt, attentive and non-intrusive.",SERVICE,VALUE,VALUE|SERVICE|VALUE|VALUE,good|service|attentive|prompt
235,237,"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",FOOD|FOOD,FOOD,FOOD|FOOD|FOOD,good|food|well
236,238,traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE|AMBIENCE,AMBIENCE,AMBIENCE,restaurant
237,239,"seating is always prompt, though the restaurant does fill up in the evening.",SERVICE,AMBIENCE,AMBIENCE|AMBIENCE|VALUE|VALUE,restaurant|even|always|prompt
238,240,"food is usually very good, though ocasionally i wondered about freshmess of raw vegatables in side orders.",FOOD|FOOD,FOOD,FOOD|FOOD,good|food
239,241,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",AMBIENCE|AMBIENCE,AMBIENCE,VALUE|AMBIENCE,great|decor
240,242,"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.",AMBIENCE|AMBIENCE,AMBIENCE,AMBIENCE|VALUE|AMBIENCE,atmosphere|time|salad
241,243,it's simply the best meal in nyc.,FOOD,FOOD,VALUE|FOOD,best|meal
242,244,the food is a diamond in rough and the food is delicious and homemade with the perfect balance of herbs and tomatoes.,FOOD|FOOD,FOOD,FOOD|FOOD|FOOD|FOOD,delicious|food|made
243,245,the server was really cool and served us our food and drinks with a smile.,SERVICE,FOOD,VALUE|FOOD|AMBIENCE|VALUE,really|food|cool|server
244,246,the place's decor and hidden bathrooms made for a good laugh.,AMBIENCE|AMBIENCE,AMBIENCE,VALUE|AMBIENCE|AMBIENCE|AMBIENCE,good|place|decor|made
245,247,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.",FOOD|FOOD|FOOD,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,delicious|recommend|food|made|dish|different
246,248,the entertainment was great they have shows that go on through out the dinner.,AMBIENCE,VALUE,VALUE,great
247,249,the bagel was small.,FOOD,AMBIENCE,AMBIENCE,small
248,250,the workers there also absolutely load the bagel with cream cheese (gets a little messy).,FOOD,FOOD,VALUE|FOOD|FOOD|FOOD,absolutely|cheese|little|also
249,251,this was my frist time at cafe st. bart's and i must say how delicous the food and the service was.,FOOD|SERVICE,FOOD,FOOD|SERVICE|VALUE,food|service|time
250,252,i have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,FOOD|FOOD,VALUE,VALUE|VALUE,recommend|high
251,253,"other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD|FOOD|FOOD,FOOD,FOOD|FOOD|FOOD|AMBIENCE,pizza|fish|salad|enjoyed
252,254,"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.",FOOD|AMBIENCE|SERVICE,AMBIENCE,AMBIENCE|FOOD|SERVICE|VALUE,recommend|food|service|high
253,255,the staff is absolutely professional!!,SERVICE,VALUE,VALUE|VALUE,absolutely|staff
254,256,my chow fun and chow see was really bland and oily.,FOOD,FOOD,FOOD|AMBIENCE|FOOD|FOOD,really|oily|chow
255,258,"it's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD|FOOD|FOOD,FOOD,FOOD,sushi
256,259,their pad penang is delicious and everything else is fantastic.,FOOD,VALUE,FOOD|VALUE|VALUE,delicious|everything|thing
257,260,the price is reasonable although the service is poor.,SERVICE,VALUE,VALUE|SERVICE|VALUE|VALUE,rice|service|price|poor
258,261,"the salads are delicious, both refreshing and very spicy.",FOOD,FOOD,FOOD|FOOD,delicious|salad
259,262,we had pam's special fried fish and it was amazing.,FOOD,FOOD,FOOD|FOOD,fish|special
260,263,"great vibe, lots of people.",AMBIENCE,AMBIENCE,AMBIENCE,great
261,264,"i didn't complain, i liked the atmosphere so much.",AMBIENCE,VALUE,AMBIENCE|VALUE,atmosphere|like
262,265,"ambience is so cute and quaint, good for business although we were there on vacation.",AMBIENCE,VALUE,VALUE,good
263,266,salads were bad.,FOOD,FOOD,FOOD,salad
264,267,although we were looking for regular lettuce and some walnuts the salads we got were great.,FOOD,FOOD,VALUE|FOOD,great|salad
265,268,ingredients are organic which is a real plus for me.,FOOD,FOOD,FOOD,ingredient
266,269,"this is some really good, inexpensive sushi.",FOOD|FOOD,FOOD,VALUE|VALUE|AMBIENCE,good|really|sushi
267,270,the spicy tuna roll is huge and probably the best that i've had at this price range.,FOOD|FOOD|FOOD,VALUE,VALUE|VALUE|VALUE,rice|price|best
268,271,the yellowtail was particularly good as well.,FOOD,VALUE,VALUE|VALUE,good|well
269,272,"i have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",FOOD|FOOD,FOOD,FOOD|FOOD|FOOD,food|going|choice
270,273,"they have it all -- great price, food, and service.",FOOD|SERVICE,VALUE,VALUE|FOOD|VALUE|SERVICE|VALUE,rice|food|great|service|price
271,274,the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,AMBIENCE|SERVICE,FOOD,AMBIENCE|VALUE|FOOD,atmosphere|thing|wait
272,275,"and it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",FOOD|FOOD|FOOD,FOOD,VALUE|FOOD|VALUE|FOOD,rice|price|dish
273,276,the takeout is great too since they give high quality tupperware as well.,SERVICE,FOOD,FOOD|FOOD|FOOD|VALUE,great|high|quality|well
274,277,enjoyed a very nice caesar salad while my wife had arugula and goat cheese....both very tasty.,FOOD|FOOD,FOOD,AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE,nice|cheese|goat|salad|enjoyed
275,278,we both opted for a pasta dish and pasta dish were served timely and fresh.,FOOD,FOOD,VALUE|FOOD|FOOD,time|dish
276,279,"the staff was accomodating, the food was absolutely delicious and the place is lovely.",SERVICE|FOOD|AMBIENCE,FOOD,FOOD|FOOD|AMBIENCE|FOOD|VALUE,delicious|food|place|absolutely|staff
277,280,we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,SERVICE,VALUE,VALUE|SERVICE,even|manager
278,282,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",FOOD|SERVICE|SERVICE|FOOD,VALUE,VALUE|VALUE|FOOD|SERVICE|SERVICE|VALUE|VALUE,good|food|service|time
279,283,the place is a bistro which means: simple dishes and wine served efficiently in a bustling atmosphere.,FOOD|FOOD|AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|FOOD,atmosphere|place|dish
280,284,right off the l in brooklyn this is a nice cozy place with good pizza.,FOOD|AMBIENCE,AMBIENCE,FOOD|AMBIENCE|AMBIENCE|AMBIENCE,good|place|nice|pizza
281,285,mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,FOOD,FOOD,FOOD|FOOD|FOOD|FOOD,delicious|cheese|goat|little
282,286,my friend got the mushroom pizza which tasted better.,FOOD,FOOD,FOOD|VALUE|FOOD,pizza|better|tasted
283,287,"service was slow, but the people were friendly.",SERVICE|SERVICE,SERVICE,SERVICE|SERVICE,service|friendly
284,288,it's a nice place to relax and have conversation.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE,place|nice
285,289,the food is authentic italian - delicious!,FOOD,FOOD,AMBIENCE|FOOD|FOOD,delicious|food|italian
286,290,"pizza is terrific, as is homemade pasta.",FOOD|FOOD,FOOD,FOOD|FOOD,pizza|made
287,291,"ambience is delightful, service impeccable.",AMBIENCE|SERVICE,SERVICE,SERVICE,service
288,292,i'm still mad that i had to pay for lousy food.,FOOD,FOOD,FOOD,food
289,293,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,FOOD|FOOD,FOOD,FOOD|FOOD|FOOD,like|tasted
290,294,service was also horrible and the ambience is not that great.,SERVICE|AMBIENCE,VALUE,AMBIENCE|SERVICE|VALUE,great|service|also
291,295,this is my first time writing a review for a restaurant because the food and service was excellent.,FOOD|SERVICE,VALUE,FOOD|SERVICE|VALUE|VALUE|AMBIENCE|VALUE,food|service|time|excellent|restaurant|view
292,296,the filet mignon dish was superb!,FOOD,FOOD,FOOD,dish
293,297,"i like the ambience, it's very dark and original.",AMBIENCE,VALUE,VALUE,like
294,298,the sushi is amazing!!!,FOOD,FOOD,FOOD,sushi
295,299,very affordable and excellent ambience!,AMBIENCE,AMBIENCE,AMBIENCE,excellent
296,300,we won't go to this place again for a good meal.,FOOD,AMBIENCE,VALUE|AMBIENCE|AMBIENCE,good|place|meal
297,301,"however, i think this place is a good hang out spot.",AMBIENCE,VALUE,VALUE|AMBIENCE,good|place
298,302,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,FOOD|FOOD|SERVICE|AMBIENCE,AMBIENCE,VALUE|SERVICE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,really|service|place|excellent|pizza|made
299,303,it is one the nicest outdoor restaurants i have ever seen in ny--i am from italy and this place rivals the ones in my country.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,place|nice|restaurant
300,304,"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.",AMBIENCE,VALUE,AMBIENCE|SERVICE,place|view
301,306,somehow working the italian charm with constant mille grazie does not constitute proper service.,SERVICE,VALUE,SERVICE|AMBIENCE,service|italian
302,307,not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,FOOD|FOOD,FOOD,FOOD|FOOD,meal|made
303,308,fish was overdone.,FOOD,FOOD,FOOD,fish
304,309,someone else recommended the dessert - we also left that.,FOOD,VALUE,VALUE|VALUE,recommend|also
305,310,i've never had bad service and the fish is fresh and delicious.,SERVICE|FOOD,FOOD,FOOD|SERVICE|VALUE|FOOD,delicious|service|never|fish
306,311,their tuna tartar appetizer is to die for.,FOOD,,,
307,312,"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.",FOOD,AMBIENCE,FOOD|FOOD|VALUE|AMBIENCE,pizza|family|almost|away
308,313,the place is so cool and the service is prompt and curtious.,SERVICE|AMBIENCE,VALUE,SERVICE|AMBIENCE|VALUE|AMBIENCE,service|place|prompt|cool
309,314,a restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,FOOD|SERVICE|AMBIENCE,FOOD,AMBIENCE|FOOD|FOOD|AMBIENCE|SERVICE|AMBIENCE|FOOD,atmosphere|food|great|service|restaurant|thing
310,315,no gimmicks here -- the food speaks for itself in its freshness and preparation.,FOOD,FOOD,FOOD,food
311,316,the dining room is quietly elegant with no music to shout over -- how refreshing!,AMBIENCE,,,
312,317,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",SERVICE|SERVICE,SERVICE,SERVICE|FOOD|SERVICE,service|meal|staff
313,318,"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",FOOD|AMBIENCE,AMBIENCE,AMBIENCE|FOOD,restaurant|meal
314,319,the view is breathtaking the service is top notch... the ambiance is wonderfull.,AMBIENCE|SERVICE|AMBIENCE,SERVICE,SERVICE|VALUE,service|view
315,320,the staff offers impeccable service.,SERVICE,SERVICE,SERVICE|SERVICE,service|staff
316,321,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.,FOOD|FOOD,AMBIENCE,VALUE|AMBIENCE|AMBIENCE,good|chow|boyfriend
317,322,my boyfriend had prime rib it was good .,FOOD,VALUE,VALUE|AMBIENCE,good|boyfriend
318,323,my wife and i ate here earlier this week and have not stopped ranting and raving about the food.,FOOD,FOOD,FOOD,food
319,324,if you like spicy food get the chicken vindaloo.,FOOD,FOOD,FOOD|FOOD,food|like
320,325,go to volare for 1st class service and terrific food.,SERVICE|FOOD,SERVICE,FOOD|SERVICE,food|service
321,326,the portions are large and the servers always surprise us with a different starter.,FOOD,VALUE,VALUE|VALUE|VALUE|VALUE,always|different|portion|server
322,327,the food is amazing... especially if you get the chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,FOOD|FOOD|FOOD,FOOD,FOOD|FOOD,food|special
323,328,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,FOOD|FOOD|FOOD,FOOD,VALUE|FOOD|VALUE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|VALUE|VALUE,good|rice|food|great|price|like
324,330,the menu is very limited - i think we counted 4 or 5 entrees.,FOOD,,,
325,331,"we ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",FOOD,FOOD,FOOD,special
326,332,this place is so much fun.,AMBIENCE,AMBIENCE,AMBIENCE,place
327,333,our family never expected such incredible entertainment in a restaurant.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|VALUE,restaurant|family|never
328,334,our food was great too!,FOOD,FOOD,FOOD|FOOD,food|great
329,335,and really large portions.,FOOD,VALUE,VALUE|VALUE,really|portion
330,336,the staff was the friendliest that have seen in new york.,SERVICE,SERVICE,SERVICE,staff
331,337,the food was pretty tradional but it was hot and good with large portions.,FOOD|FOOD,FOOD,FOOD|FOOD|AMBIENCE,good|food|portion
332,338,the place is a lot of fun.,AMBIENCE,AMBIENCE,AMBIENCE,place
333,339,the characters really make for an enjoyable experience.,AMBIENCE,VALUE,VALUE,really
334,340,service was slow had to wait to order and get food although not crowded.,SERVICE,FOOD,FOOD|SERVICE|VALUE,food|service|wait
335,341,great pizza for lunch place.,FOOD,AMBIENCE,AMBIENCE|AMBIENCE|FOOD,great|place|pizza
336,342,service was quick.,SERVICE,SERVICE,SERVICE|SERVICE,service|quick
337,343,the pizza was great.,FOOD,AMBIENCE,VALUE|FOOD,great|pizza
338,344,delivery is fast too.,SERVICE,,,
339,345,"great friendly service, fast seating, fast delivery, excellent sushi.",SERVICE|SERVICE|SERVICE|FOOD,AMBIENCE,AMBIENCE|SERVICE|AMBIENCE|AMBIENCE|AMBIENCE,great|service|excellent|friendly|sushi
340,346,ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.,FOOD,VALUE,VALUE,best
341,347,"the bagels always warm, soft on the inside, crispy on the outside and enormous in size.",FOOD|FOOD,FOOD,FOOD,always
342,348,they have a huge selection of different cream cheeses and all of their salads are great.,FOOD|FOOD,FOOD,VALUE|FOOD|FOOD|FOOD,great|cheese|salad|different
343,349,the lox is always fresh too.,FOOD,FOOD,FOOD,always
344,350,not impressed with the food.,FOOD,FOOD,FOOD,food
345,351,"the ambience was nice, but service wasn't so great.",AMBIENCE|SERVICE,VALUE,AMBIENCE|SERVICE|AMBIENCE,great|service|nice
346,352,i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan.,FOOD|AMBIENCE,FOOD,FOOD|VALUE|AMBIENCE,food|like|restaurant
347,353,thius is a must for anyone who loves shabu-shabu.,FOOD,,,
348,354,"the atmosphere is nothing special, but it feels like a sushi establishment in tokyo.",AMBIENCE,AMBIENCE,AMBIENCE|VALUE|VALUE|AMBIENCE|FOOD,atmosphere|like|thing|sushi|special
349,355,"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD,FOOD,FOOD|FOOD|FOOD,food|everything|thing
350,356,taxan horrible!,FOOD,,,
351,357,the prices were cheap compared to the quality of service and food.,SERVICE|FOOD,VALUE,VALUE|FOOD|VALUE|VALUE|VALUE,rice|food|service|price|quality
352,359,"the quantity is also very good, you will come out satisfied.",FOOD,VALUE,VALUE|VALUE,good|also
353,360,i had the worst ravioli ever.,FOOD,,,
354,361,the wine the service was very good too.,FOOD|SERVICE,VALUE,VALUE|SERVICE,good|service
355,362,"the food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD|FOOD|FOOD|FOOD,FOOD,FOOD|FOOD|VALUE|FOOD|FOOD,delicious|food|never|dish|special
356,363,"whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to northern italy with one bite.",FOOD|FOOD,,,
357,365,"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices.",FOOD|FOOD|FOOD|FOOD,VALUE,VALUE|FOOD|VALUE,rice|food|price
358,366,"i found the food, service and value exceptional everytime i have been there.",FOOD|SERVICE,VALUE,FOOD|SERVICE|VALUE|VALUE,food|service|time|value
359,367,the food was bad.,FOOD,FOOD,FOOD,food
360,368,the service was excellent - friendly and attentive.,SERVICE,SERVICE,SERVICE|VALUE|AMBIENCE|SERVICE,service|excellent|friendly|attentive
361,369,who has room for cheesesticks with the best pizza in nyc!,FOOD,FOOD,VALUE|FOOD|AMBIENCE,best|pizza|cheese
362,370,great staff.,SERVICE,SERVICE,AMBIENCE|SERVICE,great|staff
363,371,always great service!,SERVICE,AMBIENCE,VALUE|AMBIENCE|VALUE,great|service|always
364,372,"the food is bad, i can't lie.",FOOD,FOOD,FOOD,food
365,373,but the staff was so horrible to us.,SERVICE,VALUE,VALUE,staff
366,374,the hostess and the waitress were incredibly rude and did everything they could to rush us out.,SERVICE|SERVICE,VALUE,VALUE|VALUE|AMBIENCE,everything|thing|wait
367,375,i ate here a week ago and found most dishes average at best and too expensive.,FOOD|FOOD,FOOD,VALUE|FOOD,best|dish
368,376,"don't dine at tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",FOOD|FOOD,FOOD,FOOD,dish
369,377,decor is nice though service can be spotty.,AMBIENCE|SERVICE,VALUE,SERVICE|VALUE|AMBIENCE,service|nice|decor
370,378,"most importantly, food is horrible.",FOOD,FOOD,FOOD,food
371,379,i am sad i did the food was horrible.,FOOD,FOOD,FOOD,food
372,380,and yes dal bukhara is so dam good and so are all the kababs.,FOOD|FOOD,VALUE,VALUE,good
373,381,the fish was not fresh and the rice tasted old and stale.,FOOD|FOOD,FOOD,FOOD|FOOD|FOOD,rice|tasted|fish
374,382,"quite frankly, this is some of the worst sushi i have ever tried.",FOOD,FOOD,FOOD,sushi
375,383,honestly the worst sushi my husband and i had in our entire lives.,FOOD,FOOD,FOOD,sushi
376,384,the all-u-can-eat sushi is definitely in very poor quality.,FOOD,FOOD,VALUE|VALUE|FOOD,quality|poor|sushi
377,385,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",FOOD|FOOD|FOOD|FOOD,FOOD,FOOD|FOOD|FOOD,rice|fish|ingredient
378,386,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",FOOD|FOOD,FOOD,VALUE|FOOD|VALUE|FOOD|FOOD,really|rice|thing|fish|even
379,387,the waitstaffs are nice though.,SERVICE,AMBIENCE,VALUE|AMBIENCE|AMBIENCE,nice|staff|wait
380,388,"both times i was extremely dissappointed by the service, which was boarderline rude.",SERVICE,VALUE,SERVICE|VALUE,service|time
381,389,"the dinner was ok, nothing i would have again.",FOOD,VALUE,VALUE|VALUE,thing|would
382,390,"i had their eggs benedict for brunch, which were the worst in my entire life, i tried removing the hollondaise sauce completely that was how failed it was.",FOOD,,,
383,391,with the theater 2 blocks away we had a delicious meal in a beautiful room.,FOOD|AMBIENCE,FOOD,FOOD|FOOD|AMBIENCE,delicious|meal|away
384,392,the service was attentive.,SERVICE,SERVICE,SERVICE|SERVICE,service|attentive
385,393,"we love the food, drinks, and atmosphere!",FOOD|FOOD|AMBIENCE,FOOD,AMBIENCE|FOOD,atmosphere|food
386,394,"try the pad thai, it's fabulous and their prices are so cheap!",FOOD,VALUE,VALUE|VALUE|AMBIENCE,rice|price|thai
387,395,"just because it's cheap does not mean the portions are small or the food is nasty, it is great!",FOOD|FOOD,VALUE,FOOD|VALUE|VALUE|VALUE,food|great|small|portion
388,396,"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",FOOD|FOOD,VALUE,VALUE|VALUE|AMBIENCE,like|thing|also
389,397,"eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",AMBIENCE,FOOD,FOOD,atmosphere
390,398,they have authentic indian at amazin prices.,FOOD|FOOD,VALUE,VALUE|VALUE,rice|price
391,399,the seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE,VALUE,VALUE,sitting
392,400,patroon features a nice cigar bar and has great staff.,AMBIENCE|SERVICE,AMBIENCE,AMBIENCE|AMBIENCE|SERVICE,great|nice|staff
393,401,the food is tasty and portion sizes are appropriate.,FOOD|FOOD,FOOD,FOOD|VALUE|FOOD,food|appropriate|portion
394,402,food is horrible.,FOOD,FOOD,FOOD,food
395,403,fish is so very fresh.,FOOD,FOOD,FOOD,fish
396,404,waitstaff are very friendly.,SERVICE,VALUE,VALUE|VALUE|VALUE,friendly|staff|wait
397,405,the menu is limited but almost all of the dishes are excellent.,FOOD|FOOD,FOOD,SERVICE|FOOD|FOOD,excellent|dish|almost
398,406,the lobster sandwich is not good and the spaghetti with scallops and shrimp is not great.,FOOD|FOOD,FOOD,FOOD|AMBIENCE|FOOD,good|great|shrimp
399,407,the service is good and ambience is good for a date or group outing.,SERVICE|AMBIENCE,VALUE,VALUE|VALUE|SERVICE,good|service
400,408,"even though its good seafood, the prices are too high.",FOOD,VALUE,VALUE|VALUE|FOOD|VALUE|AMBIENCE|VALUE,good|rice|food|price|high|even
401,409,the lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD|FOOD,VALUE,VALUE|VALUE|VALUE,good|rice|price
402,410,"the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.",FOOD|FOOD|FOOD|SERVICE,FOOD,FOOD|FOOD|SERVICE|FOOD,delicious|food|service|special
403,411,truly the mark of an attentive waiter.,SERVICE,SERVICE,VALUE|SERVICE,attentive|wait
404,412,we ate at this thai place following the reviews but very unhappy with the foods.,FOOD,FOOD,FOOD|AMBIENCE|VALUE|AMBIENCE,food|place|view|thai
405,413,"i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD|FOOD|FOOD|FOOD,FOOD,FOOD|FOOD,recommend|fish
406,414,the food is so cheap and the waiters are nice.,FOOD|SERVICE,FOOD,FOOD|VALUE|AMBIENCE,food|nice|wait
407,415,have frequented 'ino for several years and the food remains excellent.,FOOD,FOOD,FOOD|AMBIENCE,food|excellent
408,416,cheese plate is a varied delight and great bargain at $10.,FOOD|FOOD|FOOD,FOOD,FOOD|FOOD,great|cheese
409,417,"(the asparagus, truffle oil, parmesan bruschetta is a winner!)",FOOD,AMBIENCE,AMBIENCE,winner
410,418,"be sure to try the seasonal, and always delicious, specials.",FOOD,FOOD,FOOD|AMBIENCE|FOOD,delicious|special|always
411,419,i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded.,AMBIENCE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,atmosphere|great|view|would|almost
412,420,"the food was very good, a great deal, and the place its self was great.",FOOD|FOOD|AMBIENCE,FOOD,FOOD|FOOD|VALUE|AMBIENCE|AMBIENCE,good|food|great|place
