,reviewID,sentenceID,review,category,polarity
263,1303984,1303984:3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD#QUALITY,neutral
264,1308557,1308557:0,The service was the only thing good about this restaurant.,SERVICE#GENERAL,positive
265,1308557,1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",AMBIENCE#GENERAL,negative
266,1308557,1308557:2,I definitely wouldn't go back.,RESTAURANT#GENERAL,negative
267,1310217,1310217:1,Their pad penang is delicious and everything else is fantastic.,FOOD#QUALITY,positive
268,1310217,1310217:2,The price is reasonable although the service is poor.,RESTAURANT#PRICES,positive
269,1318537,1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,RESTAURANT#GENERAL,positive
270,1318537,1318537:1,"great for a romantic evening, or a fun evening with friends...",AMBIENCE#GENERAL,positive
271,1318537,1318537:2,I will be going back very soon.,RESTAURANT#GENERAL,positive
272,1318537,1318537:3,keep up the good work.,RESTAURANT#GENERAL,positive
273,1318537,1318537:4,Hats off to the chef.,FOOD#QUALITY,positive
274,1328078,1328078:2,It was wonderful.,RESTAURANT#GENERAL,positive
275,1328078,1328078:3,"the salads are delicious, both refreshing and very spicy.",FOOD#QUALITY,positive
276,1328078,1328078:4,We had Pam's special fried fish and it was amazing.,FOOD#QUALITY,positive
277,1328078,1328078:5,too large for just two people but nothing was left.,FOOD#STYLE_OPTIONS,negative
278,1335154,1335154:1,"Great vibe, lots of people.",AMBIENCE#GENERAL,positive
279,1335154,1335154:3,"My husbands was perfect, my was well done and dry.",FOOD#QUALITY,positive
280,1335154,1335154:4,"I didn't complain, I liked the atmosphere so much.",AMBIENCE#GENERAL,positive
281,1335656,1335656:1,On a hot day it was fabulous to stop in and enjoy lunch.,RESTAURANT#GENERAL,positive
282,1335656,1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",AMBIENCE#GENERAL,positive
283,1335656,1335656:3,Salads were fantastic.,FOOD#QUALITY,positive
284,1335656,1335656:4,Although we were looking for regular lettuce and some walnuts the salads we got were great.,FOOD#QUALITY,positive
285,1335656,1335656:5,Ingredients are organic which is a real plus for me.,FOOD#QUALITY,positive
286,1335656,1335656:6,We will be back.,RESTAURANT#GENERAL,positive
287,1338124,1338124:0,"This is some really good, inexpensive sushi.",FOOD#QUALITY,positive
288,1338124,1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,FOOD#STYLE_OPTIONS,positive
289,1338124,1338124:3,The Yellowtail was particularly good as well.,FOOD#QUALITY,positive
290,1338124,1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",FOOD#STYLE_OPTIONS,negative
291,1338124,1338124:5,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",RESTAURANT#GENERAL,positive
292,1340075,1340075:0,Big Wong gets big Ups for a fine establishment.,RESTAURANT#GENERAL,positive
293,1340075,1340075:1,"They have it all -- great price, food, and service.",RESTAURANT#GENERAL,positive
294,1340075,1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,AMBIENCE#GENERAL,negative
295,1340075,1340075:3,The food is prepared quickly and efficiently.,SERVICE#GENERAL,positive
296,1340075,1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",FOOD#PRICES,positive
297,1340075,1340075:5,The takeout is great too since they give high quality tupperware as well.,SERVICE#GENERAL,positive
298,1340075,1340075:6,This place is always very crowded and popular.,RESTAURANT#MISCELLANEOUS,positive
299,1341354,1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,FOOD#QUALITY,positive
300,1341354,1341354:2,We both opted for a pasta dish and they were served timely and fresh.,SERVICE#GENERAL,positive
301,1341354,1341354:3,"We concluded with tiramisu chocolate cake, both were delicious.",FOOD#QUALITY,positive
302,1341354,1341354:4,We'd go back again,RESTAURANT#GENERAL,positive
303,1347423,1347423:0,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,RESTAURANT#GENERAL,positive
304,1347423,1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",SERVICE#GENERAL,positive
305,1347423,1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,SERVICE#GENERAL,positive
306,1347423,1347423:3,"Yes, the prices are high, but I felt it was worth it.",RESTAURANT#PRICES,negative
307,1347423,1347423:4,We all felt it was worth it.,RESTAURANT#GENERAL,positive
308,1349391,1349391:0,sometimes i get good food and ok service.,FOOD#QUALITY,positive
309,1349391,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",FOOD#QUALITY,negative
310,1349391,1349391:2,it is not consistent.,RESTAURANT#GENERAL,negative
311,1352948,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,FOOD#STYLE_OPTIONS,positive
312,1352948,1352948:1,And where does Patis go wrong; no where. ,RESTAURANT#GENERAL,positive
313,1352948,1352948:2,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",FOOD#STYLE_OPTIONS,positive
314,1352948,1352948:3,And evaluated on those terms Pastis is simply wonderful.,RESTAURANT#GENERAL,positive
315,1353599,1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,FOOD#QUALITY,positive
316,1353599,1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,FOOD#QUALITY,negative
317,1353599,1353599:2,My friend got the mushroom pizza which tasted better.,FOOD#QUALITY,positive
318,1353599,1353599:3,The sangria was pretty tasty and good on a hot muggy day.,DRINKS#QUALITY,positive
319,1353599,1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,RESTAURANT#MISCELLANEOUS,neutral
320,1353599,1353599:5,Overall I would recommend it and go back again.,RESTAURANT#GENERAL,positive
321,1357554,1357554:0,I started out with a Bombay beer which was big enough for two.,DRINKS#STYLE_OPTIONS,positive
322,1357554,1357554:2,MMmmm... it was delicious.,FOOD#QUALITY,positive
323,1357554,1357554:3,"Service was slow, but the people were friendly.",SERVICE#GENERAL,negative
324,1357554,1357554:4,It's a nice place to relax and have conversation.,AMBIENCE#GENERAL,positive
325,1357554,1357554:5,I can't wait to go back.,RESTAURANT#GENERAL,positive
326,1367358,1367358:1,The food is authentic Italian - delicious!,FOOD#QUALITY,positive
327,1367358,1367358:2,"Pizza is terrific, as is homemade pasta.",FOOD#QUALITY,positive
328,1367358,1367358:3,"Ambience is delightful, service impeccable.",AMBIENCE#GENERAL,positive
329,1380450,1380450:0,I'm still mad that i had to pay for lousy food.,FOOD#QUALITY,negative
330,1380450,1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,FOOD#QUALITY,negative
331,1380450,1380450:2,Service was also horrible and the ambience is not that great.,SERVICE#GENERAL,negative
332,1380450,1380450:3,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,RESTAURANT#MISCELLANEOUS,negative
333,1387314,1387314:0,I go and eat out at many different restaurants and this is one place you have go and try.,RESTAURANT#GENERAL,positive
334,1387314,1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,FOOD#QUALITY,positive
335,1387314,1387314:2,The filet mignon dish was superb!,FOOD#QUALITY,positive
336,1387314,1387314:3,I would defiantly come back here again as one of my top choices.,RESTAURANT#GENERAL,positive
337,1387314,1387314:4,It's a small cute restaurant.,RESTAURANT#GENERAL,positive
338,1390357,1390357:0,I absolutely love this place!!!,RESTAURANT#GENERAL,positive
339,1390357,1390357:2,"I like the ambience, it's very dark and original.",AMBIENCE#GENERAL,positive
340,1390357,1390357:4,The sushi is amazing!!! ,FOOD#QUALITY,positive
341,1390357,1390357:5,And amazingly cheap.,FOOD#PRICES,positive
342,1390357,1390357:6,Big thumbs up!,RESTAURANT#GENERAL,positive
343,1394712,1394712:0,Very affordable and excellent ambient!,AMBIENCE#GENERAL,positive
344,1394712,1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,FOOD#QUALITY,negative
345,1394712,1394712:2,We were very disappointed.,FOOD#QUALITY,negative
346,1394712,1394712:3,We won't go to this place again for a good meal.,FOOD#QUALITY,negative
347,1394712,1394712:4,"However, I think this place is a good hang out spot.",AMBIENCE#GENERAL,positive
348,1395421,1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,RESTAURANT#GENERAL,positive
349,1395421,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,FOOD#QUALITY,positive
350,1395421,1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,AMBIENCE#GENERAL,positive
351,1395421,1395421:3,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",RESTAURANT#MISCELLANEOUS,positive
352,1395421,1395421:4,Check this place out!,RESTAURANT#GENERAL,positive
353,1395421,1395421:5,HIGHLY RECOMMENDED!!!!!,RESTAURANT#GENERAL,positive
354,1398844,1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",AMBIENCE#GENERAL,negative
355,1398844,1398844:1,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",AMBIENCE#GENERAL,negative
356,1398844,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",AMBIENCE#GENERAL,negative
357,1398844,1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,DRINKS#QUALITY,negative
358,1398844,1398844:4,Service is not what one would expect from a joint in this price category.,SERVICE#GENERAL,negative
359,1398844,1398844:5,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ",SERVICE#GENERAL,negative
360,1398844,1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,SERVICE#GENERAL,negative
361,1398844,1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",FOOD#QUALITY,positive
362,1404042,1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,FOOD#QUALITY,negative
363,1404042,1404042:2,Fish was overdone.,FOOD#QUALITY,negative
364,1404042,1404042:3,"Cute place, nice wait staff but would never go there again.",SERVICE#GENERAL,positive
365,1404042,1404042:4,Someone else recommended the dessert - we also left that.,FOOD#QUALITY,negative
366,1404042,1404042:5,One of us actually liked the expresso - that's it.,DRINKS#QUALITY,positive
367,1404042,1404042:6,"Skip this restaurant, it's a big disappointment.",RESTAURANT#GENERAL,negative
368,1410878,1410878:0,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,RESTAURANT#GENERAL,positive
369,1410878,1410878:1,I've never had bad service and the fish is fresh and delicious.,SERVICE#GENERAL,positive
370,1410878,1410878:2,Their tuna tartar appetizer is to die for.,FOOD#QUALITY,positive
371,1413697,1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",FOOD#QUALITY,positive
372,1413697,1413697:1,It is simply amazing.,FOOD#QUALITY,positive
373,1413697,1413697:2,The place is so cool and the service is prompt and curtious.,SERVICE#GENERAL,positive
374,1413697,1413697:3,I highly recommend to anyone to give this place a try.,RESTAURANT#GENERAL,positive
375,1413697,1413697:4,You will find yourself returning quite often.,RESTAURANT#GENERAL,positive
376,1417496,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,FOOD#QUALITY,positive
377,1417496,1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,FOOD#QUALITY,positive
378,1417496,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,AMBIENCE#GENERAL,positive
379,1417496,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",SERVICE#GENERAL,positive
380,1417496,1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",FOOD#QUALITY,positive
381,1417496,1417496:5,Beautiful experience.,RESTAURANT#GENERAL,positive
382,1430994,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,LOCATION#GENERAL,positive
383,1430994,1430994:1,The staff offers impeccable service.,SERVICE#GENERAL,positive
384,1430994,1430994:2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,FOOD#QUALITY,positive
385,1430994,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,FOOD#QUALITY,positive
386,1430994,1430994:5,It was divine melts in your mouth.,FOOD#QUALITY,positive
387,1430994,1430994:6,My boyfriend had Prime Rib it was good .,FOOD#QUALITY,positive
388,1430994,1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,DRINKS#STYLE_OPTIONS,positive
389,1430994,1430994:9,It's cuz it's so good you need to taste it!!! ,FOOD#QUALITY,positive
390,1430994,1430994:10,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,RESTAURANT#GENERAL,positive
391,1431154,1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,FOOD#QUALITY,positive
392,1431154,1431154:1,If you like spicy food get the chicken vindaloo.,FOOD#QUALITY,positive
393,1431154,1431154:2,It's very spicy but not offensive.,FOOD#QUALITY,positive
394,1431154,1431154:3,We will definitely go back.,RESTAURANT#GENERAL,positive
395,1432551,1432551:0,Go to Volare for 1st class service and terrific food.,SERVICE#GENERAL,positive
396,1432551,1432551:1,The portions are large and the servers always surprise us with a different starter.,FOOD#STYLE_OPTIONS,positive
397,1432551,1432551:2,The wine list is excellent.,DRINKS#STYLE_OPTIONS,positive
398,1439875,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,FOOD#QUALITY,positive
399,1439875,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",SERVICE#GENERAL,positive
400,1439875,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,FOOD#PRICES,negative
401,1439875,1439875:5,Please be aware that it's CASH or AMEX only!,RESTAURANT#MISCELLANEOUS,neutral
402,1448587,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",FOOD#QUALITY,neutral
403,1448587,1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,FOOD#STYLE_OPTIONS,negative
404,1448587,1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",FOOD#QUALITY,negative
405,1448587,1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",AMBIENCE#GENERAL,neutral
406,1448587,1448587:4,Problem is nothing at Prune is particularly memorable.,RESTAURANT#GENERAL,negative
407,1448587,1448587:5,No plans to return anytime soon.,RESTAURANT#GENERAL,negative
408,1451107,1451107:0,This place is so much fun.,AMBIENCE#GENERAL,positive
409,1451107,1451107:1,Our family never expected such incredible entertainment in a restaurant.,AMBIENCE#GENERAL,positive
410,1451107,1451107:4,Our food was great too!,FOOD#QUALITY,positive
411,1451107,1451107:5,And really large portions.,FOOD#STYLE_OPTIONS,positive
412,1451107,1451107:6,The staff was the friendliest that have seen in New York.,SERVICE#GENERAL,positive
413,1451107,1451107:7,We will go back every time we are in the City.,RESTAURANT#GENERAL,positive
414,1451109,1451109:0,If you want something really different than try Jekyll and Hyde.,RESTAURANT#GENERAL,positive
415,1451109,1451109:1,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,AMBIENCE#GENERAL,positive
416,1451109,1451109:2,The food was pretty tradional but it was hot and good with large portions.,FOOD#QUALITY,positive
417,1451109,1451109:3,I highly recommend it.,RESTAURANT#GENERAL,positive
418,1457607,1457607:0,The place is a lot of fun.,AMBIENCE#GENERAL,positive
419,1457607,1457607:1,My six year old loved it.,RESTAURANT#GENERAL,positive
420,1457607,1457607:2,The characters really make for an enjoyable experience.,AMBIENCE#GENERAL,positive
421,1457607,1457607:3,"The food however, is what one might expect.",FOOD#QUALITY,negative
422,1457607,1457607:4,It is very overpriced and not very tasty.,FOOD#QUALITY,negative
423,1457607,1457607:5,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",RESTAURANT#GENERAL,positive
424,1457607,1457607:6,We had a good time.,RESTAURANT#GENERAL,positive
425,1459569,1459569:0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,SERVICE#GENERAL,negative
426,1459569,1459569:1,Service was slow had to wait to order and get food although not crowded.,SERVICE#GENERAL,negative
427,1459569,1459569:2,Drinks way over priced.,DRINKS#PRICES,negative
428,1459569,1459569:3,Food was good not great not worth the wait or another visit,FOOD#QUALITY,neutral
429,1460715,1460715:0,Great pizza for lunch place.,FOOD#QUALITY,positive
430,1460715,1460715:1,Service was quick.,SERVICE#GENERAL,positive
431,1460715,1460715:2,The pizza was great.,FOOD#QUALITY,positive
432,1460715,1460715:3,And it was quick which is very important.,SERVICE#GENERAL,positive
433,1460715,1460715:5,It was wonderful.,DRINKS#QUALITY,positive
434,1470286,1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",FOOD#QUALITY,positive
435,1470286,1470286:1,Delivery is fast too.,SERVICE#GENERAL,positive
436,1470286,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",SERVICE#GENERAL,positive
437,1470286,1470286:3,A little overpriced but worth it once you take a bite.,FOOD#PRICES,negative
438,1470334,1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,FOOD#QUALITY,positive
439,1470334,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",FOOD#QUALITY,positive
440,1470334,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,FOOD#QUALITY,positive
441,1470334,1470334:4,The lox is always fresh too.,FOOD#QUALITY,positive
442,1470334,1470334:5,Highly recommended to all!,RESTAURANT#GENERAL,positive
443,1471273,1471273:2,Not impressed with the food.,FOOD#QUALITY,negative
444,1471273,1471273:3,Prices too high for this cramped and unappealing resturant.,RESTAURANT#PRICES,negative
445,1471273,1471273:4,Zero ambiance to boot.,AMBIENCE#GENERAL,negative
446,1476493,1476493:0,I thought this place was totally overrated.,RESTAURANT#GENERAL,negative
447,1476493,1476493:1,Everything we had was good or ok....but definitely nothing great.,FOOD#QUALITY,neutral
448,1476493,1476493:2,"The ambience was nice, but service wasn't so great.",AMBIENCE#GENERAL,positive
449,1476493,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",RESTAURANT#GENERAL,negative
450,1477631,1477631:0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,RESTAURANT#GENERAL,positive
451,1477631,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,FOOD#QUALITY,positive
452,1477631,1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,FOOD#QUALITY,positive
453,1486041,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",AMBIENCE#GENERAL,positive
454,1486041,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,RESTAURANT#MISCELLANEOUS,positive
455,1486041,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD#STYLE_OPTIONS,negative
456,1486041,1486041:3,I must give it Yon out of Yon stars!,RESTAURANT#GENERAL,positive
457,1486041,1486041:4,Taxan delicious!,FOOD#QUALITY,positive
458,1490757,1490757:1,We weren't!,RESTAURANT#GENERAL,positive
459,1490757,1490757:2,The prices were CHEAP compared to the quality of service and food.,RESTAURANT#PRICES,positive
460,1490757,1490757:3,"We liked it so much, that we will always make it a point to dine here when we visit New York.",RESTAURANT#GENERAL,positive
461,1496205,1496205:1,The location and ambience is Ok but the food is what makes up for it.,LOCATION#GENERAL,neutral
462,1496205,1496205:2,There is a lot of variety even for people who eat vegetarian like me.,FOOD#STYLE_OPTIONS,positive
463,1496205,1496205:3,Try green curry with vegetables.,FOOD#QUALITY,positive
464,1496205,1496205:4,"The quantity is also very good, you will come out satisfied.",FOOD#STYLE_OPTIONS,positive
465,1496205,1496205:5,"The service is ok, some of the people didn't get what they asked for.",SERVICE#GENERAL,neutral
466,1496707,1496707:0,I was there on sat. for my birthday and we had an excellent time.,RESTAURANT#GENERAL,positive
467,1496707,1496707:1,I had the best ravioli ever.,FOOD#QUALITY,positive
468,1496707,1496707:2,The wine the service was very good too.,DRINKS#QUALITY,positive
469,1496707,1496707:3,Moderate prices.,RESTAURANT#PRICES,neutral
470,1496707,1496707:4,A little noise but I think that was because of our party!,AMBIENCE#GENERAL,neutral
471,1500453,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,AMBIENCE#GENERAL,positive
472,1500453,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD#QUALITY,positive
473,1500453,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",FOOD#QUALITY,positive
474,1500453,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",AMBIENCE#GENERAL,positive
475,1500453,1500453:5,A guaranteeed delight!,RESTAURANT#GENERAL,positive
476,1506491,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",FOOD#QUALITY,positive
477,1506491,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",FOOD#QUALITY,positive
478,1506491,1506491:2,Check out the secret back room.,AMBIENCE#GENERAL,positive
479,1506491,1506491:4,I pray it stays open forever.,RESTAURANT#GENERAL,positive
480,1506491,1506491:5,Thank You Emilio.,RESTAURANT#GENERAL,positive
481,1538149,1538149:0,"I found the food, service and value exceptional everytime I have been there.",FOOD#QUALITY,positive
482,1538149,1538149:1,The food was authentic.,FOOD#QUALITY,positive
483,1538149,1538149:2,I felt as though I were eating in Paris.,FOOD#QUALITY,positive
484,1538149,1538149:3,The service was excellent - friendly and attentive.,SERVICE#GENERAL,positive
485,1538149,1538149:4,The prices are wonderfully low.,RESTAURANT#PRICES,positive
486,1538149,1538149:5,Very good wine choices.,DRINKS#STYLE_OPTIONS,positive
487,1543345,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,FOOD#QUALITY,positive
488,1543345,1543345:2,Get the pepperoni - YUM - and a family style salad.,FOOD#QUALITY,positive
489,1543345,1543345:3,Great staff.,SERVICE#GENERAL,positive
490,1543345,1543345:4,Always great service!,SERVICE#GENERAL,positive
491,1543345,1543345:5,I go twice a month!,RESTAURANT#GENERAL,positive
492,1543345,1543345:6,Fantastic!,RESTAURANT#GENERAL,positive
493,1561259,1561259:0,"The food is good, I can't lie.",FOOD#QUALITY,positive
494,1561259,1561259:1,But the staff was so horrible to us.,SERVICE#GENERAL,negative
495,1561259,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,SERVICE#GENERAL,negative
496,1561259,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,SERVICE#GENERAL,negative
497,1561259,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",RESTAURANT#PRICES,negative
498,1561259,1561259:5,Save yourself the time and trouble and skip this one!,RESTAURANT#GENERAL,negative
499,1572027,1572027:1,Amma is nothing special.,RESTAURANT#GENERAL,neutral
500,1572027,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,FOOD#QUALITY,negative
501,1572027,1572027:4,Will not be back.,RESTAURANT#GENERAL,negative
502,1572033,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",FOOD#QUALITY,negative
503,1572033,1572033:1,Decor is nice though service can be spotty.,AMBIENCE#GENERAL,positive
504,1572033,1572033:2,This place is always packed.,AMBIENCE#GENERAL,neutral
505,1572033,1572033:4,"Most importantly, food is excellent.",FOOD#QUALITY,positive
506,1572033,1572033:5,Try the sea bass.,FOOD#QUALITY,positive
507,1572033,1572033:6,Highly recommended.,RESTAURANT#GENERAL,positive
508,1573534,1573534:0,First of all Dal Bukhara Rocks.,FOOD#QUALITY,positive
509,1573534,1573534:3,I am happy i did the food was awsome.,FOOD#QUALITY,positive
510,1573534,1573534:4,JUST AWSOME.,FOOD#QUALITY,positive
511,1573534,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,FOOD#QUALITY,positive
512,1573534,1573534:7,but overall i give it a 10,RESTAURANT#GENERAL,positive
513,1573534,1573534:8,10,RESTAURANT#GENERAL,positive
514,1577714,1577714:1,Haru on Park S is simply disgusting.,RESTAURANT#GENERAL,negative
515,1577714,1577714:2,The fish was not fresh and the rice tasted old and stale.,FOOD#QUALITY,negative
516,1577714,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",FOOD#QUALITY,negative
517,1577714,1577714:4,Will never be back.,RESTAURANT#GENERAL,negative
518,1586174,1586174:0,honestly the worst sushi my husband and i had in our entire lives.,FOOD#QUALITY,negative
519,1586174,1586174:2,not sure why this restaurant would be rated that highly.,RESTAURANT#GENERAL,negative
520,1586174,1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,FOOD#QUALITY,negative
521,1586174,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",FOOD#STYLE_OPTIONS,negative
522,1586174,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",FOOD#QUALITY,negative
523,1586174,1586174:6,the waitstaffs are nice though.,SERVICE#GENERAL,positive
524,1586174,1586174:7,wont come back again for sure!,RESTAURANT#GENERAL,negative
525,1603698,1603698:0,I have been to Roth's twice and both times were very disappointing.,RESTAURANT#GENERAL,negative
526,1603698,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",SERVICE#GENERAL,negative
527,1603698,1603698:3,They wouldnt even let me finish my glass of wine before offering another.,SERVICE#GENERAL,negative
528,1603698,1603698:4,Much of the time it seems like they do not care about you.,SERVICE#GENERAL,negative
529,1603698,1603698:5,"The dinner was ok, nothing I would have again.",FOOD#QUALITY,negative
530,1603698,1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",FOOD#QUALITY,negative
531,1606837,1606837:0,This was a great surprise.,RESTAURANT#GENERAL,positive
532,1606837,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,FOOD#QUALITY,positive
533,1606837,1606837:2,The service was attentive.,SERVICE#GENERAL,positive
534,1606837,1606837:3,I look forward to eating here again,RESTAURANT#GENERAL,positive
535,1609375,1609375:0,Planet Thai is great!,RESTAURANT#GENERAL,positive
536,1609375,1609375:1,"We love the food, drinks, and atmosphere!",FOOD#QUALITY,positive
537,1609375,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",SERVICE#GENERAL,negative
538,1609375,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!",FOOD#QUALITY,positive
539,1609375,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",FOOD#STYLE_OPTIONS,positive
540,1611489,1611489:0,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",SERVICE#GENERAL,negative
541,1611489,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",FOOD#STYLE_OPTIONS,negative
542,1611489,1611489:2,"Overall, not worth the money.",RESTAURANT#GENERAL,negative
543,1611489,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",AMBIENCE#GENERAL,positive
